,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2
10,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,276,220,56,100000.0,0.21406474159334513,0.24755992959603668,0.5205216575603634,0.2709427959893882,0.45221817940554165,0.7327052783334033,0.53685702489763,0.3950820099993062,0.713017925105013,0.508394561521058,276,220,56,1000000.0,-0.45756390120826235,-0.08622231409939718,-0.14511845654247185,0.02105936642926929,0.25502843988049395,0.6601098950511393,0.4357450735444261,-0.7824543075325869,-0.0634868687520553,0.004030582503940695
11,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,492,393,99,10000.0,0.3366537207334085,0.3344242089101269,0.581663291382166,0.3383321845415345,0.6336622415115778,0.8089289685560863,0.6543660761692137,0.1835427393361,0.4866140958460506,0.2367932782760693,492,393,99,100000000.0,-0.44769908314167445,-0.1308007489963643,-0.5446794704258658,0.29667572550340165,0.0052629837116199285,0.5722199865124449,0.32743571296430257,-0.04791837341159799,-0.3574023625826088,0.12773644877963058
12,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,639,511,128,10000.0,0.2963424631100047,0.3278908188816103,0.5787565235698692,0.33495911357468056,0.6760376045248484,0.8371969971959431,0.7008988121139039,-0.09069691239377775,0.3221075809426562,0.1037532937007298,639,511,128,10000000.0,-0.5073057764866631,-0.08724911778544331,-0.5204047258300203,0.2708210786662186,0.02741190642639768,0.5467340688359762,0.29891814202594197,-0.637358242310416,0.0028441501855518622,8.089190277974692e-06
13,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,492,393,99,10000.0,0.31174957849133256,0.30745252174794546,0.5582061660649751,0.31159412383295854,0.6312113436907362,0.8116149237298284,0.6587187844209751,0.08232143447389573,0.4217738566198135,0.177893186127951,492,393,99,100000000.0,-0.44726233617552213,-0.1308767141777516,-0.5444330548199706,0.2964073511806051,0.0025529343346420985,0.615863939350278,0.3792883917920428,-0.047520262358038634,-0.34050317235716066,0.11594241038529025
14,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,426,340,86,10000.0,0.41288473738421255,0.4312315461707892,0.6577911771454964,0.43268923273045784,0.6991685047239682,0.8452352193865736,0.7144225760914693,0.065616566251531,0.4334335755500603,0.18786466441410982,426,340,86,100000000.0,-0.4602453817362747,-0.15010427858479725,-0.5162440780422018,0.266507948113643,0.0051004218964006975,0.4917022248192829,0.24177107789223262,-0.8457481354483207,-0.19945892172117802,0.03978386145417502
15,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,420,336,84,100000.0,0.406348001892761,0.4384790627318971,0.6763936141047324,0.4575083212016617,0.5911020694621838,0.7930114009067237,0.6288670819680445,0.10676490943142936,0.38676992209508587,0.14959097263743878,420,336,84,1000000.0,-0.3676830497770751,-0.04569392708249853,-0.023091609201677125,0.0005332224155229797,0.32086996923581457,0.7006491984496743,0.4909092992881711,-0.8208915045628709,-0.01947550916899966,0.00037929545739178984
16,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,384,307,77,100000.0,0.13545924998133416,0.18845638883661708,0.460047078549301,0.21164331448174672,0.37683706865924993,0.6895817684575054,0.4755230153889806,0.13406756583852486,0.4115799556199029,0.16939805986808124,384,307,77,1000000.0,-0.6572146762346828,-0.1070487287547488,-0.4106834756265648,0.16866091715271525,0.12653308199107927,0.6101872337789489,0.37232846026680566,-0.5445613854893747,-0.13201517382835992,0.017428006120932087
17,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,648,518,130,10000.0,0.229299626670955,0.26091599148579614,0.5185771059198155,0.2689222147841716,0.5999865850334414,0.7910860675734763,0.6258171663088667,0.17832847783737482,0.4611470236053882,0.21265657738010843,648,518,130,10000000.0,-0.4973805806724244,-0.08477394504888958,-0.513551286497494,0.2637349238632312,0.021451058050522498,0.5068246542434796,0.2568712301490226,-0.6314080868776932,-0.06904090178971656,0.004766646119937287
18,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,492,393,99,100000.0,0.26569143424804154,0.26527703465199215,0.5320365326640397,0.2830628720891738,0.4181572633417745,0.6997770971780126,0.4896879857348857,0.13410239595874085,0.394208539650788,0.1554003727336069,492,393,99,100000000.0,-0.4480111555993162,-0.1314117694994703,-0.5450747491377349,0.29710648214756463,0.003406324009360806,0.5230239657233677,0.2735540687209985,-0.048845049631770276,-0.37773092735243935,0.14268065347853381
19,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,506,404,102,10000.0,0.15458837335483663,0.16076542083364542,0.4101626531440377,0.16823340203415618,0.4521374998288189,0.6993925103229788,0.48914988349587796,0.15895461208653205,0.491701452345691,0.24177031823886186,506,404,102,10000000.0,-0.42858550652644656,-0.1172171533109263,-0.48246695171039816,0.23277435949272368,0.032784928108938294,0.44280221381868995,0.19607380056273283,-0.04241660006339476,-0.2011855877404475,0.0404756407144693
20,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,499,399,100,10000.0,0.24347977216800398,0.2782540170791087,0.5320205776338743,0.2830458950258813,0.6075193166564843,0.7973252701332245,0.6357275863930194,0.275914402219534,0.5687375792232932,0.3234624340207717,499,399,100,10000000.0,-0.4219162671631385,-0.1087308090417134,-0.4318016803796247,0.18645269117866756,0.05535518250482785,0.48242980851621214,0.2327385201449891,-0.05756982836194258,-0.16991561142706166,0.028871315006632207
21,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,432,345,87,10000.0,0.34179404358720145,0.3911290446092779,0.6254699727440751,0.3912126868044741,0.628897825468411,0.8064729510097942,0.650398620710446,0.015386741828756989,0.3452081965820403,0.1191686989874246,432,345,87,100000000.0,-0.4565582893015264,-0.14991183915740547,-0.5164140876282122,0.2666835099008788,0.003818439927194106,0.4202739494504056,0.17663019258664206,-0.8446939995063625,-0.08805920520822831,0.007754423621904864
22,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,426,340,86,100000.0,0.3321346786238551,0.3633769099843692,0.6140737197194318,0.3770865332500593,0.5027295529107315,0.7336184203746005,0.538195986712924,0.2895373729334769,0.5438543869314064,0.2957775941845359,426,340,86,10000000.0,-0.47453663085360454,-0.1521488964255986,-0.49605133940445045,0.2460669313249493,0.04851355319160533,0.5294273522156351,0.28029332127405815,-0.8273456308298963,-0.06186347115945488,0.003827089063896706
23,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,282,225,57,10000.0,0.2705914948594689,0.3124315416648905,0.5619130144995389,0.315746235863959,0.7279472371500812,0.8723972028742238,0.7610768795827697,0.12148069775678794,0.4197234492064859,0.17616777381378956,282,225,57,100000000.0,-0.5136860561232538,-0.17255223151837296,-0.5530897111468093,0.30590822857646094,0.001829954499993236,0.6117223047124715,0.3742041780827378,-0.7160508395067091,-0.26605609615687276,0.07078584630223513
24,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,506,404,102,10000.0,0.23166358199869572,0.23944085339713683,0.49375299854792537,0.2437920235750676,0.5731610646677958,0.7777103101351764,0.6048333264905523,0.3195627886277451,0.6058875909907151,0.36709977291653206,506,404,102,10000000.0,-0.4362458540824608,-0.12250760889129597,-0.49796837634030355,0.2479725038349982,0.03500116770794226,0.5079335991020455,0.25799654109675746,-0.050126142083811054,-0.1986282890812759,0.0394531972233549
25,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,492,393,99,10000.0,0.378849090753579,0.3773246556809594,0.6146295911190115,0.37776953427912324,0.5703486353724416,0.7646213175314668,0.5846457592235561,0.12473319394544036,0.45095232943370184,0.20335800342168195,492,393,99,10000000.0,-0.44519303105443453,-0.1223679190403244,-0.5078334099071291,0.2578947722179022,0.05643254011551946,0.5596991633922231,0.3132631535019545,-0.040311360330238966,-0.29242154539021625,0.0855103602084023
26,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,426,340,86,100000.0,0.3300482753465471,0.36171144085331164,0.6187447469830539,0.38284506191912343,0.5076947309523079,0.7439115222187184,0.5534043528897707,0.37268252635901844,0.6269124328597605,0.39301919847414374,426,340,86,1000000.0,-0.44217467542593347,-0.09034614705248711,-0.11880128685991101,0.014113745759570865,0.26869855887625027,0.6520177786037081,0.42512718361531415,-0.7467833633089644,0.0689425148062039,0.004753070347803645
27,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,499,399,100,10000.0,0.34107871693894315,0.3653708738342145,0.6050849545118088,0.3661278021765577,0.5530643839307934,0.752154754427762,0.565736774608287,0.28403880833217665,0.5538256398212296,0.3067228393233943,499,399,100,100000000.0,-0.4436617924257999,-0.1281243999560413,-0.5397783071326956,0.29136062085103864,0.008938369004211077,0.4949205337016984,0.244946334679574,-0.04434398479817303,-0.22997515039287636,0.0528885697982261
28,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,639,511,128,10000.0,0.2854416442353104,0.3177597935957296,0.5711361370330431,0.326196487025027,0.6687641190041249,0.8329168087270443,0.6937504102600437,-0.11015611906726908,0.3033769136908001,0.09203755176055518,639,511,128,10000000.0,-0.5073558456411711,-0.0873701719875013,-0.5208820876848467,0.2713181492709243,0.02703024777256091,0.5426845941870996,0.29450656876801695,-0.6378512959317442,-0.019054415351414635,0.0003630707443842257
29,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,499,399,100,10000.0,0.26147208363927127,0.28245298355974735,0.5404055513453162,0.2920381599248352,0.6421104124349737,0.815791829771291,0.6655163095215911,0.3283808686825954,0.6068044454739594,0.36821163504695936,499,399,100,1000000.0,-0.4284285200364222,-0.09169660368538923,-0.15391481791225245,0.023689771172961827,0.2275255944281509,0.6131657697642519,0.3759722612105875,-0.13383861589812174,-0.2653086902386693,0.07038870111615819
30,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,276,220,56,100000.0,0.1945675253210742,0.2432441837882896,0.5034022528650617,0.2534138281896195,0.46888275275119495,0.7391612996666023,0.5463594269248206,0.2790076106678202,0.5813982583246322,0.33802393478291576,276,220,56,100000000.0,-0.5193274436657266,-0.1727177259284307,-0.5533868264554805,0.3062369796944681,0.0023856426960453536,0.5982193386063684,0.3578663770826409,-0.7208335233756107,-0.2097228926446932,0.04398369169925751
31,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,506,404,102,10000.0,0.3032749050501538,0.30926114183045217,0.557112522377327,0.3103743625896277,0.5403937503142544,0.7464174672699536,0.5571390354456923,0.27000182108012183,0.5362909221186355,0.2876079531468564,506,404,102,100000000.0,-0.4413833427011378,-0.12893170897382267,-0.5409398292499736,0.29261589886899064,0.004654950355265419,0.5018531100541749,0.25185654407104774,-0.04271060286312878,-0.3014841340147382,0.09089268306261664
32,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,492,393,99,100000.0,0.25945626955747186,0.25829273507815964,0.52488631329127,0.27550564188050125,0.40668284589740766,0.6903753972705092,0.47661818915641346,0.1475946392785854,0.39070865356335377,0.1526532519692888,492,393,99,100000000.0,-0.44851999704112994,-0.13177711153244753,-0.5458270351653497,0.2979271523173959,0.0029009087337388273,0.5075700560714386,0.2576273618203633,-0.04818969502438919,-0.21836984728317252,0.047685390202476086
33,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,506,404,102,10000.0,0.15786046244381008,0.16349961395086998,0.4093156048780774,0.16753926439670638,0.4288927508180935,0.6816525961014345,0.46465026177182533,0.12167819918265,0.465339061457205,0.2165404421178724,506,404,102,1000000.0,-0.42704614221772585,-0.09103251744528373,-0.12795687284278828,0.016372961307705488,0.1381063841640806,0.441266486180149,0.19471611182577564,-0.06144986143397135,-0.16873035296162225,0.028469932010553627
34,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,288,230,58,100000.0,0.1797424756894811,0.19154395710693206,0.46301322480569185,0.21438124634496614,0.39440375184029974,0.7181257784080456,0.5157046336141614,0.34425846400902427,0.7141358138103105,0.5099899605665146,288,230,58,10000000.0,-0.5319766568439649,-0.1716543977810292,-0.5441096322330452,0.2960552918887797,0.02323876536066294,0.6294208348446755,0.39617058733656824,-0.6942972462203796,-0.29472287584396595,0.08686157354573777
35,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,492,393,99,10000.0,0.3428775300441694,0.3388584346609306,0.585675545702551,0.3430158448339809,0.6675615982717505,0.831014329282077,0.6905848154721402,0.07788403987317083,0.441567121443269,0.19498152273969466,492,393,99,1000000.0,-0.39045831095012823,-0.058619004451272216,-0.027921584559478702,0.0007796148843121195,0.2249764400738612,0.5734332396007349,0.32882568027899384,-0.08154268765370776,-0.22140599387683774,0.04902061412459031
36,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,492,393,99,100000.0,0.357928561576223,0.3581512043593913,0.6053724315459708,0.36647578087588106,0.45986882724280675,0.6967819499238994,0.4855050857397515,0.2857295698962812,0.5394155980982334,0.29096918747167483,492,393,99,1000000.0,-0.42570999152466316,-0.05052090391958752,-0.00014392676155300344,2.071491269113511e-08,0.31549732808451814,0.6494319368582954,0.42176184061151695,-0.08078128268654883,-0.26793959679300716,0.07179162752959925
37,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,420,336,84,100000.0,0.407662599845537,0.4379243349123212,0.6736266362889791,0.4537728451180046,0.5874455160344961,0.7891909189602737,0.6228223065693613,0.10227544423265378,0.3857752260653264,0.14882252504575366,420,336,84,1000000.0,-0.3735704029331891,-0.046955297105775395,-0.025399671583390085,0.0006451433165440738,0.3246872616049499,0.7046859225383248,0.49658224942368995,-0.8057627227674107,0.006641902370491436,4.4114867099139755e-05
38,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,499,399,100,10000.0,0.3123709254808927,0.3423860869750992,0.5875647643903293,0.3452323523530632,0.5890576921899993,0.7782139385856457,0.6056169342089831,0.315506875067754,0.5839377556920549,0.34098330252267395,499,399,100,10000000.0,-0.4383503334731344,-0.11700382451901414,-0.4751848188680876,0.22580061208269722,0.06609227344422963,0.56381657601198,0.3178891313858728,-0.04280269465024045,-0.11760214863754655,0.013830265364167591
39,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,432,345,87,10000.0,0.35578235878122805,0.40436584960056454,0.6363571543632608,0.4049504279093069,0.6268916745371038,0.801716762441529,0.6427497671797271,0.24802582723261268,0.5168835635315641,0.26716861824908844,432,345,87,100000.0,-0.3645520428495258,0.016394214741447866,0.19996630331033466,0.03998652245960076,0.4402366608173621,0.6933657259729897,0.4807560299540511,-0.25078098765606494,-0.09396336337252585,0.008829113656277332
40,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,426,340,86,10000.0,0.3432377585458958,0.3806977842506014,0.61998235669029,0.38437812260724596,0.7237901105410502,0.8630145141788935,0.7447940516834316,0.28818916019076346,0.5448947573520577,0.29691029658975787,426,340,86,100000000.0,-0.460081613959033,-0.1502750323167954,-0.5159992002499675,0.26625517465860604,0.0037150116893766016,0.6048000315375648,0.36578307814783934,-0.8509165501593559,-0.14246236378902213,0.020295525096355686
41,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,426,340,86,10000.0,0.35101327716718467,0.3789749634875088,0.61718290224725,0.3809147348263386,0.7145725266944087,0.8602661136896225,0.7400577863626464,0.2543391699548774,0.5247032104995976,0.275313459108585,426,340,86,100000.0,-0.3282759193014737,0.04929589408650059,0.2789524619271711,0.07781447601522984,0.5357744118526512,0.7627604175256084,0.5818034545438405,-1.1744768750796952,-0.15149560087675223,0.022950917085008214
42,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,384,307,77,100000.0,0.12239890229801778,0.18390045245620956,0.4494399535447242,0.20199627184228386,0.37610648797631996,0.6790986557869371,0.46117498429162485,0.15137009792659617,0.4283673281747514,0.18349856784757518,384,307,77,1000000.0,-0.6524022230561765,-0.10151221231578744,-0.37366485170915603,0.13962542140282558,0.13660495998000033,0.6130487125476948,0.3758287239563861,-0.545602904846322,-0.2059727506454398,0.04242477400844852
43,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,492,393,99,10000.0,0.33756043422937615,0.33540360248929835,0.5857290528266288,0.3430785233251797,0.7224151438653097,0.8636038742874669,0.7458116516843228,0.06795456511917453,0.4590123457264379,0.21069233352928696,492,393,99,1000000.0,-0.42659479602591627,-0.08577583664885524,-0.15089354326275106,0.022768861398387727,0.2727578231089487,0.6659644766038788,0.44350868409827826,-0.15201026463424272,-0.3124598255142823,0.09763114256041575
44,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,492,393,99,10000.0,0.3578947843636574,0.3548988599258892,0.5971459018757694,0.3565832281270261,0.6265013987346708,0.8060648983930253,0.6497406204213582,0.08606433215743925,0.43787712113982036,0.1917363732176969,492,393,99,100000000.0,-0.44678678400877225,-0.1304852747539491,-0.543748734351304,0.295662686108645,0.0027074296996966174,0.5555851944382295,0.3086749082789653,-0.046862804380482626,-0.2051098644403399,0.042070056490734614
45,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,270,216,54,100000.0,0.2674681939855062,0.317699084926256,0.570145729870735,0.32506615328983307,0.510084547803493,0.742417368933949,0.5511835496948074,0.19113790340631243,0.45770147071996253,0.20949063629921671,270,216,54,10000.0,-0.3774165398480602,-0.034923438757842984,0.19702334656305281,0.038818199090904816,0.8053432816152665,0.9072212204531728,0.8230503428405443,-3.954721336216134,-0.177363954744088,0.0314579724424629
