split,random_state,country,satellite,bands,num_features,points,month_range,year_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,True,False,True,504,403,101,"[[0.09999999999999999, 0.0009999999999999998]]","[[0.3179574994479923, 0.6820192520455175]]",0.6910098756794576,0.8322767882038717,0.6926846521829524,0.8800660077339513,0.9392907703944411,0.8822671513481827,0.7481717755981881,0.8693931708407572,0.755844485504546,-0.1830853378053252,0.24820337874524329,0.06160491722055469,0.48195769097697905,0.6967613921175062,0.4854764375455252
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,False,False,True,648,518,130,"[[0.009999999999999998, 0.0009999999999999998]]","[[0.5441967937231051, 0.7099576346489392]]",0.7295640883082986,0.8571592520995827,0.7347219834599159,0.8916308141664395,0.9447947093086827,0.8926370427376783,0.7774318246353724,0.8821731627383063,0.7782294890557062,-0.3842701402788009,0.14104299305593146,0.019893125890175528,0.3963901721731623,0.6301822084992379,0.39712961590897694
0,670487,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,False,False,True,504,403,101,"[[0.009999999999999998, 0.0009999999999999998]]","[[0.5818635870707222, 0.6913438293782492]]",0.7079154114409311,0.8427080613846276,0.7101568767226373,0.8832590961115652,0.9404490147005661,0.8844443492512656,0.7684368799331169,0.8812773703519625,0.7766498034944701,-0.24753671323967907,0.19247443333752368,0.037046407488600844,0.4714605778205113,0.6866968486083845,0.4715525618886866
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,False,True,True,504,403,101,"[[1.0, 0.0009999999999999998]]","[[0.26109588961934027, 0.6935038005702208]]",0.7040195951537023,0.8394370395688432,0.7046545434001036,0.8614460827210768,0.929440961603921,0.8638605011072213,0.7075421454621023,0.845012613764728,0.7140463174214974,-0.1440806956725511,0.215173281539948,0.046299541088669724,0.4229325759094459,0.6540691101302051,0.42780640082651833
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,True,True,True,504,403,101,"[[0.009999999999999998, 0.0009999999999999998]]","[[0.29033218431722424, 0.6570013366830506]]",0.6700308680662361,0.8211875580649106,0.674349005520611,0.9077471279798555,0.9539608193031448,0.9100412447655273,0.7458978389534279,0.8662024431564791,0.7503066725302534,-0.2525510472661696,0.2850800023909986,0.08127060776325178,0.4143480948189887,0.6887636832223769,0.4743954113260548
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,False,False,True,504,403,101,"[[0.009999999999999998, 0.0009999999999999998]]","[[0.3915028837315986, 0.6609049258816245]]",0.6749563254248887,0.8252042404224258,0.6809620384111527,0.9029298648032237,0.9512387475762532,0.9048551548904387,0.7888637516576857,0.8902266934173954,0.7925035656728692,-0.3405305797981706,0.25959511263411994,0.06738962250352142,0.6103234867428724,0.784616035814417,0.6156223236571304
0,670487,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,True,True,True,504,403,101,"[[0.0009999999999999998, 0.0009999999999999998]]","[[0.5278885224887125, 0.6495859262449857]]",0.6655755079980216,0.8191468187978017,0.6710015107465586,0.9026384805640165,0.9508707897772621,0.9041552588516343,0.7836495209649401,0.8883774238010206,0.7892144471193381,-0.2878630254000929,0.25009691449315424,0.0625484666389961,0.49663603403058354,0.7119439603473126,0.5068642026750158
0,670487,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,False,True,True,504,403,101,"[[0.0009999999999999998, 0.0009999999999999998]]","[[0.490182899101692, 0.6498143103299392]]",0.6681355090135994,0.8212079658109259,0.6743825231113189,0.907125901269976,0.9532596562868116,0.9087039723040503,0.7709525421833971,0.8802847327580503,0.7749012107269121,-0.28426572512803494,0.2609559011659266,0.06809798235332085,0.4208244626808306,0.6604575724588955,0.43620420501829715
0,670487,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,True,False,True,504,403,101,"[[0.0009999999999999998, 0.0009999999999999998]]","[[0.5985675422206993, 0.6669928479835937]]",0.6827678631263085,0.8291603370127765,0.6875068644751411,0.8994387414528656,0.9488748921851509,0.9003635610193816,0.7908069876047512,0.8924890905305771,0.7965367767160967,-0.2140859554863459,0.2554488749807011,0.06525412772890588,0.5602406243854474,0.7491273622018508,0.561191804799503
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,False,True,True,648,518,130,"[[0.0009999999999999998, 0.0009999999999999998]]","[[0.5330517067339847, 0.7057026222805449]]",0.7250560672331343,0.8555729486822431,0.7320050705168282,0.9216953458438214,0.9607686033921476,0.9230763092640979,0.7688559248190562,0.8769964842759276,0.7691228334323373,-0.3415706196908954,0.2581359592528857,0.06663417345940746,0.43442392852535194,0.6708964129603479,0.45010199692306163
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,True,True,True,648,518,130,"[[0.0009999999999999998, 9.999999999999998e-05]]","[[0.5422307352322498, 0.703271494837477]]",0.7227833211407317,0.8574823078839213,0.7352759083339361,0.9256540760876977,0.9622889718511561,0.9260000653463552,0.7655073178087026,0.8769640401679514,0.7690659277476962,-0.37417095178626436,0.2274463081327698,0.05173182308322687,0.3365006098955954,0.5849424813027893,0.34215770643266397
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,True,False,True,648,518,130,"[[0.009999999999999998, 0.0009999999999999998]]","[[0.5557681831265332, 0.751014976686972]]",0.7661994965731035,0.876174274238038,0.7676813588365525,0.8886199940584277,0.9433151586049928,0.8898434884539628,0.765019716262969,0.8751335575450447,0.7658587435414461,-0.1947249814330596,0.19633999142375258,0.03854939223227924,0.3668828116116716,0.6057668429807399,0.3669534680548524
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,2016-2022,True,True,False,True,504,403,101,"[[9.999999999999998e-05, 0.0009999999999999998]]","[[0.35488847041169264, 0.5459707330844976]]",0.5756564578152716,0.7730996613746728,0.5976830864176337,0.9145954983235729,0.957389661751364,0.9165949644283912,0.7512579764442371,0.8688648932173462,0.7549262026655904,-0.7884263374062155,0.07260825047645783,0.0052719580372520385,0.30252129934300975,0.6287512365865735,0.3953281175091453
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,2013-2021,True,True,True,True,648,518,130,"[[0.0009999999999999998, 9.999999999999998e-05]]","[[0.47944896237290424, 0.7782863398290293]]",0.7917413288476235,0.8934469305451747,0.7982474177005942,0.9272863114747096,0.9630979518042109,0.9275576647694661,0.7946404726562096,0.8928391781014569,0.797161797952885,-0.05150268769725841,0.341176947154825,0.11640170926988624,0.4982556267579604,0.7060457095590036,0.49850054398667687
0,670487,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,2013-2021,True,True,False,True,648,518,130,"[[0.0009999999999999998, 9.999999999999998e-05]]","[[0.4783519849584697, 0.7799975342197806]]",0.7932863196195757,0.894265179897714,0.7997102119774908,0.9272985524691126,0.9631091518197366,0.9275792383189323,0.7943540906818151,0.8926305891304707,0.7967893686514111,-0.04457936192247325,0.3456072864270673,0.11944439643148093,0.49114111627732127,0.700825795602865,0.49115679578238863
0,670487,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,2016-2022,True,False,True,True,504,403,101,"[[0.0009999999999999998, 0.0009999999999999998]]","[[0.5061556145104905, 0.6448337607047991]]",0.6633648640189276,0.8170974750242757,0.6676482836910468,0.8742839624411007,0.9359202393434258,0.8759466944126555,0.7854791586561336,0.8934385829510512,0.7982325015055823,-0.3720325746626958,0.12184200192319385,0.014845473432651572,0.5581478962501949,0.7505842284719844,0.563376684030884
