country,satellite,bands,num_features,points,month_range,year_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,False,False,True,648,518,130,"[[0.01, 0.001]]","[[0.6162883591263011, 0.7820917793101756]]",0.7818323909306009,0.8853489203672426,0.783842710795442,0.9040037730016138,0.951359661085107,0.9050852047399696,0.696829062571289,0.8602142833827752,0.7399686133357414,-0.02715970022746328,0.3630998666078247,0.13184151313062006
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,False,True,True,648,518,130,"[[0.001, 0.001]]","[[0.5193862727572537, 0.7194200184309577]]",0.7195622281229892,0.8553896621555037,0.7316914741225068,0.9286221199147189,0.9643531164645748,0.9299769332349377,0.7228726143043598,0.87075602024076,0.7582160467855269,-0.23498555211723327,0.35483930313039586,0.12591093104606496
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,True,False,True,648,518,130,"[[0.001, 0.001]]","[[0.613163369606063, 0.7538942387598399]]",0.7562642674178035,0.8724464361752421,0.7611627839948808,0.9198510267588906,0.959676622483828,0.9209792197419677,0.730287618555093,0.8721581239688825,0.7606597932049206,-0.09815502652687136,0.37528865732325983,0.14084157631549515
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,2013-2021,True,True,True,True,648,518,130,"[[0.001, 9.999999999999999e-05]]","[[0.5713696249115345, 0.7385663579824806]]",0.7388834602346466,0.8691385760552619,0.7554018643873682,0.9292926356708155,0.9641618874154039,0.9296081451444339,0.7357945690332283,0.8749526801634401,0.7655421925251871,-0.19569680348571095,0.3481678498129164,0.12122085164334949
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,2014-2021,False,False,False,True,384,307,77,"[[0.09999999999999999, 0.001]]","[[0.5910535806771058, 0.6578696857339587]]",0.6788087516488575,0.8325394219464277,0.693121889094892,0.8954292867929313,0.9466662282424922,0.8961769476948664,0.7943050054810032,0.8971158987730771,0.8048169358314259,-0.20998542210140902,0.28196135286731117,0.07950220451076437
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,2014-2021,False,False,True,True,384,307,77,"[[0.09999999999999999, 0.001]]","[[0.5168365426849191, 0.6419076622905482]]",0.6598815502512574,0.8256250017022517,0.6816566434358432,0.901111284592244,0.9497842492473844,0.9020901201184175,0.7930346006446498,0.8944691529012242,0.8000750654918336,-0.2697655074911558,0.2913708744157395,0.08489698645779264
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,2014-2021,False,True,False,True,384,307,77,"[[0.09999999999999999, 0.001]]","[[0.532062847987094, 0.659058569883155]]",0.6750088036181847,0.8302166210702902,0.6892596379013698,0.8865864238514155,0.9421590539364002,0.8876636829143326,0.8266994098705932,0.9124386504364872,0.8325442908103581,-0.24303435542994656,0.2556411332396849,0.06535238900407032
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,2014-2021,False,True,True,True,384,307,77,"[[0.09999999999999999, 0.001]]","[[0.5093229503454798, 0.6425598349635191]]",0.659159025732343,0.8250614173693797,0.6807263424315697,0.8967323812709274,0.947526282165873,0.8978060553950815,0.8244430073748087,0.9150943022910797,0.8373975820855979,-0.2764543202020344,0.27780755561050036,0.07717703795428124
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,2013-2021,True,True,False,True,648,518,130,"[[0.001, 9.999999999999999e-05]]","[[0.5692218559570366, 0.8005551775544457]]",0.8011494320752671,0.8979010560443234,0.8062263064455111,0.9280300923644471,0.9634800887433711,0.9282938814049343,0.782966136991256,0.8942941807970507,0.799762081807468,0.08578324227503786,0.4603175949623429,0.21189228823191558
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,2013-2021,True,True,True,True,648,518,130,"[[0.001, 9.999999999999999e-05]]","[[0.5668483405389265, 0.8007222619458249]]",0.8011523314594734,0.8978742116216586,0.8061780998952149,0.9287852868719119,0.963874390015151,0.9290538397270793,0.7843431549377613,0.8946032701787909,0.8003150110145868,0.08653471496802334,0.46413970729868265,0.2154256678913068
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,2014-2021,False,True,False,True,376,300,76,"[[1.0, 0.001]]","[[0.5380553514565588, 0.7457572575025152]]",0.749698182845893,0.8672779036273388,0.7521709621202316,0.8776063341882728,0.9374573958750113,0.8788263690807577,0.8258543005165526,0.9158509741270684,0.8387830068095001,-0.05931961347599968,0.3102384850115067,0.09624791758223486
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,2014-2021,False,True,True,True,376,300,76,"[[1.0, 0.001]]","[[0.5424163096717628, 0.7441352732774402]]",0.748100317093732,0.866493958261913,0.7508117797043978,0.8774761388497786,0.9373711573247985,0.8786646865844321,0.8293928888488206,0.9178582391095743,0.8424637471013285,-0.065409386359353,0.3080532278624,0.09489679119644374
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,2009-2021,False,True,False,True,923,738,185,"[[0.01, 9.999999999999999e-05]]","[[0.5296435376634935, 0.6091385527693305]]",0.6084555451664694,0.7873868384011934,0.6199780332874271,0.8302148702668655,0.9116563038183014,0.8311172162916471,0.5555916324378343,0.7551324483171521,0.5702250145014564,-0.024657433149271935,0.35355592941479363,0.12500179522435853
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,2009-2021,False,True,True,True,923,738,185,"[[0.01, 9.999999999999999e-05]]","[[0.533336711050818, 0.6112280929994458]]",0.6105465502364189,0.7883412165954271,0.6214818737831581,0.8296904982802219,0.9113915713020925,0.8306345962404971,0.548090268658687,0.7509258621409388,0.5638896504321123,-0.021297437532703967,0.35397266505031594,0.12529664760282316
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,2009-2021,True,True,False,True,936,748,188,"[[0.001, 9.999999999999999e-05]]","[[0.5425680069194012, 0.6446733773137077]]",0.6485143332760458,0.8102500542046389,0.6565051503386203,0.8292810325764955,0.9111122155242205,0.8301254692774537,0.5384306294097245,0.7449068237616,0.5548861760865954,0.11306128676169536,0.4345476241353452,0.18883163764167324
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,2009-2021,True,True,True,True,936,748,188,"[[0.001, 9.999999999999999e-05]]","[[0.5347658966947982, 0.6423252397989925]]",0.6465773903198683,0.8094248431153952,0.6551685766523822,0.83087977242952,0.9120014212684215,0.8317465923956209,0.5309773571688281,0.7426839273845846,0.5515794159953908,0.11150732250780904,0.43490032238612353,0.18913829041155417
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,2016-2022,False,False,False,True,497,397,100,"[[0.09999999999999999, 0.001]]","[[0.565096974287643, 0.7242664001694424]]",0.7289852432248389,0.8563814512302493,0.7333891900112279,0.8877652663637428,0.9431393507973808,0.8895118350225049,0.8396297959644093,0.9170674422615376,0.8410126936561185,-0.08883764278860173,0.305005143590293,0.09302813761653526
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,2016-2022,False,False,True,True,497,397,100,"[[0.09999999999999999, 0.001]]","[[0.541082436481265, 0.7299117428248476]]",0.7341958407327585,0.8586195179876287,0.7372274766693079,0.8870181980677447,0.9427481211139657,0.8887740198639125,0.8227940771305934,0.908046134638212,0.8245477826313979,-0.06776376029251674,0.3317156681798806,0.11003528451602464
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,2016-2022,False,True,False,True,490,392,98,"[[0.01, 0.001]]","[[0.6505128579929053, 0.7470030436807216]]",0.7535036836801234,0.8704682960189775,0.7577150543741822,0.9166020098559134,0.9578996376345282,0.9175717157803605,0.7777925905072851,0.8819540872821094,0.7778430120736187,-0.02605279118578263,0.40795147242705865,0.1664244038554052
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,2016-2022,False,True,True,True,490,392,98,"[[0.01, 0.001]]","[[0.5836514409028721, 0.7159034503297017]]",0.7210911655684649,0.8528991745560992,0.7274370019584754,0.9128291990557529,0.9559647418093842,0.9138685875826825,0.7964022837472021,0.8937543855975724,0.798796901774894,-0.16375394575539093,0.3572184546281681,0.12760502432693657
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,False,False,True,504,403,101,"[[0.01, 0.001]]","[[0.6274527164973583, 0.7302545146549893]]",0.7346812378691833,0.859799930622321,0.7392559206981479,0.8844263174763451,0.9410284833830348,0.8855346065381746,0.7897297094558453,0.889504725142238,0.7912186560503683,-0.029621690231909525,0.35182944225090823,0.12378395643458517
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,False,True,True,504,403,101,"[[0.001, 0.001]]","[[0.533700343494577, 0.7258981485052113]]",0.7289724178094188,0.8575720176350374,0.735429765430629,0.9119958577357112,0.9558085417786398,0.9135699685370099,0.7735758616462663,0.881144604108682,0.776415813349846,-0.04584289273373332,0.3927463320470501,0.15424968133641176
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,True,False,True,504,403,101,"[[0.001, 0.001]]","[[0.6758700414415069, 0.7585227977399505]]",0.7629525406684101,0.875419516784241,0.7663593303667541,0.9086738957857687,0.9537144135106896,0.9095711825380387,0.7851776171831737,0.8873968718019462,0.7874732080838797,0.0738340601485542,0.43592565320982174,0.19003117512640977
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,2016-2022,True,True,True,True,504,403,101,"[[9.999999999999999e-05, 0.001]]","[[0.5709439452113431, 0.7239766047776662]]",0.7273464606882678,0.8568753996293714,0.734235450489995,0.9402315395398662,0.9702881685667528,0.9414591300606233,0.6629586716484901,0.8183037854511632,0.6696210852837033,-0.048809622107180095,0.4147231269237425,0.17199527200540665
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,2016-2022,False,False,False,True,497,397,100,"[[0.09999999999999999, 0.001]]","[[0.500067767202277, 0.7770343350081583]]",0.7790774686781456,0.8838126772597994,0.7811248484851343,0.9289135253982176,0.9647719731134436,0.9307849601052073,0.8611195236816721,0.9286562035451595,0.8624023443829087,0.13213480709417857,0.5057479394128502,0.255780978220344
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,2016-2022,False,False,True,True,497,397,100,"[[1.0, 0.001]]","[[0.4363064031529573, 0.7812569181611726]]",0.7836615258212799,0.885638039179276,0.7843547364413127,0.9048958564193388,0.9526105765724183,0.9074669105976353,0.8581043534541142,0.9286858077873437,0.862457329585631,0.13845315023090898,0.4756503060302287,0.2262432136266502
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,2016-2022,False,True,False,True,490,392,98,"[[0.09999999999999999, 0.001]]","[[0.5317575140910572, 0.7377389974843338]]",0.7431293165768122,0.8657853924699087,0.7495843458142739,0.9277535810383412,0.9639998108349201,0.9292956352897618,0.8307741699804354,0.9138683888611129,0.8351554321596062,-0.05706209913606708,0.42173520660334696,0.17786058448876774
