country,satellite,bands,num_features,points,month_range,year_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,2016-2022,False,True,True,True,490,392,98,"[[1.0, 0.001]]","[[0.482694566811969, 0.7661757746129692]]",0.7719384799576999,0.8795131971189283,0.7735434639063588,0.9035925817885223,0.9516563405835707,0.9056497905729132,0.828895952885552,0.9144930347197263,0.8362975105508945,0.03158331717249707,0.4105038800120926,0.16851343550498252
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,False,False,True,504,403,101,"[[0.01, 0.001]]","[[0.43156215926112224, 0.689634780530849]]",0.7051879382856766,0.8444290753166677,0.7130604632401624,0.9034946214808337,0.9515779162188333,0.9055005306353768,0.8197237282741399,0.907341123461336,0.8232679143240794,-0.15351975730599543,0.3286925923309891,0.10803882025326578
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,False,True,True,504,403,101,"[[0.09999999999999999, 0.001]]","[[0.33330143733973844, 0.7215152243040507]]",0.7351755491455939,0.8581890586315227,0.7364884603548592,0.87354124122351,0.9360248684054064,0.8761425542733584,0.8234194278919801,0.9082982986412246,0.8250057993145432,-0.03997974632987478,0.323614361486311,0.10472625496019278
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,True,False,True,504,403,101,"[[0.01, 0.001]]","[[0.3858352120155387, 0.7035020001375274]]",0.716866718612676,0.8504211744117407,0.7232161738878443,0.9004797608043582,0.9500344686741452,0.9025654916689654,0.8347308864084436,0.9139734687566602,0.8353475015910817,-0.11374224569416036,0.33867100087629387,0.11469804683455065
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,2016-2022,True,True,True,True,504,403,101,"[[0.01, 0.001]]","[[0.3488367179771907, 0.7191560584945911]]",0.7304369427672521,0.8567020730435386,0.7339384419570966,0.9040775166762947,0.9520676843700213,0.9064328756216945,0.8006268919328487,0.8957071878677106,0.8022913663978822,-0.04956810209735152,0.38164933868494777,0.14565621771865797
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,2016-2022,False,True,False,True,490,392,98,"[[0.09999999999999999, 0.001]]","[[0.545338230092861, 0.7565780494648167]]",0.7624380303800328,0.8743828796307427,0.7645454201913499,0.9007173126745692,0.9498172742318114,0.902152854429148,0.8268665411655858,0.9102268144605896,0.8285128537630726,-0.011490161106432195,0.3940065347014129,0.15524114938741568
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,2016-2022,False,True,True,True,490,392,98,"[[0.09999999999999999, 0.001]]","[[0.5471523297529849, 0.7558987510544528]]",0.7618110310191064,0.8740593129808604,0.7639796826085736,0.8997274272358964,0.9492811325808641,0.901134668674008,0.823609883919471,0.9084755640316527,0.8253278504426296,-0.015571849250633818,0.3914731518698197,0.1532512286348909
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,2016-2022,True,True,False,True,504,403,101,"[[0.001, 0.001]]","[[0.3311215963839923, 0.6324581118268477]]",0.6490075959619208,0.8117456794705105,0.6589310481390407,0.8855467097831051,0.9423107937983146,0.8879496321088098,0.7611198421620521,0.8745336330440138,0.7648090753251617,-0.3731017862933659,0.14263964643366175,0.020346068734720033
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,2016-2022,True,True,True,True,504,403,101,"[[0.001, 0.001]]","[[0.32327662940629165, 0.6174863403948649]]",0.634789339146054,0.8042727163788242,0.6468546023113727,0.8834048522285975,0.9412315930740742,0.8859169118007596,0.7522425515409986,0.8688967325470087,0.754981531830868,-0.4282070624659553,0.11716505129348559,0.013727649244605108
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,2016-2022,False,False,False,True,497,397,100,"[[0.01, 0.001]]","[[0.5065397181570501, 0.7156909944213682]]",0.7190217349233716,0.8517119042204556,0.7254131677908345,0.8957597572859822,0.9471727728937225,0.8971362617111832,0.8419021057901885,0.9183721238692744,0.8434073579001619,-0.14592917846960307,0.3210732987090603,0.10308806314391747
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,2016-2022,False,False,True,True,497,397,100,"[[0.09999999999999999, 0.001]]","[[0.5161500357696295, 0.7532320939455528]]",0.7566198801503778,0.8703937777660025,0.7575853283737732,0.8839448868015899,0.9412263426307742,0.8859070280621035,0.8258688806846376,0.9107766998327252,0.8295141969581901,0.009915408267527348,0.3722622622594242,0.13857919190250434
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,2016-2022,False,True,False,True,497,397,100,"[[0.001, 0.001]]","[[0.5194563050753385, 0.6617520868014111]]",0.665316531257733,0.8281937426109803,0.6859048752999828,0.9247922358969988,0.9623344658717491,0.9260876242046646,0.8426339482798096,0.9201094825908663,0.8466014599536318,-0.32965727120605615,0.2997203001200305,0.08983225830404114
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,2016-2022,False,True,True,True,497,397,100,"[[0.01, 0.001]]","[[0.5213101370241608, 0.7272660536044582]]",0.7311458274213176,0.8579904656621022,0.736147639167071,0.9017386986492043,0.9503144735764506,0.9030975986888864,0.823342433276639,0.9077927659648977,0.8240877059381995,-0.07346048915514136,0.37151237756864103,0.1380214466867045
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,2016-2022,True,False,False,True,504,403,101,"[[9.999999999999999e-05, 0.001]]","[[0.5536444811428793, 0.6762456309406543]]",0.6790398625560037,0.8309042160276672,0.6904018162125523,0.9074085777713617,0.9533579955155219,0.9088914676133739,0.8068364030843096,0.8997174862307081,0.8094915550293045,-0.26454280158147836,0.2638312089836439,0.06960690683377117
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,2016-2022,True,False,True,True,504,403,101,"[[0.001, 0.001]]","[[0.5071165482107662, 0.6736547408840851]]",0.6868009606298291,0.8323875402625504,0.6928690171843389,0.8768532473213994,0.9372915990057851,0.8785155415668214,0.7959505245372498,0.8934529581594879,0.7982581884439396,-0.2285213712522205,0.20933985017512324,0.04382317287134305
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,2016-2022,True,True,False,True,504,403,101,"[[9.999999999999999e-05, 0.001]]","[[0.5466481413518363, 0.6785173632729031]]",0.68291330677027,0.8343029026812021,0.6960613334222794,0.9100697390617914,0.954758138399874,0.911563102840793,0.7930111163167234,0.8915781827152466,0.7949116558938216,-0.2426844286724692,0.2858032290782649,0.08168348575156316
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,2016-2022,True,True,True,True,504,403,101,"[[0.001, 0.001]]","[[0.5062282832057707, 0.6744284175179672]]",0.6870422308371988,0.8324180806367922,0.6929198609710412,0.8761022558201114,0.9368852514584541,0.8777539744003708,0.7987012612546756,0.8947840369124007,0.8006384727132525,-0.2298426965312932,0.20602698820383952,0.04244711986834503
