,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
0,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,504,403,101,0.1,0.515480791575091,0.5246018737274594,0.7322081040465249,0.5361287076314066,0.7736427972218626,0.8820947967993239,0.7780912305404405,0.6732001767646075,0.8236921989677588,0.6784688386403419,1000.0,0.185758065872073,0.24728080564842125,0.49963701780888137,0.24963714956495245,0.2925597694377503,0.5863264806716939,0.34377874193685426,0.07748803930069725,0.3308150013015638,0.10943856508615368
1,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,False,False,504,403,101,1.0,0.3192400832933255,0.3377226730286744,0.5939415224446393,0.35276653208385594,0.5885933803140768,0.7703005354374431,0.5933629148952116,0.44375164828796054,0.6676014210493589,0.4456916573871234,1000000.0,-0.049527068850731486,0.0025702691942760536,0.06241753020834915,0.0038959480773101784,0.07911275656564198,0.4582216142431197,0.2099670477595704,0.03091327825710588,0.1955025979907418,0.0382212658211296
2,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1.0,0.7527205492746345,0.7575956814451412,0.8706090119170116,0.7579600516311152,0.8884947286841424,0.9446625144189834,0.892387266148396,0.7822240896740227,0.8869230397426581,0.7866324784263566,1.0,0.29376229128573034,0.3962809121116432,0.6802432084331682,0.46273082261945075,0.47778355806109485,0.6918855622826398,0.4787056312951646,0.5115679582815871,0.7162775205538309,0.5130534864507436
3,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,504,403,101,1.0,0.3192400832933255,0.3377226730286744,0.5939415224446393,0.35276653208385594,0.5885933803140768,0.7703005354374431,0.5933629148952116,0.44375164828796054,0.6676014210493589,0.4456916573871234,1000000.0,-0.049527068850731486,0.0025702691942760536,0.06241753020834915,0.0038959480773101784,0.07911275656564198,0.4582216142431197,0.2099670477595704,0.03091327825710588,0.1955025979907418,0.0382212658211296
4,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,0.01,0.5543933180335919,0.5650707790821332,0.7644128170949942,0.584326954939105,0.8678720038006351,0.9331645155663808,0.8707960131122382,0.6237954323242598,0.7986163746931588,0.6377881139280438,1000.0,0.1978025035359205,0.26604411577256315,0.5172234417891769,0.26752008873624206,0.44747012913511486,0.6953070927577089,0.48345195323917717,0.13920466822059607,0.39770434607031335,0.15816874688321556
5,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,504,403,101,1.0,0.6790514617200166,0.6888578314517373,0.8305689000432788,0.689844697719102,0.911794202391286,0.9576570567637963,0.917107038369497,0.7669762431652766,0.8792307953728253,0.773046791531931,100000.0,-0.025534970943506843,0.04096762464704129,0.23218071622664394,0.053907884987517356,0.5622352917311079,0.751443905679748,0.5646679433832339,0.23400391537861664,0.48770746505102536,0.2378585714664971
6,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,504,403,101,0.1,0.5182900099229861,0.5286498965535507,0.7347066743916325,0.5397938973956123,0.7751684940546602,0.8829695385152795,0.7796352059458856,0.6639909614794287,0.8186920163240835,0.6702566175927934,1000.0,0.1863376917692104,0.2473826238378567,0.4997319610902096,0.2497320329350668,0.2923111973209249,0.5879164820452043,0.34564578986040906,0.07629607817843298,0.32942311605420693,0.1085195893908635
7,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1.0,0.4304950611671744,0.4523986378792494,0.6882303828056099,0.4736610598167563,0.7606472443692391,0.8739699868431158,0.763823537902556,0.4345013111017644,0.6723160355687456,0.45200885168287486,100000.0,-0.013230581129120567,0.048418242749119544,0.23755965433775025,0.056434589369071385,0.3342299952850476,0.6598702996142992,0.435428812313065,0.22300647412971908,0.4767338943145291,0.22727520598829662
8,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,504,403,101,0.1,0.6728531907667823,0.6811594955181185,0.8265255880689487,0.6831445477327215,0.8473194044919604,0.9213527268136624,0.8488908472069713,0.5970418781337088,0.7761148756374174,0.6023543001856839,10.0,0.3109152496975593,0.3911985684552537,0.6468415372365234,0.41840397429450865,0.43898368236174157,0.682711887698505,0.46609552160485607,0.3249077166606843,0.5779347421219773,0.33400856615159635
9,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,False,504,403,101,10.0,0.3486051566042267,0.36718894537435176,0.6173702788208062,0.38114606117127997,0.6050742935094977,0.7809226919387211,0.6098402507848187,0.21778338291077448,0.48583197695220764,0.23603270982929042,100000.0,-0.0256217243023803,0.04089219198067651,0.23206055659149935,0.05385210192555647,0.1723254733919254,0.5573840277878117,0.31067695443296406,0.23400519519678553,0.4877084742212409,0.23785955582721083
10,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,1000.0,0.5354931579629209,0.5375635578132529,0.7334695993805896,0.5379776532155227,0.6535327598826264,0.8126237119543213,0.6603572972304197,0.5311199789643258,0.7410003445259553,0.5490815105875845,1000.0,0.31259060046752807,0.4024813152273973,0.6414865713573716,0.41150502123183624,0.18095540253352915,0.4812194752202697,0.23157218333127177,0.22562501381304456,0.5202965984631125,0.2707085503722853
11,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,504,403,101,1.0,0.6605778109180334,0.6774456325980183,0.8256177670247938,0.6816446972270067,0.914008381876018,0.9580519282884012,0.9178634972971239,0.8021477031349044,0.8956999404320453,0.8022783832899695,100000.0,-0.013144751671980212,0.04849302654701859,0.23768836423217582,0.056495758491367475,0.5777436320492274,0.7630498922159524,0.5822451380107766,0.2230051113904623,0.4767328126963065,0.22727417470133168
12,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,504,403,101,10.0,0.33073731288419694,0.34822081954893747,0.6040817724754556,0.3649147878370881,0.5939971263640573,0.7736185327125006,0.5984856341562423,0.21488848673494154,0.4811189097555825,0.23147540532440036,100000.0,-0.025649497252214912,0.04086695745215063,0.2320043449114937,0.05382601605781133,0.1813349055283806,0.560827933631551,0.31452797114143544,0.2344412100089206,0.4882191043066795,0.23835789381001637
13,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,0.1,0.5764566619725627,0.5833222295117382,0.768135696909025,0.5900324488659134,0.8191306770430462,0.9067564152679779,0.8222071966296336,0.5343568149246971,0.7313692269338864,0.5349009461058706,10000.0,0.12347016524326758,0.19204099248101314,0.44133662311671956,0.19477801490406937,0.36883937154852164,0.6465305699111529,0.41800177782964015,0.08045809714985697,0.2837611435615895,0.08052038659538101
14,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,False,True,504,403,101,1.0,0.6404716171954008,0.6597430488472005,0.8124670927691714,0.6601027768327894,0.8595615024742304,0.9305248478124795,0.865876492396438,0.7600354029359933,0.8718843251576048,0.760182276455532,1000000.0,-0.04951742084396787,0.0025787280471395446,0.062461784192399665,0.0039014744844979086,0.363549758913556,0.6064263496312353,0.36775291752706524,0.030913180877946367,0.19550250796410296,0.03822123062025414
15,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,504,403,101,1.0,0.7657738496956185,0.7710041653470887,0.8781928838516297,0.771222741247642,0.8921895701805675,0.9458161636854563,0.8945682154886738,0.7909135487682967,0.8903381575063087,0.7927020347117286,10.0,0.4227984163330358,0.4872374526011204,0.7103591989552419,0.5046101915403329,0.4862471590187467,0.6978290598328384,0.48696539674718314,0.37208869943817124,0.6103944926656192,0.3725814366765186
16,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,504,403,101,1.0,0.6770007350098708,0.6913837008018313,0.8316217612706963,0.6915947538189751,0.8560718914707673,0.9277046515875201,0.8606359205771221,0.7849759643412078,0.8866415001315124,0.7861331497554588,1.0,0.5053659036359026,0.5464528456550275,0.7548805616446914,0.5698446623490048,0.36962346883586006,0.6106929979490872,0.3729459377440438,0.41602514240774346,0.6459774543246476,0.41728687149575217
17,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,504,403,101,1.0,0.6779702887743561,0.6918225838892773,0.8318730603948264,0.6920127886106545,0.855361701802125,0.9273005198056873,0.8598862540318979,0.7874350515078778,0.887971950972467,0.7884941857138492,1.0,0.5074399794047624,0.5474901322319939,0.7549377899404196,0.5699310666801252,0.36881325748465177,0.6096786252214434,0.3717080260519093,0.41433851173004954,0.6446653535465783,0.4155934180633348
18,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,504,403,101,1.0,0.6404716171954008,0.6597430488472005,0.8124670927691714,0.6601027768327894,0.8595615024742304,0.9305248478124795,0.865876492396438,0.7600354029359933,0.8718843251576048,0.760182276455532,1000000.0,-0.04951742084396787,0.0025787280471395446,0.062461784192399665,0.0039014744844979086,0.363549758913556,0.6064263496312353,0.36775291752706524,0.030913180877946367,0.19550250796410296,0.03822123062025414
19,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,504,403,101,1.0,0.6765875689273105,0.6866914441125143,0.8291925929094549,0.687560356135905,0.9124171575363791,0.9581153882939489,0.9179850972856646,0.7672759710220616,0.8794313116948939,0.7733994319894015,100000.0,-0.025562714026145184,0.04094241582771263,0.2321245787534817,0.053881820061481324,0.5648858845413823,0.753148859268551,0.5672332042175197,0.23443991378274998,0.4882180793590562,0.2383568930130457
20,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,False,648,518,130,1.0,0.6044605429640498,0.6106244625023886,0.7843188237878168,0.6151560173479045,0.8028213678510286,0.8977981824138649,0.8060415763456394,0.6686675505112653,0.8269157077545697,0.6837895877312409,1000.0,0.30727118965352695,0.38958212487083177,0.6262369185079266,0.39217267810230355,0.33987721731709586,0.5987961957697058,0.3585568840682718,0.17132060953127803,0.43235176010195564,0.186928044463259
21,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,1.0,0.5101905618775217,0.5190558404322356,0.7329057728681067,0.5371508719033967,0.7860161847609362,0.8884839873618235,0.7894037957983651,0.7433797149440071,0.8646526792601904,0.7476242557518257,1000.0,0.2226720344879031,0.2662549774298947,0.5174115473102755,0.26771470929001345,0.4244461312976463,0.6661076403614137,0.4436993885478504,0.24954786966003206,0.5035774846025889,0.25359028299867065
22,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,1.0,0.6892091677350367,0.6999984453882642,0.8367583138272939,0.7001644757590961,0.8562378298686979,0.9277401880667538,0.8607018565541358,0.8074792044477336,0.898805165204342,0.8078507249980045,1000.0,0.2036994982866251,0.27115499814509947,0.5218863888620582,0.2723654028794794,0.3786215004662953,0.6171134821576844,0.3808290498607826,0.1398310055262718,0.3981224930869746,0.15850151950178815
23,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,10.0,0.6118977766718567,0.6130709741312063,0.7838647680293326,0.6144439745576794,0.7350229710898706,0.858717581958055,0.7373958855638889,0.6127392112865847,0.7936195520827066,0.6298319934479559,1000.0,0.38324836466025025,0.4558688161230018,0.6766089304638243,0.45779964478340024,0.2857861337442751,0.5608849395936056,0.31459191546292264,0.1835397404786897,0.45081261369397535,0.20323201266559346
24,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,False,648,518,130,1.0,0.5075151526344921,0.5174505933269045,0.7304729320924351,0.5335907045197193,0.7959179108681766,0.894799167885864,0.8006655508492346,0.6532536947318677,0.812404338294245,0.66000080887931,1.0,0.4262827158394047,0.5091427225471498,0.7211571702733028,0.5200676642365974,0.3527559227295165,0.6267659583555054,0.39283556655329516,0.41432564644360714,0.6585264475635065,0.4336570821406117
25,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,False,648,518,130,0.1,0.5737194238024151,0.5855815992101547,0.7730675457866548,0.5976334303486016,0.8223963125642355,0.9082186628881909,0.8248611396184132,0.5502668142480551,0.7698872860028817,0.592726433148883,0.1,0.4047609799689538,0.4831443562721558,0.7099248361993549,0.5039932730526808,0.2047100778906803,0.6245476909843208,0.39005981831384673,0.37010835200058145,0.6826892918104083,0.46606466915259676
26,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,True,648,518,130,0.1,0.7852659645176813,0.7897029028674762,0.8913926814046967,0.7945809124618551,0.9481815845284762,0.9740082060310344,0.948691985415794,0.764734378936339,0.8895868762273578,0.7913648103559483,1.0,0.6663244111052246,0.7076793529312655,0.8414911927496271,0.7081074274751902,0.6086561378163339,0.7801731956403564,0.6086702151956858,0.5443891695358694,0.737827701528639,0.5443897171430343
27,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,648,518,130,0.1,0.564539290136729,0.5723428290374728,0.7731570992424519,0.5977719001090026,0.8972913113973162,0.9485248756521002,0.8996994397308321,0.5814571204207337,0.7990335993734657,0.6384546929277162,1000.0,0.336518156919939,0.4143310338588321,0.646109592463988,0.4174576054739807,0.3989354058630932,0.670944026865109,0.4501658871859681,0.1624824356016321,0.44346023122923334,0.1966569766818851
28,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,False,648,518,130,0.1,0.5661870375531256,0.5778209504562823,0.7682258565698149,0.5901709667024259,0.8196137071304032,0.9066463205731118,0.8220075506087617,0.5634724692192932,0.7738788827613144,0.5988885251839002,1.0,0.4076115293994305,0.47977865954347876,0.6974082349345414,0.4863782461545125,0.2123547087084695,0.6276523415160756,0.3939474618106124,0.2403509153617619,0.5981362744872957,0.35776700285754154
29,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,497,397,100,10.0,0.6247084242879286,0.6330288136759595,0.7993262364858899,0.6389224323346967,0.8372607583522489,0.917655259698154,0.8420911756516865,0.7565991604074378,0.8716901467353001,0.759843711915409,10.0,0.38800271094149374,0.47130390621754403,0.7083707035081346,0.5017890535886095,0.44538713859959134,0.6741475022044319,0.4544748547284745,0.5084431655966073,0.713989806148155,0.50978144328348
30,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,490,392,98,10.0,0.5123979362514332,0.5272519621808343,0.7355014128784477,0.5409623283461928,0.8597839581752389,0.9299637434925309,0.8648325642106417,0.6517636131447864,0.8092353549057871,0.6548618596294953,100000.0,-0.02138575717886913,0.05567158822389118,0.31636588216617384,0.10008737139878139,0.5170527800480034,0.7331659723221827,0.5375323429711316,0.3029928668837535,0.5507573079351265,0.3033336122439477
