,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
216,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,432,345,87,1000.0,0.6868485041048877,0.7061507837823524,0.8406121126102912,0.7066287238671369,0.9342344881181639,0.9689823427291773,0.9389267805209247,0.7015805679226559,0.8458534363020771,0.715468035704032,432,2160,432,10000.0,0.5956191693808002,0.773184542424826,0.5636827757693162,0.7509318520721399,0.5638986464564941,0.8776336719794308,0.9442704347978174,0.8584614694318169,0.9312732156179979,0.8672698021274861,0.4861665320819828,0.7085019597814193,0.5019750270141119,0.7064298937339311,0.8420002929934536,0.7089644934010617,-0.6333391927555765,0.08998087843002196,0.008096558483038392
217,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,432,345,87,1000.0,0.686558818952627,0.705884380790819,0.8404579705814944,0.7063696003139641,0.9340827264439568,0.9689026745554071,0.9387723927606212,0.701146396684952,0.8456398683383805,0.7151067869233534,432,2160,432,10000.0,0.5954196620822143,0.7730469536032621,0.5634643077301351,0.7507864332865237,0.5636802684070997,0.8774963266879017,0.9441930345289724,0.8583308908124212,0.9312001366649798,0.8671336945248771,0.4859448351038934,0.7083597021309282,0.5017734676030174,0.7061922947906893,0.8418783009524142,0.7087590736145237,-0.63329628836413,0.09004921884299494,0.008108861814233594
218,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,432,345,87,1000.0,0.5919224911949617,0.6101789253936991,0.7826604763007039,0.6125574211632447,0.9183823215448268,0.9624206290390683,0.9262534671999559,0.6172637247973636,0.7876543957928611,0.6203994472118172,432,2160,432,10000.0,0.4818258176781476,0.6961726393133242,0.4294072262829569,0.6560061161969422,0.43034402448779596,0.7938310593788055,0.9082776109490223,0.7575292040967269,0.8789762446822199,0.7725992387156577,0.3480430997330368,0.6065083276338583,0.36785235148921963,0.6445947816250065,0.8082715123222377,0.6533028376316773,-0.8596319616775154,0.06038481139175559,0.003646325446817896
219,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,432,345,87,1000.0,0.5914483896510904,0.6097302123641736,0.7823919587604585,0.6121371771330271,0.918180067341056,0.9623141815382923,0.9260485839897133,0.6165101414477521,0.7872142935417237,0.6197063439563951,432,2160,432,10000.0,0.48165352766615877,0.696039396388612,0.4292142634843009,0.655866514316823,0.43016088460209934,0.7936735384974922,0.9081796467262695,0.7573879288820973,0.8788908707626385,0.7724491627099089,0.3476222285578924,0.6062414186423082,0.36752865767743836,0.6441248867972094,0.8080422807416733,0.6529323274662051,-0.8602419227906815,0.06044318491500578,0.0036533786026695827
220,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,420,336,84,1000.0,0.5679949063952628,0.5726800237316017,0.7652188403764028,0.5855598736670066,0.9414465791475538,0.9728376910854841,0.9464131731965358,0.44368476718949523,0.6866693341558748,0.4715147744700725,420,2100,420,10000.0,0.388868981705911,0.6446200075423657,0.33763785980578187,0.5934796632161272,0.3522181106511278,0.7184499082841516,0.8646230463994159,0.6996433887053326,0.8482198412442328,0.7194768990803915,0.31883293224053577,0.5869686705483372,0.34453222020528246,0.6452232654681265,0.814550585640793,0.6634926565677588,-0.5645004054322325,0.0637209170524484,0.004060355270005009
221,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,420,336,84,1000.0,0.5675417114997057,0.5722443919931691,0.7649822538082662,0.5851978486415746,0.9413187723173935,0.9727722273436613,0.9462858062911479,0.4430056998629326,0.6862961734413532,0.4710024376802439,420,2100,420,10000.0,0.38877281092824534,0.6445338602529617,0.33754087675083777,0.5933976179637329,0.3521207330050323,0.7183617023829694,0.86456312075292,0.6995586682902413,0.8481633289486452,0.7193810325732477,0.31870673519339054,0.5868704719044986,0.3444169507934089,0.6449179155402871,0.814413905413035,0.663270009330112,-0.5645201643037923,0.06375780318265503,0.0040650574666781765
222,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,288,230,58,10000.0,0.5366118829472742,0.5473515365610557,0.7402746875114655,0.5480066129701979,0.8234562080938875,0.9179755311827866,0.8426790758503193,0.6644030777955486,0.820325618840852,0.6729341209266267,288,1440,288,10000.0,0.5321609522050783,0.7314328563720964,0.5165588303707938,0.719473327766107,0.517641869366836,0.839010213511455,0.9269145766110327,0.835608507818537,0.9243662572371013,0.8544529775185269,0.532052251039425,0.7299260928005643,0.532792100951098,0.5348404825130723,0.741346989550997,0.549595358916326,-0.4062788585304713,-0.050850148253658536,0.002585737577419052
223,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,288,230,58,10000.0,0.5365406916022383,0.5472858265731422,0.7402287228800793,0.5479385621766734,0.8234050275183238,0.917945839742064,0.8426245646997631,0.6643284277795722,0.8202726259509011,0.6728471808843869,288,1440,288,10000.0,0.532094335627705,0.7313848851238695,0.516491015582216,0.7194249933154743,0.5175723210069701,0.8389587193097399,0.9268851853989988,0.8355563816680973,0.924336353420699,0.8543976942550753,0.5319745747520839,0.7298722457596745,0.5327134951302707,0.5348100944060794,0.7413183480722958,0.5495528931886375,-0.4063064554886502,-0.050796861550392716,0.0025803211433697657
224,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,1000.0,0.5914835192823823,0.597150662259416,0.7757769049087718,0.6018298061898336,0.9090031365097008,0.956552736042551,0.9149931368304902,0.5781998279480121,0.7636560158038441,0.5831705104734011,497,2982,497,10000.0,0.4239297597752685,0.6526030684799333,0.39218958225668865,0.6276229564352357,0.39391057544450575,0.7619693958711858,0.8842431103606121,0.757372079569217,0.8806460523783184,0.7755374695695159,0.41411371283431964,0.6444058013140023,0.41525883676714137,0.49576076005136227,0.7273939156711757,0.5291019085554455,-0.5089478383669441,0.07017950225835258,0.004925162537230115
225,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,1000.0,0.5911106263913706,0.5967826470658888,0.7755634289827616,0.6014986323754992,0.908801657082652,0.9564446969901905,0.9147864584006574,0.5772560956620627,0.7630954947839368,0.5823147341595413,497,2982,497,10000.0,0.4237695959271177,0.6524758719949908,0.3920265056484893,0.6274972156803584,0.3937527556866023,0.7618446062202039,0.8841645154704615,0.7572461153336103,0.8805665285190746,0.7753974111481342,0.41392411594953693,0.6442652030246652,0.41507765182841305,0.4950080708268493,0.7270563677758907,0.5286109619234712,-0.5090157933342074,0.07020081671755234,0.004928154667811375
226,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,True,384,307,77,1000.0,0.7020397705717176,0.7219620588170713,0.8503455812115809,0.7230876074860613,0.9668133467684551,0.9843637888767638,0.968972068851818,0.7785945519051093,0.8861928335210879,0.7853377381841347,384,2688,384,10000.0,0.686124084413238,0.8311988051944457,0.6783954655699564,0.8258308448462091,0.6819965842994035,0.8687270766227447,0.9370322027224696,0.8667508931392879,0.9357245879514446,0.8755805044969008,0.687786089409232,0.8311139241836307,0.6907503549719138,0.7400667091404635,0.8605181522408395,0.7404914903359886,-0.043450235109383284,0.28425557652072225,0.08080123278312819
227,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,False,384,307,77,1000.0,0.7019480374657275,0.7218771804430779,0.8502974901799525,0.7230058218063264,0.9667907733678737,0.9843526466788125,0.9689501330235831,0.7785051800262103,0.8861467398165082,0.7852560444874263,384,2688,384,10000.0,0.686082418882918,0.8311721896904308,0.6783536211623871,0.8258042072805942,0.6819525887623307,0.8686904024419766,0.9370118619983541,0.8667140542965768,0.9357041269951859,0.8755422132758229,0.6877414020003532,0.8310858227132186,0.6907036447149074,0.7399925065623818,0.8604765824794727,0.7404199489955527,-0.04345375730964052,0.28428964463436884,0.08082060204633572
228,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,490,392,98,1000.0,0.6501741905008765,0.6602855934431933,0.8142172891344529,0.6629497939254573,0.9172126187139901,0.9596059059673282,0.9208434947673767,0.7112773443631879,0.845625319520535,0.7150821810142068,490,2940,490,10000.0,0.5280960048221008,0.7299905642773441,0.5131326318803658,0.7181004728049,0.5156682890426209,0.7939354398845797,0.8980007481409301,0.7910371028926642,0.8959844225808264,0.802788085507497,0.5270616104930257,0.7276021008012739,0.5294048170904271,0.6410271193926314,0.8008371162923387,0.6413400868314287,-0.28529914977335524,0.06749898676862125,0.004556113214790506
229,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,490,392,98,1000.0,0.6498470666615035,0.659961067321114,0.8140309002090704,0.6626463064951896,0.9170078271947419,0.9594962298028701,0.9206330150059221,0.7109111016224164,0.8453982756858534,0.7146982445326141,490,2940,490,10000.0,0.5279798287262727,0.7299041023309942,0.5130157666849604,0.7180144301413963,0.5155447218912741,0.7938367391412727,0.8979408417152622,0.7909379134420508,0.8959241510451993,0.8026800844260611,0.5269269308101108,0.727504301944463,0.5292625093477005,0.6407852338703178,0.8006913233691632,0.6411065953186618,-0.2853347707798817,0.06753595550219618,0.004561105285594623
230,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,426,340,86,1000.0,0.5987820018440213,0.6135481654407654,0.7890595405976726,0.6226149586082101,0.9602803896384015,0.9819841347175245,0.9642928408369253,0.671993432590253,0.8277295571333206,0.6851362197521231,426,2130,426,10000.0,0.5484670950944192,0.7480231413524324,0.505961758845088,0.7123141480405959,0.5073914454988,0.8818864611184944,0.94709621360697,0.8637095223036675,0.9346735561060923,0.8736146564840084,0.4911562704755399,0.7012676609417139,0.4917763322826626,0.7432089799786741,0.864461661218305,0.7472939637163116,-0.37496273603057273,0.10431502704855682,0.01088162486814114
231,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,426,340,86,1000.0,0.5985270790259892,0.6133015242865842,0.7889249533718753,0.6224025820528156,0.9602128243946247,0.9819501527680521,0.9642261025212008,0.6715593862368243,0.8274907460072523,0.6847409347276389,426,2130,426,10000.0,0.5482984971006074,0.7478943715209533,0.5057789177531504,0.7121790938130854,0.5071990616644275,0.8818065995092743,0.9470520236773489,0.8636319745066966,0.9346306519877808,0.8735344556351043,0.49085676572017933,0.7010479287517057,0.4914681984070567,0.742963514502294,0.8643367149855236,0.7470779568719662,-0.37531539170417116,0.10433779721278554,0.010886375927216358
232,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,288,230,58,10000.0,0.5827872510918175,0.6044298464539725,0.7783418066014286,0.6058159679035757,0.8435387989019276,0.925832009944417,0.8571649106377189,0.7328514803226391,0.8648570461144331,0.7479777102137828,288,1440,288,1000.0,0.6533913964911681,0.8110820711685005,0.6196871970120176,0.7891763236975011,0.622799269884703,0.9338952082875238,0.9714765022334779,0.9169402344968545,0.9608263069815451,0.9231871921877944,0.6003983528092605,0.7800912849698447,0.6085424128859035,0.5878694705455558,0.7722317935660984,0.5963419429943132,-0.37550521614686594,0.20930085290479047,0.043806847026672736
233,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,288,230,58,10000.0,0.5827158754151727,0.6043667669831283,0.7782991474233101,0.6057495628798514,0.8434913109405047,0.9258047805770769,0.8571144917393696,0.7328016427497075,0.8648207891850266,0.7479149974066122,288,1440,288,1000.0,0.6533107253602118,0.8110294769082782,0.6195955545407381,0.789118684823831,0.6227082987380926,0.9338617739573967,0.9714595928142793,0.9169069927079614,0.9608092255044426,0.9231543678144468,0.6002767891932339,0.7800219756364672,0.6084342824758175,0.5878500754658098,0.7722148979901574,0.5963158486779492,-0.37569978889892797,0.20933396052576625,0.043820707029403064
234,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,497,397,100,1000.0,0.5736528145094052,0.5780221881347472,0.7702681785348697,0.593313066863426,0.9343628386706897,0.969072013846372,0.939100568020263,0.6532082365730849,0.8100085236578372,0.656113808398349,497,2982,497,10000.0,0.4054147161892524,0.654528295625912,0.3561067021122116,0.6097985829693358,0.3718543117914099,0.731238785847953,0.8728287270544351,0.7057718585535511,0.8509280163078153,0.7240784889375537,0.3137321944574677,0.5837966021721774,0.3408184727077796,0.5937438119218188,0.7829373566929234,0.612990904505302,-0.6025749310185462,0.07270351788982,0.005285801513555378
235,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,497,397,100,1000.0,0.5731773471017878,0.577551614275023,0.7700212133175469,0.5929326689590271,0.9342179739216316,0.9689963196788295,0.9389538675511163,0.6526377163560988,0.8096696908697343,0.6555650083130911,497,2982,497,10000.0,0.40533046257989036,0.6544589916189097,0.3560206162201762,0.609731059959586,0.37177196547944025,0.7311673106123593,0.872780945770933,0.7057038009930972,0.8508834170457465,0.7240025894034459,0.31361114083266783,0.5837089089174005,0.3407160903495421,0.5932413588654768,0.7826964163711425,0.6126136802002289,-0.6025980600623857,0.07274692734978244,0.005292115438834524
236,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,384,307,77,10000.0,0.6307118993410741,0.6424199353256175,0.8031760946432183,0.6450918390063319,0.8248536037327544,0.9156838728181222,0.838476954939195,0.703423273454685,0.8412899905956418,0.7077688482764151,384,2688,384,10000.0,0.6177106431966366,0.7880755392149281,0.6078529279391538,0.7810986791958853,0.6101151466415565,0.8335905085758236,0.9198733604377873,0.8306909246786441,0.9178360446719032,0.8424230048989638,0.6184425176338488,0.7876580423431063,0.6204051916677746,0.4166361389321249,0.6457136501931331,0.41694611804573983,-0.2567148442843321,0.0794076212248662,0.006305570308591822
237,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,384,307,77,10000.0,0.6306600629321576,0.6423704347656766,0.8031435308116253,0.645039531084564,0.8248107478752142,0.9156594717538615,0.8384322682125608,0.7033526372019343,0.841244761802142,0.7076927492595427,384,2688,384,10000.0,0.6176524511711601,0.7880367335785905,0.6077943544280917,0.7810598087149918,0.6100544247898996,0.8335405197231488,0.9198447916111241,0.8306405549535019,0.9178071863634144,0.8423700313403273,0.6183789694375894,0.7876163695691283,0.6203395456132537,0.41659458137200867,0.6456797575108711,0.41690234925929737,-0.2567323412730489,0.0794423367090856,0.0063110848617997295
238,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1000.0,0.5943686929095172,0.611365982312118,0.7822991161162368,0.6119919070762454,0.8812484068742348,0.9430793470818672,0.889398654892361,0.5930078218283419,0.7804363717328288,0.6090809303235021,504,3024,504,10000.0,0.5277973770978897,0.7271587161524685,0.4831088489152373,0.6959107681671187,0.4842917972509493,0.7979553449086663,0.9033505002651065,0.777719934785471,0.8883062707336808,0.7890880306247795,0.4205400769311928,0.6610322600982559,0.43696364889060824,0.5417519822267205,0.7477791488129794,0.559173655399464,-0.6429537018493912,0.10309017370080205,0.010627583913661538
239,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,1000.0,0.5936676892786376,0.6107069106183791,0.7818919984007283,0.6113550971630846,0.8808368499874515,0.9428509878341811,0.8889679852598911,0.5919191443979379,0.7798675916112462,0.6081934604455255,504,3024,504,10000.0,0.5273801311948082,0.7268590463521953,0.4826301371574747,0.6955861503675016,0.4838400925830805,0.7976481259720702,0.9031614119021639,0.7774297145129914,0.8881302699981639,0.7887753764870116,0.419745369410631,0.6605434187593353,0.4363176080662706,0.5410619953960311,0.7474414869007158,0.5586687763403528,-0.6442497734739401,0.10312724714597125,0.010635229103906236
240,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6220907313171858,0.6285697266943895,0.7959380226415875,0.6335173358866003,0.9439976355001529,0.9738833907675624,0.9484488588129246,0.7559951404221725,0.8711444777387324,0.7588927010946888,497,2982,497,10000.0,0.39540723101116204,0.6683184885990274,0.35034647837386546,0.621912304188457,0.38677491410099585,0.7058715929051194,0.8591745052552249,0.6825521989734629,0.8382422968317237,0.7026501481977235,0.30038942959774395,0.596517180866717,0.35583274706917556,0.7008566686715544,0.8396282176755142,0.7049755439169607,-0.4639361941087232,0.0919988663171016,0.00846379140363193
241,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6217009767311068,0.6281860229553868,0.7957214570341379,0.6331726371845313,0.9438829904908311,0.973824694933897,0.9483345364630976,0.7556582133464834,0.8709409652170689,0.7585381648932396,497,2982,497,10000.0,0.3953336927563095,0.6682591232575261,0.35026668966385077,0.6218504768273958,0.3866980155304595,0.7058110150713803,0.8591328094747566,0.6824958657569316,0.8382046159164218,0.7025869781435962,0.30027309556712234,0.5964326776416665,0.3557319389588081,0.7005734706490757,0.8394813454767844,0.7047289294035123,-0.46399553345177647,0.09205023627489171,0.008473245998263391
242,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,426,340,86,10000.0,0.5718511338248091,0.6179005024256008,0.7866348451875612,0.6187943796632585,0.8118042183935361,0.9066357707767231,0.8219884208519027,0.5914029441035518,0.7740235920911094,0.5991125211136241,426,2130,426,10000.0,0.497168607922696,0.7139331216189276,0.45191375393669164,0.6798680545080069,0.4622205715405023,0.809501895408802,0.9060693335194411,0.8059647730566066,0.9035697531388378,0.8164382987873803,0.4929135270240389,0.7057070016167425,0.498022372130893,0.5382582711190926,0.7369477041055422,0.5430919185864298,-0.42221000834419287,0.17705935324537503,0.0313500145716705
243,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,False,426,340,86,10000.0,0.5717605018737169,0.6178164138114559,0.7865799738378612,0.6187080552427704,0.8117285588372027,0.9065909014566449,0.8219070626039721,0.5913097799944005,0.7739681977291158,0.5990267710960557,426,2130,426,10000.0,0.49707045066950006,0.7138615571523129,0.4518113383659009,0.6797960005946171,0.46212260242443665,0.8094232724035063,0.9060223645817247,0.8058852628595612,0.9035221856420345,0.816352339947359,0.49279453935352047,0.7056258652906817,0.4979078617672233,0.5382179526825437,0.73692387805879,0.5430568020532064,-0.42225594644657605,0.17706752642231582,0.03135290891331751
244,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,1000.0,0.6427246155167119,0.647939350536157,0.8071418346953517,0.6514779413153785,0.9407912534867043,0.9719930680272336,0.9447705242929944,0.7193477185109179,0.8528814769442867,0.7274068137146679,490,2940,490,1000.0,0.47391945478153885,0.6906735464077558,0.4056972209978966,0.6417984954412549,0.41190530875065845,0.7937426616752027,0.9135476797822869,0.7391466700634555,0.8680061941163589,0.7534347530243661,0.15083669176698578,0.5109260255892054,0.2610454036243814,0.6937889337659686,0.833008250015739,0.6939027445942839,-1.8181626604695738,-0.14952693896308802,0.022358305475671053
245,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,1000.0,0.6424404000078688,0.6476565370813143,0.8069803045016527,0.6512172118535802,0.9406788331480607,0.9719347555542202,0.9446571690542417,0.7190545066440847,0.8526867048360782,0.7270746166042091,490,2940,490,1000.0,0.47377081029394164,0.6905588494064135,0.4055150134667609,0.6416732043663721,0.41174450120180794,0.7936574512198762,0.9134938346299252,0.7390736889340013,0.8679619498091935,0.7533579463165769,0.15043308721166626,0.5107378084212747,0.2608531089509667,0.6935904238207005,0.8328921368171808,0.6937093115718894,-1.8194540074088645,-0.1495318382379836,0.022359770646830496
246,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,276,220,56,10000.0,0.6342042646186113,0.6540152058292702,0.8098894820585929,0.6559209731491359,0.8632675175736586,0.9356418784948547,0.8754257247933804,0.6720085224347936,0.8303441662055802,0.6894714343516402,276,1380,276,1000.0,0.5011611402205883,0.723387078064159,0.4414021380915626,0.6788714009374085,0.46086637901071964,0.8733136132204096,0.9462179328338461,0.8474508933063875,0.9275624857180951,0.8603721649115313,0.38375840818039864,0.6452708992932594,0.41637453347473175,0.6075346836230777,0.7799291043615301,0.6082894078301785,-0.9111483445670838,-0.009028434357693894,8.151262695118755e-05
247,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,276,220,56,10000.0,0.6341462628573324,0.6539584434517651,0.8098525204859454,0.6558611049374385,0.8632232825161654,0.9356169704194567,0.8753791153368825,0.6719471877564075,0.8303009211294642,0.6893996196284367,276,1380,276,1000.0,0.5011190752069634,0.7233592179568694,0.4413479073564973,0.6788357287047306,0.46081794656608266,0.8732761371919111,0.9461971002605309,0.8474148725620494,0.9275424351254891,0.8603349689585221,0.3836460976537933,0.6452113112332103,0.4162976361432786,0.607506301554346,0.7799092835022663,0.6082584904930184,-0.9112881882187294,-0.008940869647312612,7.993915005023596e-05
248,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,True,376,300,76,10000.0,0.6239101597431456,0.6241954681208871,0.7903508307466707,0.6246544356619524,0.8181836835612429,0.9105669081991287,0.8291320943073204,0.6667239958722688,0.8360540461147363,0.6989863680248216,376,2632,376,10000.0,0.5584806387941177,0.74735946126297,0.5414409374425024,0.7360738119239563,0.5418046566002638,0.8306469522696259,0.9174282192180317,0.8280126945010182,0.9156028703112267,0.8383286161221569,0.5536357627691959,0.7442723997914589,0.5539414050913372,0.3699585039383043,0.61298998967206,0.3757567274381522,-0.5591999785891506,-0.02773733866253056,0.0007693599560799126
249,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,False,376,300,76,10000.0,0.6238485051731386,0.6241342466179578,0.7903113401132429,0.6245920143115898,0.8181320310055262,0.910537024192137,0.8290776724246722,0.6666492757644197,0.8360015919673975,0.6988986617720231,376,2632,376,10000.0,0.5584087314347946,0.7473110964066444,0.5413667908512955,0.7360245395565665,0.5417321228294558,0.8305940279671321,0.9173979945429156,0.8279594429503234,0.9155723983042938,0.8382728165366764,0.5535572185963735,0.7442206363056544,0.5538643555031931,0.369902946291901,0.6129536552518707,0.3757121834866292,-0.5592491633308159,-0.027702218440340855,0.0007674129065163609
250,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,497,397,100,1000.0,0.6396007486833343,0.643267820905941,0.805011328062478,0.6480432383089145,0.9313649250122875,0.9671282448410401,0.9353370419693108,0.7185738837749392,0.84812988800033,0.7193243069194523,497,2982,497,1000.0,0.5076236158632822,0.7137472585039719,0.4528722761102072,0.6753353996856265,0.45607790206854487,0.8204397395725225,0.920084728491744,0.7799200110632972,0.8893916493090545,0.7910175058606801,0.3094709916305881,0.5941954539077429,0.35306823744462856,0.6340016466444576,0.7983794982013898,0.637409823148303,-1.3354649199564572,-0.1751710082348532,0.03068488212601501
251,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,497,397,100,1000.0,0.6393146206495605,0.6429874371438944,0.8048540975416086,0.6477901183295173,0.9312246705215175,0.9670544656740792,0.9351943395801787,0.7182228332621363,0.8479316096913206,0.7189880147137141,497,2982,497,1000.0,0.5074672565842564,0.7136321347941526,0.45268526756320593,0.6752081039188818,0.45590598359773143,0.8203318157773204,0.920018518555388,0.7798250898833293,0.8893352284344341,0.7909171485345271,0.30909483787703795,0.5939776500606688,0.35280944877159437,0.6336938842566195,0.798209503840846,0.6371384120218495,-1.3365108512226982,-0.1751736285558367,0.03068580014141825
252,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,490,392,98,1000.0,0.6112010318953253,0.6179434909214884,0.7895767997794206,0.6234315227499113,0.9077548271639224,0.9553984469174637,0.9127861923723016,0.6538510135732687,0.8110151720613591,0.6577456093137158,490,2940,490,1000.0,0.5212927603322344,0.72649042515824,0.4793973433140917,0.6928817533116084,0.4800851240721686,0.8205009536533953,0.914741109097006,0.8039668937332591,0.9028268850278113,0.8150963843290208,0.46622656815965835,0.6849778453309536,0.4691946485942358,0.5669921339399792,0.7566630969155059,0.5725390422337643,-0.45570999305557436,0.1123425938164025,0.012620858385397199
