,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
10,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,True,288,230,58,1000.0,0.5621065529149001,0.5815644481395739,0.7667580927501062,0.5879179727977805,0.9684968666505274,0.9861507436691304,0.9724932892391789,0.7415444205133457,0.861402783031176,0.7420147546138552,288,1440,288,10000.0,0.5635244843200695,0.7530068916125927,0.5375544177168199,0.7338709048980792,0.5385665050559255,0.8681400389470479,0.9413725765799822,0.8558572443103827,0.9326199819789356,0.8697800307863901,0.5471214965353204,0.7406404904128905,0.548548336039047,0.776096887725552,0.8822162693376608,0.7783055458840601,-0.34915833993016143,0.03614024560032849,0.0013061173520520627
11,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,False,288,230,58,1000.0,0.5618883776185448,0.5813671335459312,0.7666443498674145,0.5877435591836306,0.9684619513008279,0.9861341505111959,0.9724605628044379,0.7413309321999733,0.8612803975903937,0.7418039232734666,288,1440,288,10000.0,0.5634358664557373,0.7529442644011911,0.5374603043288109,0.7338062143163206,0.5384715601692499,0.8680876206235003,0.9413436431754084,0.8558040181875719,0.9325902947221432,0.8697246578099338,0.5469995222877968,0.7405591186766993,0.5484278082552096,0.7759823197599194,0.8821440721576569,0.7781781640428934,-0.3492446889269938,0.036187352806652924,0.0013095245031531713
12,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,True,420,336,84,10000.0,0.652582704925019,0.6652847132196248,0.8162957865819105,0.6663388111913799,0.8809247713495065,0.9432723707607664,0.8897627654406368,0.5794620859749557,0.7772250591770387,0.6040787926127512,420,2100,420,10000.0,0.5388492239739489,0.7394263869864934,0.5195769849303467,0.723626638919358,0.5236355125537269,0.8764130220465131,0.9414311771203581,0.8733423545726664,0.9393991783952009,0.8824708163695786,0.5389540402921971,0.7365721448272371,0.5425385245353963,0.6157727107327147,0.7848051934671747,0.6159191916930495,-0.3908224217168672,0.034325923173314295,0.0011782690017002754
13,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,False,420,336,84,10000.0,0.6525221452463386,0.6652269345587253,0.8162593736023147,0.6662793649936432,0.8808861198319264,0.9432509364121686,0.889722329042433,0.579410166351081,0.777197129467037,0.6040353780518023,420,2100,420,10000.0,0.538785725734455,0.7393792398409504,0.5195115311957315,0.7235785651920235,0.5235659400053474,0.8763739669942867,0.941409386496033,0.8733026455067788,0.9393769463366319,0.8824290473087355,0.538876512840589,0.7365165005817649,0.5424565556292089,0.6157398120180348,0.7847847782381452,0.6158871481542947,-0.39089552642326875,0.03430737308693889,0.0011769958481264188
14,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,True,426,340,86,1000.0,0.5902550225880314,0.6049785492945463,0.7856870024345138,0.6173040657945318,0.9290481102533164,0.9663900024863843,0.9339096369056339,0.5228720072044758,0.7426566179261375,0.551538852149489,426,2130,426,10000.0,0.3709626034870238,0.633295798159832,0.3190850006931508,0.5809995439193527,0.33756047003449585,0.6954201541629657,0.8551081440347036,0.6745384891780672,0.8356595739660231,0.6983269235610752,0.2406785219045814,0.535084033288192,0.28631492267995895,0.6302675443217707,0.8124566177992312,0.660085755805766,-0.8267267116815156,0.04212765651976919,0.0017747394438476518
15,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,False,426,340,86,1000.0,0.5898194434512021,0.6045582556238756,0.7854640404291459,0.6169537588072789,0.9288785627267961,0.9663007110944214,0.9337370642615844,0.5220363382147032,0.7422205719848715,0.5508913774775498,426,2130,426,10000.0,0.37088370354010336,0.6332242633472255,0.31900435772516267,0.580931245543644,0.33748111204888953,0.695347607712985,0.8550567222246892,0.6744697214941421,0.8356121161835963,0.6982476087128281,0.24056091412984026,0.5350010037966874,0.28622607406346307,0.6298840278461552,0.8122953103456709,0.6598236712095699,-0.8267992829995512,0.042161168321847665,0.0017775641142631711
16,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,276,220,56,10000.0,0.6644474816125264,0.6605861919076643,0.813777712223506,0.6622341649117234,0.8682241036464988,0.9379456277410372,0.8797420005985283,0.5095539538151574,0.7236352451920666,0.5236479680841823,276,1380,276,1000.0,0.4472980325983793,0.6889973545597674,0.38234108793062893,0.6319920349129461,0.3994139321934065,0.8019736294413076,0.9213176031200895,0.761052887343016,0.885569882276351,0.7842340163949503,0.2768914671822872,0.5642871552854779,0.31841999362017703,0.5769896337333016,0.7605247454097152,0.5783978883805121,-0.9881560674680232,0.04728053818754801,0.0022354492913041857
17,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,276,220,56,10000.0,0.6643909566254622,0.6605299001909224,0.8137413833369777,0.662175038955178,0.8681825405470921,0.9379223705336397,0.8796983731474421,0.5094370085809337,0.7235498853891335,0.5235244366466282,276,1380,276,1000.0,0.4472502240822085,0.6889557026919129,0.3822884987466665,0.631949421751887,0.3993600716525443,0.8019372465444251,0.9212952718767836,0.7610202241468885,0.8855503976847301,0.7841995068395836,0.2767302767305806,0.5641905765861129,0.31831100670857054,0.5769538765208468,0.7605031741478402,0.5783650778889401,-0.9884141205063157,0.04737111324223792,0.0022440223698089283
18,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,432,345,87,1000.0,0.6632553998720099,0.6825970066085714,0.8272403270465388,0.6843265586920645,0.9355941206032493,0.9698529211572972,0.9406146886773424,0.6570561501884178,0.8132839619456192,0.6614308027579635,432,2160,432,10000.0,0.5675422605236885,0.7553130792938921,0.5291617868591967,0.7296644895471531,0.5324102673061075,0.8711816825087422,0.9414912621003128,0.8510295672669106,0.927629637190873,0.8604967437948706,0.42890102742208924,0.678414616772649,0.46024639225078023,0.686957913722953,0.830202436454077,0.6892360854942857,-0.7952654523301677,0.12959470024866437,0.01679478633254117
19,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,432,345,87,1000.0,0.6629422050840884,0.6823037659042239,0.8270721422466735,0.6840483284805017,0.9354450406068907,0.9697749746221144,0.9404635014033226,0.6565133727410792,0.8129720332637113,0.6609235268689329,432,2160,432,10000.0,0.5673151348729908,0.7551601399861176,0.5289192798181138,0.7295078256503611,0.5321816676851177,0.8710348589493113,0.9414080735949407,0.8508899628048717,0.9275510910543205,0.8603510265160604,0.4285386039407951,0.6781980247655262,0.4599525607958612,0.6866739644625912,0.8300506126354382,0.6889840195364663,-0.7956809466839496,0.12964649395313763,0.01680821339434095
20,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,282,225,57,1000.0,0.6359033962207776,0.6432651118853956,0.80476434853276,0.6476456566693577,0.9865188272121062,0.994204549585244,0.9884426864159979,0.7759193902354671,0.8811236632449339,0.7763789099301716,282,1410,282,10000.0,0.5449619761768723,0.7429715394368465,0.5190067927505434,0.7253112391974781,0.5260763937061813,0.9153485724439263,0.964101113354626,0.905000018088816,0.9571925649785253,0.9162176064501685,0.37947670069476547,0.6614418326618255,0.4375052979950344,0.8297782101889549,0.9113351292076481,0.8305317177279208,-1.0684824794682157,0.02737649435670656,0.0007494724432627862
21,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,282,225,57,1000.0,0.6357756575369111,0.643142071530687,0.8046950623169116,0.6475341433172181,0.9865086041756708,0.9941998087529141,0.988433259724331,0.7758101882796458,0.8810604638810111,0.7762675410142225,282,1410,282,10000.0,0.5449068893165478,0.7429349308313448,0.5189458702421172,0.7252717342926847,0.5260190885639185,0.915322140961454,0.9640874505679475,0.9049729066562705,0.9571783241434251,0.9161903442100158,0.3791418584051395,0.661298708524299,0.4373159818959057,0.8297094509141755,0.9112950824500533,0.8304587272976495,-1.0695229554843104,0.027426215340411855,0.0007521972878986426
22,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1000.0,0.6029649614674182,0.618632334372647,0.7869697948624007,0.6193214580257691,0.8825616403040917,0.9437336889396286,0.8906332756395997,0.6078121520542907,0.7900977370958153,0.6242544341639281,504,3024,504,10000.0,0.534743922101865,0.7319214477905746,0.48880723286204775,0.7000124158154537,0.4900173822957877,0.7999894944724684,0.9040878497788892,0.7800853547127305,0.8893965438704822,0.7910262122487585,0.4352532341067977,0.6699083741692158,0.448777229782042,0.5517083302876908,0.7531938719277821,0.5673010087095642,-0.59354645053378,0.1158938586055082,0.013431386462473528
23,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,1000.0,0.6022876794205516,0.6179925725191969,0.7865778082499171,0.6187046484312433,0.8821616399836356,0.9435123940042334,0.8902156376395997,0.6067790045289744,0.7895693947545636,0.6234198291330878,504,3024,504,10000.0,0.5343388160130237,0.7316319799168798,0.4883306400689774,0.6996915145536611,0.48956821553839613,0.7996898339899701,0.9039041727779747,0.779802584223987,0.8892257161416603,0.7907223742476487,0.43451588017657083,0.6694463812611601,0.4481584573836625,0.5510460890092332,0.7528661757590869,0.5668074786021123,-0.5946578825118554,0.11593460675960657,0.013440833044504613
