year,district,split,observed,predicted
2021,Chibombo,train,0.039036597466846734,0.03948444737658575
2017,Chiengi,train,-0.044073255707390124,-0.04083755410295327
2018,Chiengi,train,-0.04033033135808156,-0.03935552796670898
2019,Chiengi,train,-0.014224826206661156,-0.012674001754263493
2020,Chiengi,train,0.04911110621528597,0.05172104618259598
2021,Chiengi,train,-0.015442112714791345,-0.010194944241616512
2017,Chililabombwe,train,-0.08861688755559372,-0.0824412046849865
2018,Chililabombwe,train,-0.018182574832474874,-0.023678249709473978
2019,Chililabombwe,train,-0.008046739459111052,-0.010907985332231428
2020,Chililabombwe,train,0.0019528593796006577,0.001417213066551318
2021,Chililabombwe,train,0.12251069499143918,0.1212944265029487
2017,Chilubi,train,0.07177876218263068,0.05034554009412441
2018,Chilubi,train,-0.004252398685485326,-0.003941657098460879
2019,Chilubi,train,0.053913051604069784,0.03296279944027916
2020,Chilubi,train,-0.07179418558608508,-0.0492562666698641
2021,Chilubi,train,-0.002857167735820898,0.011330101583368644
2017,Chingola,train,-0.053977591498097666,-0.053196348442664465
2018,Chingola,train,-0.07320735090563657,-0.06460261027669123
2019,Chingola,train,-0.05937810115219566,-0.056584044609090056
2020,Chingola,train,-0.007916342904599305,-0.0028120767925651686
2021,Chingola,train,0.1913712602062546,0.17038401002494047
2017,Chinsali,train,0.06672188621414998,0.0655929749836056
2018,Chinsali,train,-0.00835722040516429,-0.010052443890400012
2019,Chinsali,train,-0.0500104368714408,-0.04873707820467405
2020,Chinsali,train,-0.01728867621466823,-0.016689393936426638
2021,Chinsali,train,0.028550987081559898,0.025328146130723306
2017,Chipata,train,0.008510319327628468,0.017300555753592056
2018,Chipata,train,-0.02797152360163213,-0.0332772716054701
2019,Chipata,train,-0.04748836788119465,-0.04965009182219628
2020,Chipata,train,0.04348630170907841,0.03767994690817071
2021,Chipata,train,0.05130519243434972,0.04173671244217419
2017,Choma,train,0.10992595138816114,0.10976787538597602
2018,Choma,train,-0.02750872955904954,-0.026599863005767232
2019,Choma,train,-0.3001630538629537,-0.2962439858574968
2020,Choma,train,0.05999103323829014,0.05921096154481666
2021,Choma,train,0.08072057258733473,0.07606571484599467
2017,Chongwe,train,0.07497185944833279,0.07857984479892943
2018,Chongwe,train,-0.0032454558291505897,-0.0032048429505000405
2019,Chongwe,train,-0.25472122135480657,-0.24202245269725206
2020,Chongwe,train,0.04390074716583675,0.045232468907637206
2021,Chongwe,train,0.05541265157069836,0.058256237165391446
2017,Gwembe,train,0.14094445571894448,0.14051237303266176
2018,Gwembe,train,-0.06468779210532538,-0.06459119509010187
2019,Gwembe,train,-0.3178981005293946,-0.3162066853473328
2020,Gwembe,train,-0.012257303072055414,-0.011045587553741333
2021,Gwembe,train,0.10655692532023314,0.10739485600479605
2017,Isoka,train,0.0010913836746365702,0.0020620767721992203
2018,Isoka,train,0.0024858513235125335,0.0028316296608111575
2019,Isoka,train,-0.01596019848335606,-0.017406624358844755
2020,Isoka,train,-0.04588476689976706,-0.04752538802076265
2021,Isoka,train,0.03795036698570642,0.03966620438089203
2017,Itezhi-Tezhi,train,0.10849131050277427,0.10044423010734459
2018,Itezhi-Tezhi,train,0.024681655291172666,0.012992777074252521
2019,Itezhi-Tezhi,train,-0.17432656490304568,-0.18124778077722983
2020,Itezhi-Tezhi,train,-0.08345212021139065,-0.08068986807868911
2021,Itezhi-Tezhi,train,0.11839843281076307,0.11387548894827246
2017,Kabompo,train,-0.005649822170014307,-0.011489534808563674
2018,Kabompo,train,-0.03120810295419052,-0.024130096709460525
2019,Kabompo,train,-0.039176993640744784,-0.037197066112358707
2020,Kabompo,train,0.024030893468514614,0.024678353429096172
2021,Kabompo,train,-0.005185021447468019,0.0013795604412399018
2017,Kabwe,train,0.08904440412194048,0.08018013474878359
2018,Kabwe,train,-0.11163104287007775,-0.10910241712940234
2019,Kabwe,train,-0.05326998584509346,-0.06192504899118026
2020,Kabwe,train,-0.04359991997020157,-0.03876798378173791
2021,Kabwe,train,0.10282780358350396,0.09896100747126975
2017,Kafue,train,0.09088321030193741,0.09056306236975369
2018,Kafue,train,-0.022702568022281988,-0.01685300042988628
2019,Kafue,train,-0.2688443727420989,-0.2590955814709694
2020,Kafue,train,0.0002884655163847838,0.003568534968441157
2021,Kafue,train,0.09420630322591222,0.09388348247431688
2017,Kalabo,train,0.023070442897192178,0.030233938803090932
2018,Kalabo,train,0.038598443829940376,0.042298934810642085
2019,Kalabo,train,-0.10878659022366097,-0.10795920536266021
2020,Kalabo,train,0.002612291179727305,0.006034437892184168
2021,Kalabo,train,0.059765374830681395,0.06194715387445642
2017,Kalomo,train,0.09890229191628802,0.10024442218036204
2018,Kalomo,train,0.02630596399457119,0.024609560566965474
2019,Kalomo,train,-0.2762795135684883,-0.2707105414296821
2020,Kalomo,train,0.03036021034544578,0.029047468698543025
2021,Kalomo,train,0.05721859991909439,0.060160090508174315
2017,Kalulushi,train,-0.010500617207333529,-0.012687837296190826
2018,Kalulushi,train,-0.07598909493075501,-0.07058962958368675
2019,Kalulushi,train,-0.021637039739426767,-0.017823611212980938
2020,Kalulushi,train,0.06327595057251756,0.05524585023248237
2021,Kalulushi,train,0.04505269059552908,0.04642666456594582
2017,Kaoma,train,0.029177350165041582,0.025514087211516514
2018,Kaoma,train,0.047794117807854586,0.04579210994440926
2019,Kaoma,train,-0.19278199271633187,-0.17949859010999342
2020,Kaoma,train,0.008484411602664776,0.013404634955212928
2021,Kaoma,train,0.015883881459369364,0.016766917110170167
2017,Kapiri Mposhi,train,0.04201220402918271,0.043124730473425306
2018,Kapiri Mposhi,train,-0.02497022563804896,-0.02570147949049278
2019,Kapiri Mposhi,train,-0.046461244603382856,-0.05037526036984275
2020,Kapiri Mposhi,train,0.041255181284408304,0.03840434141148148
2021,Kapiri Mposhi,train,-0.07688655585399984,-0.07668544483334364
2017,Kaputa,train,-0.0792723197804106,-0.07227026100158462
2018,Kaputa,train,-0.03393434227548425,-0.028497316081863348
2019,Kaputa,train,0.02175801277608308,0.023459701644456706
2020,Kaputa,train,-0.028645855624484684,-0.02354380016341655
2021,Kaputa,train,0.01937429461662815,0.025210070517267525
2017,Kasama,train,0.0058043477422586864,0.007182635893013124
2018,Kasama,train,-0.05323975496659539,-0.0466105277438427
2019,Kasama,train,-0.004789934420981301,-0.007436244897605307
2020,Kasama,train,-0.007924805668567347,-0.017767586176131014
2021,Kasama,train,0.09237997436698309,0.08984409516101634
2017,Kasempa,train,-0.05847432690445131,-0.05647217001210027
2018,Kasempa,train,-0.0123892235008225,-0.011420743664230116
2019,Kasempa,train,-0.03218352689461501,-0.03383407457948749
2020,Kasempa,train,0.07769686328418246,0.06521573764075109
2021,Kasempa,train,0.005485956624108446,0.006994653046684084
2017,Katete,train,0.048724506391325195,0.04536283014487169
2018,Katete,train,-0.10258391751339696,-0.09485596353235415
2019,Katete,train,-0.005174424237560427,-0.01687526659375267
2020,Katete,train,0.04736130820916251,0.04942033211374017
2021,Katete,train,0.06871359987716652,0.06681107854422612
2017,Kawambwa,train,-0.0018241418086254457,-0.010224915018219316
2018,Kawambwa,train,-0.01622604910455816,-0.018522985037022523
2019,Kawambwa,train,-0.045043567813305985,-0.04541075398321119
2020,Kawambwa,train,0.03605226979287024,0.025123063004401074
2021,Kawambwa,train,0.033763155079649776,0.033278207321065914
2017,Kazungula,train,0.14713097884618226,0.14141205065623447
2018,Kazungula,train,0.023386332586354086,0.025217275250072845
2019,Kazungula,train,-0.23909026401563774,-0.24491712455564527
2020,Kazungula,train,-0.010039563865596068,-0.01601147273206436
2021,Kazungula,train,0.07955266432408731,0.0805666907041648
2017,Kitwe,train,-0.009680301420970538,-0.008102229475275662
2018,Kitwe,train,-0.028395098600322966,-0.03338500389229794
2019,Kitwe,train,-0.0653799092305336,-0.06135347340209998
2020,Kitwe,train,0.027489861722217568,0.026896647632427592
2021,Kitwe,train,0.05876301963168096,0.05474339283764954
2017,Livingstone,train,0.04615647028358913,0.04015121272758437
2018,Livingstone,train,-0.01190323992345435,-0.01248428527219855
2019,Livingstone,train,-0.2126097085340825,-0.21492848424357006
2020,Livingstone,train,-0.012821939099029261,-0.012365001620387773
2021,Livingstone,train,0.3015609824627298,0.2917061420848237
2017,Luangwa,train,0.023438904977644295,0.03004319276887091
2018,Luangwa,train,-0.05450931301429984,-0.0601005498227713
2019,Luangwa,train,0.001202173945985846,-0.008808623532592513
2020,Luangwa,train,0.02213055257213488,0.016604666011903864
2021,Luangwa,train,0.08642633822063105,0.08007077019453157
2017,Luanshya,train,-0.00902983522204126,-0.01152156480773335
2018,Luanshya,train,0.0005985000627477532,-0.004559329604450366
2019,Luanshya,train,-0.0012279963243518877,-0.007359338736341851
2020,Luanshya,train,0.048718311810202364,0.03377836458314089
2021,Luanshya,train,0.010687558574882794,0.015576411542885152
2017,Lufwanyama,train,0.02079527811646631,0.023034648968224578
2018,Lufwanyama,train,-0.08515628507349104,-0.08148730799595784
2019,Lufwanyama,train,-0.020554426242923696,-0.018997382619158783
2020,Lufwanyama,train,0.0014043852264460366,0.006168588436928492
2021,Lufwanyama,train,0.02183472150532295,0.029441055461777037
2017,Lukulu,train,0.057551504881494464,0.048085356076808784
2018,Lukulu,train,0.016134118328287206,0.016518315812279118
2019,Lukulu,train,-0.19419049796771773,-0.1912171887146802
2020,Lukulu,train,0.01930147257357262,0.019736365619996466
2021,Lukulu,train,0.03882877088724962,0.03712717753152522
2017,Lundazi,train,0.08521602032329867,0.07396217582125052
2018,Lundazi,train,-0.0195823192971456,-0.019194365831716048
2019,Lundazi,train,-0.030232015469764284,-0.033736621780457096
2020,Lundazi,train,0.004463857331457488,0.0013211538917025593
2021,Lundazi,train,-0.009002150436804968,-0.009629092896449663
2017,Lusaka,train,-0.044385177747291504,-0.04329113142118702
2018,Lusaka,train,-0.04890191108766134,-0.04862199932770755
2019,Lusaka,train,-0.18433729165297597,-0.18389451544721072
2020,Lusaka,train,0.06649683969186704,0.0644740912613116
2021,Lusaka,train,-0.07463079546867857,-0.07203357325383543
2017,Luwingu,train,0.02225829185385142,0.03627469097699802
2018,Luwingu,train,0.00929590629734045,0.00992415585279741
2019,Luwingu,train,-0.03901335025629438,-0.028612903862367395
2020,Luwingu,train,-0.052900445653144446,-0.053146580530422906
2021,Luwingu,train,0.0689904905636618,0.058951676330380565
2017,Mambwe,train,0.07318070079615163,0.058747925476871014
2018,Mambwe,train,-0.1139080494852942,-0.103624208320797
2019,Mambwe,train,-0.023105431827734835,-0.02593052422622568
2020,Mambwe,train,-0.009916652507894308,-0.011322743182543091
2021,Mambwe,train,0.08590054648125162,0.08478823921278227
2017,Mansa,train,-0.03905532662260425,-0.036609430131589425
2018,Mansa,train,-0.009952234680169036,-0.007380255826875318
2019,Mansa,train,0.0081639021161094,0.005270013458464734
2020,Mansa,train,-0.03131612503480519,-0.029046211774917854
2021,Mansa,train,0.06939266451727477,0.0709559025422734
2017,Masaiti,train,-0.03952331780925966,-0.04024216715089118
2018,Masaiti,train,-0.054569404668463606,-0.05006309230184013
2019,Masaiti,train,0.03488530552374136,0.02640014203722425
2020,Masaiti,train,0.037504758881595324,0.03286564766801784
2021,Masaiti,train,0.03470982206890272,0.030980649053895044
2017,Mazabuka,train,0.1895493605638337,0.18517592656479287
2018,Mazabuka,train,-0.041571298919420074,-0.041503109450677894
2019,Mazabuka,train,-0.24378542904262318,-0.24505262165835867
2020,Mazabuka,train,-0.01941967317105847,-0.024237994721441093
2021,Mazabuka,train,0.007225651958929213,0.010867195259052762
2017,Mbala,train,0.04458090349251842,0.044542869370121675
2018,Mbala,train,0.01843659481257154,0.013025654748201505
2019,Mbala,train,-0.07279346794300295,-0.07503984614718423
2020,Mbala,train,0.002850933920634069,-0.002004331008755566
2021,Mbala,train,0.051684393989365196,0.047093318627525985
2017,Milenge,train,0.02648597559079857,0.025009999531273773
2018,Milenge,train,0.009533139694783754,0.0011231899443170626
2019,Milenge,train,0.030881160972409005,0.0273287112217975
2020,Milenge,train,-0.09843849982216535,-0.09127164676754623
2021,Milenge,train,0.05927225896627675,0.042681892463776
2017,Mkushi,train,0.02543903735224784,0.02389431108842022
2018,Mkushi,train,-0.045992407234410226,-0.04747326098000669
2019,Mkushi,train,-0.0653030786622607,-0.06795269190807143
2020,Mkushi,train,-0.02275146920328086,-0.02688282218062914
2021,Mkushi,train,0.03925475818642554,0.033013354694014084
2017,Mongu,train,-0.005001472646082167,-0.001879023881961781
2018,Mongu,train,-0.04430808109374346,-0.042782837696254204
2019,Mongu,train,-0.09117018042011904,-0.09007686088847337
2020,Mongu,train,-0.01650198257861965,-0.013556211070893009
2021,Mongu,train,0.0656941988872147,0.0661967947023142
2017,Monze,train,0.13139787635483707,0.1316445240917486
2018,Monze,train,-0.05847981405865316,-0.05490307080195661
2019,Monze,train,-0.3006348887122329,-0.2958835780467276
2020,Monze,train,0.08770094878561147,0.08976370748747828
2021,Monze,train,0.12417754994695707,0.12615855061425343
2017,Mpika,train,0.029931970601243973,0.03130006241154713
2018,Mpika,train,-0.014382781990816107,-0.010413675242780265
2019,Mpika,train,-0.011943090644971566,-0.011568019298953965
2020,Mpika,train,-0.026181790074250588,-0.021491040912469072
2021,Mpika,train,0.010866795298649978,0.01619571953992254
2017,Mpongwe,train,0.08153174985458533,0.06867267739418711
2018,Mpongwe,train,-0.03755336764425665,-0.038951834496263674
2019,Mpongwe,train,-0.017756211539132427,-0.021488334010603204
2020,Mpongwe,train,-0.013990550764812593,-0.009587802905262198
2021,Mpongwe,train,-0.04408563149014422,-0.03727863225959927
2017,Mporokoso,train,-0.003945934200756618,-0.004056032638419045
2018,Mporokoso,train,-0.04781861774546037,-0.0333248337358128
2019,Mporokoso,train,0.007120547877355721,-0.001813724737464376
2020,Mporokoso,train,0.01980404973331118,0.015422127772487422
2021,Mporokoso,train,0.028631112227227917,0.032861574283394666
2017,Mpulungu,train,0.023362235167962098,0.01467334954555085
2018,Mpulungu,train,-0.021701460733692834,-0.026938245486796106
2019,Mpulungu,train,-0.1344963699293199,-0.11975622231875171
2020,Mpulungu,train,-0.04082210742966896,-0.04341625247238998
2021,Mpulungu,train,0.13682681027617016,0.12897468983622837
2017,Mufulira,train,-0.028091690245905854,-0.023350344118063564
2018,Mufulira,train,-0.0070478941559714015,-0.015207955552346355
2019,Mufulira,train,-0.047279386366956055,-0.04560481929367835
2020,Mufulira,train,0.011839049041168725,0.01224759678128787
2021,Mufulira,train,0.03361112806286881,0.032026134666906125
2017,Mufumbwe,train,-0.02857734361604325,-0.014012173248328846
2018,Mufumbwe,train,0.015688250225751266,0.020168930777059012
2019,Mufumbwe,train,-0.033528483787962804,-0.02236271861199438
2020,Mufumbwe,train,0.035415819962917316,0.04162057735642293
2021,Mufumbwe,train,-0.050942104647867414,-0.03737154981682675
2017,Mumbwa,train,0.07147787406549733,0.06421604122674722
2018,Mumbwa,train,0.03320206764054545,0.03400218187072691
2019,Mumbwa,train,-0.2017147138925714,-0.185817634152391
2020,Mumbwa,train,-0.06081671698515351,-0.06069940294026685
2021,Mumbwa,train,0.03628475541698717,0.03791671224095577
2017,Mungwi,train,-0.009052158174475022,-0.0036198863125986836
2018,Mungwi,train,0.022016297279899733,0.018046192403536773
2019,Mungwi,train,-0.038572439419392146,-0.03586175160967511
2020,Mungwi,train,-0.016711330922902445,-0.016989402165034213
2021,Mungwi,train,0.0017811565889718217,0.006281739258125899
2017,Mwense,train,0.014688105906800697,0.01576758274169294
2018,Mwense,train,0.003138693611094534,-0.0010755202531159255
2019,Mwense,train,0.007101354800846171,0.007329881521311282
2020,Mwense,train,-0.09119929499621493,-0.0816702931155581
2021,Mwense,train,0.019596316188457696,0.018972040912954263
2017,Mwinilunga,train,-0.015477834120109168,-0.011357210247758716
2018,Mwinilunga,train,-0.009439418595545312,-0.013528251984672092
2019,Mwinilunga,train,0.04455539335719794,0.03993627099518894
2020,Mwinilunga,train,-0.05030456214735357,-0.040788218817360646
2021,Mwinilunga,train,0.011404513245912518,0.012071995841997848
2017,Namwala,train,0.03473484024854889,0.036224842523065265
2018,Namwala,train,-0.09380961556396841,-0.08960968117966785
2019,Namwala,train,-0.19312256636596004,-0.19103889719747702
2020,Namwala,train,0.14707350064399277,0.1408273498485848
2021,Namwala,train,0.012190710288998985,0.01746211467989628
2017,Nchelenge,train,0.0007825991067405003,0.006401906959611574
2018,Nchelenge,train,-0.012657735216592247,-0.00767964494017146
2019,Nchelenge,train,-0.09028571993745071,-0.07920192113486463
2020,Nchelenge,train,0.030605240865464234,0.03133342073370879
2021,Nchelenge,train,0.023311400489963163,0.03263179953672103
2017,Ndola,train,-0.05123559632608554,-0.04446667611666885
2018,Ndola,train,0.031308227848429016,0.0326074692710628
2019,Ndola,train,-0.024136210614493114,-0.01959865437892164
2020,Ndola,train,-0.060093917555792964,-0.04506880930255399
2021,Ndola,train,0.019317402001094885,0.02915801191004574
2017,Nyimba,train,0.02803649069835784,0.03818316523273965
2018,Nyimba,train,0.01780243890217348,-0.002922330039276655
2019,Nyimba,train,-0.07063121950296164,-0.05742388586813563
2020,Nyimba,train,0.05482825191210294,0.04950114396501566
2021,Nyimba,train,-0.037289162951090304,-0.0228038077127627
2017,Petauke,train,0.010511677029865718,0.009457800638015209
2018,Petauke,train,-0.04265895063060693,-0.03688721598118116
2019,Petauke,train,-0.024166866884346327,-0.034074911816943186
2020,Petauke,train,-0.0027512563733458895,-0.0019205284670710883
2021,Petauke,train,0.057222942483706185,0.0540861147188392
2017,Samfya,train,0.01160763516836738,0.012598071829193192
2018,Samfya,train,0.010481176639091316,0.006917214282924115
2019,Samfya,train,-0.06691981839586769,-0.06129616312628789
2020,Samfya,train,-0.04933325206634864,-0.048890813773937794
2021,Samfya,train,0.06352281240036273,0.06530052987208568
2017,Senanga,train,0.046578912724365734,0.04377455917030385
2018,Senanga,train,0.021741300816232295,0.0207394194511865
2019,Senanga,train,-0.14532719662210475,-0.1452231103467097
2020,Senanga,train,-0.010545672263687467,-0.009579046087761677
2021,Senanga,train,0.03733137984076276,0.03738103596813365
2017,Serenje,train,-0.04033799415470807,-0.037795801046602996
2018,Serenje,train,-0.01671299864337239,-0.01418514394434553
2019,Serenje,train,-0.01563954426908165,-0.014951182151579819
2020,Serenje,train,0.043923845920246896,0.038228489512076205
2021,Serenje,train,0.02963142113710704,0.03126066389589617
2017,Sesheke,train,0.0022422862013455613,0.0029357182904353853
2018,Sesheke,train,-0.005594782646794028,-0.006133150794831472
2019,Sesheke,train,-0.1384098047077499,-0.13824837647508503
2020,Sesheke,train,0.13571320535388554,0.1323063105028383
2021,Sesheke,train,0.005724436678255229,0.004452184239892478
2017,Shangombo,train,0.04216703896506521,0.04144537153204339
2018,Shangombo,train,-0.0221275975306863,-0.021143989597400593
2019,Shangombo,train,-0.15835491091276274,-0.1588746950666067
2020,Shangombo,train,0.07107168665151262,0.0648241894486246
2021,Shangombo,train,0.07412376423798991,0.07409616087188374
2017,Siavonga,train,0.07372408774234931,0.07343870161034892
2018,Siavonga,train,-0.05006534160341386,-0.05126246810322801
2019,Siavonga,train,-0.21114262226355143,-0.21357649832413086
2020,Siavonga,train,-0.0552889854068396,-0.057310938063673246
2021,Siavonga,train,0.13102791236552105,0.12253682674381924
2017,Sinazongwe,train,0.08766055858020985,0.09031204853611079
2018,Sinazongwe,train,-9.332230232353411e-05,0.009644088648780986
2019,Sinazongwe,train,-0.20594351613941903,-0.20055919403697023
2020,Sinazongwe,train,-0.02114249690259415,-0.01438573346343473
2021,Sinazongwe,train,0.015272830989983693,0.022010852495893646
2017,Solwezi,train,-0.09545347831536466,-0.07779902907986178
2018,Solwezi,train,0.014923579245328278,0.008894227771926333
2019,Solwezi,train,0.0377610073585552,0.010386641194586765
2020,Solwezi,train,0.027622444934275014,0.02027676737020625
2021,Solwezi,train,0.05467880567423006,0.045734188312305704
2017,Zambezi,train,-0.04031641085570159,-0.04111270190151131
2018,Zambezi,train,-0.017917294497497904,-0.02229200134767675
2019,Zambezi,train,-0.09715912548939759,-0.10325776853083678
2020,Zambezi,train,-0.006902940244633449,-0.014520108754731413
2021,Zambezi,train,0.16347783253790105,0.1330715379002231
2016,Chadiza,train,-0.04500869153683784,-0.040942397794436196
2018,Chadiza,train,-0.14227036031162804,-0.1311987921665396
2019,Chadiza,train,-0.008177799096902083,-0.005302570717604791
2020,Chadiza,train,0.05563018980761636,0.06217627519353571
2021,Chadiza,train,0.05452728745231439,0.058148016026419384
2016,Chama,train,-0.11642532291242169,-0.11281117055979896
2018,Chama,train,-0.043836185457490184,-0.04133490412621023
2019,Chama,train,-0.017122818128681383,-0.01598841120711403
2020,Chama,train,0.06215156054406096,0.06190205410493569
2021,Chama,train,0.06571082492852626,0.06360877281869738
2016,Chavuma,train,0.06421685499050533,0.0483312541459047
2018,Chavuma,train,-0.03871561926978212,-0.02715046092793609
2019,Chavuma,train,-0.15688900928295585,-0.15359671304089814
2020,Chavuma,train,0.020765888502522145,0.017859873555182912
2021,Chavuma,train,0.12304610059548338,0.10353291999519691
2016,Chibombo,train,0.09182583199266792,0.08565183815135957
2018,Chibombo,train,0.012249962681184723,0.008398290395453284
2019,Chibombo,train,-0.15218726589584697,-0.1585090192227343
2020,Chibombo,train,-0.01458371625716881,-0.021468977439280015
2021,Chibombo,train,0.039036597466846734,0.03562138457465105
2016,Chiengi,train,0.0649594197716385,0.06214935398124466
2018,Chiengi,train,-0.04033033135808156,-0.040773865476792806
2019,Chiengi,train,-0.014224826206661156,-0.015820861027625664
2020,Chiengi,train,0.04911110621528597,0.04836311657786665
2021,Chiengi,train,-0.015442112714791345,-0.013759256698185273
2016,Chililabombwe,train,-0.00961735252386009,-0.010251320565417799
2018,Chililabombwe,train,-0.018182574832474874,-0.02459004409758473
2019,Chililabombwe,train,-0.008046739459111052,-0.014704512427012288
2020,Chililabombwe,train,0.0019528593796006577,-0.002455931513910224
2021,Chililabombwe,train,0.12251069499143918,0.11763540222754451
2016,Chilubi,train,-0.04678806177930883,-0.03958032755109492
2018,Chilubi,train,-0.004252398685485326,-4.685153234344937e-05
2019,Chilubi,train,0.053913051604069784,0.039448759792334635
2020,Chilubi,train,-0.07179418558608508,-0.04478156018127207
2021,Chilubi,train,-0.002857167735820898,0.01656953709869774
2016,Chingola,train,0.0031081262542749233,0.005434286177457015
2018,Chingola,train,-0.07320735090563657,-0.0647492703135803
2019,Chingola,train,-0.05937810115219566,-0.057039894594787297
2020,Chingola,train,-0.007916342904599305,-0.001876412709167395
2021,Chingola,train,0.1913712602062546,0.16782019724401917
2016,Chinsali,train,-0.019616539804436783,-0.01923835973434751
2018,Chinsali,train,-0.00835722040516429,-0.009032923056626944
2019,Chinsali,train,-0.0500104368714408,-0.048114740630922394
2020,Chinsali,train,-0.01728867621466823,-0.01668133746576362
2021,Chinsali,train,0.028550987081559898,0.02527150685449668
2016,Chipata,train,-0.0278419219882296,-0.02859541130850094
2018,Chipata,train,-0.02797152360163213,-0.03585260766535933
2019,Chipata,train,-0.04748836788119465,-0.05058112527793395
2020,Chipata,train,0.04348630170907841,0.0361769251563393
2021,Chipata,train,0.05130519243434972,0.040784251271464754
2016,Choma,train,0.0770342262082171,0.07754867067325048
2018,Choma,train,-0.02750872955904954,-0.02634917743695185
2019,Choma,train,-0.3001630538629537,-0.2954378360364929
2020,Choma,train,0.05999103323829014,0.05986590368702181
2021,Choma,train,0.08072057258733473,0.07704706271024794
2016,Chongwe,train,0.0836814189990896,0.07851282764951671
2018,Chongwe,train,-0.0032454558291505897,-0.0067751456861896014
2019,Chongwe,train,-0.25472122135480657,-0.2446448888054534
2020,Chongwe,train,0.04390074716583675,0.04178102797573465
2021,Chongwe,train,0.05541265157069836,0.056010607855670067
2016,Gwembe,train,0.14734181466759766,0.1493268377594525
2018,Gwembe,train,-0.06468779210532538,-0.06432801434664713
2019,Gwembe,train,-0.3178981005293946,-0.3153966483065282
2020,Gwembe,train,-0.012257303072055414,-0.011014946591983965
2021,Gwembe,train,0.10655692532023314,0.10872392678131
2016,Isoka,train,0.020317363399267818,0.021377188212911957
2018,Isoka,train,0.0024858513235125335,0.004077939374416077
2019,Isoka,train,-0.01596019848335606,-0.016462483090608937
2020,Isoka,train,-0.04588476689976706,-0.04575943277569557
2021,Isoka,train,0.03795036698570642,0.040626456318769634
2016,Itezhi-Tezhi,train,0.006207286509726295,0.01814098477104384
2018,Itezhi-Tezhi,train,0.024681655291172666,0.019427136425118542
2019,Itezhi-Tezhi,train,-0.17432656490304568,-0.17431825697506734
2020,Itezhi-Tezhi,train,-0.08345212021139065,-0.07638958190799924
2021,Itezhi-Tezhi,train,0.11839843281076307,0.12211428738056017
2016,Kabompo,train,0.057189046743903016,0.057819495357092326
2018,Kabompo,train,-0.03120810295419052,-0.024926329304044884
2019,Kabompo,train,-0.039176993640744784,-0.038403070008996405
2020,Kabompo,train,0.024030893468514614,0.02465494526778708
2021,Kabompo,train,-0.005185021447468019,-0.000221663692074218
2016,Kabwe,train,0.01662874097992839,0.024257962013029474
2018,Kabwe,train,-0.11163104287007775,-0.10239129184480517
2019,Kabwe,train,-0.05326998584509346,-0.056341518336857785
2020,Kabwe,train,-0.04359991997020157,-0.03188229917376803
2021,Kabwe,train,0.10282780358350396,0.10668538812067278
2016,Kafue,train,0.10616896172014662,0.10460867562470232
2018,Kafue,train,-0.022702568022281988,-0.018542986768478334
2019,Kafue,train,-0.2688443727420989,-0.2593420595568101
2020,Kafue,train,0.0002884655163847838,0.004381075457175854
2021,Kafue,train,0.09420630322591222,0.09226115405264539
2016,Kalabo,train,-0.015259962513880315,-0.021803070408769186
2018,Kalabo,train,0.038598443829940376,0.03818298606970522
2019,Kalabo,train,-0.10878659022366097,-0.11334319982703416
2020,Kalabo,train,0.002612291179727305,0.0004824504349548787
2021,Kalabo,train,0.059765374830681395,0.05726381686243292
2016,Kalomo,train,0.06349244739308868,0.06074682816744944
2018,Kalomo,train,0.02630596399457119,0.02484961743337015
2019,Kalomo,train,-0.2762795135684883,-0.2720973431389149
2020,Kalomo,train,0.03036021034544578,0.02757865455563445
2021,Kalomo,train,0.05721859991909439,0.05827584590946633
2016,Kalulushi,train,-0.0002018892905314429,0.0017280374585839449
2018,Kalulushi,train,-0.07598909493075501,-0.07072677953091745
2019,Kalulushi,train,-0.021637039739426767,-0.016937116201846646
2020,Kalulushi,train,0.06327595057251756,0.05903148294000695
2021,Kalulushi,train,0.04505269059552908,0.04675596476291717
2016,Kaoma,train,0.09144223168140142,0.09138063030943189
2018,Kaoma,train,0.047794117807854586,0.04626759095864198
2019,Kaoma,train,-0.19278199271633187,-0.1781443101875075
2020,Kaoma,train,0.008484411602664776,0.012683654207764712
2021,Kaoma,train,0.015883881459369364,0.018125247153631383
2016,Kapiri Mposhi,train,0.06505064078184053,0.06597229095650682
2018,Kapiri Mposhi,train,-0.02497022563804896,-0.024109271223015358
2019,Kapiri Mposhi,train,-0.046461244603382856,-0.049617107184243205
2020,Kapiri Mposhi,train,0.041255181284408304,0.03947982689734241
2021,Kapiri Mposhi,train,-0.07688655585399984,-0.07527162219595183
2016,Kaputa,train,0.10072021028766848,0.09325786080280565
2018,Kaputa,train,-0.03393434227548425,-0.03472607167581156
2019,Kaputa,train,0.02175801277608308,0.017218395894370915
2020,Kaputa,train,-0.028645855624484684,-0.029781889175199548
2021,Kaputa,train,0.01937429461662815,0.01932077924116766
2016,Kasama,train,-0.032229827053097626,-0.031113133514684907
2018,Kasama,train,-0.05323975496659539,-0.04625395643138118
2019,Kasama,train,-0.004789934420981301,-0.006537429769113307
2020,Kasama,train,-0.007924805668567347,-0.018445205422439236
2021,Kasama,train,0.09237997436698309,0.09011294964723558
2016,Kasempa,train,0.01986425739159825,0.024246463312775274
2018,Kasempa,train,-0.0123892235008225,-0.013021412198374618
