country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[1000.0, 10.0, 0.001]]","[[0.5524674212880196, 0.5880404357994291, 0.7482183273468852]]",0.7519396508344411,0.867688610298191,0.752883524441206,0.9256298675060183,0.9639796528694735,0.9292567711463506,0.8612773775979039,0.9336508151260069,0.8717038445854571,-0.052958279792372887,0.30189735245104105,0.0911420114169481
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,490,392,98,"[[100.0, 10.0, 0.001]]","[[0.5575088257634034, 0.5960444841839504, 0.7420896701913847]]",0.7458871421951752,0.8647274050897621,0.7477534851132736,0.930543345328665,0.9662356867814719,0.9336114024100626,0.8487353657714098,0.9269678186951888,0.8592693368965165,-0.06794066131690024,0.3335967543888368,0.1112867945387659
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,490,392,98,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.5578903170331315, 0.5826045791474139, 0.7042548766068363]]",0.7075299906976269,0.8565554930929452,0.7336873127476985,0.9672427441378569,0.983783818913048,0.9678306023551408,0.8453637958107376,0.9204625668933362,0.8472513370518694,-0.19358677868822527,0.364715632555679,0.13301749263048906
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,490,392,98,"[[1.0, 10.0, 0.001]]","[[0.5724903583445611, 0.5952688576194701, 0.7005393020298978]]",0.7056218924133757,0.8465402464719736,0.7166303888968297,0.9633688843016752,0.9824549464223563,0.9652177217497551,0.7629783819811309,0.8739282075102941,0.7637505118821557,-0.14796398633204388,0.38852114180143243,0.15094867762668876
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,490,392,98,"[[10.0, 10.0, 0.001]]","[[0.5467838499255204, 0.5777939175177866, 0.7390318636375276]]",0.7441130233150843,0.864586283506542,0.7475094416276546,0.929078822680743,0.9653443255699415,0.9318896669100853,0.845612192249364,0.9253624767377788,0.8562957133542762,-0.06330969401652586,0.34517949059928665,0.11914888073038302
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,490,392,98,"[[1.0, 10.0, 0.001]]","[[0.5722090590687529, 0.5952234317322742, 0.7007957197770912]]",0.7059682434214267,0.8467104623255893,0.7169186070116133,0.9634338241013766,0.9824884767582878,0.9652836069628206,0.7627965545208364,0.8738561191477027,0.7636245169718839,-0.14665170704103137,0.38939592605640094,0.15162918722932206
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,490,392,98,"[[10.0, 1000.0, 0.001]]","[[0.5075921582962228, 0.5320580071166239, 0.762013242468104]]",0.7687242377965382,0.8772014601654298,0.7694824017163621,0.9132847659590076,0.9571088170538442,0.9160572876822091,0.8243542297106314,0.9137532714403656,0.8349450410679704,0.027445368131477244,0.395217820525834,0.15619712566119032
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,490,392,98,"[[10.0, 100000000.0, 0.001]]","[[0.5008525418107415, 0.532005737488444, 0.7619053459237487]]",0.7686295988468437,0.8771482255785098,0.7693890096355284,0.9130616295506766,0.9569929667229302,0.9158355383571554,0.8242013715077786,0.913659191553606,0.8347731183103888,0.026953746188960626,0.3948875343565856,0.15593616479022357
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,490,392,98,"[[10.0, 1.0, 0.001]]","[[0.5380638860233956, 0.5380638860233956, 0.7318744479742942]]",0.739024485290668,0.8624521244753252,0.7438236670120018,0.9392201553705491,0.9703101697593008,0.9415018255383232,0.8008712515273229,0.8980993651924727,0.8065824697591224,-0.08517912696847363,0.37015907105529017,0.13701773788451535
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,490,392,98,"[[10.0, 100000000.0, 0.001]]","[[0.5072816500582935, 0.5320057375834245, 0.7619053460284493]]",0.7686295989469981,0.8771482256336061,0.7693890097321835,0.9130616295569517,0.9569929667263383,0.9158355383636784,0.8242013714354374,0.9136591915119774,0.8347731182343202,0.026953746563319392,0.3948875345485893,0.15593616494186333
