split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.5745614824256549, 0.6046161117505966, 0.7771000122321345]]",0.7925473783936045,0.8904232692601572,0.7928535984399465,0.9348264237094552,0.9681586397353551,0.9373311516942131,0.7191814196134028,0.8486146263404647,0.7201467840389665,0.14552595009120517,0.4765513439453305,0.2271011834161007,-0.2996121982821054,0.2946166880375611,0.08679899287022158
1,116739,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 10.0, 9.999999999999998e-05]]","[[0.6182870902262317, 0.6329571648638745, 0.8001168259856725]]",0.8015622881591957,0.8965905291228615,0.8038745769128128,0.938505551883871,0.9691852984704321,0.9393201427712206,0.8050782574573778,0.8975124550603478,0.8055286069884529,0.1513020300703155,0.463580174669214,0.21490657834633894,0.625711917580618,0.8559865123672202,0.7327129093545973
2,26225,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 1.0, 9.999999999999998e-05]]","[[0.5633582354787897, 0.5633582354787896, 0.731209653574508]]",0.7416207606168428,0.8672345609677903,0.7520957837369959,0.9731770498427044,0.9867973160083336,0.973768942881251,0.8012129034120483,0.9089232402757733,0.8261414567134111,-0.11410360749902226,0.34815148795832757,0.1212094585675975,0.5625239928974592,0.7679511109813376,0.5897489088574708
3,777572,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 10.0, 9.999999999999995e-18]]","[[0.6081317680097006, 0.6242251322832622, 0.8147179654326298]]",0.8162394264656168,0.9044847863340656,0.8180927287097803,0.9408404437883462,0.9702769930111852,0.9414374431668275,0.8031309669231834,0.8987099956937608,0.8076796563598795,0.15379713611496704,0.4624332211629564,0.21384448403514772,0.4545628502572475,0.6766809715959206,0.45789713731999904
4,288389,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.4720843120554326, 0.5607046853216653, 0.7364176110047634]]",0.7460248943221828,0.8640895063373834,0.7466506749623829,0.942419565380491,0.9722321138406886,0.9452352831831338,0.8462999821108074,0.9232965975214786,0.8524766069947393,-0.01242555658762523,0.38260463624253677,0.14638630767428387,0.5472449486047566,0.7399366492068671,0.5475062448394863
5,256787,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.6111882228171301, 0.6421871056489037, 0.8069624159081915]]",0.8094485641429219,0.8997589430482168,0.8095661555952443,0.9381839342545306,0.9700098376857487,0.9409190852071325,0.7937966445588119,0.8916068568880808,0.7949627872498427,0.1909297486970396,0.49498374984647914,0.24500891261208183,0.36998265461257984,0.6139449119223134,0.37692835487529713
6,234053,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6039067871510825, 0.6296235420668677, 0.7785587043885654]]",0.7840369476368421,0.8876093417757913,0.7878503436076535,0.9510397502607185,0.9756452256106641,0.9518836062568837,0.8183598544440785,0.9053082345145873,0.819582999479919,0.06638804352746785,0.4459004291077561,0.19882719267848104,0.404902893361604,0.6370097646891295,0.40578144030930013
7,146316,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[100.0, 10.0, 9.999999999999998e-05]]","[[0.6304030300085673, 0.6497100198361432, 0.7907275556264459]]",0.7958410922883827,0.892929095020867,0.7973223687347846,0.9403543000625287,0.9702009011861752,0.9412897886624665,0.8306191421232518,0.9120634330760059,0.8318597059543898,0.14791549200168586,0.4702359598132758,0.22112185790151276,0.439167647132228,0.6730079627610893,0.4529397179398318
8,772246,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[1000.0, 10.0, 0.0009999999999999998]]","[[0.6013646853506639, 0.6245589703936056, 0.7797591878800025]]",0.787348403481171,0.8873765116651291,0.787437073454973,0.925476648886097,0.9637746105612613,0.928861499962511,0.8308765634488088,0.9140023195782004,0.8354002401943309,0.09518195932058238,0.39861736016074456,0.15889579982152074,0.35975882738972165,0.5998355809995847,0.35980272423310933
9,107473,ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,490,392,98,"[[10.0, 10.0, 9.999999999999995e-18]]","[[0.5779229823718651, 0.6108156951740796, 0.7862454365293148]]",0.7999425128322557,0.8965227875148022,0.8037531085333112,0.9549524320476026,0.9775034394804456,0.9555129741961012,0.7660515320935125,0.8860452626552713,0.7850762074738487,0.1684547373899684,0.49652587808315085,0.24653794760624398,0.07739531058909477,0.4631833120061441,0.21453878052098102
