split,random_state,variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
5,256787,tmp_ndvi,2009,False,True,936,748,188,"[0.01, 0.1]","[0.4077839770733017, 0.4206561834683552]",0.44745823937533336,0.6689501233372297,0.44749426751289484,0.47887045419429575,0.6922461708944915,0.4792047611180855,0.5056167386655002,0.7257777194900279,0.5267532981081456,,,,,,
6,234053,tmp_ndvi,2009,False,True,936,748,188,"[0.01, 0.001]","[0.4263976604771741, 0.4453140380202701]",0.4620419484009056,0.6800255345715157,0.46243472766927574,0.5063075398290487,0.7115844120583328,0.5063523754844031,0.428914525075793,0.6627682946912503,0.43926181244794804,,,,,,
2,26225,tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.1, 0.1]","[0.748933510953506, 0.7518682976564557, 0.7926098811956417]",0.8026057267762564,0.895969653601409,0.8027616201746288,0.8907198516380262,0.9445625421349101,0.8921983960043638,0.8356678471711876,0.9146493154316018,0.8365833702194978,0.1294776625658921,0.43435007890375427,0.18865999104369754,0.49359369113196205,0.707227206480801,0.5001703215866374
7,146316,tmp_ndvi,2009,False,True,936,748,188,"[0.01, 0.01]","[0.4768044729424137, 0.49922418010464964]",0.5026883104450894,0.7092714083509316,0.503065930704114,0.5461294489617725,0.7390748046577184,0.5462315668798445,0.2380989034964066,0.549971292242072,0.30246842229041454,,,,,,
8,772246,tmp_ndvi,2009,False,True,936,748,188,"[0.01, 0.1]","[0.4455732019102735, 0.4611228508762074]",0.4699068029707816,0.685577266643325,0.4700161885381327,0.5132275559558981,0.7167031424372159,0.5136633943793801,0.382477794347701,0.6279028150665156,0.39426194516845486,,,,,,
9,107473,tmp_ndvi,2009,False,True,936,748,188,"[0.01, 0.1]","[0.44961145941990033, 0.4592463411897869]",0.4654889408745776,0.6824078600452815,0.4656804874515805,0.5003144697713866,0.7076003094331202,0.5006981979098475,0.4343940316633951,0.6624575307061643,0.43884997998930864,,,,,,
1,116739,tmp_ndvi,2016,False,True,432,345,87,"[0.1, 0.1]","[0.5086255199807973, 0.522334283190427]",0.5431864823464378,0.7373898474623837,0.5437437871405975,0.6241057654014466,0.7909575555895323,0.6256138547441681,0.5367473755008899,0.7337152415187438,0.5383380556369085,,,,,,
0,670487,tmp_ndvi,2016,False,True,432,345,87,"[0.01, 0.1]","[0.46103349731097787, 0.476805361121046]",0.5187821485872266,0.7203855120042574,0.518955285905636,0.5843671810582003,0.7648040994899221,0.5849253105965907,0.6801274696841617,0.8334828676109634,0.6946936906009946,,,,,,
4,288389,tmp_ndvi,2016,True,False,432,345,87,"[0.001, 0.1, 0.1]","[0.7612228439269719, 0.7619941199860154, 0.7817419477997187]",0.7865354917270906,0.8870864483056703,0.7869223667675687,0.8922616626445146,0.9449555613623284,0.8929410129495932,0.8172567079174333,0.9064583911990522,0.821666814975174,0.07105776361600169,0.41862243675649036,0.17524474455594177,0.433062846707016,0.6600976736236344,0.4357289387233341
2,26225,tmp_ndvi,2016,False,True,432,345,87,"[0.1, 0.1]","[0.45910830521757456, 0.4601788514768935]",0.5506717705535975,0.7420766836234415,0.5506778043775653,0.602963226597411,0.7776764504097589,0.6047806615219221,0.6215022137510979,0.7928560360485901,0.6286206938986832,,,,,,
6,234053,tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.01, 0.01]","[0.7659849845842314, 0.7784230654063604, 0.8373599229649951]",0.839852505560603,0.917657880970686,0.8420959865076098,0.9167599050073315,0.9575887733976867,0.9169762589372861,0.8117487180743356,0.910322603868527,0.8286872431139752,0.251381697515924,0.5567273185182127,0.30994530718447943,0.6407243001805456,0.807425803987192,0.6519364289443634
5,256787,tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.01, 0.01]","[0.762650085089269, 0.7655939019668355, 0.8137691869866559]",0.8192854724042733,0.9056643355496712,0.8202278886866274,0.9075682307884585,0.9528554862176597,0.9079335776150926,0.8744898191118344,0.9363866135890758,0.8768198901088172,0.2643402784994441,0.5482919893506242,0.30062410558606495,-0.32630670749998947,0.13337541880825282,0.01778900234227684
9,107473,tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.1, 0.01]","[0.7272607420293877, 0.7290609245494875, 0.7782601563952298]",0.8001137675760086,0.8948075006272678,0.8006804631788178,0.8973834343343087,0.9474381446166142,0.8976390378745724,0.8577006180524888,0.9273181499059475,0.8599189511449894,0.078861855696161,0.40403315397250683,0.16324278950897142,0.6577836513694448,0.8493904276377331,0.7214640985626111
3,777572,tmp_ndvi,2016,False,True,432,345,87,"[0.01, 0.1]","[0.5519937531279967, 0.5800245978161145]",0.6065342917752385,0.7788677156093824,0.6066349184185778,0.6502673394373006,0.80679109338887,0.6509118683716084,0.35224170175946234,0.6142495624387037,0.3773025249561389,,,,,,
8,772246,tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.01, 0.01]","[0.7558399133764981, 0.7668784359595544, 0.8122646610285139]",0.8252123721705481,0.9087699700824752,0.8258628585237028,0.9121100803759403,0.9552524819181726,0.9125073042108286,0.8370519614409704,0.918903511058072,0.8443836626348522,0.23302071161193139,0.5230899020284518,0.27362304560413536,0.5703189253954903,0.7601961005412217,0.5778981112780792
4,288389,tmp_ndvi,2016,False,True,432,345,87,"[0.1, 1.0]","[0.5140991042807385, 0.5140991042807385]",0.5149632070653283,0.7179034678012715,0.5153853890810912,0.563343439090096,0.7538660798852311,0.5683140664015257,0.5721958264011997,0.7717422728361956,0.595586135682377,,,,,,
3,777572,tmp_ndvi,2016,True,False,432,345,87,"[0.001, 0.01, 0.001]","[0.7636500255170343, 0.7690622044675424, 0.8155528255079101]",0.8237132502382356,0.9085101124117057,0.8253906243543301,0.9150285980905627,0.9566269078707819,0.9151350408624134,0.8407911953951032,0.9185333162738276,0.8437034531049954,0.29236988227386085,0.5783638969398862,0.3345047972834913,0.11548199838205808,0.37911294562776754,0.14372662554256263
7,146316,tmp_ndvi,2016,True,False,432,345,87,"[0.001, 0.01, 0.001]","[0.7660694002914425, 0.7828865869665693, 0.8235310729275056]",0.8287521153985856,0.9120682329011522,0.8318684614674305,0.9177655823394554,0.9580524018320695,0.9178644046561972,0.839031106719704,0.9210350887069167,0.848305634629358,0.2734784303735265,0.5755889993322949,0.3313026961523526,0.3477946040177141,0.6012230597989101,0.36146916763396386
7,146316,tmp_ndvi,2016,False,True,432,345,87,"[0.1, 0.1]","[0.5711321173449646, 0.5929201961341257]",0.6081846984055905,0.7799127946594017,0.608263967273438,0.6518053848240317,0.8083462537055837,0.6534236658798518,0.2885973063732338,0.5863550374990043,0.34381223000045874,,,,,,
5,256787,tmp_ndvi,2016,False,True,432,345,87,"[0.01, 0.1]","[0.5039104144606877, 0.508289948585508]",0.5821491338712155,0.763056498555479,0.5822552199877477,0.6454054698332143,0.8036653834789538,0.6458780486023739,0.2866982748692215,0.5970467492315179,0.356464820767923,,,,,,
6,234053,tmp_ndvi,2016,False,True,432,345,87,"[0.01, 0.1]","[0.5434533398204646, 0.5567860570966621]",0.5784526665435357,0.7608544137358328,0.5788994389012979,0.6316562381336837,0.7951317180087019,0.6322344489834698,0.5079504618572384,0.7283063588865664,0.530430152394608,,,,,,
8,772246,tmp_ndvi,2016,False,True,432,345,87,"[0.01, 0.1]","[0.5297815702608171, 0.5496746331568405]",0.5571244590177762,0.7464374287202806,0.5571688349945441,0.6051750040302797,0.7782626486530038,0.6056927502883888,0.6327677239345864,0.797505815199326,0.6360155252767414,,,,,,
9,107473,tmp_ndvi,2016,False,True,432,345,87,"[0.1, 0.1]","[0.5052965992700065, 0.5122335566024226]",0.5207771470129985,0.7219088853020231,0.5211524386780095,0.5785215481741885,0.7616554304367054,0.580118994713723,0.6635738655581636,0.8271810253731685,0.6842284487374064,,,,,,
0,670487,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5589252334307169, 0.6086131811482203]",0.6065594791717209,0.7788694021480234,0.6066375456024193,0.6315789863333494,0.794833954773059,0.6317610156601812,0.6344399888715646,0.8023812118833362,0.6438156091833713,0.35150673461173154,0.6019510396966248,0.36234505419184754,0.3277212942658464,0.5842069722002193,0.34129778636734787
1,116739,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.01]","[0.5759715071695525, 0.614760056555858]",0.6197508421535634,0.787259968322912,0.6197782577237925,0.6417059313783284,0.8013522707862606,0.6421654618942964,0.5524215116011957,0.7499079482328965,0.5623619308228727,0.3937567476616427,0.6305643625929764,0.39761141537228667,0.3221941247933118,0.588010368540713,0.3457561935113851
2,26225,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5613815762920498, 0.6072643727133942]",0.609004467821038,0.7804331856271882,0.6090759572282012,0.6363141190729267,0.7977880292847846,0.6364657396701004,0.6192239095411627,0.7883772041832716,0.6215386160758319,0.35906499163248917,0.6058517574711108,0.3670563520308336,0.28774378856028704,0.5534147358085253,0.30626786981001985
5,256787,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.01]","[0.5452752619272532, 0.5839284190032108]",0.5903200510291413,0.7683309694387757,0.5903324785987288,0.6184772208719289,0.7867629761389805,0.618995980623066,0.6698334665185195,0.8264227337817945,0.6829745349113748,0.360386270196261,0.6058299695140099,0.3670299519613462,0.43899538107849445,0.6637753062942,0.44059765724595906
3,777572,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5662641749153069, 0.598834998308409]",0.6007032113657998,0.775160824888468,0.6008743044417703,0.63189924297043,0.795008194936837,0.6320380300167279,0.6330653951821148,0.800720941226551,0.6411540257187338,0.3538663195214865,0.6006169699320261,0.3607407445703283,0.35373307138529586,0.5974798676656317,0.35698219226574074
4,288389,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5656770167132541, 0.6052480928481991]",0.6137709112545771,0.7834941515477342,0.6138630855095039,0.6405827071702683,0.8004379353263045,0.6407008883094372,0.5945706646928814,0.7715153493788895,0.59523593432723,0.2905585595633271,0.5563095982803712,0.30948036913886795,0.5204760947700506,0.7474419305558686,0.5586694395530839
6,234053,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.569135253588185, 0.6138358392501676]",0.6167840830712434,0.7853921809421945,0.6168408778851369,0.6415022351080416,0.8010555798988812,0.6416900420871329,0.5957719970648268,0.7793386213710183,0.6073686867604794,0.37241214816470325,0.6165883780278532,0.38018122791901876,0.21878752079935115,0.5362789215699222,0.28759508172019876
7,146316,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.558333788705563, 0.6013487908980177]",0.6229085973972048,0.7892627543865409,0.6229356954618293,0.6591503639442476,0.812003239966897,0.6593492617167382,0.5423137620549923,0.7408794915540413,0.5489024210053748,0.40157647434636523,0.6377962715108522,0.40678408395314464,0.1333887481951691,0.48887540978670146,0.23899916629411527
8,772246,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5814902282335135, 0.6218227860291148]",0.6195518739372337,0.7871903199283717,0.6196685997889323,0.6475744802595298,0.8048205652308078,0.647736142218437,0.5816175214476562,0.7634145150309795,0.5828017217599856,0.38972046262942805,0.6283966411383968,0.394882338594019,0.2614686152756107,0.5508195324363494,0.3034021573133986
9,107473,tmp_ndvi,2009,False,False,936,748,188,"[0.01, 0.001]","[0.5633120910655337, 0.5996686181434958]",0.6059091826638126,0.778581449873829,0.6061890740876338,0.6405131218682271,0.800412360266351,0.6406599464671509,0.6001010659808097,0.7761302292808514,0.602378132803547,0.36300365447000404,0.6111489990216947,0.37350309900521944,0.19802530919980688,0.5133806018405995,0.2635596423462162
1,116739,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.01]","[0.6349545224775017, 0.6485676798626242]",0.6625877949042829,0.8141216926154434,0.6627941303870345,0.7164450958203175,0.8467474018725496,0.716981162577913,0.6740852113097574,0.8254487890954351,0.6813657034191201,0.33384234131052737,0.5861693384549735,0.34359449334474135,0.0734552741475969,0.3384966769206479,0.11458000028632148
2,26225,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.01]","[0.6297161918040326, 0.6400217223960027]",0.6538134663467758,0.8088086515692319,0.6541714348532391,0.7110631386972028,0.8435924788995539,0.7116482704558943,0.7071267650299053,0.8436662787251221,0.7117727898578955,0.3398587940258384,0.5929561876528041,0.35159704047574747,0.44186747428959283,0.6649480785557543,0.4421559471749896
0,670487,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.001]","[0.6030485068797986, 0.6267116232240564]",0.6642819453675223,0.8151043872887781,0.6643951621774143,0.7176051042737279,0.8473555063200165,0.7180113540908516,0.704243395074352,0.8417083071215428,0.7084728742774133,0.2763325738159801,0.5538584405589018,0.30675917217833854,0.5832849998920775,0.7747817734671403,0.6002867964968871
3,777572,tmp_ndvi,2016,False,False,432,345,87,"[0.001, 0.01]","[0.6716834483191925, 0.674435774788651]",0.6839350903016058,0.8277315393723829,0.6851395012717746,0.7394323543611351,0.8599632660382521,0.7395368189351776,0.5862264880806862,0.7682863055138509,0.5902638472401223,0.3787754070187247,0.6275301187085394,0.3937940498863535,0.013418188680468734,0.2983651279884839,0.0890217495995844
4,288389,tmp_ndvi,2016,False,False,432,345,87,"[0.001, 0.01]","[0.6574669995142998, 0.6632122761707445]",0.669473388106151,0.8188115198232667,0.670452304995288,0.7224438743384464,0.850008865054414,0.722515070671093,0.6574317733220181,0.8195926968129073,0.6717321886690542,0.32552892235547426,0.5836709184984108,0.3406717411007785,0.4266207372859915,0.6575949309713018,0.43243109323915124
5,256787,tmp_ndvi,2016,False,False,432,345,87,"[0.001, 0.01]","[0.6636943731416256, 0.6667063684253407]",0.6691330828311789,0.8183259688068574,0.6696573912236817,0.7189164336804386,0.8479323999007016,0.7189893548013633,0.6611314013218805,0.8255822484503753,0.6815860489563772,0.36765968265063054,0.6166254888774897,0.38022699353340317,-0.5061590583378943,0.148554322697875,0.02206838679222438
6,234053,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.01]","[0.648573111616322, 0.6608987343648469]",0.6665965531319036,0.8165356607975299,0.6667304853540589,0.717531441011535,0.8474003008653153,0.7180872699066269,0.6819362431756835,0.8267118092636906,0.6834524155760447,0.376173744322181,0.6189398757441773,0.38308656978621763,0.40066940639857485,0.6375940507132518,0.40652617350493275
9,107473,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.1]","[0.6233003967620062, 0.6262051956876753]",0.6487268427766951,0.8054764003161552,0.6487922314662711,0.698091135149444,0.8358278706168359,0.6986082292998742,0.6729995179844431,0.8226758767248998,0.6767955981450826,0.25516244580020897,0.5144236979751728,0.26463174103845183,0.5517192800869704,0.8146417927572978,0.6636412505068241
7,146316,tmp_ndvi,2016,False,False,432,345,87,"[0.001, 0.01]","[0.6514417085684869, 0.6656005429958857]",0.6711499611663958,0.819641727123059,0.6718125608412712,0.7116541266751966,0.8436360345873055,0.7117217588541933,0.7046781410207299,0.839490161470086,0.7047437312050712,0.4355393442671438,0.6624643157859768,0.43885896968978233,0.06538122909262345,0.460309903007336,0.21188520680662307
8,772246,tmp_ndvi,2016,False,False,432,345,87,"[0.01, 0.001]","[0.643127521711221, 0.6591385183179481]",0.6759556858349458,0.8222428595221297,0.6760833200351287,0.7202330484676911,0.8488640859950951,0.7205702364922882,0.6835176381521026,0.8288917542264124,0.6870615402245392,0.34219245691502365,0.6027830220515612,0.3633473716736129,0.3761258215128853,0.6136732322700382,0.3765948360047563
2,26225,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.1, 1.0, 1000000000.0]","[0.28200427397911493, 0.32808511919853284, 0.32808511919853284, 0.4570395700720578]",0.5339882018734089,0.7323151957484259,0.5362855459240553,0.5800703390981684,0.7660818360090738,0.5868813794630334,0.5850786638302641,0.7720286795171432,0.5960282819969838,,,,,,
1,116739,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.1, 0.1, 1000000000.0]","[0.4111494679206917, 0.4284942314345617, 0.44641457434086773, 0.522679698968288]",0.5439256097255625,0.7379238853857673,0.544531660622827,0.6316528084480773,0.7958769217773577,0.6334200746178024,0.5363552270544725,0.7337617542795993,0.5384063120434751,,,,,,
4,288389,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.1, 1.0, 1000000000.0]","[0.35275015397522697, 0.38648244600761716, 0.38648244600761716, 0.5125831890377991]",0.5127380272970434,0.7162505362903089,0.5130148307361551,0.574900738650173,0.7618396896903283,0.5803997127874557,0.5652394897723465,0.766776839871415,0.5879467221631935,,,,,,
0,670487,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.31970810886865164, 0.384062082087853, 0.3979813237916187, 0.4572463185016381]",0.4698401891982591,0.6856276341848487,0.47008525275791274,0.5253285654454587,0.7253438357685833,0.5261236800874816,0.5177827081760873,0.7280864146387529,0.530109827181514,,,,,,
1,116739,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.3755119029503783, 0.44698803110331997, 0.4625110907085553, 0.5112279583945947]",0.5182184971982204,0.7198965798250889,0.5182510856438606,0.5542207466323186,0.7449032603969845,0.5548808673500577,0.38398822707473,0.6408762840802931,0.4107224114965645,,,,,,
0,670487,pre_tmp_ndvi,2016,True,True,432,345,87,"[0.1, 0.01, 0.1, 1000000000.0]","[0.3069504530594608, 0.3500448893612157, 0.36719436963461966, 0.47834786043834965]",0.5199760973942238,0.7213791383234813,0.5203878612083284,0.5979903785335458,0.7737942044801418,0.5987574708870556,0.683523435145605,0.8355121879374241,0.6980806161919815,,,,,,
3,777572,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.3471634394252631, 0.3970562708814337, 0.4131057227876063, 0.46034360425748133]",0.476469319761211,0.6905464573509597,0.47685440975996074,0.5296367949276334,0.7282729552219824,0.5303814973077596,0.5022745255503394,0.708783921574655,0.5023746474827466,,,,,,
2,26225,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.34247297843887636, 0.4134652010814436, 0.43236320432026265, 0.4797002282074342]",0.4943829555592745,0.7032022289812014,0.4944933748441301,0.5377786071981796,0.733832327489518,0.5385098848686832,0.47821344460673865,0.6918911126744222,0.4787133117978499,,,,,,
4,288389,pre_tmp_ndvi,2009,True,True,936,748,188,"[1.0, 0.01, 0.01, 1000000000.0]","[0.3019197669492126, 0.3684915247787727, 0.39076886871607863, 0.4452206654860948]",0.4634390994368186,0.6808720123403706,0.4635866971884258,0.5050235486819198,0.7110027728483788,0.5055249429980833,0.5308022291097976,0.7402305834672213,0.5479413167002228,,,,,,
5,256787,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.321065628489761, 0.39364209183382937, 0.4101053550529684, 0.45391714671540145]",0.47863715250606564,0.6918672488699273,0.478680290058842,0.5228223509427234,0.7235243621481618,0.5234875026219045,0.5215316064470071,0.7357208271457458,0.5412851354960204,,,,,,
3,777572,pre_tmp_ndvi,2016,True,True,432,345,87,"[0.1, 0.01, 0.1, 1000000000.0]","[0.4190619328442833, 0.4537667709897665, 0.4820779425142002, 0.5823537669518333]",0.6079922506606216,0.7799090928674781,0.6082581931373726,0.6612304268744897,0.8135965088909314,0.6619392792795114,0.3291462969118142,0.6010027482420466,0.36120430339449283,,,,,,
5,256787,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.01, 0.1, 1000000000.0]","[0.35544231582027697, 0.3871557428099256, 0.3946296460875614, 0.5067408748971987]",0.5804098157621596,0.761932062205357,0.5805404674165081,0.6497128028422106,0.8063972696650068,0.6502765565231777,0.28311973189649753,0.5961252893754103,0.3553653606329167,,,,,,
9,107473,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.1, 1000000000.0]","[0.35517118129491787, 0.4152642798256279, 0.42974951355756497, 0.4793722124620299]",0.4852081817997075,0.6969304400593824,0.48571203828136444,0.5378949775784745,0.7338666658600523,0.5385602832605497,0.4724094699703142,0.6892083440920156,0.47500814156605814,,,,,,
7,146316,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.01, 1000000000.0]","[0.3833926024680351, 0.47401026077953584, 0.5018211438192605, 0.5321783232579907]",0.536282133452121,0.732456557562349,0.5364926087160866,0.5894159028255395,0.7679241547983804,0.5897075075228069,0.25651583759623897,0.5655140088589878,0.3198060942157634,,,,,,
8,772246,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.01, 1000000000.0]","[0.36733621458154503, 0.4319036477026776, 0.45731389060854555, 0.5006800793921633]",0.5080352893498665,0.7131607694967215,0.5085982831491559,0.562618190727868,0.7502551401524709,0.5628827753252037,0.3868860667488625,0.6352930664078356,0.40359728022587055,,,,,,
6,234053,pre_tmp_ndvi,2009,True,True,936,748,188,"[0.1, 0.01, 0.001, 1000000000.0]","[0.325858906883023, 0.4037894822984274, 0.42338195859826566, 0.4644277474067683]",0.48083301052767347,0.6938379252165615,0.4814110664688228,0.5413275372843591,0.7358539404580013,0.5414810216875677,0.4714989253998585,0.6953640541171122,0.48353116775818616,,,,,,
6,234053,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.1, 0.1, 1000000000.0]","[0.4359153659609409, 0.4608619635457238, 0.4770264944071691, 0.5570130127780728]",0.579780310029712,0.761441398894936,0.579793003951077,0.6302051610187949,0.7950999528965462,0.63218393509609,0.5003103202424692,0.7269344514185999,0.5284336966592608,,,,,,
7,146316,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.1, 0.1, 1000000000.0]","[0.45259724984502475, 0.4736203231950123, 0.5000308365153975, 0.5923912449712543]",0.6075622487899208,0.7795002977275376,0.6076207141573198,0.6587773475358523,0.8127768788289702,0.6606062547589625,0.2845207164085244,0.5827241799514025,0.3395674699000345,,,,,,
1,116739,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01, 0.01]","[0.6116695131055522, 0.6815422870441552, 0.7104318239778777, 0.7450631571125628]",0.750448511154646,0.8665316229391594,0.7508770535535736,0.8151960759119516,0.9031833507276383,0.8157401650316042,0.76635586320827,0.8761881513315943,0.7677056765338769,0.3803813437313578,0.6204342866473296,0.38493870404758074,0.389196069083529,0.6374265091935152,0.4063125546226305
8,772246,pre_tmp_ndvi,2016,True,True,432,345,87,"[1.0, 0.01, 0.1, 1000000000.0]","[0.39135814507614547, 0.4280264057997316, 0.45239845160192793, 0.5471511027131268]",0.5550465893716905,0.7450645608337666,0.5551211998104135,0.6110151144833289,0.7821010305575868,0.6116820219992394,0.6319051832227636,0.7967114935271258,0.6347492039182234,,,,,,
0,670487,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.01]","[0.626230131406904, 0.6778387656688555, 0.7068917688569396, 0.735188768206754]",0.7362455720741791,0.8585686390637929,0.7371401079838534,0.817957908795578,0.9045494125503872,0.8182096397452506,0.7519641960339121,0.8714113738412437,0.7593577824598837,0.2980219008715519,0.5606022375625753,0.31427486876016614,0.46959655995441074,0.6873573831113459,0.4724601721176775
5,256787,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01, 0.01]","[0.5978510038075551, 0.6679604741753958, 0.6920945400093276, 0.730822600994813]",0.7353434020615621,0.8577461822587953,0.7357285131795385,0.8055531696979552,0.8977715946303526,0.8059938361251262,0.7853178165744996,0.8893358578771815,0.7909182681061424,0.3317079830396231,0.581631601508925,0.33829531987383693,0.5501067203592975,0.7483640808348876,0.5600487974838462
2,26225,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.01]","[0.6243654366501692, 0.6812635073829146, 0.7165153047007774, 0.7527624819886363]",0.7547408673115195,0.8691716385501578,0.7554593372599662,0.821058637882775,0.906262743973339,0.8213121611140857,0.740853062897733,0.8609462156432639,0.7412283862304575,0.3417488678623316,0.5935223760657651,0.35226881089075146,0.431932681519674,0.6573073778525835,0.432052988979439
3,777572,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.01]","[0.6219706362674554, 0.6767556326891468, 0.7022401032054282, 0.7301528415376438]",0.7356506232219744,0.8583341818000906,0.736737567646431,0.8070602082923528,0.8985164905334717,0.8073318837605864,0.7986526692390337,0.8943535755847897,0.7998683181612981,0.33453272308805637,0.5894187799859448,0.34741449820011966,0.4271660642348373,0.6537908841664443,0.4274425202191409
7,146316,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.01, 0.01]","[0.5863043781691408, 0.6703121436813586, 0.7074346308192759, 0.7549049707271388]",0.7688208526144684,0.8768790467015521,0.7689168625442229,0.8317159297291387,0.9122813913443557,0.8322573369931935,0.6964688423947071,0.83502449688303,0.6972659103947575,0.41641280597202657,0.6462102442451505,0.41758767976737704,0.28382079754843315,0.5671783812592179,0.32169131616782676
4,288389,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.001]","[0.6168891788142361, 0.6700383511764005, 0.6993936413401429, 0.7448124075104058]",0.7483044623374375,0.8656063062715305,0.7492742774570426,0.8214049021843381,0.9063808006289431,0.8215261557487639,0.7380263251824362,0.8616448148263185,0.7424317869170807,0.2909060069112772,0.5541540734009457,0.3070867370668607,0.5500006376715808,0.7786358116969856,0.6062737272570236
6,234053,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.001]","[0.6179772068198364, 0.6805926187846607, 0.7150832298001154, 0.7552909974474181]",0.7575636340103984,0.8708539118918264,0.7583865358572969,0.8232730574943892,0.9074131541478057,0.8233986323204693,0.7284714718441208,0.8587538863941953,0.7374582373971345,0.3575080815263858,0.6053867408277835,0.36649310597008594,0.42066773825981385,0.6574584558803022,0.43225162120851124
9,107473,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.01, 0.01, 0.01, 0.01]","[0.6209598624208228, 0.680607813890262, 0.709248171172108, 0.7437959918095235]",0.7478316278363536,0.8654157206005231,0.7489443694625226,0.8194087567044738,0.9053517781347713,0.8196618421717922,0.7533645306504798,0.8699402759183468,0.7567960836648893,0.3414006995147365,0.5940827407923548,0.3529343029073562,0.4340324339418281,0.6604745620648484,0.43622664713475334
1,116739,pre_tmp_ndvi,2016,True,False,432,345,87,"[0.01, 0.001, 0.01, 0.001]","[0.6848652955914732, 0.7681300418259261, 0.7779172505227498, 0.8149945181606814]",0.8329349675390243,0.9137524439077355,0.8349435287473592,0.9260024904492428,0.962371577423754,0.9261590530330845,0.80748542753735,0.8999277756919051,0.8098700014617798,0.25309940298525435,0.5585243934245587,0.3119494980502713,0.2965686462362762,0.5493837741223062,0.30182253126886915
8,772246,pre_tmp_ndvi,2009,True,False,936,748,188,"[0.1, 0.01, 0.001, 0.01]","[0.6176885869370643, 0.6830837251362787, 0.7217052120479589, 0.7493661065434146]",0.7498574236705384,0.8663911782494965,0.7506336737485508,0.8201563473372493,0.905798914503414,0.820471673515563,0.7459584512917798,0.8639649161796896,0.7464353763893781,0.3684358272638064,0.6131856502896538,0.37599664172114555,0.34972091615918155,0.6059824409763473,0.3672147187716523
9,107473,pre_tmp_ndvi,2016,True,True,432,345,87,"[1000000000.0, 0.1, 0.1, 1000000000.0]","[0.36426467980796884, 0.3922785823194206, 0.40335540593960423, 0.5122335564370207]",0.5207771468467348,0.7219088851892703,0.5211524385152151,0.5785215482255984,0.7616554304722216,0.5801189947678252,0.6635738654569836,0.8271810253063148,0.6842284486268061,,,,,,
