country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,235,188,47,1000.0,0.6601979249609384,0.671062743269496,0.8204766633372075,0.6731819550809574,0.9799767085974074,0.9911384650662363,0.9823554569338548,0.684140937442755,0.8332721121428948,0.694342412875081,0.7845263093729341,0.8899614279241157,0.7920313431927309
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,235,188,47,1000.0,0.6538460025111039,0.6648162171174337,0.8168784161482595,0.6672903467688891,0.9789744417046808,0.9906558430014873,0.9813989992729876,0.6731288955136059,0.8275455005704819,0.6848315555144495,0.7792584841970511,0.887425245179593,0.7875235657820607
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,True,350,280,70,1000.0,0.6425900911098437,0.6779440953918316,0.8251008946287166,0.6807914863171085,0.9629803720333464,0.9829150825720955,0.9661220595477092,0.7884813460213397,0.8881526152686426,0.7888150680085295,0.7747341357518963,0.8802611378457468,0.7748596708014888
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,False,350,280,70,1000.0,0.6306376920813344,0.6672355912522733,0.8190423228099203,0.6708303265538696,0.9595549198893548,0.981208738153207,0.9627705878282087,0.7757316221578908,0.8809482723119464,0.7760698584894032,0.7677724201494158,0.8764417261619085,0.7681500993576659
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,355,284,71,1000.0,0.7346181248234748,0.7464111520894425,0.8640074718957773,0.7465089114917324,0.9640286205636458,0.9832930892816183,0.9668652994289886,0.7159883884350593,0.8474738338640391,0.7182118990842129,0.7630402810363575,0.87363043547181,0.7632301377826644
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,355,284,71,1000.0,0.7224965725738274,0.7348574876947165,0.8572869924279594,0.7349409873861761,0.9593015356900649,0.9809008836547957,0.962166543554759,0.7017817209570285,0.8385234298119931,0.7031215423436685,0.7557711299955859,0.8696031053806295,0.7562095608876341
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,360,288,72,1000.0,0.6558822771781601,0.6561555479849936,0.8119980085616485,0.659340765908083,0.9330292223836669,0.9685814634853734,0.9381500514074678,0.7059644327518506,0.847249306674002,0.7178313876595771,0.6609334062990002,0.8136151198335092,0.6619695632216955
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,360,288,72,1000.0,0.635855977617576,0.6357482317783346,0.8003190491359238,0.6405105804098292,0.9235316745868923,0.9636055278539561,0.9285356133107014,0.6845838330797334,0.8329395539176315,0.693788300480503,0.6494351160438003,0.807175550796938,0.6515323698043403
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,355,284,71,1000.0,0.6484212602564075,0.669209624812307,0.8195685694591066,0.6716926400452464,0.9693645079258496,0.9861024854464825,0.9723981118037303,0.7359748914067336,0.8605806511631054,0.7405990571563146,0.7754834365649372,0.8807455950691379,0.7757128032336897
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,355,284,71,1000.0,0.6363123486548,0.6575388209969771,0.8129377127813169,0.6608677248621189,0.9664228247839606,0.9846484482759981,0.9695325666923308,0.7257820711004195,0.854198939706245,0.7296558285952732,0.7696042269922865,0.8775129750921733,0.7700290214551172
