split,random_state,variables,anomaly,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[10.0, 10.0, 0.09999999999999999]]","[[0.677761599822885, 0.7183207932642153, 0.7687443427962402]]",0.7856131784771406,0.8865317669043072,0.7859385737304729,0.9058036231003818,0.9536998543861934,0.9095434122562466,-51.85163106625086,0.10216574747181614,0.010437839956474907,-0.08600784655135119,0.1973378497992757,0.0389422269634015,0.34164853929496397,0.585194486965964,0.3424525875753578
1,116739,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[10.0, 100.0, 0.09999999999999999]]","[[0.6992469052072322, 0.7459000496636128, 0.8063013422505346]]",0.8089540058524437,0.8997345544735371,0.8095222685136944,0.8974871108424474,0.9491536681454157,0.9008926857538979,0.5818804302477985,0.7875635688110665,0.6202563749184234,-0.0051957299515561495,0.27059936694865117,0.07322401739301077,-0.19986468221908926,0.2146878344466656,0.04609086625939889
2,26225,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.697810825983178, 0.723808783336993, 0.7831471520416718]]",0.7864157184399891,0.8890983290043755,0.7904958386383727,0.9536102459553568,0.9769600378207637,0.954450915498748,0.5932181909913503,0.8101097965904187,0.6562778825317696,-0.13126148990527708,0.28663475970173874,0.08215948546927351,-0.025810985230593886,0.39108934096149656,0.15295087261369772
3,777572,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.6953762455096475, 0.7169976436242627, 0.769336322899988]]",0.7764466171439063,0.8828861960241823,0.7794880351300508,0.9542477836387435,0.9773544908203636,0.9552218007267322,0.4647178386242605,0.7400926957483916,0.5477371983001215,-0.10019246529240133,0.27124477183928447,0.0735737262501455,-0.35294002736897667,0.23990241184616232,0.05755316720960568
4,288389,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.7114850018096008, 0.7279836663942294, 0.7770706094565016]]",0.7831151196024057,0.8864326348392885,0.7857628161081234,0.9533485159832873,0.976863904439848,0.9542630877974646,0.5596583888056548,0.777782099191789,0.6049449938231859,-0.030302270127391395,0.30984785366189155,0.09600569241888096,-0.4348756606639841,0.22624884969664866,0.051188541989056716
5,256787,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.6689923176389331, 0.683511709746897, 0.7372234678464664]]",0.7501633675510532,0.8683624976985765,0.7540534274093104,0.9487860684385043,0.9746719940050167,0.9499854958977153,0.801569430223666,0.9027196588263197,0.8149027824315069,-0.13359764940125562,0.2486728904282522,0.06183820643394152,0.1757555465602747,0.4643138997050245,0.21558739745928757
6,234053,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.6778063206588344, 0.698142088779142, 0.7602891455567582]]",0.7715080496648078,0.8816943214904777,0.7773848765485538,0.9489431028785882,0.9745939901047574,0.9498334455483121,0.7432996101523501,0.8712522843720651,0.7590805430235419,-0.12318782080233115,0.2789127782379203,0.07779233786439532,0.23652252909444316,0.5136298598950735,0.2638156329758328
7,146316,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6907774409309843, 0.7007769064233503, 0.7887922492881304]]",0.7925548311091027,0.8923355083708298,0.7962626594994272,0.9543614981092331,0.9772639028898632,0.9550447358915279,0.2723075008550523,0.7260506875981477,0.5271496009617431,0.03686301544959203,0.3912697756892182,0.15309203736789115,-1.5780372668169251,0.1633910834886078,0.02669664616358121
8,772246,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.6811234607718644, 0.7000728947544939, 0.7540246137690607]]",0.761438329405964,0.8746566104925241,0.765024186278271,0.9492285023347475,0.9748369922504269,0.9503071614598588,0.6491478405455847,0.8144097443665733,0.6632632317192273,-0.13377257638290807,0.24158631436813646,0.05836394728998006,-0.043380558258441004,0.4352077113819943,0.18940575204635327
9,107473,rcf,False,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.009999999999999998]]","[[0.7010333816743431, 0.7177244029744976, 0.7681748341203549]]",0.7822403587383047,0.8867320638123061,0.7862937529928317,0.9565381954217297,0.978482119529491,0.9574272582389252,-22.030206009298947,0.16129501634081672,0.026016082296384333,-0.1039137603398208,0.3072658088473625,0.09441227728662391,-80.90473224775393,-0.04718811720890098,0.002226718405720977
