country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,648,518,130,1.0,0.21174558119721437,0.2359799967780345,0.523986857043766,0.2745622263546041,0.5996563940962143,0.7788659359570638,0.606632146194273,0.13401074601411933,0.41396162674095266,0.1713642284140158,648,5184,648,100000000.0,-0.08445495466998243,-0.5641077785188006,-0.09085243674957177,-0.37287678448167105,0.13903709640539055,0.010338787996433618,0.5701681530591254,0.005447015866394622,0.07387960876485047,0.005458196591247371,-0.08463552303680055,-0.5630310186567176,0.317003927969621
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,490,392,98,100.0,0.3756114442687773,0.40220006688340015,0.6421620007095866,0.41237203515533916,0.6533724934963164,0.8110612199317154,0.6578203024771224,0.5215505634736551,0.7290541771217476,0.5315199931786685,490,2940,490,100000000.0,-0.05916812142883132,-0.28320840556270555,-0.09001001229987704,-0.12775266020942103,0.016320742190583788,0.13392854845935898,0.5783248894617367,0.09711016146520546,0.3257076162850628,0.1060854513060977,-0.14473544313110942,-0.4767340328604219,0.2272753380873618
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,490,392,98,100.0,0.36602903461394853,0.3918760850872157,0.6344612111455339,0.40254102844825773,0.6470557112922557,0.8075949072610388,0.6522095342339658,0.5300296560174214,0.7346202438800119,0.5396669027183282,490,2940,490,100000000.0,-0.06416395184672719,-0.3172252323960701,-0.09284682137430034,-0.14554745198619484,0.02118406077967369,0.1260680534039733,0.5699883339626348,0.09163867081226151,0.3173127066374341,0.10068735379357432,-0.14222890910324426,-0.4892386758820859,0.23935448197885673
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,504,403,101,0.1,0.17108562138714203,0.19815658704416106,0.48938038983946947,0.2394931659594311,0.6291874956886551,0.7986271228298827,0.6378052813195365,-0.08355623647797872,0.36901112573544814,0.13616921091654272,504,3024,504,1000000.0,-0.10769055792184545,-0.5448320350620179,-0.1189479349739817,-0.35098325525623536,0.12318924547026366,0.01795079757864304,0.5662142468392319,0.009856695389624637,0.09964609818437224,0.009929344883369553,-0.10537567250011559,-0.5152880413837961,0.2655217655931488
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,376,300,76,1000.0,0.2513853265748935,0.2590268531057893,0.5095976600963403,0.2596897751756652,0.40985812853626225,0.652657725917001,0.4259621071991512,0.29328730383764234,0.5449810819701623,0.2970043797053687,376,2632,376,100000000.0,-0.06653904871792893,-0.2750310699212822,-0.0949517063046601,-0.14222031273732513,0.020226617355102564,0.11494844914139735,0.4974946406789708,0.08431918993864196,0.30160976933447164,0.09096845295799319,-0.16859308957970676,-0.3515602097529908,0.12359458108156689
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,504,403,101,1.0,0.33738672813728376,0.3457490143152032,0.5982697063113569,0.35792664148987724,0.5805578223653305,0.7641566007447828,0.5839353104618213,0.0702530059904094,0.4139602485937944,0.17136308741583603,504,3024,504,100000000.0,-0.10799722798234002,-0.5464818767940407,-0.11922367017836732,-0.3523598452488184,0.12415746054377126,0.01639133071023824,0.5467035538891347,0.008297765617362063,0.09109214834321067,0.008297779489781498,-0.10763480524831226,-0.5458504669060993,0.29795273222160656
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,490,392,98,10.0,0.34272274509408496,0.35523496007415145,0.608458533080246,0.37022178647816484,0.58687915852027,0.7689682110227931,0.5913121095635949,0.29567905778742076,0.5632739534434579,0.31727754662782276,490,2940,490,100000000.0,-0.10870074449618339,-0.5479169224288961,-0.12043231485922301,-0.35015416292066226,0.12260793781066968,0.024082136324859116,0.561367024175709,0.015571912133742094,0.1297433369497398,0.016833333482853718,-0.128513553086411,-0.25963429046551534,0.06740996478553159
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,936,748,188,1.0,0.24279045782722442,0.2682924242175184,0.5361445744054829,0.2874510046644364,0.5393811677709858,0.7393113752607104,0.546581309589883,-0.01651709693922232,0.283187826781182,0.08019534523704873,936,11232,936,100000000.0,-0.07694731514593567,-0.6657496658563378,-0.08058574729858226,-0.45068214642189625,0.20311439710344753,0.006221751608845527,0.6686399911852084,0.0031651094988779382,0.05626472707601148,0.0031657195129380596,-0.07706306365162985,-0.6658210859074021,0.4433177184389121
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,384,307,77,1000.0,0.13403694478304018,0.21366711152495277,0.46259595850918456,0.2139950208290312,0.3766881287072583,0.6311882140789702,0.3983985615921999,0.29224538170292136,0.5483002444947632,0.3006331581130171,384,2688,384,100000.0,-0.05360917185790215,-0.1856525822241411,-0.08368128795462249,-0.10006329841370554,0.010012663689430285,0.15923200165426,0.6279518853686277,0.12071942795387525,0.36996040734728075,0.1368707030045659,-0.202337830221194,-0.4321855937006309,0.18678438740236683
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,504,403,101,0.1,0.21583389491240385,0.2227136832861617,0.5124891031170918,0.2626450808137612,0.5774492323095213,0.7637332119143866,0.5832884189810653,0.07187542696976612,0.4277720157323007,0.18298889744367575,504,3024,504,100000.0,-0.07449012623173656,-0.32332137653612564,-0.09359440597854207,-0.18713033556027497,0.03501776248690111,0.07792149766434253,0.5041775541524919,0.062320263550896815,0.28254908682120483,0.07983398646349675,-0.12663240536938725,-0.38780827028601034,0.15039525450222724
