,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
426,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,1000.0,0.6595147407204344,0.6715183211890577,0.8203767200348706,0.6730179627751725,0.9673566449092237,0.9853035047299493,0.9708229964331213,0.6868591262007036,0.8327674149814691,0.6935015674549184,426,340,86,10000.0,0.5124914868924512,0.5470436420151724,0.7473840352527921,0.5585828961507467,0.8140579689774473,0.9111132364161367,0.8301273295726871,0.41525448287163536,0.7228973688116287,0.522580605834776,0.7294006980680722,0.8561493354779168,0.7329916846392786,-10.791583242256841,0.6905699233060151,0.47688681897487556
427,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,426,340,86,1000.0,0.6593565529709884,0.6713638524098483,0.8202869796868685,0.672870729043805,0.967316605776169,0.9852838913071791,0.9707843464694171,0.6865863466038822,0.8326138931251529,0.6932458950250235,426,340,86,10000.0,0.5123901820304086,0.5469501679481726,0.7473154780682056,0.5584804237603107,0.81398747449441,0.9110715625072349,0.8300513920093744,0.4152047805294331,0.7228491740229325,0.5225109283856357,0.7292298186423707,0.8560608437426355,0.7328401681893529,-10.792781228450997,0.690549453959734,0.47685854836408675
428,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,504,403,101,1000.0,0.4422025120499901,0.47172714221468326,0.6972321570777426,0.4861326808632819,0.8043260130616463,0.9021244117100671,0.8138284542032346,0.5903333782619807,0.7691313869592381,0.5915630904058413,504,403,101,10000.0,0.2828126621739901,0.33919361335824194,0.5893936841832554,0.34738491495511103,0.6187238892778344,0.7961550961420202,0.6338629371129094,0.3093914250987082,0.5789734754517243,0.33521028527664837,0.4978503180307171,0.7155189629865204,0.5119673863933055,-12.205411460198416,0.5543882737241431,0.30734635804283544
429,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1000.0,0.4411215062805541,0.47069682865386353,0.6966204230868472,0.48528001386169806,0.8035124142142922,0.901637764728345,0.8129506587843264,0.5886776575117227,0.768011450471446,0.5898415880552544,504,403,101,10000.0,0.28252045517196983,0.338926639420178,0.5891920332175429,0.3471472520070221,0.6184790157008471,0.7959786355428444,0.6335819882406484,0.3090898187207608,0.5786731714802767,0.33486263939104177,0.49713693531690206,0.7151369725440136,0.5114208894994173,-12.207778884109429,0.5543503884682839,0.30730435319493726
430,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,432,345,87,10000.0,0.6055971647764391,0.6166058679132883,0.7880662757633189,0.6210484549954673,0.7650444202631917,0.8814162079215263,0.7768945315867632,0.5955876000372624,0.77220395341812,0.596298945674574,432,345,87,10000.0,0.45741905411015527,0.5045494723211439,0.710863193529747,0.5053264799153105,0.7310878141666058,0.8625427144467915,0.7439799342452393,0.45156837573131436,0.7033766476460696,0.49473870845382306,0.4486973289882885,0.677403616716974,0.458875659941237,-12.031845900391252,0.6604132908488416,0.43614571472979663
431,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,432,345,87,10000.0,0.6055106013005479,0.6165237683840612,0.7880096222463355,0.6209591647528124,0.7649456411134847,0.8813546501139372,0.7767860192774607,0.5954498180377049,0.7721149303722152,0.5961614657036908,432,345,87,10000.0,0.45727688608053896,0.5044218571627681,0.7107704334532502,0.5051946090713212,0.7309636003737325,0.8624628204619716,0.7438421166792192,0.4514475402824266,0.7032803031206932,0.4946031847575342,0.44864366111478915,0.6773740727011933,0.45883563436780156,-12.033735428715545,0.660384515030571,0.4361077076921625
432,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,504,403,101,1000.0,0.5327935933745702,0.5479943739043891,0.7427962501890352,0.5517462692948917,0.8442621269240052,0.9235131172359328,0.8528764777068297,0.6673619750194975,0.8200863585238866,0.6725416354369687,504,403,101,10000.0,0.367823594423689,0.42062664560993746,0.6506494046083768,0.4233446477172353,0.659670600684394,0.8227174925707667,0.6768640725819295,0.2904850648235049,0.5823531764178117,0.33913522208391494,0.4607490473205781,0.6905264482172868,0.4768267756875813,-12.40687060866755,0.48743194421007935,0.2375899002364179
433,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,504,403,101,1000.0,0.5322490894181601,0.5474748204091273,0.7424770363040839,0.5512721494388959,0.8438484231804171,0.9232769277720329,0.8524402853561636,0.6666341527191475,0.8196060213564267,0.6717540302437114,504,403,101,10000.0,0.3676034058435081,0.42042622891342174,0.6504986492450426,0.423148492669625,0.6594928737268044,0.8225948127280647,0.6766622259271198,0.29022521508729615,0.5821643644024757,0.33891534718013844,0.4602072032531098,0.6902462779107981,0.4764399241697107,-12.410064955147632,0.4873888905639743,0.2375479306451817
434,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,True,432,345,87,1000.0,0.5818044388532515,0.5975828056496935,0.7751727416458497,0.6008927793907433,0.8873862583485599,0.9457090915877953,0.8943656859118129,0.5768470413900568,0.7674962537950158,0.5890504995893834,432,345,87,10000.0,0.448505109829428,0.49628005883344783,0.7084372342780566,0.501883314911542,0.6781347791729069,0.832346741909928,0.6928010987680723,0.2289615446809281,0.6754939989922141,0.4562921426744933,0.5796435990502911,0.7752025898662258,0.6009390553353039,-24.555889432988486,0.6673726310439979,0.44538622866658817
435,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,False,432,345,87,1000.0,0.5811317792796779,0.5969484809399869,0.7747953553025042,0.6003078425983337,0.8870179324929688,0.9455059807391306,0.8939815596134653,0.5759716026820773,0.7669841096338863,0.5882646244308853,432,345,87,10000.0,0.4483301477145673,0.496122840070222,0.7083151281267668,0.5017103207332381,0.6779639957781195,0.8322306132445297,0.692607793621366,0.2287093946736406,0.675261758091589,0.4559784419409436,0.5792159740582393,0.775012399591275,0.6006442195202261,-24.560760694571776,0.6673521260653839,0.44535886016398796
436,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,1000.0,0.6736056407684259,0.6891722918585775,0.8313166075874027,0.6910873020506276,0.9651820727679814,0.9840444375933798,0.9683434551584711,0.7204365404239068,0.8533880534233629,0.7282711697257165,426,340,86,10000.0,0.5556772588319276,0.5908659771223208,0.7738627649579605,0.5988635789883796,0.827297524038243,0.9171581556150507,0.8411790824112014,0.36554150472680547,0.6872815346086179,0.4723559078139768,0.7664681279362805,0.8762629229925305,0.7678367102114134,-11.4517874603664,0.6834884567579088,0.46715647052130777
437,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,426,340,86,1000.0,0.6734931308500418,0.6890621432443413,0.8312543195110562,0.6909837437057892,0.9651430475522681,0.9840250605931536,0.9683053198753597,0.7201853294190534,0.8532536807776527,0.7280418437606125,426,340,86,10000.0,0.5555931550238764,0.590789055440128,0.7738094026066104,0.5987809915623992,0.8272340134881356,0.9171209405884804,0.841110819665899,0.36547929974451343,0.6872264222530006,0.47228015544265944,0.7663376109979695,0.8761943613614637,0.7677165588816232,-11.452966275320355,0.6834693099351248,0.46713029762319563
438,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,1000.0,0.574860934165761,0.5846448761564698,0.766681216049565,0.5878000870432397,0.8434764657978613,0.9212453421717179,0.8486929804730857,0.6041921343416918,0.7818893794617597,0.6113510017150957,490,392,98,1000.0,0.3850448057969387,0.42821160880958486,0.6589387962354214,0.4342003371841862,0.7861036300940578,0.8901446914376943,0.7923575716947079,-0.7663075304985847,0.35934804215149063,0.12913101539810948,0.46798350685901935,0.695137237959024,0.48321577959730083,-34.89518329595641,0.5108940160945573,0.26101269568122576
439,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,490,392,98,1000.0,0.5741981297270007,0.5839864810456762,0.7662840597399121,0.5871912602114812,0.842945166531984,0.9209418743780619,0.8481339359829778,0.6032098469853117,0.7813501615116574,0.610508074894293,490,392,98,1000.0,0.3836553220765136,0.426943776217399,0.6580467606220755,0.4330255391652071,0.7852728565330171,0.8896469049206506,0.7914716154348931,-0.7684504396379708,0.35818082316953326,0.12829350208640444,0.4673510382398772,0.6947963862552008,0.4827420183532862,-34.931546359853236,0.5106365240656766,0.26074965970987635
440,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,432,345,87,1000.0,0.6531876488346793,0.6712425825059403,0.8197950351945207,0.6720638997295854,0.9276179371919914,0.9656604746400081,0.9325001522819658,0.7242240646117337,0.8570281357833074,0.7344972255242112,432,345,87,10000.0,0.5480292634306245,0.5913641182279143,0.7715366027252891,0.5952687293448806,0.7684426222892882,0.8851402536639522,0.7834732686562856,0.386327306660484,0.7221191599701966,0.5214560811960623,0.6865010088163597,0.8288838568498319,0.6870484481462527,-9.367545554604163,0.6492319693495102,0.4215021500254434
441,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,432,345,87,1000.0,0.652925644622042,0.670997677188159,0.8196508171975272,0.6718274621325742,0.9274717032193625,0.9655830818139934,0.9323506878854091,0.7239101669985211,0.8568582680081642,0.734206091453951,432,345,87,10000.0,0.5479292751987803,0.5912741777925024,0.7714743722543738,0.59517270704528,0.7683462535175083,0.8850802209597071,0.7833669975340839,0.3862351917522372,0.72204234816701,0.5213451525465297,0.6862872529337343,0.8287622764387305,0.6868469108479067,-9.368677237979709,0.6492083577582483,0.4214714917831617
442,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,10000.0,0.6598564648056683,0.6674248139445038,0.8184548458700223,0.6698683347281219,0.8346473734287922,0.919994348409832,0.8463896011060312,0.676988208593892,0.8298442680459158,0.6886415092086617,490,392,98,100000.0,0.36888060014216234,0.4147762774015237,0.6504030379829685,0.4230241118174748,0.5980573435152636,0.7916164226888643,0.6266565606707147,0.4146913000450041,0.6682778304876293,0.44659525872125266,0.5533899546115862,0.7455087072048532,0.5557832325182515,-4.287535497124453,0.6156117200496006,0.37897778986242786
443,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,490,392,98,10000.0,0.6597950088091926,0.6673637957946711,0.8184154007187665,0.6698037681336592,0.834586628471178,0.9199590305505669,0.8463246178915389,0.676897463972735,0.8297827881650008,0.6885394755348827,490,392,98,100000.0,0.36885428230471234,0.41475266690253765,0.6503823997922815,0.4229972659595671,0.5980322211729141,0.7915973070835252,0.6266262965818888,0.41466441089286477,0.6682510968569808,0.44655952845055796,0.553356120109423,0.7454830454029603,0.5557449709832721,-4.287573484739678,0.6156105533571814,0.37897635340473507
444,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,1000.0,0.6435607578052949,0.6560430039381271,0.8118444447397012,0.6590914024547138,0.9585439172580873,0.9811169362634262,0.9625904426229319,0.7282209692454691,0.8609532653442215,0.7412405251068774,426,340,86,10000.0,0.5163606282155376,0.5486584471676834,0.7471248522184829,0.5581955448024899,0.807464042226147,0.9074560279816793,0.8234764427202864,0.411043059246053,0.6820598072807227,0.4652055807078166,0.7438987570477429,0.8642159172664516,0.7468691516566944,-13.126899810134272,0.7216268259941551,0.5207452759943986
445,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,426,340,86,1000.0,0.6433537851937645,0.655839663837321,0.8117277879486094,0.6589020017279427,0.9584789799010812,0.9810842827053907,0.962526369771551,0.7279181956291023,0.8607971218703031,0.7409716850201975,426,340,86,10000.0,0.5162525301591925,0.5485585491241531,0.7470508879984076,0.5580850292592093,0.8073895085301557,0.9074116145328662,0.823395838189143,0.4109593764602355,0.6819717623088115,0.4650854845865861,0.7437022557881859,0.8641120258391646,0.746689593199865,-13.128292711978496,0.7216015250991561,0.520708761025428
446,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,426,340,86,10000.0,0.5919568495369826,0.6375667505096789,0.7993911149266125,0.6390261546236127,0.818956715653886,0.9101989716509993,0.8284621679945365,0.5749787077848681,0.7650772413833261,0.5853431852827202,426,340,86,10000.0,0.46575432967137775,0.5028361140732218,0.7105496026912131,0.5048807378846408,0.7866861215416558,0.893349575594999,0.7980734642157647,0.3586714874613067,0.7137732352014841,0.5094722312899931,0.5453523958908697,0.7407595735979284,0.5487247458769847,-21.157079701341438,0.6843492184550365,0.46833385280001927
447,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,False,426,340,86,10000.0,0.5918776599212892,0.6374933999905883,0.7993434367413657,0.6389499298614977,0.8188870188333104,0.910157887672335,0.8283873804921668,0.5748736964228252,0.7650155562052618,0.5852488012360462,426,340,86,10000.0,0.4656408201875806,0.5027322376947059,0.7104739176020554,0.5047731875928122,0.786592912710939,0.8932925621594325,0.7979716016093636,0.3585341480621367,0.7136660039236864,0.5093191651564032,0.5453161927373057,0.740737730159398,0.5486923848816971,-21.159796237053488,0.684324498246395,0.46830001890018025
448,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,490,392,98,1000.0,0.565473619199782,0.5756110503894817,0.7605608671875995,0.5784528326971534,0.8792091897431393,0.9414489544390222,0.8863261338143281,0.5484236053497162,0.7408773743132328,0.54889928376927,490,392,98,100000.0,0.15613446273089135,0.20085681830634894,0.4690380798120806,0.2199967203138037,0.4706391029551824,0.7082876194402546,0.501671351852343,-0.4204394356388117,0.49168078239456775,0.2417499917761343,0.5619840377855838,0.7567619360461101,0.5726886278482568,-18.748522610081633,0.4612885050990509,0.2127870849365171
449,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,490,392,98,1000.0,0.5648622374586622,0.5750029619379138,0.7601894182437405,0.5778879516097567,0.8788027033489898,0.9412233335026684,0.8859013635298754,0.5476258156802158,0.7403521428088192,0.5481212953616103,490,392,98,100000.0,0.15609301720381707,0.20081895997106514,0.46900104949694665,0.2199619844292374,0.4705990656599094,0.7082514848830451,0.5016201658390383,-0.42051218738392726,0.4915761892723895,0.2416471498595641,0.5615577584092865,0.756536753388804,0.5723478592280721,-18.749088933654978,0.4612841247539136,0.21278304374998414
450,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,True,282,225,57,10000.0,0.6685809684635093,0.6731898371273949,0.8220573207225913,0.6757782385536053,0.885498183948569,0.948129335463932,0.8989492367672772,0.7299123810237723,0.8603614761043994,0.7402218695645411,282,225,57,10000.0,0.5783924504749147,0.6044233078549966,0.7814257291496883,0.6106261701771221,0.876139179671326,0.9426995554077255,0.8886824517659234,0.4998333661042039,0.7554348630810246,0.5706818323582463,0.6416015141465832,0.8164165565518817,0.6665359938120319,-7.391668379504107,0.7573733763786348,0.5736144312471732
451,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,False,282,225,57,10000.0,0.6685502919571822,0.6731602780762798,0.8220383248747316,0.6757470075628548,0.8854747406899155,0.9481167304678326,0.8989253345930128,0.7298699364836367,0.8603348213726976,0.7401760048663915,282,225,57,10000.0,0.5783466538601918,0.6043835175655958,0.7814002903411542,0.6105864137452401,0.8761046142646619,0.9426804062265933,0.8886463482835351,0.4998017771001809,0.7554112783186101,0.5706461994109566,0.6415848876932173,0.8164008840878791,0.6665104035394707,-7.39231562977146,0.7573581463897637,0.5735913619029388
452,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,288,230,58,1000.0,0.5697137064235008,0.58331402694211,0.7686525033101711,0.5908266708449926,0.9645617308067176,0.984152308091904,0.968555765522622,0.7973117577615665,0.8962375386293625,0.803241725648418,288,230,58,1000.0,0.5670157654350987,0.5850546872364221,0.770066108892881,0.5930018120654224,0.9694611081801561,0.9865390504443328,0.9732592980516057,0.16706244832172534,0.7517763405562868,0.5651676662202022,0.7969326655781067,0.894778830242724,0.8006291550505374,-32.40907825965666,0.7433550840664516,0.5525767810074412
453,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,288,230,58,1000.0,0.5695311333290263,0.5831472650521285,0.7685561083020013,0.5906784916083175,0.964528747680838,0.9841365230988026,0.9685246960970001,0.7971610703460673,0.8961451463837049,0.8030761233870719,288,230,58,1000.0,0.5668321468935144,0.5848936641860197,0.7699745183071414,0.5928607588423144,0.9694211587681997,0.9865199828562771,0.9732216765747492,0.16643853746036308,0.7516923939610223,0.5650414551388527,0.7968660577621743,0.8947352954023929,0.8005512488388073,-32.42801756944339,0.7432571893288207,0.5524312494889784
454,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,288,230,58,10000.0,0.5406618462406365,0.5530548219489722,0.7446462862184757,0.5544980915789681,0.8098502209648091,0.9096629663077114,0.8274867122717444,0.6886124846898918,0.8412963232610311,0.7077795035325294,288,230,58,1000.0,0.5402441074005546,0.5606128007390219,0.7549458840688155,0.5699432878724454,0.9658170799547215,0.9852027608610305,0.9706244800081969,0.4495036730526719,0.761165668758748,0.5793731752969521,0.5324080092720087,0.731247997483346,0.5347236338234036,-22.65760858715174,0.779389750291746,0.6074483828598302
455,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,288,230,58,10000.0,0.5405879779391805,0.5529865487455485,0.7445981859595996,0.5544264585343265,0.8097921916164375,0.909628848931351,0.8274246428081745,0.6885365192191957,0.8412401714320423,0.7076850260310119,288,230,58,1000.0,0.5400411277852637,0.5604358933622233,0.7548447012886181,0.5697905230635032,0.9657736042585555,0.985182365519966,0.9705842933315159,0.4491840328702542,0.7610943006655609,0.5792645345055992,0.5323798027945393,0.7312256048564237,0.5346908851976427,-22.669222708508986,0.7792997816028309,0.6073081496062199
456,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,432,345,87,1000.0,0.6194206951445669,0.6326820791791838,0.7969596369898032,0.6351446629909189,0.908755869125356,0.9556311942654963,0.9132309794532987,0.6508216785091835,0.8080130779807588,0.6528851341879398,432,345,87,10000.0,0.4728192906709234,0.5199503463874195,0.7222141815772989,0.5215933240713676,0.7358596524561632,0.8650440035689266,0.7483011281105572,0.46952653269931643,0.7118890522434036,0.5067860227040114,0.6207285366450191,0.7947433642341136,0.631617014994157,-12.179920804763313,0.6730715586122065,0.4530253230126649
457,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,432,345,87,1000.0,0.6189267669896961,0.632215707251031,0.7966871153704864,0.6347103597973467,0.9085054811119976,0.9554957414023855,0.9129721118380942,0.6502898793772833,0.8076990896380435,0.6523778194021242,432,345,87,10000.0,0.472679404427019,0.519824877592653,0.7221228112433655,0.5214613545180213,0.7357361436476741,0.8649649078602752,0.7481642918297344,0.4694106618208739,0.7117960001734481,0.5066535458629193,0.6204013681599132,0.7945876864393373,0.6313695914410187,-12.181823891587047,0.6730441360043204,0.4529884090098022
458,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,True,282,225,57,10000.0,0.6638338058823094,0.6695050155183893,0.8196407711721215,0.6718109937676301,0.8664723159848932,0.9369799796921924,0.8779314823439812,0.716503356824783,0.8508564609503676,0.7239567171409844,282,225,57,1000.0,0.5813358271937356,0.6135936220059729,0.789233714252859,0.6228898557133635,0.9701724077040629,0.9862776862095719,0.9727436743149068,0.1768130059241967,0.6752258677568138,0.4559299724879422,0.6574629380509656,0.8155133476119983,0.665062020133328,-30.87382642263039,0.7728146138050039,0.5972424273105774
459,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,False,282,225,57,10000.0,0.6637819010601597,0.6694545757390277,0.8196082722703609,0.6717577199740061,0.8664310186517419,0.936956703482119,0.8778878642000795,0.7164350920449014,0.8508159149395587,0.7238877211144383,282,225,57,1000.0,0.5810419833962559,0.6133526529357964,0.7890941160232309,0.6226695239424841,0.9701145970964136,0.9862488674734123,0.9726868285925885,0.17610542051609213,0.6749703251796145,0.4555849398730746,0.6574434372347349,0.8154986666278939,0.6650380752718729,-30.89315308977559,0.7727107579006356,0.5970819153753747
460,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,497,397,100,1000.0,0.5933787264995618,0.593033766337774,0.7766045539404985,0.6031146332011207,0.9383716761809462,0.9708103756467747,0.9424727854634319,0.702647749250642,0.838412083337229,0.7029348214858727,497,397,100,10000.0,0.4405594495134942,0.4794056785654003,0.6935917926662591,0.481069574853995,0.7875189973006737,0.8964976681505582,0.8037080689993884,0.4499216730764031,0.717591899880048,0.5149381347734568,0.6059882438808448,0.7851667356049824,0.6164868027005843,-13.186357636950525,0.6406308393765813,0.4104078723603431
461,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,497,397,100,1000.0,0.5931353339674013,0.5927910131688796,0.7764754195417571,0.6029140771525477,0.9382817544310463,0.9707638597611341,0.9423824714183349,0.702285089588851,0.8381970086293485,0.7025742252751882,497,397,100,10000.0,0.44043940495392775,0.47929543749089265,0.693510642289507,0.4809570109688045,0.7874387652692322,0.8964492036451882,0.8036211747160921,0.44980187920205994,0.7175157766654902,0.5148288897638815,0.605622624625862,0.7849820756470333,0.6161968590871246,-13.188729712985761,0.6405956992195383,0.4103628498585692
462,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,504,403,101,1000.0,0.4870993596683283,0.5178274406988493,0.7209750635005198,0.5198050421895785,0.7827091748986494,0.8905682977004938,0.7931118928691554,0.4514885933841799,0.7012873199670713,0.4918039051465974,504,403,101,10000.0,0.28201259033105525,0.3429485609988159,0.5953016158637323,0.3543840138499707,0.5636106602195394,0.7578816953270526,0.5743846641118074,-0.7265492849402733,0.4173782458750034,0.17420460012969477,0.3180934306934501,0.625256872731819,0.39094615689837403,-27.76629279805917,0.3994091193025209,0.15952764458201535
463,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1000.0,0.48608865006355445,0.5168777880635986,0.7203580387260752,0.5189157039572776,0.7818148803441993,0.8900241965549116,0.792143070453216,0.4496332039126345,0.7003293549475619,0.4904612054012681,504,403,101,10000.0,0.28171120463865684,0.3426755713084697,0.5951010079850915,0.3541452097048719,0.5633232776917162,0.757666741527394,0.5740588912167388,-0.7268451630380994,0.416636214647762,0.173585735356016,0.3170150586466953,0.6248383363424092,0.39042294656314963,-27.76627317881997,0.39940860272840234,0.15952723193345472
464,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,490,392,98,10000.0,0.652277595238993,0.65536399100887,0.8109233273380921,0.6575966428210825,0.837027075526709,0.9217621669846175,0.849645492484178,0.661203137652317,0.8292668044152178,0.6876834329050271,490,392,98,1000.0,0.2921220453097408,0.359146684730571,0.6529862993696831,0.4263911071645134,0.948069321400876,0.9752945264801625,0.9511994133821643,0.35869836136967026,0.6552075464486292,0.4292969289232326,0.5368189508192598,0.7376287521521718,0.5440961760015701,-19.859403938239765,0.7570764754428888,0.5731647896690271
465,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,490,392,98,10000.0,0.652219802754264,0.6553062362630496,0.810885615817578,0.6575354819398527,0.8369712538976186,0.9217298358824719,0.8495858903559287,0.6611215834600557,0.8292099572847177,0.6875891532601234,490,392,98,1000.0,0.2916005111369752,0.35866061806888405,0.6527664400789244,0.426104025293312,0.9479686793327065,0.9752425604974598,0.9510980518056416,0.35844873005210787,0.6550898648948137,0.42914273108790524,0.5367924454440764,0.7376061840005935,0.5440628826759174,-19.866056744762584,0.7569581902016473,0.5729857017133533
