,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
10,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,504,403,101,1.0,0.4304950611671744,0.4521710309637512,0.6884799004069931,0.4740045732644232,0.7606472443692391,0.8739699868431158,0.763823537902556,0.4345013111017644,0.6723160355687456,0.45200885168287486,504,3024,504,100000.0,0.0448355325073202,0.2313507134934227,0.02523982340230435,0.19854779012504067,0.0394212249635372,0.1759616093641344,0.5005021210485999,0.1726594635249299,0.48460477238944427,0.2348417854226251,0.048418242749119655,0.2375596543377502,0.05643458936907136,0.3359202977867638,0.6597930065501426,0.43532681149247654,-0.1918427676619976,0.11170126412077563,0.012477172406179278
11,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,504,403,101,0.1,0.6728531907667823,0.6804873343938109,0.826414488143438,0.6829609062133806,0.847126548688137,0.9211722515527319,0.8485583170307295,0.5970418781337088,0.7761148756374174,0.6023543001856839,504,3024,504,10.0,0.44085431924987195,0.6723193930940721,0.3806600996400846,0.6349648540033992,0.4031803658195581,0.6844774225942123,0.8318314080196939,0.6716191922751289,0.8223979719386832,0.6763384242488593,0.3713854024976908,0.6346779313605715,0.4028160765561343,0.4407434261541371,0.6834034887265421,0.467040328403609,-0.6965075045577245,0.11540068342105247,0.013317317734045975
12,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,504,403,101,1.0,0.3192400832933255,0.3377226730286744,0.5939415224446393,0.35276653208385594,0.5885933803140768,0.7703005354374431,0.5933629148952116,0.44375164828796054,0.6676014210493589,0.4456916573871234,504,3024,504,10000.0,0.13017131867568266,0.3835771649416292,0.04570300002403993,0.2521507868424484,0.06358001930526586,0.22972539588024266,0.5930901421557635,0.16965952986899258,0.41809326195660257,0.1748019756935123,-0.2538322631119181,0.1997720276500029,0.03990886303139352,0.08440154341152417,0.4615717832417095,0.21304851108493167,-1.4951870639885785,0.1448287725793014,0.02097537336682701
13,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,False,504,403,101,10.0,0.3486051566042267,0.36718894537435176,0.6173702788208062,0.38114606117127997,0.6050742935094977,0.7809226919387211,0.6098402507848187,0.21778338291077448,0.48583197695220764,0.23603270982929042,504,3024,504,100000.0,0.04006081644993931,0.22651708663191208,0.01823398917926755,0.19569410945624216,0.038296184475871686,0.1791065954750516,0.49537617985081067,0.17542765684228256,0.47974930641500585,0.23015939700567917,0.04089219198067662,0.23206055659149932,0.05385210192555646,0.1765031660685933,0.5589562078941654,0.3124320423434255,-0.2207485472932209,0.12217134834404661,0.01492583835620238
14,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,1.0,0.6892091677350367,0.6998968541035336,0.8367062543194577,0.7000773560172969,0.8562378298686979,0.9277401880667538,0.8607018565541358,0.8074792044477336,0.898805165204342,0.8078507249980045,504,3024,504,1000.0,0.5150196790614712,0.7245483362209417,0.3480048755637105,0.6069520009333358,0.36839073143698003,0.7188339486393859,0.8819198797764405,0.5954503876884754,0.7728738288112817,0.5973339552614104,-0.26245586641917007,0.3868849568113631,0.1496799698069303,0.3810814131271737,0.6189357697853934,0.3830814871198375,-3.2383915441542195,-0.11843148386052708,0.014026016369406287
15,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,504,403,101,1.0,0.7657738496956185,0.7704915001130301,0.877927550730083,0.7707567843309224,0.8920061621903388,0.9456319034141204,0.8942196967546123,0.7892003393121071,0.8892359053848804,0.7907404954256679,504,3024,504,10.0,0.5541853022134103,0.7502652624815873,0.504232933096527,0.720952955158362,0.5197731635515751,0.8526744947791607,0.9285986551580301,0.834596619428281,0.916711380475121,0.8403597550926021,0.4135751958292473,0.6727043484863752,0.4525311404724785,0.48677197833101593,0.6981317228540646,0.4873879024551844,-1.1281283933463984,0.065321091942981,0.004266845052623377
16,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,504,403,101,1.0,0.6770007350098708,0.6913837008018313,0.8316217612706963,0.6915947538189751,0.8560718914707673,0.9277046515875201,0.8606359205771221,0.7849759643412078,0.8866415001315124,0.7861331497554588,504,3024,504,1.0,0.5270993679966494,0.7470703221054792,0.46024609415787643,0.7182382131025921,0.5158661307608045,0.8908393079787571,0.9459720095608267,0.8800554969451179,0.939514221221091,0.882686971876673,0.5322806199700929,0.7494874221308323,0.5617313959323205,0.37217972736292293,0.6125698178735208,0.3752417817695985,-0.9300741634012029,-0.08486860468997684,0.0072026800620235585
17,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1.0,0.7527205492746345,0.7569947723093945,0.8702265582433829,0.7572942626721239,0.8882812311585966,0.944420736132399,0.8919305268368624,0.7822240896740227,0.8869230397426581,0.7866324784263566,504,3024,504,1.0,0.5191441956573871,0.7252089596031409,0.4168013107259029,0.6704684319804708,0.44952791828235117,0.8677616470148537,0.9423037808913464,0.8060099809950607,0.8999671392779212,0.8099408517800851,0.36449067918942435,0.6487685245978247,0.4209005985088383,0.4772975656350201,0.6914647293773128,0.4781234719728405,-1.373463019803074,0.04350932336771181,0.0018930612199161128
18,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,504,403,101,1.0,0.6765875689273105,0.6866914441125143,0.8291925929094549,0.687560356135905,0.9124171575363791,0.9581153882939489,0.9179850972856646,0.7672759710220616,0.8794313116948939,0.7733994319894015,504,3024,504,100000.0,0.19460634153244483,0.49272589250526017,0.06557785635434998,0.3091396176166562,0.09556730318017241,0.3827887477845363,0.7799707952955556,0.2898707082238432,0.5516949785231796,0.3043673493276916,-1.313466096268102,-0.06813102330977935,0.004641836337237698,0.5658461664669592,0.7536632930246184,0.5680083592527119,-5.373134975203727,-0.1726082927395445,0.029793622722460292
19,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,504,403,101,1.0,0.6779702887743561,0.6918225838892773,0.8318730603948264,0.6920127886106545,0.855361701802125,0.9273005198056873,0.8598862540318979,0.7874350515078778,0.887971950972467,0.7884941857138492,504,3024,504,1.0,0.5348785402534928,0.7501144067435692,0.46861263756912175,0.7211797437167199,0.5201002227473138,0.890546629017314,0.9458012717116465,0.879745620947433,0.9393353384098607,0.8823508779855675,0.5341557732225763,0.7496430089803651,0.5619646409131357,0.37137438682890933,0.6115778270721998,0.37402743856635345,-0.9221379647918349,-0.08157571404371063,0.006654597121741247
20,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,10.0,0.5466525189312904,0.5538883107922221,0.7507406193491258,0.5636114775407091,0.7500916986543846,0.8677968962654682,0.7530714531679797,0.6943518715812841,0.8394915736775277,0.7047461022755719,497,2982,497,1.0,0.4004413357153731,0.671601556739685,0.23820064944774133,0.5041105335687351,0.25412743005495486,0.6271498359566985,0.8860749968275549,0.4953793779148776,0.7112666524694411,0.5059002509150847,-0.12558250265018023,0.3088815789468306,0.09540782981268715,0.3604346827344379,0.6306121628860906,0.3976716999798732,-2.006173636492079,-0.09120881409029483,0.008319047767757964
21,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,497,397,100,1.0,0.5075228396979915,0.5156468109443231,0.729603070981158,0.5323206411851366,0.7831876938801482,0.8868363187225291,0.7864786562053272,0.6805152394242169,0.8262256170515577,0.6826487702722274,497,2982,497,100.0,0.3404170330907963,0.5860001913202326,0.2869148658716538,0.5406533916330143,0.29230608988428153,0.5865458534986234,0.7810156123215837,0.5456559526166951,0.7433936010417368,0.5526340460698009,-0.5569419247502618,0.2133297994953869,0.045509603352741984,0.3867850680867668,0.6432509466417224,0.4137717803554721,-3.3318944372517,-0.13570540638306042,0.018415957321591576
22,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,False,490,392,98,100.0,0.48452448264788295,0.4985823620003974,0.7102729361742697,0.5044876438616182,0.7054030664565344,0.8422747993419443,0.7094268376065125,0.4869710606520532,0.7030055753616031,0.49421683898949864,490,2940,490,100000.0,0.07626147579826092,0.3232639135801714,0.043366114701553826,0.23323919254493802,0.05440052093901467,0.215104720921527,0.5814880002190104,0.19800624188590832,0.5056108155302791,0.25564229678119393,-0.02171819574705358,0.18868389342467864,0.03560161163789549,0.3625723338471485,0.6413586594357036,0.4113409300331628,-0.38339565912274765,0.07762738046766612,0.006026010198271792
23,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,490,392,98,100.0,0.5237100343290264,0.5356065663126695,0.7341591445672261,0.5389896495516812,0.7228864443376452,0.8533097945662345,0.7281376055026693,0.49825301388294074,0.7118362201687116,0.5067108043440784,490,2940,490,100000.0,0.1389652245797871,0.4338935350946414,0.06662257079648104,0.2849142969337083,0.0811761565972293,0.3406266296731778,0.7198816579631947,0.2791209518007427,0.5536262886065889,0.3065020674363061,-0.5328079399696262,0.16695789139387726,0.027874937498689713,0.3707322566704533,0.645682543083336,0.41690594644256396,-1.9636153676058328,0.21537560561894079,0.04638665149572552
24,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,490,392,98,1.0,0.6816247459902083,0.6868371559149072,0.8327259337552103,0.693432480748487,0.9221238661187553,0.961185836372144,0.923878212042418,0.7966534718159402,0.8958250453085211,0.8025025118020139,490,2940,490,1.0,0.5425983902847327,0.7508193497080455,0.47394949078192417,0.718002908071963,0.5155281759997957,0.9247051534589622,0.9631814381083638,0.9150306034835574,0.9576087405108209,0.9170144999027208,0.4290751756273822,0.693702010210445,0.4812224789700123,0.5925337911666309,0.7698263935674536,0.592632676233072,-1.197787112835703,0.09365371472878425,0.0087710182825005
25,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,True,384,307,77,10.0,0.553435045065559,0.5723548500032476,0.7750050272460033,0.6006327922565783,0.8689272619661149,0.9335502227369897,0.8715160183722831,0.5701825099813234,0.7839808721512419,0.6146260078990219,384,2688,384,100.0,0.5407707654605631,0.7401060140956065,0.518932009931611,0.7280779486640054,0.5300974993307861,0.7863645719282092,0.8893161518128258,0.7796392545321564,0.8849240935595066,0.7830906513621144,0.5342769593418617,0.7376082632743891,0.5440659500506605,0.3074232596982889,0.6027670627444469,0.363328131929568,-0.5680150343439463,0.09326934815635154,0.008699171305510718
26,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,100.0,0.4416762752411434,0.4511036919339726,0.6791232375720095,0.4612083718102881,0.6817613420824133,0.8287703052641865,0.6868602188876929,0.6312076740097949,0.8013965395667647,0.6422364136295851,497,2982,497,100000.0,0.06379171656317495,0.30407757283945047,0.03514325991261036,0.2061926835843012,0.04251542276369576,0.18118779437768906,0.5604590102575978,0.16637523832006307,0.4757414160722241,0.22632989496640504,-0.03697283233741411,0.11907836014338696,0.014179655854438169,0.4087543959075115,0.6681677345938827,0.4464481215523212,-0.4613578316403735,-0.03787216934241127,0.001434301210700276
27,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,1.0,0.6745869204497845,0.6794833558621632,0.8283825006656059,0.6862175674090026,0.9019520172096223,0.9511662791883748,0.9047172906650573,0.8479801448837534,0.921904702381538,0.8499082802731921,497,2982,497,0.1,0.577968963321015,0.7634053346867935,0.400362084629847,0.6557626430766713,0.4300246440549018,0.8598664130998976,0.9439795125755208,0.7660624492879673,0.8767242250563305,0.7686453668006233,0.14385478612300384,0.556135527428775,0.3092867248684818,0.5573316786276987,0.7466706169364444,0.5575170101962506,-2.126573971661801,-0.03054075528482563,0.0009327377333676047
28,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,10.0,0.6118977766718567,0.6130709741312063,0.7838647680293326,0.6144439745576794,0.7350229710898706,0.858717581958055,0.7373958855638889,0.6127392112865847,0.7936195520827066,0.6298319934479559,648,5184,648,1000.0,0.48873049214442776,0.7018451262457982,0.45528572946211543,0.6757173467476267,0.4565939326956524,0.5903785305439501,0.7756572210037467,0.5683672995207285,0.7572869815794883,0.5734835724697722,-2.281297895438738,0.24901071313782386,0.062006335257407605,0.2857861337442751,0.5608849395936056,0.31459191546292264,-11.664320728658112,0.02338172839012214,0.0005467052225094437
29,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,497,397,100,10.0,0.5636810509254734,0.5737903227722547,0.7659534098093006,0.5866846259984944,0.7827184017924478,0.886099621708241,0.7851725395914878,0.6990043378948638,0.8365399865723405,0.6997991491344516,497,2982,497,10.0,0.45323590019539095,0.6942553725159766,0.4052788576041658,0.6678659379629581,0.4460449110911418,0.7918262421907135,0.892112526973716,0.7811046825570376,0.8852630887559766,0.7836907363137721,0.40918698399251563,0.6678832783628359,0.44606807351668937,0.40439856238526806,0.650956103637168,0.42374384886248345,-0.7284719073831576,0.1430845218971852,0.02047318040654607
30,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,False,648,518,130,0.1,0.5737194238024151,0.576893722356576,0.7716365055557362,0.5954228967062676,0.821704043054255,0.907571078647618,0.8236852627976008,0.5414085599029808,0.7673524405842123,0.588829768070547,648,5184,648,1.0,0.49554273076490174,0.7132108818126187,0.44343748124880233,0.6869578908108407,0.47191114374727894,0.7871665186763657,0.8894642078635362,0.774356963924878,0.8812376387749281,0.7765797759936107,0.4783190002629297,0.7074510803663114,0.5004870311114612,0.2047100778906803,0.6245476909843208,0.39005981831384673,-0.8147852101546103,0.21767624547072661,0.04738294784223203
31,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,648,518,130,0.1,0.564539290136729,0.5712801354401896,0.773320519466271,0.5980246258275832,0.8970204603194238,0.9482730792402382,0.899221832811763,0.5781031093373687,0.7982702435104395,0.6372353816742165,648,5184,648,1000.0,0.5228191858166289,0.7298874528520373,0.44947353103029897,0.687325940631184,0.4724169486645419,0.7573035821951788,0.8784150889323865,0.7110556828155703,0.8451285352806708,0.714242241145652,0.3954041579746215,0.6676649247473894,0.4457764517379371,0.3989354058630932,0.670944026865109,0.4501658871859681,-0.9710984702531289,0.14905578533276312,0.022217627141166763
32,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,False,648,518,130,1.0,0.5075151526344921,0.5139664527005308,0.729727379242612,0.5325020480162909,0.7951391328656857,0.8940408089779502,0.7993089681179477,0.6532536947318677,0.812404338294245,0.66000080887931,648,5184,648,1000.0,0.5326706045003089,0.7324054991174914,0.4497333895140736,0.6753703381769681,0.4561250936892723,0.695306766976563,0.8434171383274122,0.6507750597706948,0.8090786993818685,0.654608341793456,0.43809160313373596,0.6647580923989034,0.44190332140982896,0.3527559227295165,0.6267659583555054,0.39283556655329516,-0.6091807667606484,0.17160974507734705,0.029449904605512042
33,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,490,392,98,10.0,0.5123979362514332,0.5247711286709094,0.7352886432837741,0.5406493889420931,0.8597509926902652,0.929923605120214,0.8647579113597756,0.6517636131447864,0.8092353549057871,0.6548618596294953,490,2940,490,100000.0,0.15933773584764854,0.5215833626605331,0.05513289354599871,0.26671946656273965,0.07113927384351239,0.3589394800393446,0.7765581881405743,0.2784206757063763,0.547836233618736,0.3001245388655623,-0.07313155609384592,0.14870923443220638,0.022114436405412916,0.5184934987415545,0.7337082412279782,0.5383277832458531,-0.5876449549633123,0.06093084831889758,0.0037125682768605036
34,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,1000.0,0.5337467998603646,0.535377622788856,0.7319368833428743,0.5357316011976804,0.6508668894259244,0.8103782376941715,0.6567128881283111,0.5287125889500512,0.7392267525168288,0.5464561916365769,376,2632,376,1000.0,0.4213060811559397,0.6493789612308338,0.36949749645907015,0.6119873303914029,0.3745284925595961,0.6400580441576433,0.8118119717503168,0.6074143180752327,0.7841307171783861,0.6148609816226902,0.3122684962558182,0.5683451456277807,0.32301620455866326,0.179744903273247,0.4806269832895895,0.23100229706605138,-0.8464832943130314,-0.10248268792452886,0.010502701324236374
35,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,1000.0,0.5354931579629209,0.5371126331119398,0.7331208076084915,0.5374661185485269,0.6529476463057022,0.8117775901100678,0.6589828558049092,0.5311199789643258,0.7410003445259553,0.5490815105875845,376,2632,376,1000.0,0.4586720398843167,0.6794875338871317,0.37868041108546047,0.6335588739507039,0.40139684676168386,0.7468034889865349,0.8697959528572079,0.71691579205031,0.8487264234779256,0.7203365419096311,0.3433648618176678,0.6120592107241367,0.3746164774322532,0.18095540253352915,0.4812194752202697,0.23157218333127177,-1.1503268455615725,-0.07898953127491933,0.006239346051031458
36,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,384,307,77,100.0,0.4997986019658667,0.5317908696837108,0.7387796599904471,0.5457953860156007,0.7657895879753973,0.8769122146723797,0.7689750322416177,0.6569630403484144,0.8171643907661418,0.6677576415361997,384,2688,384,100.0,0.5318058889660189,0.7355303759832472,0.5052970039850924,0.721192432933548,0.5201185253206101,0.7742204205579593,0.8824711063359865,0.7638756699788547,0.8756806110178104,0.7668165325125257,0.5145105735002318,0.7264920836065212,0.5277907475429445,0.28358150332592924,0.5667065739160637,0.321156340919683,-0.6021860507206696,0.09214625677278943,0.008490932637236841
37,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,False,384,307,77,100.0,0.517610193865299,0.5444583097703874,0.7448086400682153,0.5547399103202644,0.7575478627961313,0.8727400029498089,0.7616751127488325,0.702441706556491,0.8422783247853503,0.709432776403216,384,2688,384,100.0,0.5315015665421401,0.7344415715180636,0.5094563261005567,0.7224198194009076,0.52189039546324,0.7778270663461433,0.8842197347973162,0.7709500074207281,0.8797414589657118,0.7739450346231191,0.5235834455368418,0.731224462595025,0.5346892146973832,0.2798378675161237,0.5566288131341988,0.30983563561118677,-0.5768611727894375,0.09738521126055291,0.009483879372262522
38,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,0.1,0.7839912422522259,0.7848036425772218,0.8900877868428223,0.7922562682867534,0.9471835283481864,0.9734580659018959,0.9476206060694599,0.759676424431116,0.8876388471208619,0.787902722918053,648,5184,648,1.0,0.6913807393256584,0.8323336103353337,0.6586747308534087,0.8143383202145598,0.6631468997698708,0.9049057155785489,0.9531575323976973,0.9012658204204237,0.9509902618841521,0.9043824781984883,0.6952445632460764,0.8347759272512189,0.6968508487181322,0.60162809157878,0.7756909855875107,0.6016965051217238,-0.37585578214315496,0.12232226443968329,0.014962736377651806
39,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,490,392,98,10.0,0.567701667730908,0.5759264807506557,0.7681669728577085,0.5900804981893755,0.870692155302725,0.9354746602342655,0.8751128399404144,0.6626956047647008,0.8148414358118757,0.6639665655159592,490,2940,490,100000.0,0.14173487924719141,0.43970026090727266,0.07001526392129376,0.28969147547772467,0.08392115096446115,0.34322494802883163,0.7240442734330826,0.2813369702490095,0.5562253307244895,0.3093866185395678,-0.5116762778691422,0.16989359765773493,0.028863834525088315,0.5194420780619231,0.7350327360403084,0.5402731230509017,-1.9060170285191091,0.21421470760312755,0.04588794095349343
