split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6157874157103299, 0.6406588929867946, 0.738493835713464]]",0.7478264569830768,0.8679961216740917,0.7534172672412646,0.9804252054848999,0.9904809561548786,0.9810525245054826,0.8008632937768819,0.9126106341276028,0.8328581695227852,-0.0004791518112794435,0.401502812888196,0.16120450875713374,0.06176616932397416,0.5782629115082301,0.3343879948259751
1,116739,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6368835726085982, 0.6760832493567649, 0.7510159789480177]]",0.762264986411881,0.8756884418637416,0.7668302472137476,0.9792203193316799,0.9898583001236552,0.9798194543236922,0.7744207185776063,0.8885825460610534,0.789578941164344,-0.05827244313622315,0.36976995236957333,0.13672981767539652,0.6221371653722879,0.7889143152371966,0.6223857967861748
2,26225,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 9.999999999999997e-06]]","[[0.6108132434066345, 0.6494834747799016, 0.7491159815665067]]",0.7570829744467189,0.8765179606799627,0.7682837353945606,0.9807150011838862,0.9905224402480519,0.9811347046349556,0.8303557835257823,0.9131571419024317,0.8338559658074177,-0.03895215444625211,0.41834525552178664,0.17501275281758896,0.5427889968021605,0.7367603443829241,0.542815805055245
3,777572,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6633288774411452, 0.6696692934765947, 0.7761208692352344]]",0.780779202254053,0.8861230860971124,0.7852141237142706,0.9529985950834627,0.9767004663812318,0.9539438010293156,0.8458828786861362,0.9205426454637126,0.8473987621173305,0.1087616131900353,0.47230247190521923,0.2230696249677804,0.24500720575728097,0.5219370190174921,0.27241825182086593
4,288389,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.59791029681969, 0.6543234957319936, 0.7217217313453428]]",0.7265322084755443,0.8546174053709077,0.7303709095629024,0.9771192045022317,0.9891927700503914,0.9785023363199665,0.7728426940976895,0.883910863368106,0.7812984143801506,-0.08100418675023513,0.39256011840025806,0.15410344655842462,0.5048870885504847,0.7402498014921772,0.5479697686092078
5,256787,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 9.999999999999997e-06]]","[[0.5582634850331119, 0.6229604611426331, 0.739589883520553]]",0.7515469313916192,0.8722064992417379,0.7607441773195277,0.9810477091219196,0.9906854160848205,0.981457593643154,0.78265505606135,0.8863861619702573,0.7856804281323633,-0.10198070366660739,0.3557747861211358,0.12657569843953992,0.34059663810825436,0.5910125416511488,0.3492958243889509
6,234053,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6056924701717668, 0.6305839659782855, 0.7643352180585976]]",0.7713342019898609,0.8797325898789563,0.7739294296951359,0.9581894645031558,0.9793703166112542,0.9591662170592282,0.7919174769622899,0.8920587121657537,0.795768745950823,0.10647216988915509,0.4527409829530239,0.20497439764527028,0.11885213241350312,0.5293618453144985,0.280223963274771
7,146316,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6142296112914182, 0.6772482236397532, 0.7576787095775054]]",0.7557289120257447,0.8702375043172625,0.7573133139203375,0.9779963567623638,0.9895645935248532,0.9792380847580079,0.7420726859014629,0.8619390602059431,0.7429389435087045,0.020516699745731448,0.4413927154577074,0.19482752925912866,0.03667866875858805,0.3458843689620456,0.1196359966922725
8,772246,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[1.0, 1.0, 0.0009999999999999998]]","[[0.6854714053611464, 0.6854714053611464, 0.7334299636580923]]",0.7328590420924557,0.8608792561359874,0.7411130936452509,0.9892838644218316,0.9949286944301481,0.989883107000479,0.6426148125633948,0.8036627899694323,0.6458738799814518,0.03063428014635905,0.5055425623909321,0.25557328238878946,-0.1784347269986073,0.3808288977738166,0.14503064937962007
9,107473,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.5852269065601277, 0.640252948642979, 0.7828310377577473]]",0.7896386786885059,0.8896308207566599,0.7914429972401683,0.9526852888390601,0.9764867261614605,0.9535263263695272,0.7973641781516072,0.8999085716582881,0.8098354373440602,0.0687516464228971,0.4380019778384479,0.19184573259039223,0.5642896680694187,0.7512333941717061,0.5643516125187419
0,670487,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.6115888780866423, 0.6184683509332096, 0.7782318394152876]]",0.7786150229775813,0.8827316886760325,0.7792152341928399,0.9599794647129072,0.9811806621509938,0.9627154917790626,0.8305229640848104,0.91260541136675,0.832848636855875,0.08546700058915035,0.41930059689138616,0.17581299055347271,0.11314751771020981,0.46525007408747576,0.2164576314384017
1,116739,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.6481613512183346, 0.6906837508701873, 0.8153524423214646]]",0.8174721941233414,0.9045712266154409,0.8182491040205633,0.9652424071317482,0.9836233458000277,0.967514886402841,0.7199056277496051,0.8649544602616217,0.7481462183264733,0.22216441241631846,0.5160526903809906,0.2663103792494585,0.1692735798496261,0.4752164677971728,0.22583069126562139
2,26225,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6230064283645401, 0.6600227091705666, 0.7625098867788944]]",0.766310044712785,0.8781825995243683,0.771204678107377,0.9825966802283453,0.9915473348279732,0.9831661172044568,0.8017258003907868,0.9017372558269807,0.8131300785463736,-0.026108756649770415,0.37576808900216496,0.14120165671233897,0.601901854386002,0.7840530592112865,0.6147391996585772
3,777572,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[1.0, 1.0, 9.999999999999997e-06]]","[[0.6528377771273662, 0.6528377771273662, 0.8045654189272697]]",0.811414002941862,0.9043352583031884,0.8178222594102945,0.9956164950048462,0.9978717001431499,0.9957479299465803,0.7883711703892384,0.8907290501953148,0.7933982408618476,0.18367176344702152,0.5276742537288105,0.2784401180482571,0.30924949770732013,0.5607821955171707,0.3144766708090582
4,288389,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6378080327108764, 0.6378080327108764, 0.7583210150387403]]",0.7618593084799122,0.8751713440575238,0.7659248814594528,0.9958882045594871,0.9980421095575011,0.996088052449987,0.7576799125910259,0.8730820347491715,0.7622722394017535,0.0043046267370014935,0.40693851469825765,0.16559895474482406,0.425588903366406,0.6544265127790495,0.42827406062814743
5,256787,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6674244122713298, 0.678649184923305, 0.8036743998429079]]",0.8049270364377663,0.8979772776971146,0.8063631912603207,0.9652866080572445,0.9829572522941187,0.9662049598376037,0.7945223915617268,0.8961343703972489,0.8030568098072736,0.13438427023950972,0.4448375840195474,0.1978804761563479,0.19616301601927955,0.47035742855730306,0.22123611059903844
6,234053,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.5814691845586892, 0.6227704227916468, 0.7128250563466814]]",0.7202322486499413,0.8496263503011319,0.7218649351260217,0.9809202059088986,0.9911560639777229,0.982390343159812,0.7934053599437175,0.8909407064654711,0.7937753424371927,-0.107704332959077,0.3377590483239962,0.11408117472473162,0.3934504205474467,0.6282592609296178,0.3947096989438296
7,146316,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[1.0, 100.0, 0.0009999999999999998]]","[[0.631100643091963, 0.6576717228521594, 0.7520141795078981]]",0.7574266433062122,0.87161869024131,0.7597191411779767,0.9658789978768266,0.9836191266675275,0.9675065863461895,0.6561846548012094,0.810298667349815,0.6565839303088862,0.07361209238376076,0.448694778082748,0.20132700387872646,0.2301318656128596,0.4804831818135709,0.23086408800569305
8,772246,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6446947942347485, 0.6689703633847646, 0.8130662313179936]]",0.8133621631090664,0.9030213435432792,0.8154475468947091,0.9643918658279166,0.9825682555900556,0.9654403768932848,0.8003189817099658,0.8987046708563344,0.8076700854189924,0.18363800534637298,0.4996761756884352,0.24967628055061997,0.5211993341447857,0.7454341002998341,0.5556719978898232
9,107473,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.6496306231919421, 0.6802016327714628, 0.7873183273112453]]",0.7946368539260134,0.8914367233466657,0.7946594317310398,0.9601626076790426,0.9811103053570297,0.9625774312777641,0.8083526299933974,0.9083196645039885,0.8250446129246382,0.14290335470492077,0.4701144228336412,0.22100757055620757,0.5116161086364697,0.7541625911375902,0.568761213871364
0,670487,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6656278204595892, 0.6656278204595892, 0.7708972477349673]]",0.7719605687706917,0.881584024324042,0.7771903919433731,0.9951304817516644,0.9976796328917183,0.995364649886954,0.7745422670213428,0.892947001544209,0.7973543475667937,0.03990907115222331,0.4553073678231278,0.207304799194025,-0.31853190558487765,0.40352921007882503,0.1628358233868405
1,116739,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6570451834070685, 0.6999640169649056, 0.7845652573839907]]",0.785958446993938,0.8870831638581528,0.7869165396005904,0.981738760633618,0.9914434345205113,0.9829600838538274,0.7154760973166661,0.8618388949358394,0.7427662808242289,0.10262393516639512,0.48560525991185327,0.23581246845405857,0.2740028081241218,0.5656779566996772,0.31999155069592194
2,26225,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6817914573813303, 0.6824245121877611, 0.7667927429182531]]",0.771347139628989,0.8806785176075237,0.7755946513753854,0.9830143734091451,0.9917645251186046,0.9835968732837312,0.7933910165524714,0.9015124719472853,0.8127247370765049,-0.005432583430906801,0.3886839080959477,0.15107518041273912,0.6227374245170059,0.7961272073837322,0.6338185303366202
3,777572,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[1.0, 1.0, 9.999999999999997e-06]]","[[0.6775666494596497, 0.6775666494596497, 0.7853470735202366]]",0.7947392900445721,0.8965611580059372,0.8038219100449471,0.9962046723444296,0.9981698107248295,0.9963429710424418,0.7875802854935869,0.8890236668993295,0.7903630803071301,0.1263932970528826,0.49296536782924577,0.24301485387902358,0.20932887436681236,0.4728292002284049,0.22356745258863303
