country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,504,403,101,1000.0,0.6836652856496308,0.6901017993643906,0.8308374919509828,0.6902909380313994,0.8974404300595255,0.9506770932123917,0.9037869355587624,0.6640845685759174,0.8238449516680939,0.678720504389004,0.5961410849289517,0.7738092162142169,0.5987807030980608
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,504,403,101,1000.0,0.6487707312643497,0.6561743911902762,0.8105765730701515,0.6570343808101506,0.8724298969237404,0.9369187116249623,0.8778166721929793,0.6058337083579087,0.7841213844907106,0.6148463456156288,0.5726348928122655,0.7605953166332023,0.5785052356843613
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,282,225,57,1000.0,0.678319984974301,0.6893567200466294,0.8321400368137747,0.6924570408684303,0.9634549248087643,0.9833695944030043,0.9670157591963292,0.6030291908902313,0.7784588699966258,0.6059982122764236,0.6973701920485289,0.8359088352346171,0.6987435808232942
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,282,225,57,1000.0,0.668991213728699,0.6802522831554105,0.8270495347369319,0.6840109329085755,0.9610182547011921,0.9821691196702228,0.9646561796337805,0.5866022535199651,0.768577871131692,0.5907119439933237,0.6886646520283878,0.8311330640153408,0.6907821700995286
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,432,345,87,1000.0,0.6327851073201083,0.6481070373105282,0.806550697401541,0.650524027478912,0.9175699420968041,0.9613128321415894,0.9241223612400835,0.5983687077088783,0.7977098455097734,0.6363409976232266,0.6317155446871541,0.8007794919976003,0.6412477948039349
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,432,345,87,1000.0,0.5995266316931616,0.6171171582112702,0.7887349975901019,0.6221028964234581,0.9010820619083832,0.9524944177466818,0.9072456158385903,0.5464253708500019,0.7721300073655786,0.5961847482743684,0.6094813063643854,0.7902678977610021,0.6245233502315938
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,276,220,56,10000.0,0.714872135526929,0.7166517019260608,0.8493596314739913,0.7214117835776344,0.8956478678401306,0.9516506131802128,0.905638889566275,0.5836929222213734,0.7939909204612609,0.6304215817749202,0.5967101287729096,0.7725637236849718,0.5968547071539895
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,276,220,56,10000.0,0.7132429956765419,0.7150563911535825,0.8483579711507356,0.7197112472149924,0.8944160013757889,0.9509890213674165,0.9043801187613565,0.5807584147231275,0.7919554602620379,0.6271934510388563,0.5953503213091997,0.771704497913835,0.5955278321004441
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,288,230,58,1000.0,0.5719640812697436,0.5904905290592694,0.7719207479927103,0.5958616411816253,0.9700317597631164,0.9868751348506124,0.9739225317864144,0.7509734495116005,0.8668402394673574,0.7514120007598256,0.7811404141933453,0.8854091963656763,0.7839494450089127
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,288,230,58,1000.0,0.5618883776185442,0.5813671335459307,0.7666443498674141,0.5877435591836301,0.968461951300828,0.9861341505111959,0.9724605628044379,0.7413309321999726,0.8612803975903933,0.741803923273466,0.7759823197599197,0.8821440721576572,0.778178164042894
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,1000.0,0.6607370431628311,0.6629795789552511,0.8155517641944018,0.6651246800806011,0.9406399458701793,0.9721647447245855,0.9451042908854185,0.7355300011616019,0.8623216682617836,0.7435986595537856,0.701534082490632,0.8377889684902459,0.7018903557239502
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,1000.0,0.6405577125952773,0.642815540048076,0.8039378836781214,0.6463161208128566,0.9320235771073724,0.9677195632486808,0.9364811530942175,0.7096721758087619,0.8452238899256437,0.7144034241010366,0.6860158057074586,0.8291005910968701,0.6874077901571793
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,420,336,84,1000.0,0.5954468288524618,0.5990966429858626,0.7797469644894743,0.6080053286305496,0.9487818183070496,0.9765421202779776,0.953634512677008,0.485598379958618,0.7100806455183698,0.5042145231397848,0.663777035566427,0.8229907463447819,0.677313768569141
