,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2
398,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,282,225,57,1000.0,0.4096827277378883,0.08136553579258621,0.42416260416939483,0.1799139147757627,0.33257672999294496,0.7273077644403988,0.5289765842152906,0.07716476571460795,0.4310820129135477,0.1858317018575961,1000000.0,-0.5509488747084754,-0.06497792042289374,-0.489085631762935,0.23920475519694925
399,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,282,225,57,1000.0,0.4274393634552259,0.08935165480783436,0.4382925407222972,0.19210035125280653,0.3314511793377374,0.7250873046349807,0.5257515993428213,0.0908883514129134,0.4526495987482178,0.2048916592469226,100.0,-0.31292210808816573,0.05631304108879276,0.44786410351730593,0.20058225521936013
400,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,10000.0,0.3706608800178527,0.0445928885824286,0.3246264722166875,0.10538234646385178,0.17158714504157835,0.5423001682619117,0.29408947249689776,0.00208260114002623,0.31577733430256333,0.09971532485923283,100000000.0,-0.43091141638467934,-0.06422106736400801,-0.504377369138776,0.25439653049935307
401,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,1000.0,0.3865705811210294,0.03769351065474413,0.36530078540839006,0.13344466381998665,0.2590641778323638,0.6344603982325691,0.40253999692543013,0.011151823535121563,0.4196567810145905,0.17611181385152794,100.0,-0.4175491404514667,0.10750283504993352,0.4142453378867021,0.17159919996086798
402,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,490,392,98,10000.0,0.4077261149713459,0.04689067379544687,0.31881887742881104,0.10164547660496724,0.21620705214132674,0.5971860723886262,0.3566312050549535,0.06284180496329717,0.3828967376381415,0.14660991169393178,1000.0,-0.30452572665179467,0.013787516132065192,0.3125695159269128,0.09769970228678458
403,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,490,392,98,10000.0,0.41308699641513885,0.04925162909517733,0.322462349998796,0.10398196716674603,0.2159653618846411,0.5966771039552023,0.35602356638436733,0.06450119160469314,0.3869232431965302,0.14970959612572127,100.0,0.36266170845574314,0.24613570029892384,0.5987047159234554,0.35844733686898544
404,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,432,345,87,1000.0,0.5283188643438572,0.12186154052473841,0.478480302741483,0.22894340011158124,0.2797215692768006,0.6590358345373873,0.43432823120439057,0.057719247424091846,0.36493149338120273,0.1331749948614348,100.0,-0.4377553437446462,0.027437905226030956,0.3818253280683558,0.14579058115450752
405,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,432,345,87,1000.0,0.5529543165894047,0.1361965430116081,0.4972844078634245,0.24729178230407672,0.2783685823804116,0.6575165845276806,0.43232805892894655,0.0688006289019254,0.38041788149742894,0.1447177645629919,0.1,0.12561371980989258,0.1439980818494886,0.565063946883203,0.3192972640672233
406,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,288,230,58,1000.0,0.3631793566716576,0.09670597498854339,0.42396818377783796,0.17974902085587857,0.3634737576979753,0.7320278875071495,0.5358648280881799,0.0360766638823915,0.4658283172169919,0.21699602112121444,1e-08,0.2294722518648393,0.17808712015404682,0.5431546436408741,0.29501696690864493
407,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,288,230,58,10.0,0.3986673069958523,0.07141820881222116,0.4605496257557227,0.21210595778373625,0.3763404319115641,0.7415558086660271,0.5499050173663254,0.04175962113642173,0.4618950487023668,0.2133470360157618,10.0,0.40347908143983835,0.20562163380280696,0.5928633361140613,0.3514869353082944
408,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1000.0,0.4162718545303634,0.05813498408898721,0.38381046711449895,0.14731047466664987,0.27935119642504735,0.6613492799062837,0.43738287003255993,0.0067112138696857615,0.4086935236438877,0.167030396268457,100000000.0,-0.42987885725251207,-0.06378115190057487,-0.5032774450156293,0.2532881866614598
409,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,1000.0,0.4416452653303997,0.06667803417111273,0.3943812964282485,0.155536606972426,0.27706519570525745,0.6580915150204983,0.4330844421419748,0.07189105910422866,0.4595963134041436,0.21122877129467976,0.01,0.279316771606025,0.1371792240213333,0.6293298501984058,0.3960560603507479
410,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,490,392,98,10000.0,0.46306700807216084,0.07678552153420082,0.37171332863215634,0.13817079868279747,0.20764578575410153,0.577248470410694,0.3332157965914859,0.11508077336446876,0.4922719853214892,0.24233170753236047,100000000.0,-0.43697743470981365,-0.06489650257721191,-0.5055087782340961,0.2555391248717286
411,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,490,392,98,10000.0,0.46797694344479074,0.07926931492150302,0.37576794492451626,0.14120154843279428,0.2072333628303773,0.5763390515561356,0.33216670234862594,0.1176807158095956,0.49633705324411487,0.2463504704230513,10.0,0.5879756854760922,0.25794632039984333,0.6066749757303631,0.36805452617743667
412,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,288,230,58,1000.0,0.44743915553636027,0.11543865613124216,0.46604147390438105,0.21719465539896787,0.36257564263893627,0.728383871087133,0.5305430636598771,0.022247885036594472,0.42515727782225515,0.18075871088523027,10.0,-0.030294746360088626,0.14108293951349116,0.5366511104074717,0.2879944143015724
413,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,288,230,58,100.0,0.47019733717740825,0.09783782556187148,0.49956928454360405,0.24956947005940844,0.37587384158754356,0.7408659684631386,0.5488823832268243,0.019054547706111147,0.4470505369581206,0.19985418259454393,100.0,0.10218111408209524,0.16135818165708982,0.5778392684120844,0.333898220119013
414,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1000.0,0.4424067923512028,0.06653011830180344,0.39305221878286,0.15449004669012925,0.2648742494486961,0.6462272588081667,0.41760967002671723,-0.16883521709589422,0.29744231613718763,0.08847193142905467,100000000.0,-0.43091127029803883,-0.06408532141465861,-0.5025545102188241,0.2525610357412822
415,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,1000.0,0.47268624379167035,0.07957616186125205,0.4115314603603477,0.16935814286632045,0.26232797814242814,0.6423258991516414,0.4125825607209646,-0.07518611213767645,0.36001095392564925,0.12960788694645595,10.0,0.32679045102698423,0.22336552326745773,0.5639438149011919,0.3180326263653098
416,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,497,397,100,10000.0,0.4316396194248412,0.08236962397044634,0.37454350966080563,0.140282840629034,0.2535510200409563,0.6226656501123425,0.3877125118298262,0.04954311596485883,0.4160943055395313,0.17313447110242483,10000.0,-0.4000636153058779,0.014006354129785126,0.23613012051407173,0.05575743381399004
