country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,414,331,83,"[[10.0, 100.0]]","[[0.5828049526862694, 0.6447944508223786]]",0.6645908237527153,0.8159305046760011,0.6657425884608339,0.8891404286333331,0.9466693920063618,0.8961829377616947,0.6643506176292004,0.8204590379415003,0.6731530329398923,0.16790112054660167,0.5343778750483948,0.2855597133412379
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,426,340,86,"[[10.0, 10.0]]","[[0.5896038568921498, 0.6330825665813155]]",0.6833424450450913,0.8269664554575746,0.6838735184520648,0.9035959362718327,0.9531805740259672,0.9085532067004723,0.6352783651471019,0.8059242984604522,0.6495139748489721,0.1325370531722725,0.4842508078188682,0.23449884487322642
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,426,340,86,"[[10.0, 10.0]]","[[0.5835979805736109, 0.627684125829128]]",0.6780756932383827,0.8238020440940006,0.6786498078534537,0.9027607786042974,0.952873040587562,0.9079670314785855,0.6341974683962859,0.8045858962827606,0.6473584644971331,0.12486111022965629,0.47785512885603354,0.2283455241740164
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,420,336,84,"[[10.0, 10.0]]","[[0.6405015432319159, 0.6491358757815274]]",0.6689446829971082,0.8186941976474982,0.6702601892616808,0.9406479747001041,0.972325614235837,0.9454171000990976,0.5834897819301792,0.7879930110563907,0.6209329854737171,0.043330847215653945,0.48581732584366977,0.2360184740898944
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,420,336,84,"[[10.0, 10.0]]","[[0.644622908402713, 0.6615928775471411]]",0.6783240163598284,0.8242528359398744,0.6793927375549256,0.9428267593219426,0.9732691110405927,0.9472527625057455,0.6122940445281431,0.7922469885552303,0.6276552908748313,0.04183063262467346,0.4796056454002272,0.23002157509976848
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,420,336,84,"[[10.0, 10.0]]","[[0.6448609048265513, 0.6544016770255355]]",0.6722911244070426,0.8211434109948919,0.6742765014203259,0.9408263898330224,0.9724125801020709,0.9455862259407665,0.6077700914152195,0.797487947292315,0.6359870260765101,0.04922517542392324,0.4909687296808757,0.24105029352445279
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,420,336,84,"[[10.0, 10.0]]","[[0.643973839613643, 0.6592767885935412]]",0.6781998414201946,0.8243319994258782,0.6795232452774661,0.9421215341553574,0.9729558938373876,0.9466431713529098,0.6195157307164991,0.7966981891409819,0.6347280045805198,0.04961407534903628,0.48452748653055233,0.23476688520361458
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,426,340,86,"[[10.0, 1000.0]]","[[0.5392977491246124, 0.576645813819123]]",0.6204635899023312,0.788437535570805,0.6216337474969643,0.8561235909627288,0.9297947874287681,0.8645183467297081,0.6135731158452261,0.7931032092229467,0.6290127004797372,0.07414176849462573,0.4524435394411189,0.20470515638200734
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,426,340,86,"[[100.0, 1.0]]","[[0.6126977125184604, 0.6126977125184604]]",0.6556467657986826,0.8104042883406006,0.6567551105608354,0.927943295466875,0.9663844943548793,0.9338989909295357,0.6232874791109271,0.8054957647891164,0.6488234270932036,-0.04744818520160354,0.4001541902645376,0.16012337598626775
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,426,340,86,"[[10.0, 10.0]]","[[0.5758677432079264, 0.5856973170176969]]",0.6405369012015993,0.8021361210489226,0.6434223566914119,0.9093084838472957,0.9566089005260732,0.9151005885657025,0.6441769506307333,0.8141402253459719,0.6628243065263898,0.01678467203545031,0.4319750457165389,0.18660244012180585
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,426,340,86,"[[100.0, 1.0]]","[[0.6179305940733019, 0.6179305940733019]]",0.6596550904762588,0.8128438764700654,0.6607151675148829,0.928672196897626,0.9666916265089217,0.9344927007624646,0.6357750670010851,0.8113449483327924,0.6582806251851415,-0.02057395990110744,0.41626206212439804,0.17327410436405621
ZMB,2009-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,936,748,188,"[[100.0, 10.0]]","[[0.41793352126837463, 0.44571732659859115]]",0.4495794980926717,0.6705080919855887,0.44958110141815466,0.5833566135489304,0.7733255018344785,0.5980323317875479,0.35319720476865957,0.5947116745129541,0.3536819758020019,0.05430329611473228,0.35079535528456857,0.12305738128922669
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,426,340,86,"[[10.0, 10.0]]","[[0.6764208167204707, 0.7129246659260352]]",0.7230273737852885,0.8505446358057425,0.723426177497923,0.9099139157498348,0.9571692889735172,0.9161730477540684,0.6517938194235464,0.8082634043423391,0.6532897307990676,0.26251559920236234,0.5679826859922122,0.322604331586928
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,426,340,86,"[[10.0, 10.0]]","[[0.6447034289055708, 0.686992596834885]]",0.6970009035252331,0.8350024172103133,0.6972290367470662,0.9083538175509122,0.9568079544079572,0.9154814616183394,0.6490720482137833,0.8059737902442508,0.6495937505606835,0.19233670858376883,0.559115594946391,0.3126102485122567
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,420,336,84,"[[10.0, 1.0]]","[[0.7333159969199656, 0.7333159969199656]]",0.7389526697454233,0.8611238505198657,0.74153428593416,0.9791646681571753,0.9901620942677288,0.9804209729246547,0.6262986020109502,0.7946079366187245,0.6314017729374669,0.09717447871297413,0.5674485383300039,0.3219978436528579
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,420,336,84,"[[10.0, 10.0]]","[[0.680902727582174, 0.6993815236578109]]",0.7040353950633689,0.8392195321533747,0.7042894231477292,0.9187742642239398,0.9618411295340425,0.9251383584633228,0.5267306504772855,0.7283729008857726,0.5305270827447555,0.14553956907284094,0.5570625203104655,0.3103186515346478
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,432,345,87,"[[10.0, 10.0]]","[[0.6670998384965424, 0.6735910746327838]]",0.690042764521428,0.8308884222547804,0.6903755702370383,0.8632295289662204,0.9331040930901385,0.8706832485415699,0.6434660022465607,0.8072584091487913,0.6516661391414373,0.19805322340187537,0.5202168458787627,0.2706255667360484
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,432,345,87,"[[10.0, 10.0]]","[[0.6414447944897379, 0.6518020755748919]]",0.666705051960885,0.8168747997469137,0.6672844384615604,0.8577570015093764,0.9315564218860173,0.8677973671570794,0.6220245718679205,0.7916044078323565,0.6266375384996158,0.18632672631962333,0.5536826193207292,0.3065644429378635
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,False,432,345,87,"[[10.0, 1.0]]","[[0.6991713634519379, 0.6991713634519379]]",0.7099074810086285,0.8438237812549624,0.7120385738114225,0.945129553111207,0.9735997479704568,0.947896469248137,0.6586646822792819,0.8220809640009621,0.6758171113727511,0.130879543113398,0.5316790589096287,0.2826826216830285
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,432,345,87,"[[10.0, 1.0]]","[[0.6576429551401877, 0.6576429551401877]]",0.6735620310978379,0.823477388389254,0.6781150091883863,0.9400978093521163,0.9716218487709329,0.9440490170090456,0.5473010886449384,0.7636482082248268,0.5831585859249885,0.05235074937673578,0.5370220068405614,0.288392635831064
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,426,340,86,"[[100.0, 10.0]]","[[0.5835929710833635, 0.5976094326239552]]",0.6115393542174934,0.7820204686032913,0.6115560133145114,0.8045655971702235,0.90377044061049,0.8168010093212791,0.5202022594424005,0.7257548348559907,0.5267200803168464,0.23833441858358573,0.5703334340404249,0.3252802259843437
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,426,340,86,"[[10.0, 10.0]]","[[0.5730057549472748, 0.6100348923996928]]",0.6221780012497957,0.7891675999263598,0.622785500773531,0.8589337743685737,0.9308356409910638,0.8664549905392446,0.5559731242319252,0.752097685748085,0.5656509289076253,0.1394525086566587,0.5441068468499776,0.29605226078902497
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,420,336,84,"[[10.0, 100.0]]","[[0.5582954407940512, 0.6164948379180887]]",0.6203552212840753,0.7876934049399613,0.6204609001859098,0.8046814551473895,0.9025587510856502,0.8146122991612886,0.5298123435068807,0.7297192446066131,0.532490175949246,0.16193636831436475,0.5419806757233899,0.29374305285758234
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,False,420,336,84,"[[10.0, 100.0]]","[[0.5755472700529026, 0.6226098838739462]]",0.6262996282030098,0.7915457947847052,0.6265447452413506,0.8043762969388902,0.902417452333348,0.8143572582758104,0.4905532729499007,0.702829845883732,0.49396979226495047,0.18421235391899204,0.5548251661796644,0.3078309650262922
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,432,345,87,"[[10.0, 100.0]]","[[0.5096852334680522, 0.591055343529354]]",0.6024661339958743,0.7766340900928287,0.6031605098943159,0.7618791773118421,0.8791393483943564,0.7728859938952535,0.5853949647144677,0.767711487980507,0.5893809287772442,0.20795018488695305,0.551291624059035,0.30392245475764834
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,432,345,87,"[[10.0, 10.0]]","[[0.5546647173555469, 0.5928389524860844]]",0.6069841853194667,0.7791266884949437,0.6070383967250971,0.8007011793380742,0.9005027029581724,0.8109051180349744,0.5768506570896579,0.76371212196175,0.5832562052313188,0.20730344374598442,0.5589063432424967,0.3123763005166995
