,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_demean_R2,logo_demean_r,logo_demean_r2
559,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,1000.0,0.6590198576029956,0.6616408398138122,0.8153275583274783,0.6647590273682474,0.9016168435351621,0.9522887825670853,0.9068539254031014,0.6735473642398093,0.837769661751679,0.7018580061515226,1000.0,0.5959494202251645,0.637647609279659,0.7999681536229424,0.6399490468108996,0.5263260114478485,0.7260465361866234,0.5271435727085938,0.6676708540800791,0.8208019720344494,0.673715877295641
560,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.7045797115226271,0.7223954393975962,0.8500336503499947,0.722557206727337,0.9428409936817504,0.973431823606825,0.9475695152105089,0.7291505709543502,0.8582447895880894,0.7365841188551038,10000.0,0.4951648469561169,0.5612046988619892,0.7511839175220305,0.5642772779437447,0.7205014388674369,0.849384134792926,0.7214534084379274,0.5789957401213981,0.7717222091406779,0.5955551680809682
561,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6865588189526276,0.7058843807908194,0.8404579705814947,0.7063696003139647,0.9340832887932391,0.9689039339745289,0.9387748332713183,0.7034869896243339,0.8451400758702978,0.7142617478420528,10000.0,0.485292445284907,0.5532195465713767,0.7455375112179151,0.5558261806330029,0.7061922947906893,0.8418783009524143,0.708759073614524,0.57748373887614,0.7701920003232472,0.5931957173619248
562,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,648,518,130,1000.0,0.6800008630573893,0.68159377047183,0.8282349353158578,0.6859731080776631,0.9261439551340014,0.96506383949568,0.9313482143021435,0.6802007345046941,0.8492232014313823,0.7211800458493661,1000.0,0.640405972952535,0.6736000586275864,0.8224060386410545,0.6763516923932718,0.5522986741985504,0.7432711071849527,0.5524519387759455,0.7005079349030678,0.8426398673660338,0.710041946074647
563,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,1000.0,0.6520508306988282,0.6538121234903558,0.8126964599106726,0.6604755359513396,0.9126165060662401,0.9580194552807368,0.9178012766963998,0.6554709387972552,0.8373623374888146,0.7011756842447314,1000.0,0.6075965999581213,0.6457651911702049,0.8061107062449578,0.6498144707227447,0.5290675618565601,0.7283426858505104,0.5304830680319353,0.6796364762130354,0.8277647055857051,0.6851944078133891
564,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,420,336,84,1000.0,0.6659742240323434,0.6701735862102378,0.8221610511953753,0.6759487941026845,0.9526373468137956,0.9777867319963379,0.9560668932680784,0.5092793554141837,0.7249753129285029,0.5255892043557807,100000.0,0.31798212552477967,0.3750057373821545,0.626067059083463,0.3919599624694164,0.6773490089898773,0.8303198408062894,0.6894310380365818,0.496385540099586,0.7090478473032539,0.5027488497653784
565,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,420,336,84,10000.0,0.6541113128114034,0.6571615296806936,0.811523983382697,0.65857117560532,0.822019722009959,0.9132935952457897,0.8341051911169803,0.41551660465176365,0.6531439623276543,0.4265970355250682,100000.0,0.315662952498117,0.3730617410743785,0.6242394572411913,0.3896748999767772,0.5573569919816671,0.7519557196926047,0.565437404378423,0.49624895340615005,0.7089140447719513,0.5025591228749282
566,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,420,336,84,1000.0,0.6900574531617429,0.6945370093312816,0.835571101216998,0.6981790651889866,0.9533905156449749,0.9780332575202262,0.9565490528156251,0.5353552526461767,0.7432592170911873,0.5524342637910046,100000.0,0.31432881609171553,0.3671026925611739,0.6177657021664527,0.3816344627732103,0.6876181836235359,0.8379336814269998,0.7021328544698047,0.48356513692346315,0.7007235648492289,0.49101351433501156
567,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,420,336,84,1000.0,0.6749720499261944,0.6801756150429417,0.8277644124965515,0.6851939225957611,0.9468392141785263,0.9746757631458902,0.9499928432640234,0.5047949973038207,0.7258473655117503,0.5268543980203485,100000.0,0.31207082985727724,0.3652018348431687,0.6159917934094893,0.3794458895478389,0.6750390217420643,0.8323032901826461,0.6927287668488581,0.4834278322577983,0.7005835860521691,0.490817361045717
568,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6597591084960783,0.6693020984007145,0.8188485554611198,0.6705129567807626,0.9350030721656533,0.9692209378153104,0.9393892262995898,0.7087328680503706,0.8430316998887473,0.7107024470173109,1000.0,0.5867185062746408,0.6250520641377455,0.7917940406003421,0.6269378027302162,0.6776469998576085,0.8233857808659071,0.6779641441321596,0.7745186498965877,0.8835241500716875,0.7806149237598977
569,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6399917636666317,0.6505392836517431,0.8079908443897531,0.6528492046176663,0.9255750614853977,0.9642515374757361,0.9297810275243209,0.6798352463495221,0.8264073457195223,0.6829491010591862,1000.0,0.5643564318639007,0.6066352992843114,0.7805497079291569,0.6092578465482922,0.6627156801252991,0.8148751305471297,0.6640214783842017,0.7634166672122429,0.8761935639253897,0.767715161464276
570,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,376,300,76,1000.0,0.6955642542969912,0.6974419506748403,0.837058907341644,0.7006676143599869,0.9657058412098743,0.9840440602676794,0.9683427125481003,0.7962610627384934,0.8966541462909738,0.8039886580607951,10000.0,0.6119010711177062,0.6564919461837376,0.8120257236342253,0.6593857758436873,0.7182531239752554,0.8491019559284254,0.7209741315614777,0.5446450748992948,0.7422947790628664,0.5510015390239897
571,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,376,300,76,1000.0,0.6923286593543624,0.6940640924201902,0.8351563034073116,0.6974860511209655,0.9647207936275191,0.9835660652214789,0.9674022046552626,0.791533379305527,0.8938134142143358,0.7989024194294878,10000.0,0.6089034430343904,0.6540184361662593,0.81043739912207,0.6568087778957454,0.7132577710957426,0.8458804543419944,0.7155137430378189,0.5430352034008485,0.7409334816365309,0.5489824242100315
572,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6944088974289073,0.7131505294407421,0.8447881404413129,0.7136670022302914,0.9315492300595478,0.9679412297140977,0.9369102241804396,0.7384477501132765,0.8641851861517464,0.7468160359641286,10000.0,0.4795375857425008,0.548971634335622,0.742027030558297,0.5506041140791639,0.7200451944834521,0.8485562094565007,0.7200476406071846,0.5598911753191693,0.7596584728800018,0.5770809954183764
573,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6709605595326418,0.692105256351454,0.8326324895473635,0.6932768626498403,0.9190584962507086,0.9613688171206007,0.924230002531863,0.7034102045876987,0.8455838825825137,0.7150121024833184,10000.0,0.46859663749637576,0.5400686907484906,0.7357879533527855,0.5413839122990808,0.7048280224195329,0.8398261912569305,0.7053080315211223,0.558428807183796,0.7582104682406605,0.5748831141497217
574,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,420,336,84,1000.0,0.7474818705250253,0.7524407831015238,0.8680239290011587,0.7534655413186085,0.9704545000074443,0.9862263804128769,0.9726424734222846,0.6338654108870494,0.7982858196460059,0.6372602498478954,1000.0,0.5253426410811788,0.6071433291050947,0.7830861028140665,0.6132238444205228,0.7658474169854672,0.8761582933689829,0.7676533550392487,0.8841852000300873,0.9419517125088639,0.8872730286983814
575,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,420,336,84,1000.0,0.7389766372752236,0.7444121790258716,0.8636264971535799,0.7458507265857622,0.9676121022750359,0.9848057902276126,0.9698424444658326,0.6153815667460029,0.7871683480722806,0.6196340082068432,1000.0,0.5070710969363655,0.5926147859267982,0.7748902663145136,0.6004549248289779,0.757769498888566,0.8720910032210645,0.7605427178991226,0.8780338922775367,0.9382981629117778,0.8804034425236171
576,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,648,518,130,1000.0,0.7364846150705407,0.7395493190636286,0.8606583214853848,0.74073274634204,0.938732095371704,0.9709308623730428,0.9427067395084606,0.7187549388951857,0.8596810933613349,0.7390515822829402,1000.0,0.6085101448436574,0.6510233363625427,0.8096900203456071,0.6555979290472697,0.6161106933075193,0.7863961901682729,0.6184189679111745,0.7493048913900285,0.8676142507468878,0.7527544880990835
577,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,1000.0,0.7082384558521637,0.7116895207285229,0.8451882745777077,0.7143432194836427,0.9265825659385645,0.9646298910810646,0.9305108267670664,0.6967519576632197,0.8481801080956511,0.7194094957691505,10000.0,0.5766870339010496,0.6224630470062624,0.7904477175373293,0.6248075941599736,0.5956579632417265,0.7751879691834769,0.6009163875668031,0.4772506203997946,0.6909027440440225,0.4773466017275601
578,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,384,307,77,10000.0,0.6604792238160722,0.6667738442852851,0.8174370915826784,0.6682033986951482,0.8255375707661832,0.9142826392451601,0.8359127444250956,0.7177365178391668,0.8494552222019015,0.7215741745260819,10000.0,0.6053796311411692,0.6563610028462092,0.8118557962391498,0.659109833887104,0.45876983408373606,0.678935988960689,0.46095407710602876,0.520257877586878,0.7285287989904627,0.5307542109584861
579,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,384,307,77,10000.0,0.6580573397799017,0.6644014945267842,0.8159222357963926,0.6657290948669841,0.82308229938018,0.9128679488994049,0.8333278921278066,0.7136353248342282,0.8469680366063307,0.7173548550327827,10000.0,0.6011667275045329,0.6528797883924793,0.8096245989545994,0.6554919912323959,0.4572526071190933,0.6776483651320233,0.459207306766104,0.5188849935812792,0.7272531228431198,0.5288971046850699
580,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6546194496160063,0.672491687486519,0.820892720861678,0.6738648591636888,0.9343326964013573,0.9691782088651355,0.9393064005390322,0.7243858397470053,0.8550269143879989,0.7310710243278624,1000.0,0.5381962274067764,0.5964770863164794,0.7734755863256585,0.5982644826418212,0.6951079866481857,0.8342417072500825,0.6959592261155324,0.7804084119333963,0.8852852564711549,0.7837299853251984
581,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6358666006311193,0.6549452774997324,0.8106563843171423,0.6571637734341422,0.9247915386280718,0.9641897813387029,0.9296619344379757,0.6889748833668746,0.8352828593243826,0.6976974550811164,10000.0,0.520985132905,0.5766929138214574,0.7613264475214689,0.57961795969566,0.6750298803804796,0.8232894044090835,0.6778054434122635,0.5126209176158307,0.7173043244278892,0.5145254938429504
582,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,420,336,84,1000.0,0.719718633689151,0.7268073183439732,0.8548733971309792,0.7308085251222609,0.9632781457997066,0.9826300404201208,0.9655617963360482,-0.1466199002688089,0.4703870329637096,0.22126396078040203,10000.0,0.5112023285707489,0.554330643849553,0.7471388458244727,0.5582164549399251,0.19837043262011855,0.6583867529162003,0.43347311641553776,0.5966798248131744,0.7738969972634715,0.5989165623734176
583,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,420,336,84,1000.0,0.7087564185579457,0.7166060219428984,0.8494637589739394,0.7215886778101351,0.9602514834241065,0.9811093674081885,0.9625755908160959,-0.22434726795254578,0.44661765437086776,0.1994673291957359,10000.0,0.5045342967547731,0.5486781260086835,0.7431902343573402,0.5523317244441183,0.14921227143917526,0.6467006014603782,0.41822166792921495,0.5945405542709452,0.7723446333744368,0.5965162327022933
584,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,384,307,77,10000.0,0.6584258563466097,0.668815063310824,0.8191140635324944,0.6709478490767152,0.8411918987645671,0.9232027943779669,0.8523033995472867,0.7098318354108253,0.8443700497783849,0.7129607809627523,10000.0,0.6040232376088083,0.6510078862477628,0.8082379061353939,0.6532485129141259,0.45800429333573545,0.6775380863084001,0.459057858398449,0.525731100226395,0.7321083705055105,0.5359826661642338
585,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,384,307,77,10000.0,0.6561331554566563,0.6666151080037014,0.8177085193987614,0.6686472226973146,0.8393004646950317,0.9221415159038898,0.8503449753535239,0.7060771906901135,0.842310459428025,0.7094869100618505,10000.0,0.6003584522277281,0.6479791085497213,0.8063006597544871,0.6501207539205212,0.4562295816279941,0.6761037803751752,0.4571163218376031,0.5241152414564918,0.7306851378351954,0.5339007706532385
586,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6560644623364483,0.6659082665987481,0.8167668160348822,0.6671080317757592,0.9347684358192901,0.9691504825393206,0.9392526578061979,0.6986575552569863,0.8372245186906536,0.7009448946967967,1000.0,0.5732864147524376,0.6140375914096037,0.7858710021973735,0.6175932320947042,0.6707717447175028,0.8192900935494183,0.6712362573882146,0.7730713342811569,0.8827183755804064,0.7791917305873115
587,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6367476962647333,0.6476074923759005,0.8061270494391847,0.6498408198375257,0.9254355573816422,0.9642374956143757,0.9297539479486832,0.6692053772571538,0.820112788671361,0.6725849861423163,1000.0,0.5497723529283293,0.5947865267992888,0.7741698851755753,0.5993390111127634,0.6553074381036399,0.8104994940525567,0.6569094298594504,0.761988852970581,0.8753896656045395,0.7663070666472274
588,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,426,340,86,1000.0,0.680762576333881,0.696191635457367,0.835301699487628,0.6977289291669196,0.9675826131930902,0.9852258101378237,0.9706698969617311,0.7455933016467946,0.8662810906234053,0.7504429279716766,1000.0,0.5616400145048889,0.6091209433721574,0.7858396927026658,0.6175440226270202,0.7746963299093879,0.8806152897212517,0.775483288490844,0.8782842617816959,0.9395482465405212,0.882750907577368
589,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,426,340,86,1000.0,0.6734931308500421,0.6890621432443417,0.8312543195110564,0.6909837437057895,0.9651430475522679,0.9840250605931538,0.96830531987536,0.7295084209596432,0.8572615746822192,0.7348974074266381,1000.0,0.5448046613179408,0.5949710154587052,0.7769622550543286,0.6036703457791075,0.7663376109979693,0.8761943613614634,0.7677165588816228,0.8725676283220732,0.936115813744974,0.8763128167434149
590,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,426,340,86,1000.0,0.690832896914398,0.7058751875037983,0.840610441590658,0.706625914511241,0.9689801899126174,0.985925886536745,0.9720498537432665,0.7616502848206721,0.8753439212863058,0.7662269805328863,1000.0,0.5510975314406354,0.5938203995260619,0.7780135321288096,0.6053050561755463,0.7861785326461196,0.8867122648668867,0.7862586406653639,0.8842405805129672,0.9431405538887968,0.8895141043896664
591,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,426,340,86,1000.0,0.6842417241276333,0.6995028274197006,0.8369437722878256,0.7004748779713756,0.966780470628425,0.9848495041188806,0.9699285457632051,0.7472313915648644,0.8671391800147034,0.7519303575165721,1000.0,0.5359812483728821,0.5810042376484201,0.7698949606382807,0.5927382504162197,0.7788683373196306,0.882697312702187,0.7791545458516624,0.8793844033004691,0.9402080591182124,0.883991194430836
592,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,426,340,86,1000.0,0.7024216347999667,0.718266695949868,0.8481613293957155,0.7193776406823075,0.9456713834795323,0.9743072702026799,0.9492746567697979,0.5752992132471968,0.780403714414849,0.6090299574724932,100000.0,0.31389723774672346,0.3656135114116045,0.616310728719074,0.379838914334236,0.6624222958862851,0.829389442329769,0.6878868470480851,0.47848802884999886,0.6958193657316988,0.48416458972726356
593,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,426,340,86,1000.0,0.6870880630763054,0.7034788487524112,0.8398569986115367,0.7053597781167789,0.9374813387562856,0.9700509047461556,0.9409987577988351,0.5279136967301723,0.7584081940387168,0.575182988785068,100000.0,0.31160309019889265,0.3636834634200786,0.6145387390552051,0.3776578617995614,0.6413540494855662,0.8209748429466216,0.67399969275123,0.47834550086282035,0.6956772344176636,0.4839668144870089
594,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.6822008689377347,0.6989205568529526,0.8369201957502329,0.7004354140546082,0.9425927812946004,0.9735117920933208,0.9477252093447491,0.7296436436425825,0.8585178395820999,0.7370528808807163,10000.0,0.4969278625608882,0.5657435974570284,0.7551835221543441,0.5703021521334408,0.7261787168430495,0.8523963595401506,0.7265795537573017,0.5783784618103799,0.7680158299450011,0.5898483150461088
595,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6608330252703165,0.6791685085555457,0.8257511711708669,0.6818649966900584,0.9337545962692406,0.9689466448014856,0.9388576004720564,0.7015478076353867,0.843531528558421,0.7115454396721062,10000.0,0.48597840275550563,0.5568589630998708,0.7489309646951411,0.5608975898791947,0.7105032650518884,0.8438579639503171,0.7120962633223746,0.5766638677279359,0.7664107673400383,0.5873854642947464
596,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,376,300,76,1000.0,0.6974109090926369,0.6991882809642989,0.8378734033751243,0.7020318400834137,0.96463187429824,0.9835114583411274,0.9672947886882912,0.7914510076654263,0.8937533467443691,0.7987950448167606,10000.0,0.612284757285268,0.6559357114653283,0.8116831444222412,0.6588295269391768,0.712408988495915,0.845335134791573,0.7145914901130869,0.5421613973558406,0.7404432202983099,0.5482561624857315
597,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,376,300,76,1000.0,0.6941432508452285,0.6958190423049131,0.8359674178651231,0.6988415237320813,0.963569351937259,0.9829946924528163,0.966278565390407,0.7865500128624017,0.8908140519016998,0.7935496750655243,10000.0,0.6092333603063754,0.6534041566622723,0.8100525412535236,0.6561851195912914,0.7072528622617819,0.8420309237761885,0.7090160765953814,0.5405669241561128,0.7390943049829959,0.5462603916582978
598,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,432,345,87,1000.0,0.661159501366695,0.6772874055307692,0.8235489222984949,0.6782328274190124,0.9203471012375942,0.9627055234670594,0.9268019249139848,0.6140293863491382,0.8006422126358755,0.6410279526544705,1000.0,0.5229526423522968,0.5832024634016194,0.7691312822813807,0.591562929383801,0.6378967189871301,0.8052472277199946,0.6484230977507368,0.7534088651619555,0.8688346218234747,0.7548736000791403
599,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,432,345,87,1000.0,0.6300228722760579,0.6481973013163875,0.8066447138614085,0.6506756944005535,0.9041010223215049,0.9540380977570956,0.9101886919719775,0.5626678381612158,0.774837570568774,0.6003732607649198,1000.0,0.47455238732043153,0.5446630519921201,0.747294400758312,0.5584489214047246,0.6158957957736428,0.7951744153598663,0.6323023508429052,0.7374231942110934,0.8589586406450614,0.7378099463388118
600,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,648,518,130,1000.0,0.7415439812966229,0.744033697855537,0.8629881836319353,0.7447486050883468,0.9387083211914345,0.97090676881727,0.9426599537351917,0.7158506844405954,0.859449714943086,0.7386538125157517,1000.0,0.609812166135906,0.6526576228573286,0.8104801161443779,0.6568780186654043,0.6171617502597966,0.7872582019294565,0.6197754765052009,0.7506880481195658,0.8682335848592236,0.7538295578774987
601,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,1000.0,0.7129303382392727,0.7158091137266063,0.8471944393549798,0.7177384180739986,0.9259694695273439,0.9642925857567192,0.9298601909453796,0.692232650449836,0.8473812143704457,0.7180549224679312,10000.0,0.5783271319742695,0.6244700261924132,0.79179954787698,0.62694652401819,0.595803278321857,0.7756594354736966,0.6016475598393738,0.4816344625417741,0.6940810449320363,0.48174849693394733
602,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,1000.0,0.5685762597021137,0.5812690266439879,0.7639701518135898,0.5836503928620795,0.8757154828423546,0.9409032452655478,0.8852989169512396,0.6964007024102483,0.8358574126486192,0.6986576142796441,10000.0,0.3775360027745488,0.4396071830427115,0.6651996645193624,0.4424905936766723,0.5131044440390342,0.7217250504453353,0.5208870484403217,0.3318877715187174,0.5781293465772596,0.3342335413738491
603,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,1000.0,0.5366890535381897,0.5503978421082507,0.7451165025365599,0.5551986023523153,0.8542011078812606,0.9290351159502923,0.8631062466687731,0.6545583076228789,0.8095094850193438,0.6553056063362832,10000.0,0.3601955523611937,0.424959780102814,0.6543498114218828,0.42817367570785353,0.483216051586835,0.7056797714621359,0.4979839398508524,0.3266021588948629,0.5742507037574638,0.32976387076594244
604,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,497,397,100,1000.0,0.6314456106768558,0.6371782502916432,0.8031189739057591,0.6450000862474394,0.9360019649788053,0.969600707682151,0.940125532337728,0.738003037626304,0.86095932929467,0.7412509666995281,10000.0,0.4912113964608178,0.5450327881113821,0.7385361427212855,0.545435634105635,0.6414528329598133,0.8023843645193611,0.643820668425139,0.5613443947625932,0.7524338048254544,0.56615663064411
605,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,497,397,100,10000.0,0.6076884744355352,0.6147274824629312,0.7847535514604047,0.6158381365297181,0.790002933385537,0.8963722911160644,0.8034832842806625,0.6792516869007377,0.8406041318017099,0.7066153064021065,10000.0,0.4816404391449431,0.5368893947854272,0.7328952776071843,0.5371354879389117,0.4930609026196979,0.7044159594128764,0.4962018438755631,0.5572112810766353,0.7492326566604885,0.5613495738065335
606,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,504,403,101,1000.0,0.5685396096982034,0.5816595854725832,0.7642288189662678,0.5840456877385766,0.875750357849144,0.940949076800239,0.885385165131222,0.6825824803040199,0.8269169356207597,0.6837916184164277,10000.0,0.3737441199748854,0.4362381904704975,0.6627285651463279,0.43920915106091063,0.5058526531785745,0.7178256991185558,0.5152737343150433,0.3295438476699303,0.5763437874835988,0.33217216137093974
607,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,504,403,101,1000.0,0.53643165684399,0.5505940256268123,0.7452566751989421,0.5554075119285815,0.854201529433383,0.9290664742350491,0.8631645135475451,0.6379714939926916,0.7988257027876531,0.6381225034341879,10000.0,0.35624896065409956,0.42146122985189316,0.6517836633957618,0.4248219438695997,0.474979577597445,0.7015601201473332,0.4921866021811405,0.3241825346388244,0.5724350365686125,0.32768187109130875
