country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,432,345,87,100.0,0.6038143630967132,0.6066902783104072,0.7824852753097383,0.612283206076557,0.9585112725534154,0.980407021821762,0.9611979284374169,0.6930027724345251,0.8337370874432324,0.6951175309783241,0.6728096109495769,0.8203236899641978,0.6729309563164774
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,432,345,87,1000.0,0.5431796892235173,0.5495037556822885,0.7413028231951649,0.549529875677122,0.7959603803874008,0.8980721369108905,0.8065335630956932,0.5568895500878794,0.7467525554640174,0.5576393790920404,0.41123142559015347,0.6430210081597867,0.41347601693482844
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,True,648,518,130,100.0,0.6675458963497716,0.6710260734538784,0.8275699342864319,0.6848719961348492,0.9676368413844727,0.9846503118750511,0.9695362366756355,0.6790661508581897,0.8507355550679482,0.7237509846567699,0.6293608283023072,0.7933759723843393,0.6294454335567959
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,True,384,307,77,1000.0,0.596842613666167,0.6151506176092677,0.7892942175148685,0.6229853618024086,0.9334026120519533,0.9687085856739582,0.9383963239584405,0.7170054093464224,0.850115634984767,0.7226965928455537,0.6132459078175423,0.7831173929829895,0.6132728511924741
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,False,648,518,130,1000.0,0.5874737746007043,0.5934820192611059,0.7720592119117807,0.59607542669784,0.8284770998144733,0.9143360014743831,0.8360103235921631,0.6710396694307583,0.8216468179564974,0.6751034934580376,0.4113920819161687,0.6433557262668931,0.41390659052040146
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,648,518,130,1000.0,0.7306137476978465,0.7326816206068959,0.8560616714774529,0.7328415853727706,0.8866354377411391,0.9455848245189334,0.8941306603605021,0.7000018004899946,0.8472781152548222,0.7178802045897638,0.4829663642537675,0.6949718368929834,0.4829858540744075
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,648,518,130,1000.0,0.6130957829487195,0.6183584173836874,0.7872202512485378,0.619715723975811,0.8388393005270764,0.9203189007159486,0.846986879015012,0.6620984899712352,0.8188733527808421,0.6705535678945375,0.4146679842427037,0.6454140407274679,0.41655928396815756
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,648,518,130,1000.0,0.6915158570562455,0.6943561621405854,0.8334157958984123,0.694581888852984,0.8543512554245428,0.9277750287076386,0.8607665038934597,0.662603449862822,0.8271726418836174,0.6842145794807232,0.45938120189441756,0.6785430248945354,0.4604206366330261
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,384,307,77,1000.0,0.5968026402126888,0.6142431604794867,0.7883626941999129,0.6215157376061454,0.9382232903122225,0.9714110704504672,0.9436394677937224,0.6810193797886672,0.827693314139844,0.6850762222717985,0.603850085257446,0.7771636017561763,0.6039832638946325
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,False,384,307,77,10000.0,0.5913630048107684,0.604704893937081,0.7792906406048019,0.6072939025342425,0.7786233710549743,0.8908893916004164,0.79368390806616,0.6734333879891452,0.8245714794972618,0.6799181248003033,0.3892636139705209,0.6241756666215099,0.3895952628024063
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,1000.0,0.6287650683887633,0.6219549039515548,0.7945689307006125,0.6313397856347148,0.9245528153916986,0.9640652397586192,0.929421786510844,0.7361165168535504,0.8717696005287615,0.7599822364060764,0.5798477278519313,0.7614784706324068,0.5798494612366693
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,432,345,87,1000.0,0.649275222713464,0.673298859458915,0.8211831509080731,0.6743417673353113,0.8769747654746747,0.943158033660499,0.889547076458339,0.6687820337096457,0.8216301264529875,0.6750760646951522,0.5742796448599282,0.7578182113668119,0.574288441479194
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,432,345,87,1000.0,0.609142204068019,0.635871340781639,0.7977643522800937,0.6364279617688774,0.846660189048351,0.92621538660001,0.857874942374606,0.6219300759052226,0.7944633688492179,0.6311720444432484,0.5450455064266334,0.7392900740171937,0.5465498135403477
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,1000.0,0.6373078069240293,0.6306733573372669,0.7994550841926704,0.6391284316415098,0.9280326544484517,0.9658355902317622,0.9328383873583366,0.7433739420826109,0.876320334128796,0.7679373280076046,0.5879306410655076,0.766832089689813,0.5880314537780453
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,True,384,307,77,1000.0,0.6458491327212983,0.6590980284683603,0.81401169177618,0.6626150343483187,0.9404875356661067,0.9722822395809163,0.9453327534044823,0.7145912167511661,0.849144965849941,0.7210471730282976,0.6212490848050389,0.7883603462306517,0.621512035508913
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,1000.0,0.6820031562063232,0.6885754147191049,0.8299194036891222,0.6887662166197082,0.9380404231189147,0.9717420092029363,0.9442825324497596,0.7188808544181614,0.8525777001626085,0.7268887348145627,0.6794093844535192,0.8254186577482318,0.6813159605588925
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,426,340,86,1000.0,0.6731338297314415,0.6823530137581613,0.8262270091609735,0.6826510706670873,0.9341031408047625,0.9697564850196545,0.9404276402376753,0.7110996406010073,0.8485664710975964,0.720065055871028,0.6725788600829183,0.8209912273773993,0.6740265954306485
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,426,340,86,100.0,0.669343812381708,0.6829142450652421,0.8316079028991161,0.6915717041642657,0.9825394107017527,0.991914763716933,0.983894898479619,0.6516467231803669,0.8141036037253045,0.6627646775985278,0.7244152277645757,0.8581575854519654,0.7364344414687474
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,426,340,86,1000.0,0.6847765953843894,0.6936486076328771,0.8331129334614281,0.694077159900706,0.9402052147857624,0.9728438250824211,0.9464251080009963,0.7333075415860107,0.8611765288136491,0.7416250137795258,0.6868619103450513,0.8291104875858364,0.6874242006248233
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,426,340,86,1000.0,0.6365460879725424,0.6474792701329426,0.8056460947421079,0.6490656299732095,0.8660870836174209,0.9346535986665909,0.8735773495004088,0.5433435534142397,0.746058978916369,0.556604000021735,0.5498190324315586,0.7627367737206261,0.5817673859857496
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,426,340,86,1000.0,0.7149068421264944,0.7254778167883049,0.8517817718243467,0.7255321868122234,0.9306572949791546,0.9673118698721699,0.9356922535955937,0.6873805683715638,0.8299560075612897,0.6888269744870756,0.7129087645183079,0.844722812920252,0.713556630667903
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,426,340,86,1000.0,0.6802079378588415,0.6951475042566198,0.8338216700732242,0.6952585774837007,0.9366085648175302,0.9706444872300477,0.9421507205900822,0.6464684879388705,0.8064745583746403,0.6504012133055711,0.6669900600420009,0.8196916776220815,0.6718944463629024
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,426,340,86,1000.0,0.670215116037362,0.6769596140294312,0.8229229841424169,0.6772022378298606,0.9310068691811042,0.9681457346654788,0.9373061635509597,0.6936500800262029,0.8384705379717514,0.7030328430466383,0.6642331278074323,0.8171134643161289,0.6676744135667055
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,384,307,77,1000.0,0.6038998628219603,0.621172801936539,0.7923505550699743,0.6278194021196964,0.9404461429637551,0.972497638345597,0.9457516565877636,0.6963221866350329,0.8365524275448913,0.6998199640312507,0.6161762043610395,0.7849691710953608,0.6161765995701378
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,1000.0,0.6829304421057045,0.6901213827813336,0.8310212977564664,0.6905963973248416,0.9091333996754478,0.956620816271925,0.9151233861247641,0.4859033007886453,0.7218857599687101,0.5211190504456021,0.46968485166769236,0.7144501706783754,0.5104390463823597
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,420,336,84,1000.0,0.7061766890099106,0.7104671002168803,0.8433198922207452,0.7111884406152094,0.9450048934467739,0.9745445834365758,0.9497371451055691,0.5775694194279164,0.7605857670422862,0.5784907090273028,0.6947648494226474,0.834452286207221,0.6963106179564579
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,420,336,84,1000.0,0.6863827667252704,0.6916424551031672,0.832502631262346,0.6930606310587297,0.936758256434111,0.9702960643374464,0.941474452468738,0.5587018996889214,0.7487927938613061,0.5606906481386206,0.6834249089707507,0.8285875172139392,0.68655727368276
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,420,336,84,1000.0,0.6542801640140469,0.6629607369811714,0.8149215506508619,0.6640971337152053,0.892021498154682,0.9474398387572449,0.8976422480643542,0.46037383203830795,0.7101447287812166,0.5043055358157477,0.4462551112773536,0.7042933051679594,0.4960290597044084
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,426,340,86,1000.0,0.6377449342728709,0.6501817211430356,0.8070969106115832,0.6514054231187619,0.9281492064092084,0.9662588030578605,0.9336560744868092,0.6261581235347821,0.8076472629194984,0.6522941013013573,0.6613106731434528,0.8152983895577739,0.6647114640154996
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,420,336,84,1000.0,0.6601147160956389,0.6635377166556105,0.8150174547487805,0.6642534515451805,0.9046813076383876,0.9556286020784186,0.9132260251103526,0.5935531170826169,0.7789404299640342,0.6067481934325545,0.6158580914275598,0.7960374308248256,0.6336755912741889
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,426,340,86,1000.0,0.6949820983047761,0.7059319589632518,0.8404302252126072,0.7063229634509137,0.9182774889007199,0.9607565267051821,0.9230531036066052,0.6456056522491367,0.8046473363967104,0.6474573359703208,0.6943884605017426,0.8346499922528556,0.6966406095676919
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,426,340,86,1000.0,0.6305719213375364,0.6435060618280886,0.8024194101131725,0.6438769097263718,0.8736313982098625,0.9391102248271477,0.8819280143748959,0.566134782550485,0.7582599255210042,0.5749581146511188,0.5652157638133326,0.7666980139133474,0.5878258445386714
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,420,336,84,1000.0,0.7117176354847825,0.7175933163447976,0.8475003712519844,0.7182568792722513,0.937409626841424,0.9701848528287004,0.941258648658247,0.6161439666491891,0.7858875814417638,0.617619290664385,0.7126417509292877,0.8447722075859376,0.7136400827096185
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,426,340,86,1000.0,0.6541295596824693,0.6658654597329225,0.8163912774776496,0.6664947179415887,0.9365047094653594,0.970607170312098,0.942078279061258,0.6637178615525613,0.8298462499463453,0.6886447985500121,0.6816259518399996,0.826436179815153,0.682996759307464
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,426,340,86,1000.0,0.6300199811054008,0.6370822939514134,0.7997259759689695,0.6395616366395208,0.9215062339384895,0.9630785311326475,0.927520257128618,0.6447147587267166,0.8159554255040098,0.6657832564094297,0.6692052140813605,0.8205727850544591,0.6733396955720315
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,420,336,84,100.0,0.6868959491546143,0.6888518748823941,0.8360179621966004,0.6989260331153564,0.9860391985545144,0.9935409403618393,0.9871236001750878,0.6074932764933363,0.7925458177489882,0.6281288732314125,0.7228792767473302,0.8573459601818052,0.7350420954400615
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,1000.0,0.7276657583013428,0.7327216431794712,0.8563222584532918,0.7332878103225463,0.9455122629974796,0.9743928904910681,0.9494415050395387,0.6351914397619707,0.7982121302267454,0.6371426048411188,0.7226141316569314,0.8502565337251744,0.7229361731423486
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,1000.0,0.649295078366942,0.65598434804615,0.8108181792927773,0.6574261198716544,0.9323249121969794,0.9687417890939165,0.9384606539368822,0.6842287922121615,0.8375991036512989,0.7015722584374593,0.6880864404830598,0.8307468509747103,0.6901403304043976
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,420,336,84,1000.0,0.629890393600492,0.6340248651944547,0.7975519851555941,0.6360891690256291,0.8828665734476456,0.9438123516572288,0.8907817551407484,0.572642505565478,0.7673409535616411,0.5888121390128886,0.6010209081640516,0.789530739566137,0.6233587887198512
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,432,345,87,100.0,0.7353816649028041,0.7531001211916846,0.8683873288442614,0.7540965528972714,0.957336899444051,0.9801675731834247,0.9607284715202843,0.4076279232219233,0.7120648304636376,0.5070363227832089,0.4688245946292873,0.721302382850592,0.520277127505942
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,936,748,188,1000.0,0.5235709200154031,0.5269300387702389,0.7312305020088338,0.5346980470680911,0.7807223621936523,0.8895446979501406,0.7912897696512068,0.5305693310305526,0.7285688465887499,0.5308125642196614,0.47996266542231547,0.6948258439356472,0.48278295340088434
