country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,360,288,72,100.0,0.5412657579424126,0.5525584643972212,0.7607086198957322,0.5786776043836697,0.914041860882323,0.9579730667484523,0.9177123966154346,0.6982317599235046,0.8458431960715006,0.715450712340451,0.6664711604863089,0.8170848969988745,0.6676277289036614
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,360,288,72,100.0,0.6688108226797047,0.690730904380753,0.8325040850708368,0.6930630516596311,0.9649882746397843,0.9841296891191486,0.968511245005752,0.7875193123655322,0.8913935445300684,0.7945824512298789,0.7451596556057793,0.8632391328364533,0.7451818004602317
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,360,288,72,100.0,0.6990792813246915,0.7107671974648853,0.8441779240359482,0.7126363674296431,0.9624656956542825,0.9825902387243268,0.9654835772363296,0.8058578962517223,0.8989378205987956,0.8080892053029124,0.7446686056699909,0.8634365713753638,0.7455227127884436
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,360,288,72,100.0,0.6085697066866375,0.6186202555128241,0.7948744733765205,0.6318254284256009,0.9711817062901366,0.9866867357301186,0.9735507144657568,0.7648868264995184,0.8751698165463663,0.7659222077938004,0.7349453885742424,0.8577656416206328,0.735761895944856
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,False,360,288,72,100.0,0.5610145941711044,0.589728353576844,0.7727767129780396,0.5971838481211434,0.9310837194626616,0.9672992439810053,0.9356678274062245,0.6224728787097737,0.7964398158155486,0.6343163802163049,0.6347888096299956,0.8035933273808017,0.6457622358109483
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,360,288,72,100.0,0.731032822142385,0.7440475471961188,0.8660983692649413,0.7501263852433907,0.9715197315627039,0.9864937078219321,0.9731698355722636,0.7939133032940303,0.8913005717065026,0.7944167091243384,0.7503306582487168,0.8671204680459619,0.751897906104248
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,360,288,72,100.0,0.5943651339453282,0.634838178257354,0.803530778889919,0.6456617126234399,0.9665963690507604,0.9844145427459389,0.969071991969696,0.7958339454940733,0.8926272174102949,0.796783349261646,0.7411382945967244,0.8613116222263179,0.7418577105821312
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,360,288,72,100.0,0.5286757662466451,0.550779608641477,0.7508798036246939,0.5638204794914589,0.9267301626168448,0.9651282339657992,0.9314725079979423,0.6451135620205661,0.8089112115295312,0.6543373481381739,0.6477214259671158,0.8095607301414655,0.6553885757871827
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,360,288,72,1000.0,0.5550318503005162,0.5724406108911375,0.7568822128913895,0.5728706841913666,0.8221520787102464,0.9127385501576485,0.8330916609438862,0.6524844887624499,0.8083373872133549,0.6534093315669133,0.48225807501963647,0.6956090915835464,0.4838720082936867
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,False,576,460,116,1000.0,0.6219754940555109,0.6278697759359579,0.7926094941390135,0.6282298101993029,0.8533529489989023,0.928648982932951,0.8623889335024042,0.7567753502450362,0.872596751835291,0.7614250913135003,0.4688380541421695,0.6900376331290348,0.47615193513432036
