country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,100.0,0.6213389352865637,0.6241516072035811,0.8024861094649418,0.6439839558841786,0.95155338511937,0.9772740249548821,0.9550645198515156,0.6717298848246924,0.8316888647273996,0.6917063677115507,0.5620534007394372,0.7636556875942792,0.5831700091950913
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6099938231021913,0.6182569312579714,0.7872998859372339,0.6198411103967815,0.9096184512303711,0.9576287091034396,0.9170527444991201,0.7570424794030302,0.8739105071748922,0.7637195745506773,0.6181393927838393,0.7892274726735911,0.6228800036227439
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,490,392,98,1000.0,0.6309173958979246,0.6395496264504902,0.7998745885484886,0.6397993574056139,0.8611486593025643,0.9317534718223296,0.8681645322529647,0.6623524556579363,0.8146348276173809,0.6636299023672,0.49186110628680335,0.7064011893614286,0.4990026403312409
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,384,307,77,10000.0,0.5823993917203977,0.5951931641740362,0.7734637322956347,0.5982461451766933,0.7754107082351195,0.8901596580700055,0.7923842168553091,0.671855551083024,0.8254419674997164,0.681354441709803,0.3634507006611597,0.6028752113511971,0.36345852046175064
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,497,397,100,10.0,0.5636810509254734,0.5737903227722547,0.7659534098093006,0.5866846259984944,0.7827184017924478,0.886099621708241,0.7851725395914878,0.6990043378948638,0.8365399865723405,0.6997991491344516,0.4026590595285674,0.6501677641457089,0.4227181215342301
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,490,392,98,10.0,0.5442042192893151,0.552717095446722,0.7484040325442454,0.5601085959284878,0.7489314375986191,0.8666369053604802,0.7510595257327899,0.630539077732583,0.8006602906811816,0.6410569010736742,0.3180519993732256,0.6266258622040589,0.39265997118298024
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,100.0,0.6340006490572458,0.6357402009800812,0.8125741807865223,0.6602767992808879,0.965022155574743,0.9834831361631934,0.9672390791173904,0.6231315827271575,0.8262632554390293,0.6827109672887026,0.5857685563745543,0.7680675700059352,0.5899277920948222
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,False,384,307,77,100.0,0.5152575022634978,0.5426746473864423,0.7449980409942002,0.555022081085196,0.7725561281543913,0.8804362168123493,0.7751679318748421,0.6435767547795185,0.8105132362450669,0.6569317061284516,0.301463795578513,0.5760195950453778,0.33179857387624107
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,504,403,101,100.0,0.5977928713854659,0.6003231656177365,0.7868355716189925,0.6191102167649867,0.955763546321267,0.9788562496753936,0.9581595575285766,0.6996931515610592,0.8422809501476797,0.709437198981678,0.6487501183399451,0.8086506034779802,0.6539157985053016
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,False,504,403,101,0.1,0.5350051105893664,0.5418496953697205,0.7471423775102073,0.5582217322716051,0.8201166461355615,0.9073674017843252,0.823315601820837,0.5508642194562288,0.7427391375616248,0.5516614264657862,0.3871598565500044,0.6539564351492885,0.42765901907316556
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,False,384,307,77,100.0,0.517610193865299,0.5444583097703874,0.7448086400682153,0.5547399103202644,0.7575478627961313,0.8727400029498089,0.7616751127488325,0.702441706556491,0.8422783247853503,0.709432776403216,0.2798378675161237,0.5566288131341988,0.30983563561118677
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,1000.0,0.5337467998603646,0.535377622788856,0.7319368833428743,0.5357316011976804,0.6508668894259244,0.8103782376941715,0.6567128881283111,0.5287125889500512,0.7392267525168288,0.5464561916365769,0.179744903273247,0.4806269832895895,0.23100229706605138
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,10.0,0.5466525189312904,0.5538883107922221,0.7507406193491258,0.5636114775407091,0.7500916986543846,0.8677968962654682,0.7530714531679797,0.6943518715812841,0.8394915736775277,0.7047461022755719,0.357389028787065,0.628940519317049,0.39556617683879924
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,497,397,100,10.0,0.5202560389745352,0.5235715115346251,0.7280287750456529,0.5300258972944738,0.6949508709938638,0.8350681786034954,0.6973388629161592,0.7179027300692478,0.8560627117221219,0.7328433664010328,0.29689847667327196,0.5918536406435517,0.35029073194302646
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,True,384,307,77,1000.0,0.6320863684969212,0.645518364485711,0.8061778984427895,0.6499228039376327,0.9368054269663564,0.9704695126781886,0.9418110750378409,0.6976376285743064,0.8397947289141239,0.7052551867119468,0.6019261139352261,0.7758443945294129,0.6019345245227113
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,504,403,101,100.0,0.6290388258805646,0.6475803352546915,0.8055881307698206,0.6489722364372136,0.9182095963467523,0.9617147197709385,0.9248952022240947,0.741838313132933,0.863097805971521,0.7449378226728532,0.6009941264359385,0.7764722704985639,0.6029091868531951
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,497,397,100,1000.0,0.6184213240950939,0.6203859984752289,0.7888881309654978,0.6223444831782364,0.9086161727014507,0.9573652509076039,0.9165482236453795,0.7197704218900585,0.8515561665994608,0.7251479048735686,0.5686239905470034,0.7566749655430415,0.572557003479563
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,10000.0,0.6139446019579241,0.6152428715762513,0.7870365440076835,0.6194265216035584,0.7703711559617592,0.8861866743440128,0.7853268217849013,0.6463532862633603,0.8283335176777711,0.6861364165084303,0.30297945962167705,0.5568793531652931,0.3101146139817953
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,497,397,100,10.0,0.5170089173984105,0.5192682433549296,0.7250347752588935,0.5256754253347142,0.6898953530159272,0.8319884437643975,0.6922047705575041,0.700895098566608,0.8456454724303129,0.715116265041887,0.2807657108984699,0.5815100948510219,0.33815399041364447
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,497,397,100,1000.0,0.633627038174412,0.6356325906020596,0.7978044358100294,0.6364919177981593,0.9121755361877018,0.9592599979747433,0.9201797437145044,0.7177352296585847,0.8507096504392617,0.7237069093504909,0.5719199242060444,0.7587740107689009,0.5757379994183242
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,490,392,98,10.0,0.5428115116110697,0.5517116284238534,0.7480558114848518,0.5595874970962601,0.7496190581886782,0.866958590327822,0.7516171973432042,0.6260507805781022,0.7968473295323666,0.634965666582864,0.32183363946154164,0.6260479105394496,0.3919359862908107
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,497,397,100,1000.0,0.6551984206000683,0.6588023602479426,0.8125224935791957,0.6601928025721541,0.911288648200749,0.9579311859346139,0.9176321569860958,0.7188216519275308,0.8482430295770607,0.7195162372260702,0.5908593394629351,0.7710938990064222,0.5945858010849264
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,1000.0,0.6630527402508635,0.6662555538219124,0.8170690700298823,0.6676018651994967,0.925953112354637,0.9651615080516981,0.9315367366246281,0.7144327323905488,0.8504485598890137,0.7232627530172973,0.6568304273326511,0.8105610167063382,0.6570091618040126
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,100.0,0.4416762752411434,0.4511036919339726,0.6791232375720095,0.4612083718102881,0.6817613420824133,0.8287703052641865,0.6868602188876929,0.6312076740097949,0.8013965395667647,0.6422364136295851,0.4077642171479886,0.6681589544735764,0.44643638844322275
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,936,748,188,1000.0,0.4878012139906134,0.490737002111448,0.7090391350377572,0.5027364950150909,0.7848928657854775,0.8936402489207298,0.7985928944911039,0.5148346838269267,0.718277453116534,0.5159224996555747,0.4437661631255909,0.6661758400958079,0.4437902499273554
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,936,748,188,1.0,0.5273782623997283,0.532717686353253,0.732900516578859,0.5371431672015584,0.7192041913606223,0.8507622579440239,0.7237964195420139,0.4547884493217055,0.6796625534059558,0.46194118650230376,0.35651964900621735,0.6054388937821891,0.36655625410420084
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,490,392,98,100.0,0.5237100343290264,0.5356065663126695,0.7341591445672261,0.5389896495516812,0.7228864443376452,0.8533097945662345,0.7281376055026693,0.49825301388294074,0.7118362201687116,0.5067108043440784,0.3706407952750158,0.6463427148575783,0.4177589050494648
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,490,392,98,10.0,0.5810134237066065,0.5814764258508344,0.764999701046588,0.585224542601369,0.7709901166688113,0.879597250026911,0.7736913222549042,0.6483123182428814,0.8061090766366454,0.6498118434359851,0.37227004569831945,0.6371273041809781,0.4059312017329206
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,490,392,98,1000.0,0.6458050349398399,0.6478433572159852,0.8054123798886084,0.648689101677832,0.9170984639426759,0.9611067960386108,0.9237262733916038,0.6956981430369392,0.8365336233863406,0.69978850305588,0.6353597060337407,0.7976796899197889,0.6362928877105305
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,490,392,98,1000.0,0.5911785109241507,0.6024044494505099,0.7761787482814548,0.602453449283766,0.8526019149584512,0.9292361563947947,0.8634798343513714,0.5903156538114467,0.7696651022918238,0.5923843696858836,0.5221821524668889,0.72716682814802,0.5287715959588521
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,1.0,0.6511446312581852,0.6551091894877203,0.8140745654077635,0.662717398043839,0.8693386511555146,0.9332283112386343,0.8709150808973132,0.7726049001031086,0.8792538708459221,0.7730873693975374,0.5284980171541638,0.7340937800135088,0.5388936778545218
ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,1000.0,0.6273779910841423,0.6362510435844251,0.7977946837573366,0.6364763574314688,0.8596773624598884,0.9309707735283073,0.8667065811638948,0.6595554446344343,0.8124668382784034,0.6601023633021053,0.48860168974029117,0.7041736104269268,0.49586047362169333
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,490,392,98,1000.0,0.6201211910052995,0.6285268422242767,0.792803374511863,0.6285371906373973,0.8600128855531601,0.933342087364402,0.8711274520457392,0.5932237973726253,0.7707788500541805,0.5941000356908448,0.5324719274305502,0.7352866133132161,0.540646403717619
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,497,397,100,100.0,0.48767419385629535,0.49563023695164143,0.7081847515758231,0.5015256423645102,0.7011220839328598,0.8411757802421428,0.7075766932659777,0.6392983261483215,0.8067234653090302,0.65080274948021,0.4174079179060153,0.6683015050837021,0.44662690169714153
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,497,397,100,1000.0,0.6452207694393948,0.6485734786875677,0.8054768841192035,0.6487930108503808,0.9089029999040382,0.9571574079508611,0.9161503035952112,0.6134241798739006,0.7862743210782747,0.6182273079871018,0.4929840889518311,0.7165613027047932,0.5134601005339903
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,False,490,392,98,100.0,0.48452448264788295,0.4985823620003974,0.7102729361742697,0.5044876438616182,0.7054030664565344,0.8422747993419443,0.7094268376065125,0.4869710606520532,0.7030055753616031,0.49421683898949864,0.36128695563810054,0.641262083234454,0.4112170593941918
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,False,504,403,101,1.0,0.3788083340361351,0.4038683734341836,0.6617086382610343,0.4378583219492724,0.7455043409514923,0.8655810921501468,0.7492306270878409,0.364543567289073,0.6244210013511139,0.38990158692832777,0.2870682214435377,0.639775548464227,0.4093127524127025
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,497,397,100,1.0,0.5075228396979915,0.5156468109443231,0.729603070981158,0.5323206411851366,0.7831876938801482,0.8868363187225291,0.7864786562053272,0.6805152394242169,0.8262256170515577,0.6826487702722274,0.38477318723589327,0.6423620535080886,0.4126290077871285
