split,random_state,variables,anomaly,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 0.09999999999999999, 1000000000.0]]","[[0.5217544649105794, 0.5297119250119058, 0.535691605703161]]",0.5742717320023737,0.7835071671773546,0.613883481018283,0.9988278930430252,0.9994772388924653,0.9989547510641061,-0.004937844083569232,0.6138522268624513,0.3768145564239904,,,,,,
1,116739,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 1.0, 1000000000.0]]","[[0.4385953302226534, 0.4385953302226534, 0.4785071229376703]]",0.5280101446520451,0.7398118828524447,0.5473216220096794,0.9862895832178762,0.9940153445927921,0.9880665052859271,0.6089220322613487,0.796398985744827,0.6342513444953892,,,,,,
2,26225,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 1.0, 1000000000.0]]","[[0.36550345092766345, 0.36550345092766345, 0.4330542134345269]]",0.5099105871480103,0.7317159906591908,0.535408290986361,0.9715812746496341,0.9872525893457527,0.9746676751698934,0.6635569985269291,0.818994193475214,0.6707514889461162,,,,,,
3,777572,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[0.09999999999999999, 1.0, 1000000000.0]]","[[0.4432834351416898, 0.4432834351416897, 0.45576334111360567]]",0.459641182366883,0.7251330740179531,0.5258179750347263,0.9969291111939514,0.9986553016931321,0.9973124115998007,0.6533487810341059,0.8223560110364305,0.6762694088877499,,,,,,
4,288389,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 10.0, 1000000000.0]]","[[0.46804973200863087, 0.5018313322762973, 0.5448321872344027]]",0.5628126421971018,0.7618934961525212,0.5804816994795119,0.9525408341713643,0.9787704562675801,0.9579916060622469,0.529420063741507,0.7442704007188624,0.5539384293862161,,,,,,
5,256787,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 1.0, 1000000000.0]]","[[0.47916327184494306, 0.47916327184494306, 0.4901613278369183]]",0.5132712233298096,0.7470393675992587,0.5580678167431004,0.9857191395303703,0.9935993534601748,0.9872396751964774,0.5343024876732407,0.7382518516413745,0.5450157964519181,,,,,,
6,234053,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 1.0, 1000000000.0]]","[[0.48630239479340276, 0.4863023947934028, 0.5253080481796891]]",0.5460859863497899,0.7574472518338219,0.5737263393106092,0.9720051575716426,0.9872126423228743,0.9745888011621113,0.46186382696236017,0.7300380865643311,0.5329556078345098,,,,,,
7,146316,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 1.0, 1000000000.0]]","[[0.48243457554374897, 0.48243457554374897, 0.4980524538273018]]",0.5054957141979384,0.7279694750151608,0.529939556553849,0.9875329454565285,0.9944912112806594,0.9890127693144732,0.3071677176801817,0.6073210036545125,0.36883880147992437,,,,,,
8,772246,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 0.09999999999999999, 1.0]]","[[0.47080698002034227, 0.4723591516597697, 0.47235915165976944]]",0.49176272984834624,0.7411607661067454,0.5493192812159378,0.998833462369045,0.9994873127824317,0.9989748884130466,0.5341932948944783,0.7517322193947545,0.5651013296761633,,,,,,
9,107473,rcf,True,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[1.0, 1.0, 1000000000.0]]","[[0.41346183938049685, 0.41346183938049696, 0.45118055293914106]]",0.4952064786960346,0.7341686716528167,0.5390036384364615,0.9848673633267422,0.9933485804872879,0.98674140235611,0.681508977562147,0.8283274753414333,0.6861264064055127,,,,,,
