country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_summary_val_R2,logo_summary_val_r,logo_val_R2,logo_val_r,logo_val_r2,logo_summary_train_R2,logo_summary_train_r,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,504,403,101,1000.0,0.36433868178644285,0.3810610195895434,0.6208360771292839,0.38543743466527813,0.7261462067776276,0.8627672196300274,0.7443672752681281,0.18364404140432922,0.5029163692527436,0.252924874462362,504,3024,504,100000000.0,-0.06424377074000875,-0.35629291746123676,-0.08357939710246498,-0.17830437452592188,0.03179244997508022,0.1373698487666356,0.67036677445371,0.09186321429313948,0.3114493718210487,0.09700071120772584,-0.3224324746535907,-0.14961809196593645,0.02238557344352742
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,282,225,57,1000.0,0.5483524446346959,0.580038300607194,0.762579138442701,0.5815269423880121,0.9469388597139052,0.976989061271197,0.9545076258435747,0.8196665312054986,0.908620877219081,0.8255918985183723,282,1410,282,100000000.0,-0.02042884362279307,-0.02615164573306314,-0.08347269659784073,-0.010902430506917587,0.00011886299095816728,0.308566151976969,0.8360750261824891,0.214842195947201,0.4747849840667949,0.22542078109530672,-0.350505004275375,-0.23599080227459363,0.05569165875820634
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,426,340,86,1000.0,0.5267113855564729,0.5476449774945713,0.7421148539158997,0.5507344564026172,0.9316877386166528,0.9704955562598568,0.9418616247201289,0.4796619054052681,0.7079057116734823,0.5011304966199394,426,2130,426,1000.0,0.07532051275495588,0.2806956085707216,-0.05663976240093627,0.1497310745505725,0.0224193946860691,0.5079235869343901,0.9326401695406672,0.33715596826831895,0.5831219594144561,0.34003121955135457,-0.08933977402615678,-0.05950270965618617,0.003540572456428391
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,282,225,57,1000.0,0.5524631684741861,0.5783596541981623,0.7611635402300468,0.5793699349755381,0.9619188217217048,0.985092225134038,0.9704066920195303,0.7745222407596827,0.8834485532078067,0.7804813461649669,282,1410,282,1000.0,0.36073677088018785,0.6345734011865097,0.17770698857808143,0.45157900344569435,0.20392359635300644,0.9235035220964072,0.9846413156775564,0.7988899587396605,0.89508953193594,0.8011852701813001,0.07402067826429748,0.33667053875731606,0.11334705166714146
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,282,225,57,1000.0,0.5219017793915123,0.5294419021506644,0.7284202230205143,0.5305960213052558,0.9608043487524996,0.9844991706309827,0.9692386169730928,0.8246519052269229,0.912414414591802,0.8325000639549006,282,1410,282,1000.0,0.3728954862954328,0.6554220967876347,0.2286929580643574,0.4957086097183354,0.24572702574888497,0.8950339723816956,0.9723081302565948,0.794926820602099,0.8954774374569718,0.8018798409945049,0.11444129520855584,0.4276739791207473,0.1829050324169734
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,504,403,101,1000.0,0.5383692793974618,0.5504689157071346,0.7421592642374107,0.5508003734934148,0.8114161820136359,0.9066028941603858,0.8219288076999877,0.16653654041459642,0.5079269029993809,0.25798973879054254,504,3024,504,100000000.0,0.04726493725892966,0.31586631757970474,-0.049537765484631624,0.0845875140951092,0.007155047540790297,0.21405502091792228,0.8329958303780102,0.13340315701734717,0.3690898447534603,0.13622731350013342,-0.05073334778256666,-0.007738976321489903,5.989175450458139e-05
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,276,220,56,1000.0,0.5036282481732745,0.5572740129827749,0.748478873768886,0.56022062447834,0.9635825057553014,0.9844869423750909,0.9692145397070556,0.6683705727711077,0.8419133743877548,0.7088181299729758,276,1380,276,10000.0,0.431500664516431,0.7297640818626008,0.35142617741246185,0.6049690456178989,0.3659875461558314,0.8415901269200925,0.9342725253037392,0.7940137463777294,0.8977871190309571,0.8060217110979059,0.2046760029488608,0.45810890890191125,0.20986377241529963
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,420,336,84,1000.0,0.6212041750445674,0.64836227413988,0.8062568331371088,0.6500500809802797,0.9599048410805229,0.9821473905084346,0.9646134966825275,0.4596225727223944,0.6838691519000466,0.467677016920489,420,2100,420,1000.0,0.4350052053314607,0.6831771441003197,0.2969191877440335,0.5545634149159417,0.30754058116323096,0.9340677399993552,0.9756401887613435,0.8790894514824033,0.939894163982255,0.883401039487902,0.320418778949343,0.5861337571687061,0.3435527812927037
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,497,397,100,1000.0,0.4242285759950978,0.42895697312808745,0.6596088524580457,0.43508383824101987,0.8798807692037066,0.9446421748912929,0.8923488385833519,0.5662110148455952,0.7546057226332941,0.569429796630916,497,2982,497,10000.0,0.07661802318588817,0.2913539294047953,0.0145054995523195,0.18255533015338146,0.03332644856741011,0.4427930692028267,0.8198691771438047,0.3386007460937346,0.5957032882256242,0.3548624076028212,-0.21489669130735,-0.2579021421381057,0.06651351491942367
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,497,397,100,1000.0,0.45189316148716435,0.4550344372366313,0.6808275598416901,0.4635261662399901,0.7682813813198462,0.8826570556798946,0.7790834779415006,0.5779219331733083,0.7607118498285466,0.5786825184695692,497,2982,497,100000000.0,0.06904723628082876,0.31253818127073885,-0.06359121856682703,0.1332043753651886,0.01774340561643006,0.35390619648655053,0.8507074443289946,0.2330789234358125,0.48705991750823985,0.2372273632431334,-0.2557393739227032,-0.04742887055414229,0.0022494977620415857
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,497,397,100,1000.0,0.41618668911996554,0.42488635676238495,0.6562642764160832,0.43068280049992524,0.8714485727803514,0.9404808424592563,0.8845042150328726,0.5900164802023162,0.7690021362556867,0.5913642855658098,497,2982,497,1000.0,0.24749930002846376,0.583003480691279,0.08423327285386184,0.33083845682861995,0.10945408451674263,0.6213506516697606,0.9450321957311543,0.4390792022885055,0.6658779475275745,0.44339344100353517,-0.06679667453647165,0.04264315092735765,0.0018184383210134033
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,497,397,100,1000.0,0.4562417404670862,0.46312312173931636,0.6859008420782915,0.47045996516370936,0.8296885794977367,0.9178357905564414,0.8424225384263677,0.6074930950680575,0.7807805105647574,0.6096182056777633,497,2982,497,100000000.0,0.07110800032150544,0.30244695318021675,-0.031178206022916433,0.14080777033925226,0.01982682818791161,0.3960942260294493,0.8579173817431738,0.2710139089930853,0.5266736597006789,0.27738514382250656,-0.2018414352162845,-0.009500302948151532,9.025575610665668e-05
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,497,397,100,1000.0,0.3918453871374004,0.3984998428149086,0.639683105877956,0.4091944759456682,0.8374451769219038,0.9225442874433348,0.8510879622943304,0.5790487472725008,0.7609988985580413,0.5791193236065519,497,2982,497,100000000.0,0.12637335915331593,0.4648205127931238,-0.021218419660611554,0.18358916957030616,0.03370498318351463,0.39850844657750006,0.9267665434191645,0.24686288157326164,0.49826189532446974,0.24826491633233283,-0.25802975404187944,-0.08403985299309152,0.007062696891100434
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,490,392,98,10000.0,0.4228124164792725,0.4302707525941337,0.6621468058263483,0.43843839246603583,0.6315032514211976,0.8171196194454013,0.6676844724825975,0.4626623253078991,0.6934434163275968,0.4808637716480887,490,2940,490,1000.0,0.20449003169647806,0.5360789290080876,0.055474280509621776,0.2899360376714862,0.08406290594064145,0.5896640432430615,0.934563323062998,0.4062037651657786,0.6395940728701701,0.40908057805065245,-0.11681489632573006,0.04828381531091958,0.002331326820978992
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,490,392,98,1000.0,0.3837984921515277,0.3941597647202236,0.6426123384196843,0.4129506174892149,0.8819299994512331,0.9463518197062063,0.895581766661248,0.5826266820308563,0.7675398612198601,0.5891174385614021,490,2940,490,1000.0,0.01448207804943491,0.12176633665406499,-0.049969403480402796,0.058216223690707884,0.0033891287008065377,0.3320538291516397,0.8401254359604369,0.23725492453954744,0.5016427513194702,0.25164544995136784,-0.13176146923643173,-0.17440106915618914,0.030415732922821865
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,420,336,84,1000.0,0.48979607296226496,0.5158036968430886,0.721511291680983,0.5205785440231606,0.9285303027824958,0.9684427108883005,0.9378812842726804,0.5938758205405352,0.7724552328687585,0.5966870867863279,420,2100,420,1000.0,0.08015354977927835,0.28998529916189636,-0.04396356451022987,0.15727827584359816,0.024736456052334953,0.5100291279110154,0.9350662445661574,0.3391482076072958,0.5849650465421353,0.34218410567604257,-0.09500665181968682,-0.06867709027939485,0.004716542729244151
