,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2
60,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,504,403,101,1000.0,0.11270857370604821,0.13275792336937187,0.36436894257817637,0.1327647263155384,0.05700622141604972,0.27969055604911053,0.07822680714306064,0.04585558004031609,0.2795288107890497,0.07813635606114033,100000000.0,-0.43165401065796466,-0.10772764734842033,-0.5457617428463616,0.2978558799546981
61,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,504,403,101,0.1,0.17108562138714203,0.19815658704416106,0.48938038983946947,0.2394931659594311,0.21765894063728786,0.5622240971858105,0.31609593545639963,-0.06772960972526931,0.3034037233997094,0.09205381937280736,1e-06,0.1962677744275687,0.5379718566859699,0.7668474090044407,0.588054948696824
62,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,1000.0,0.25046268915567876,0.2581090000607761,0.5087229327837359,0.2587990223400855,0.12619531278924168,0.4181180061993875,0.17482266710815103,0.009179788855377291,0.22655621208536322,0.05132771723446808,100000000.0,-0.5608579764590185,-0.11120565963894458,-0.602931812915623,0.36352677102571984
63,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,1000.0,0.2513853265748935,0.2590268531057893,0.5095976600963403,0.2596897751756652,0.12598030369377589,0.41774778943965823,0.17451321558172103,0.009310320583073795,0.22693178773572742,0.05149803628493325,1e-08,-0.009293012240652931,0.27723877899585747,0.5965393463886116,0.35585919178975195
64,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,504,403,101,10.0,0.2505934913420608,0.25996762573944765,0.5191924317197172,0.2695607811550332,0.11795228536779934,0.43699621988517023,0.19096569619392806,-0.07523214670561784,0.1609597258683799,0.025908033351624005,100000000.0,-0.4315389586143729,-0.107634819400249,-0.545850544512808,0.297952816944929
65,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,False,504,403,101,1.0,0.33738672813728376,0.3457490143152032,0.5982697063113569,0.35792664148987724,0.17319137915677962,0.5240233367638808,0.27460045747315165,0.07756549950326252,0.39281827052169166,0.15430619365565293,1e-05,-0.2921121136162033,0.24318409988571033,0.6433686742324692,0.41392325098364513
66,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,False,True,936,748,188,10.0,0.17879915721724993,0.19769975158780784,0.4567726030150771,0.20864121086516924,0.2301412513083494,0.5964727195508364,0.3557797051683707,0.043577951153004335,0.22226420891354823,0.04940137856396541,100000000.0,-0.5458095072250717,-0.07696107602646896,-0.665777278725767,0.4432593848674876
67,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,False,False,936,748,188,1.0,0.24481276304289362,0.26805115017138326,0.5352988625383529,0.2865448722348544,0.317919980134834,0.6691203785076021,0.44772208093415666,0.07604440080190211,0.307685118960396,0.09467013242967305,1e-08,0.12155276799099693,0.4102468956439185,0.6761222624474795,0.4571413137770984
68,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,100.0,0.3236545832697075,0.33578310905598874,0.5796637998409685,0.3360101208460704,0.1248082090737106,0.43213092418628757,0.18673713563809502,0.0709601707524129,0.35251666869316484,0.12426800170652653,100000000.0,-0.43892335645336356,-0.10902062716218963,-0.5492670399338961,0.30169428115774427
69,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,10.0,0.34272274509408496,0.35523496007415145,0.608458533080246,0.37022178647816484,0.18456943447905638,0.5245321150991958,0.27513393977043604,0.10032648343453354,0.43028459848381884,0.1851448356923812,100000000.0,-0.43892333628443075,-0.10902061308383182,-0.5492669632443088,0.30169419691162486
70,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,936,748,188,10.0,0.17425434408716156,0.19482390900102076,0.4542426772169693,0.20633640980523976,0.23413085254464627,0.6005841388414708,0.36070130782795107,0.05257499697204748,0.23972793363462266,0.05746948216472605,100000000.0,-0.5458117650726564,-0.0769620334528307,-0.665783387015557,0.4432675184259069
71,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,False,936,748,188,1.0,0.24279045782722442,0.2682924242175184,0.5361445744054829,0.2874510046644364,0.3222889930519385,0.6727541359117256,0.4525981273863326,0.081637750815853,0.3161171193440059,0.09993003314235245,1e-08,0.18186427207596131,0.45040008158270817,0.6947476249280472,0.4826742623431626
72,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,True,384,307,77,1000.0,0.13293377719576205,0.21266248919349218,0.4615094695962267,0.21299099052699047,0.08948581186917415,0.3622697050754463,0.13123933921545086,0.02758902962535803,0.32568457740086515,0.10607044395678013,100000.0,-0.5541436676405186,-0.09908568193051703,-0.4858024436911156,0.23600401429625953
73,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,False,384,307,77,1000.0,0.13403694478304018,0.21366711152495277,0.46259595850918456,0.2139950208290312,0.08941853363787045,0.3620744460287839,0.13109790446705075,0.028254184743539246,0.32663035370696014,0.10668738796273389,0.0001,-0.0419345587044922,0.5310687604791642,0.7611547887925045,0.5793566125017622
74,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,504,403,101,100.0,0.16271886950536274,0.18355425157354754,0.43017122106536326,0.18504727943286564,0.09045210587813868,0.35380900279521194,0.12518081045894228,0.04131962259384647,0.27873869814289554,0.07769526184239624,100000.0,-0.42542065363510734,-0.08979706663474163,-0.4063932273019221,0.16515545519687175
75,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,504,403,101,0.1,0.21583389491240385,0.2227136832861617,0.5124891031170918,0.2626450808137612,0.19969802702911232,0.5302715722365913,0.28118794032226646,0.08834611202256837,0.40997414615694455,0.16807880051711574,1e-08,0.6237918450149519,0.7758476887753392,0.881268388932942,0.7766339733324632
76,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,490,392,98,100.0,0.35142377226062615,0.3725116189258839,0.6117588690496576,0.37424891386091613,0.16124680554083026,0.4724990985146092,0.22325539809711836,0.09761310640393839,0.4512442674101736,0.20362138887054426,100000000.0,-0.4389753090338998,-0.1090374940629355,-0.5490286353407217,0.3014324424240951
77,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,490,392,98,100.0,0.3603557554272344,0.3811572207832151,0.618355253556517,0.38236321960094444,0.16054498477917512,0.47171172233149944,0.22251194898494964,0.10081925438158346,0.45581671283152325,0.20776887569653532,1e-05,0.5440135257020188,0.7453178052691543,0.8673370918119171,0.7522736308327539
78,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,False,True,376,300,76,1000.0,0.25030124729579467,0.258590501351036,0.5090957945777355,0.2591785280567358,0.12326753287958103,0.41198160778312765,0.16972884515157083,0.009446253137928462,0.22423891207080016,0.05028308968669604,100000000.0,-0.5608555569054882,-0.11120589951489279,-0.6029345585302263,0.3635300818700388
79,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,False,False,376,300,76,1000.0,0.25121965177380573,0.2595053450373779,0.5099728642308136,0.2600723222517798,0.12304985702408511,0.41161154012273465,0.1694240599622096,0.009520715422451254,0.22450186613221518,0.050401087896847066,100000000.0,-0.5608555369023241,-0.11120588678636723,-0.6029344846009176,0.36352999272097414
80,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,True,True,376,300,76,1000.0,0.25046268915567876,0.2581090000607761,0.5087229327837359,0.2587990223400855,0.12619531278924168,0.4181180061993875,0.17482266710815103,0.009179788855377291,0.22655621208536322,0.05132771723446808,100000000.0,-0.5608579764590185,-0.11120565963894458,-0.602931812915623,0.36352677102571984
81,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,True,False,376,300,76,1000.0,0.2513853265748935,0.2590268531057893,0.5095976600963403,0.2596897751756652,0.12598030369377589,0.41774778943965823,0.17451321558172103,0.009310320583073795,0.22693178773572742,0.05149803628493325,1e-08,-0.009293012240652931,0.27723877899585747,0.5965393463886116,0.35585919178975195
82,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,True,384,307,77,1000.0,0.11732707291725535,0.2219482350153067,0.4737289440274454,0.22441911240935852,0.10914544679606741,0.4013270128937406,0.16106337127821266,-0.028157523752594393,0.2626468698542119,0.06898337824421531,100000.0,-0.5503074409386735,-0.09509253647641414,-0.4382161972065707,0.19203343549418805
83,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,False,384,307,77,1000.0,0.11843490424797773,0.22292822932279144,0.47466670853009935,0.22530848418679827,0.10907678265845444,0.40114110318396873,0.16091418466365146,-0.02751279184286659,0.26345287528506856,0.06940741749596989,100000.0,-0.5502871020678902,-0.09507957490838748,-0.43814950027208005,0.1919749845886735
