,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,kfold_demean_R2,kfold_demean_r,kfold_demean_r2,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2
1324,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,497,397,100,1000.0,0.6485983704546093,0.651726845410415,0.8079923912803464,0.6528517043669324,0.932796824526236,0.9687080459322711,0.9383952782539191,0.7089361704114043,0.8428992731783939,0.7104791847246646,0.5996629360222218,0.7771555030969024,0.6039706759937995,1000.0,0.4648558683735075,0.5078708336393065,0.7176160728662538,0.5149728280359845
1325,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,497,397,100,1000.0,0.6331415595394679,0.6364641653299641,0.799078173737695,0.6385259277439698,0.9256118357425408,0.9650096228689069,0.93124357222959,0.6803586823167875,0.8263045826381419,0.6827792632887938,0.5725825833714251,0.7624927646503007,0.5813952161440589,10000.0,0.4356564281013873,0.4748042684807544,0.6899359972109704,0.4760116802474962
1326,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,426,340,86,1000.0,0.6427122001690936,0.6584295925736162,0.8130889740731054,0.6611136797592552,0.968594773609077,0.9859095323226097,0.972017605924587,0.6601556344038333,0.8186973661429927,0.6702653773294734,0.7454841435146271,0.8655412846581158,0.7491617154476213,10000.0,0.46898458756614897,0.5107194329152989,0.7223945402474166,0.5218538717792763
1327,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,426,340,86,1000.0,0.629849102460603,0.6461293273388877,0.8060999537917994,0.6497971355031412,0.9655015686615065,0.984393279885016,0.9690301294827794,0.6316157614483784,0.8017903005205809,0.6428676860088833,0.7309144899650493,0.8582241704120563,0.7365487266794624,10000.0,0.4599820548135498,0.5030624577355554,0.7168425685624952,0.5138632681032756
1328,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,497,397,100,1000.0,0.6607687230136711,0.6677025928027636,0.8174875264120032,0.6682858558392156,0.951612145896723,0.9778064975844493,0.9561055467183676,0.7062867805321025,0.8409736847692584,0.707236738474384,0.6590818829113043,0.8151184861913554,0.6644181465308868,10000.0,0.4819959766992867,0.5239150077466257,0.7259804592377829,0.5270476271951021
1329,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,497,397,100,1000.0,0.6426945552342519,0.6501517112351465,0.8071527795252201,0.6514956094952886,0.9458548664440183,0.9749044124593123,0.9504386134326368,0.680689467661163,0.8257559045357856,0.6818728138757135,0.6373856935433148,0.8038759926674495,0.6462166115870772,10000.0,0.4712049822535734,0.5144363262822085,0.7189892264958048,0.5169455078170356
1330,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,490,392,98,1000.0,0.6372478271583427,0.6421461226268323,0.8032641542760026,0.6452333015447418,0.9700185412595226,0.9863641334489623,0.9729142037545224,0.740273551592515,0.8636463155911254,0.7458849584341257,0.7613545104668623,0.8726107651147385,0.7614495473941293,10000.0,0.4671971947279859,0.5163925993982692,0.7246810910099999,0.5251626836674438
1331,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,False,490,392,98,1000.0,0.6246365368201325,0.6296944945819762,0.7960580513180571,0.6337084210683024,0.9677378282894328,0.9852576329098651,0.9707326032071505,0.7229246684731601,0.8530160389656551,0.7276363627326561,0.7508752567860963,0.8667963247832994,0.751335868657835,10000.0,0.4587988166120128,0.5091016364579724,0.7195665649826278,0.5177760414408984
1332,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,True,426,340,86,1000.0,0.6774777565888188,0.693579537139799,0.8335365044048929,0.694783104175528,0.9684786397189248,0.9857066363453766,0.9716175729353165,0.6815266871063346,0.8310250229537125,0.6906025887752184,0.7562575099718749,0.8710026974226744,0.7586456989175749,1000.0,0.5025312205812013,0.5489648671084426,0.7545848636882939,0.5693983165074811
1333,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,False,426,340,86,1000.0,0.6691008319723847,0.6855258458977752,0.8289168453869068,0.6871031365661812,0.965620205959894,0.9842954630034204,0.9688375584891178,0.65421425363695,0.8153197522245328,0.6647462983674736,0.742693706477117,0.8641124364576113,0.7466903028407093,10000.0,0.484192407215502,0.5279134530473799,0.7342894308954864,0.5391809683248172
1334,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,497,397,100,1000.0,0.6358479445535493,0.6406264841582856,0.8011500873760184,0.641841462502602,0.9207748734101107,0.9626761341115674,0.9267453391879925,0.6070901941884577,0.7840352372676995,0.6147112532774179,0.5090476336133032,0.7291645149021018,0.5316808897924173,10000.0,0.4114372478816331,0.4495312908534641,0.670609085618896,0.4497165457146118
1335,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,497,397,100,1000.0,0.6131725563353708,0.6182534944088636,0.7879544906023979,0.6208722792604843,0.9092028365079371,0.9565584891663066,0.9150041431961271,0.5650997209152813,0.7592220294199179,0.5764180899564987,0.47029652136977296,0.7106835581793646,0.5050711198664822,10000.0,0.39781066843355817,0.43765311655374994,0.6616580327585029,0.4377913523138521
1336,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,497,397,100,1000.0,0.6240588991306458,0.6302401398443865,0.795068766617065,0.632134343649981,0.9240331979018117,0.9645558466430416,0.9303679812932748,0.595648609094402,0.7785162225859954,0.6060875088295671,0.5103518893408894,0.7352184719708219,0.5405462015271102,1000.0,0.40915912920608627,0.44340615664260685,0.6802007535810789,0.46267306517226764
1337,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,497,397,100,1000.0,0.5988409041067463,0.6053989452288407,0.7805045390875888,0.6091873355363294,0.9125092315642247,0.9585056588596856,0.9187330980660401,0.5475520780932438,0.750773611298913,0.5636610154228112,0.4679269839596547,0.7161204086677315,0.5128284397104388,10000.0,0.382939806532011,0.41729865832680235,0.6473472695068359,0.419058487337956
1338,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,False,True,True,420,336,84,10000.0,0.6546363975082509,0.6683123768730138,0.8181765832024455,0.6694129213008282,0.8834734522401575,0.9447729910076323,0.8925960045375078,0.5638094508505909,0.77115145729949,0.5946745700951271,0.6080453188997864,0.7799798603153858,0.6083685824976087,10000.0,0.5001717620120155,0.5269064297798627,0.7290686525233879,0.5315411000922685
1339,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,False,True,False,420,336,84,10000.0,0.6504216776966831,0.6643398446169003,0.8156614932612791,0.6653036715892197,0.8808896679843585,0.9433458958257569,0.8899014791712998,0.5598323228938967,0.769042600997267,0.5914265221486416,0.6055622314020488,0.7784506123943296,0.6059853559371067,10000.0,0.4938658365445689,0.5214275796791421,0.725097261964983,0.5257660393091153
1340,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6146615350529159,0.6223285005928435,0.792634126136033,0.6282688579154327,0.9465208227031839,0.975180488425757,0.950976985006298,0.6701007229461455,0.8205424055228149,0.6732898392611676,0.6182330362697463,0.796412403326823,0.6342727161728061,10000.0,0.35700892225657643,0.4061561087629615,0.6480633581430606,0.41998611616766085
1341,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.5899496180630883,0.5980655462611265,0.7792167864268053,0.6071788002493175,0.9393940564016338,0.971545491303808,0.9439006416727576,0.6338410510741994,0.7997636615993239,0.6396219144147578,0.5868016728352796,0.7815293993524925,0.6107882020522678,10000.0,0.3458340883406164,0.39671649024666555,0.6412386330103831,0.4111869844650248
1342,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,490,392,98,1000.0,0.6173463365900902,0.6278505845376463,0.7958110824832152,0.6333152790031067,0.9558475999581204,0.97933212972164,0.9590914203051231,0.6868467400432817,0.8289711234835061,0.6871931235695063,0.6748391698757943,0.8217894277658111,0.6753378635876592,10000.0,0.46672774520371113,0.5034820693591149,0.7123891135680424,0.5074982491302611
1343,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,490,392,98,10000.0,0.610508456696165,0.6204546556282011,0.7886795845333681,0.6220154870597261,0.8257315639164402,0.9161863744238636,0.839397472679944,0.659359640866541,0.8188424455958264,0.670502950709354,0.5116904752998497,0.7159200547492275,0.5125415247921369,10000.0,0.45773048999310767,0.49567426176153306,0.706653525211544,0.49935920469390227
1344,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,497,397,100,1000.0,0.6242917414545711,0.6299350462838758,0.7950585980726657,0.6321181743692725,0.9267664018314178,0.9658026600432699,0.9327747781466559,0.578293630459541,0.7685623024151723,0.5906880126937107,0.508031890084335,0.7348868688491559,0.5400587100069164,1000.0,0.4334659688255906,0.4711460077548276,0.6946720330943422,0.4825692335634269
1345,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,497,397,100,1000.0,0.6011746371003645,0.6070770322967287,0.7816705621542791,0.6110088677385868,0.9162689600079718,0.9603147054452014,0.9222043334943039,0.5278085826629872,0.7401316288840873,0.5477948280746124,0.46530027212672476,0.7159839528367352,0.5126330207197163,10000.0,0.39134987951753314,0.4273689432666563,0.6544502598502809,0.42830514261810027
1346,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,426,340,86,1000.0,0.6153068762620668,0.6292709357434589,0.7977070771369252,0.6363365809143364,0.9636639924714191,0.9836757230952734,0.967617928207009,0.6961836616058573,0.8415990284959746,0.7082889247653682,0.7552551499281865,0.8706319631124406,0.7580000151930222,1000.0,0.518653884494181,0.5695176779047114,0.7549063473303781,0.5698835932396934
1347,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,False,426,340,86,1000.0,0.5989759031465387,0.613442971201573,0.7889867385091139,0.622500073543249,0.9594909286106853,0.9815978095533983,0.9635342597200295,0.6679615239772061,0.8261378666691402,0.6825037747446382,0.7395717945093276,0.8626059362673923,0.7440890012837446,1000.0,0.4880182434649331,0.5422728060914556,0.7373656063773905,0.5437080374682968
1348,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,282,225,57,1000.0,0.6257472475986553,0.6333027012208384,0.7964306014536382,0.6343017029318039,0.9877577984740487,0.9947223663728627,0.9894725861624277,0.7716120523577416,0.8791456759041874,0.7728971194610305,0.8243590413907341,0.9081314389454129,0.8247027104010662,10000.0,0.5487027745123396,0.5674644255973005,0.7607484352033694,0.5787381816643752
1349,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,282,225,57,1000.0,0.6202856380359126,0.6280574812405237,0.7932835475323671,0.6292987867855373,0.9874245127556321,0.9945720706849721,0.9891736037865931,0.7666085410348251,0.8761417491870942,0.767624364668621,0.8213482746339695,0.9064089851143924,0.8215772482961028,10000.0,0.5458170467143308,0.5649719976421719,0.7590842218362674,0.5762088558407716
1350,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,True,True,426,340,86,10000.0,0.6259666865712884,0.638564754885375,0.7995983173341324,0.6393574690835759,0.8422560808471854,0.9244385261152852,0.8545865885662008,0.5869836690819558,0.7732833484380229,0.5979671369715208,0.5569240514598874,0.7486698973474597,0.5605066151942558,10000.0,0.5158919371741965,0.545762377474579,0.7466247108689145,0.5574484588800901
1351,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,True,False,426,340,86,10000.0,0.622675462187535,0.635412143006524,0.7975560123378119,0.636095592816192,0.8389692174011606,0.9225429256770821,0.8510854497168302,0.5785103187385316,0.768067462123428,0.5899276263727236,0.5535962402964764,0.7467543665462211,0.5576420839558479,10000.0,0.5079003147177494,0.5389198908169524,0.7415165308480128,0.549846765520872
1352,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6444606897463032,0.6505743137857563,0.8087414303906745,0.6540627012303541,0.966503812994127,0.9847187603715315,0.9696710370276457,0.7503308248731666,0.8700656007482765,0.7570141496054593,0.7172052691668718,0.8487979278650711,0.7204579223480385,10000.0,0.47781444314308985,0.5250372811316381,0.7289844485519774,0.5314183262306306
1353,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6292579730663941,0.6357515349090833,0.8004400269078014,0.6407042366761617,0.9635800368043715,0.9832818158936019,0.9668431294670191,0.7371562967648368,0.8622698133734783,0.7435092310551331,0.7041967809603057,0.8420616113844407,0.7090677573673608,10000.0,0.46960246013380574,0.5179417034782023,0.7240385750682671,0.5242318581868867
