,country,satellite,bands,num_features,points,month_range,cloud_limit,na_limit,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,10,False,True,True,787,629,158,0.5526897627012748,0.763923242973673,0.8769355531761837,0.7690159644244192,0.574688151794953,0.7587948777040011,0.57576966642983,0.3545560633252627,0.5955909670621758,0.35472860004605783
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,10,True,False,False,787,629,158,0.499145089516578,0.7241728870983808,0.8531133661257229,0.7278024154623617,0.5684869453590882,0.7555724710711937,0.5708897590406299,0.339637712653443,0.5851184169055793,0.3423635618020913
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,10,True,False,True,787,629,158,0.5338593501280227,0.7590212456865074,0.8740132713370989,0.7638991984733773,0.603613457066594,0.7784165095986562,0.6059322624157547,0.3670706423681004,0.6061253378922257,0.3673879252349647
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,10,True,True,False,787,629,158,0.5173825906741023,0.7301369153838149,0.8568659603029332,0.7342192739258678,0.5479406400653075,0.7414809744875304,0.5497940355269777,0.3275260340985311,0.5744100829345411,0.32994694337686636
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,10,True,True,True,787,629,158,0.5526897627012748,0.763923242973673,0.8769355531761837,0.7690159644244192,0.574688151794953,0.7587948777040011,0.57576966642983,0.3545560633252627,0.5955909670621758,0.35472860004605783
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,False,False,False,845,676,169,0.499888784347046,0.7277497531384531,0.8560063300026015,0.7327468370045227,0.4438600016975477,0.690586054874744,0.47690909918746294,0.304664286905032,0.559249035755719,0.3127594839937015
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,False,False,True,845,676,169,0.5486046498380759,0.7711762852996893,0.8818562758623901,0.7776704912778839,0.4876518933136509,0.7149839152478706,0.5112019990631743,0.3428366163906432,0.5871931229034157,0.3447957635850659
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,False,True,False,845,676,169,0.5080508912705921,0.7174784406153429,0.8501114107888582,0.7226894107534229,0.5773221034274835,0.7610012263917839,0.5791228665697992,0.3307851866253355,0.5757955970467553,0.3315405695784294
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,False,True,True,845,676,169,0.5647599799549614,0.7621981804520181,0.8768806624863901,0.7689196962425704,0.6041905554351376,0.7781858587473895,0.6055732307544122,0.3620789399887976,0.6018414759031937,0.3622131621173345
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,True,False,False,845,676,169,0.499888784347046,0.7277497531384531,0.8560063300026015,0.7327468370045227,0.4438600016975477,0.690586054874744,0.47690909918746294,0.304664286905032,0.559249035755719,0.3127594839937015
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,True,False,True,845,676,169,0.5486046498380759,0.7711762852996893,0.8818562758623901,0.7776704912778839,0.4876518933136509,0.7149839152478706,0.5112019990631743,0.3428366163906432,0.5871931229034157,0.3447957635850659
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,True,True,False,845,676,169,0.5080508912705921,0.7174784406153429,0.8501114107888582,0.7226894107534229,0.5773221034274835,0.7610012263917839,0.5791228665697992,0.3307851866253355,0.5757955970467553,0.3315405695784294
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,10,25,True,True,True,845,676,169,0.5647599799549614,0.7621981804520181,0.8768806624863901,0.7689196962425704,0.6041905554351376,0.7781858587473895,0.6055732307544122,0.3620789399887976,0.6018414759031937,0.3622131621173345
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,False,False,False,914,731,183,0.5061434128974103,0.6296240092902292,0.7955423463327337,0.6328876248085912,0.4339916370019796,0.662321956969662,0.4386703746841228,0.20179556277476973,0.4633129574630137,0.21465889655312434
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,False,False,True,914,731,183,0.5395520072895943,0.7629322072917034,0.8759055272752873,0.767210492711399,0.4969903806142123,0.7120751727673672,0.5070510516716759,0.3364250541449433,0.5814561974628966,0.338091309568011
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,False,True,False,914,731,183,0.513441712295901,0.7108847320598302,0.8456827112292764,0.7151792480720998,0.576025636329738,0.7619358162283054,0.580546188051494,0.2847319391057799,0.5398553965681991,0.29144384920380756
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,False,True,True,914,731,183,0.5482740831999767,0.7497503596312167,0.8690929832941556,0.7553226136111355,0.5970433066361838,0.7752196930721448,0.6009655725268703,0.3235553116283578,0.569986621613906,0.32488474881883406
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,True,False,False,914,731,183,0.5061434128974103,0.6296240092902292,0.7955423463327337,0.6328876248085912,0.4339916370019796,0.662321956969662,0.4386703746841228,0.20179556277476973,0.4633129574630137,0.21465889655312434
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,True,False,True,914,731,183,0.5395520072895943,0.7629322072917034,0.8759055272752873,0.767210492711399,0.4969903806142123,0.7120751727673672,0.5070510516716759,0.3364250541449433,0.5814561974628966,0.338091309568011
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,True,True,False,914,731,183,0.513441712295901,0.7108847320598302,0.8456827112292764,0.7151792480720998,0.576025636329738,0.7619358162283054,0.580546188051494,0.2847319391057799,0.5398553965681991,0.29144384920380756
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,10,True,True,True,914,731,183,0.5482740831999767,0.7497503596312167,0.8690929832941556,0.7553226136111355,0.5970433066361838,0.7752196930721448,0.6009655725268703,0.3235553116283578,0.569986621613906,0.32488474881883406
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,False,False,False,923,738,185,0.5321211541182174,0.8535629681313137,0.9257586085119854,0.8570290012340475,0.4953791745407087,0.7142158867839017,0.5101043329345151,0.5051068684437516,0.7109697064168866,0.505477923442514
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,False,False,True,923,738,185,0.5753684009046391,0.8824594732323351,0.9407784053997409,0.8850640080664792,0.53860091000947,0.7443327538805933,0.5540312484994678,0.5502016038444999,0.7422244352925741,0.5508971123453805
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,False,True,False,923,738,185,0.47278759839147266,0.7226580377524158,0.8529342527842766,0.7274968395726722,0.5520604197827526,0.7492895708325926,0.5614348609584908,0.34643505474793423,0.5904263062356693,0.34860322309509634
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,False,True,True,923,738,185,0.5131684222209973,0.7634741232787186,0.8773183155100119,0.7696874267293249,0.5931769835187712,0.7735260640818574,0.5983425718139698,0.37801511845212055,0.6148768914884304,0.378073591686475
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,True,False,False,923,738,185,0.5321211541182174,0.8535629681313137,0.9257586085119854,0.8570290012340475,0.4953791745407087,0.7142158867839017,0.5101043329345151,0.5051068684437516,0.7109697064168866,0.505477923442514
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,True,False,True,923,738,185,0.5753684009046391,0.8824594732323351,0.9407784053997409,0.8850640080664792,0.53860091000947,0.7443327538805933,0.5540312484994678,0.5502016038444999,0.7422244352925741,0.5508971123453805
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,True,True,False,923,738,185,0.47278759839147266,0.7226580377524158,0.8529342527842766,0.7274968395726722,0.5520604197827526,0.7492895708325926,0.5614348609584908,0.34643505474793423,0.5904263062356693,0.34860322309509634
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,20,25,True,True,True,923,738,185,0.5131684222209973,0.7634741232787186,0.8773183155100119,0.7696874267293249,0.5931769835187712,0.7735260640818574,0.5983425718139698,0.37801511845212055,0.6148768914884304,0.378073591686475
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,False,False,False,914,731,183,0.4715892454656285,0.6640461329828589,0.8173714832585314,0.6680961416442517,0.43753235249096045,0.6887070417229209,0.47431738931873707,0.2164172138081647,0.4941222661400118,0.24415681389534066
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,False,False,True,914,731,183,0.5722993925872031,0.768671187861224,0.878517835832187,0.7717935878752695,0.5905137440039019,0.7777341627580452,0.6048704279209576,0.35058125090717784,0.592491826571087,0.35104656455354305
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,False,True,False,914,731,183,0.44175466559957705,0.6551478182670876,0.8120690620310825,0.6594561615080422,0.5354359169282361,0.7337367901633535,0.538369677239221,0.2629392835820984,0.523525603295956,0.2740790573063947
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,False,True,True,914,731,183,0.5247410522984508,0.7611566718130262,0.8742960927359209,0.764393657773298,0.6602779160596989,0.8129966912923047,0.660963620052235,0.35824133237738576,0.5991287101578716,0.35895521133543495
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,True,False,False,914,731,183,0.4715892454656285,0.6640461329828589,0.8173714832585314,0.6680961416442517,0.43753235249096045,0.6887070417229209,0.47431738931873707,0.2164172138081647,0.4941222661400118,0.24415681389534066
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,True,False,True,914,731,183,0.5722993925872031,0.768671187861224,0.878517835832187,0.7717935878752695,0.5905137440039019,0.7777341627580452,0.6048704279209576,0.35058125090717784,0.592491826571087,0.35104656455354305
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,True,True,False,914,731,183,0.44175466559957705,0.6551478182670876,0.8120690620310825,0.6594561615080422,0.5354359169282361,0.7337367901633535,0.538369677239221,0.2629392835820984,0.523525603295956,0.2740790573063947
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,10,True,True,True,914,731,183,0.5247410522984508,0.7611566718130262,0.8742960927359209,0.764393657773298,0.6602779160596989,0.8129966912923047,0.660963620052235,0.35824133237738576,0.5991287101578716,0.35895521133543495
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,False,False,False,935,748,187,0.507368008508893,0.8223611256646004,0.9089642025257482,0.8262159214732693,0.5028211525568562,0.7197848524061305,0.5180902337533151,0.46503343617892956,0.6849522171041474,0.46915953971588714
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,False,False,True,935,748,187,0.6075323862794191,0.7982947121012565,0.8952316249251878,0.8014396622661921,0.6326798754219902,0.7996511962171321,0.6394420356114903,0.4164042634497921,0.6465875356062964,0.4180754412014237
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,False,True,False,935,748,187,0.45631024634398826,0.6780390559862297,0.8266430755708378,0.6833387743892139,0.5557116622654117,0.7506279724846326,0.5634423530763905,0.33366321281966105,0.5844849292344475,0.3416226325021971
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,False,True,True,935,748,187,0.5865214885344315,0.7947427779700791,0.8935740564878218,0.798474594428101,0.6456411223044338,0.8106081072112294,0.657085503476572,0.41722838450682664,0.6461074793555959,0.41745487487924177
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,True,False,False,935,748,187,0.507368008508893,0.8223611256646004,0.9089642025257482,0.8262159214732693,0.5028211525568562,0.7197848524061305,0.5180902337533151,0.46503343617892956,0.6849522171041474,0.46915953971588714
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,True,False,True,935,748,187,0.6075323862794191,0.7982947121012565,0.8952316249251878,0.8014396622661921,0.6326798754219902,0.7996511962171321,0.6394420356114903,0.4164042634497921,0.6465875356062964,0.4180754412014237
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,True,True,False,935,748,187,0.45631024634398826,0.6780390559862297,0.8266430755708378,0.6833387743892139,0.5557116622654117,0.7506279724846326,0.5634423530763905,0.33366321281966105,0.5844849292344475,0.3416226325021971
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,10,25,True,True,True,935,748,187,0.5865214885344315,0.7947427779700791,0.8935740564878218,0.798474594428101,0.6456411223044338,0.8106081072112294,0.657085503476572,0.41722838450682664,0.6461074793555959,0.41745487487924177
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,False,False,False,916,732,184,0.45781318912869934,0.6663265084903719,0.8185063999420527,0.6699527267460994,0.4881262905294137,0.7039685427033758,0.4955717091159147,0.22768122448787464,0.49493031643331864,0.24495601812478493
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,False,False,True,916,732,184,0.5585253449272979,0.7683256953386925,0.8782435562470898,0.7713117440895353,0.6055953572399182,0.7843552552316169,0.6152131664094548,0.3381587821755926,0.5821852168560867,0.3389396267257687
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,False,True,False,916,732,184,0.451896231537273,0.6535408873706328,0.8111884146478103,0.6580266440588278,0.521360148599288,0.7272442890496902,0.5288842559553893,0.2556841696731662,0.5170797899177189,0.26737150914135227
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,False,True,True,916,732,184,0.5364142161845201,0.7593208545015844,0.8734071486358582,0.7628400472882202,0.6527885505153574,0.8093220908234005,0.6550022466947605,0.35247300783914615,0.5950330348296473,0.3540643125385803
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,True,False,False,916,732,184,0.45781318912869934,0.6663265084903719,0.8185063999420527,0.6699527267460994,0.4881262905294137,0.7039685427033758,0.4955717091159147,0.22768122448787464,0.49493031643331864,0.24495601812478493
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,True,False,True,916,732,184,0.5585253449272979,0.7683256953386925,0.8782435562470898,0.7713117440895353,0.6055953572399182,0.7843552552316169,0.6152131664094548,0.3381587821755926,0.5821852168560867,0.3389396267257687
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,True,True,False,916,732,184,0.451896231537273,0.6535408873706328,0.8111884146478103,0.6580266440588278,0.521360148599288,0.7272442890496902,0.5288842559553893,0.2556841696731662,0.5170797899177189,0.26737150914135227
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,10,True,True,True,916,732,184,0.5364142161845201,0.7593208545015844,0.8734071486358582,0.7628400472882202,0.6527885505153574,0.8093220908234005,0.6550022466947605,0.35247300783914615,0.5950330348296473,0.3540643125385803
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,False,False,False,935,748,187,0.5323848229757574,0.8221455474062535,0.9089165857750391,0.826129359896954,0.4984854911946033,0.724660609158484,0.5251329984659451,0.4580477846881822,0.6825104996253173,0.46582058209880023
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,False,False,True,935,748,187,0.6154167450899688,0.7997272888824614,0.8961251580696741,0.8030402989253983,0.622784811089174,0.7973843799720941,0.635821849423481,0.4150623989848141,0.6446325658755676,0.415551144987318
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,False,True,False,935,748,187,0.41892820113748747,0.5601847620660484,0.7522890626750223,0.5659388338204636,0.49928141419336725,0.713210502689359,0.5086692211464082,0.21656669010822016,0.4846751270201505,0.234909978751999
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,False,True,True,935,748,187,0.5534957330244418,0.7976639480707481,0.8952191621518343,0.8014173482838322,0.6537613378920222,0.8138519110255843,0.6623549330799956,0.4264143806886308,0.6532077397893584,0.4266803513207222
