,country,satellite,bands,num_features,points,month_range,cloud_limit,na_limit,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,True,False,False,935,748,187,0.5323848229757574,0.8221455474062535,0.9089165857750391,0.826129359896954,0.4984854911946033,0.724660609158484,0.5251329984659451,0.4580477846881822,0.6825104996253173,0.46582058209880023
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,True,False,True,935,748,187,0.6154167450899688,0.7997272888824614,0.8961251580696741,0.8030402989253983,0.622784811089174,0.7973843799720941,0.635821849423481,0.4150623989848141,0.6446325658755676,0.415551144987318
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,True,True,False,935,748,187,0.41892820113748747,0.5601847620660484,0.7522890626750223,0.5659388338204636,0.49928141419336725,0.713210502689359,0.5086692211464082,0.21656669010822016,0.4846751270201505,0.234909978751999
0,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,20,25,True,True,True,935,748,187,0.5534957330244418,0.7976639480707481,0.8952191621518343,0.8014173482838322,0.6537613378920222,0.8138519110255843,0.6623549330799956,0.4264143806886308,0.6532077397893584,0.4266803513207222
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,False,False,False,420,336,84,0.660153192479481,0.8274480560542647,0.9111928197390278,0.8302723547439603,0.5757776055485883,0.7608273941315825,0.5788583236610544,0.5467742108035951,0.7472738830410564,0.5584182562752583
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,False,False,True,420,336,84,0.7088722497051811,0.9478270403808832,0.9741658026388542,0.948999011031003,0.7357715859858748,0.8598755997826377,0.739386047101551,0.6796512032249975,0.8254581346814062,0.6813811321117065
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,False,True,False,420,336,84,0.6147651625135218,0.8014401303984723,0.8969748632371763,0.8045639052793512,0.5740316076035707,0.7741304177485767,0.5992779036835859,0.4190537905952151,0.6729187458759751,0.45281963855129514
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,False,True,True,420,336,84,0.7107492813748306,0.9424629551525759,0.9717073634335114,0.9442152001509062,0.6993934987179684,0.8559942963477857,0.7327262353799407,0.5864576371476672,0.7722611297236823,0.5963872524820981
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,True,False,False,420,336,84,0.6856825367887973,0.8399155658310011,0.9180294736613983,0.842778114511024,0.5770430864306546,0.762854070621951,0.5819463330644806,0.5363313533978702,0.7405072468911441,0.5483509826983018
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,True,False,True,420,336,84,0.7320556232054669,0.9522470796137829,0.9765654506737668,0.9536800794496572,0.6959335095145407,0.8354091061864283,0.697908374699207,0.6730469750418269,0.8216189779303578,0.6750577448953257
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,True,True,False,420,336,84,0.6147651625135218,0.8014401303984723,0.8969748632371763,0.8045639052793512,0.5740316076035707,0.7741304177485767,0.5992779036835859,0.4190537905952151,0.6729187458759751,0.45281963855129514
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,10,50,True,True,True,420,336,84,0.7107492813748306,0.9424629551525759,0.9717073634335114,0.9442152001509062,0.6993934987179684,0.8559942963477857,0.7327262353799407,0.5864576371476672,0.7722611297236823,0.5963872524820981
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,False,False,False,432,345,87,0.5811833423767929,0.7058732699346644,0.8419947158833199,0.7089551015754325,0.5963383693730022,0.776781183368757,0.6033890068357665,0.3919377107514803,0.6299188635397146,0.39679777464316557
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,False,False,True,432,345,87,0.7354619999480654,0.9056356204709258,0.9528153623738039,0.9078571147755233,0.8132361209445178,0.9053790412279051,0.8197112082947607,0.5621416389446743,0.7506846129883145,0.5635273881774154
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,False,True,False,432,345,87,0.4942835281330332,0.7710318793979544,0.880763519475902,0.7757443772395777,0.5255075980420609,0.7355839610015507,0.5410837636827308,0.3863713615365433,0.6442934799070069,0.41511408825068075
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,False,True,True,432,345,87,0.7031219830650262,0.9518991818227593,0.9758841760890288,0.9523499251409625,0.6490077173211914,0.8332876930458093,0.6943683793816069,0.6090298561128746,0.7804300880841603,0.6090711223870502
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,True,False,False,432,345,87,0.611470977565188,0.7900606916286308,0.889744684204367,0.7916456030699288,0.7024870835350253,0.838452039309926,0.7030018222229736,0.4692073449538112,0.6901250903031884,0.47627264026598387
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,True,False,True,432,345,87,0.7478563323960373,0.9063240341606925,0.9532646222613439,0.9087134400550627,0.8233044377902159,0.9108312372138047,0.8296135426844301,0.567988809491287,0.755191177417129,0.5703137144486696
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,True,True,False,432,345,87,0.4942835281330332,0.7710318793979544,0.880763519475902,0.7757443772395777,0.5255075980420609,0.7355839610015507,0.5410837636827308,0.3863713615365433,0.6442934799070069,0.41511408825068075
0,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,10,50,True,True,True,432,345,87,0.7031219830650262,0.9518991818227593,0.9758841760890288,0.9523499251409625,0.6490077173211914,0.8332876930458093,0.6943683793816069,0.6090298561128746,0.7804300880841603,0.6090711223870502
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,False,False,False,420,336,84,0.6096259395196162,0.8374517316774845,0.9164582809067667,0.8398957806425862,0.45629884893512274,0.7068587001878313,0.4996492220312303,0.5118886979910025,0.7594900535335368,0.5768251414163746
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,False,False,True,420,336,84,0.6989124010791377,0.964102912160241,0.9824633166352759,0.9652341685339864,0.6500298180635218,0.8189498318424743,0.6706788270748169,0.6918034835173078,0.8408695900298905,0.7070616674370361
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,False,True,False,420,336,84,0.46674472573921033,0.7064717749788569,0.8438800761533605,0.7121335829286015,0.5519771966775869,0.7446797826518381,0.5545479786903889,0.3891832158360866,0.6696308908751479,0.44840553001424427
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,False,True,True,420,336,84,0.584098622318756,0.9585879169388805,0.9800479951984304,0.9604940728924627,0.6663419780729316,0.8375684321473901,0.7015208785298371,0.6238480297845518,0.7974160812119129,0.635872406575364
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,True,False,False,420,336,84,0.6304334209506678,0.8405497788094067,0.9182288194930477,0.8431441649475959,0.48349816392771583,0.7280339184947127,0.530033386478766,0.49616962844676493,0.7536129304268976,0.567932448906616
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,True,False,True,420,336,84,0.6957079233817927,0.9620877413117853,0.9814222861591391,0.963189703769831,0.652255524035907,0.8213566276423301,0.6746267097719812,0.6798613809324164,0.8344330445975445,0.6962785059163278
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,True,True,False,420,336,84,0.46674472573921033,0.7064717749788569,0.8438800761533605,0.7121335829286015,0.5519771966775869,0.7446797826518381,0.5545479786903889,0.3891832158360866,0.6696308908751479,0.44840553001424427
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,10,50,True,True,True,420,336,84,0.584098622318756,0.9585879169388805,0.9800479951984304,0.9604940728924627,0.6663419780729316,0.8375684321473901,0.7015208785298371,0.6238480297845518,0.7974160812119129,0.635872406575364
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,False,False,False,432,345,87,0.47041508745444893,0.7687227035296225,0.8783699192119281,0.771533714976369,0.4478864604555669,0.7149619919496595,0.511170649932625,0.4256787830030354,0.6941716169002039,0.48187423370984345
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,False,False,True,432,345,87,0.7465086417146725,0.9667954558934331,0.9834640449897524,0.9672015277876057,0.7429672563986627,0.8761080042306354,0.767565235076987,0.7100319698662236,0.8437237778300704,0.7118698132758459
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,False,True,False,432,345,87,0.4861559510067469,0.767672182555921,0.8788843346523998,0.7724376736973915,0.37776240701427644,0.6273195117545629,0.3935297698279832,0.3612771533182897,0.6605374250215702,0.4363096898541265
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,False,True,True,432,345,87,0.7298498617406014,0.9276450641693421,0.9653992599207497,0.9319957310555312,0.6949654383391809,0.8380650031626481,0.7023529495260094,0.5774445684654426,0.7610549459773124,0.5792046307965298
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,True,False,False,432,345,87,0.4973894461825948,0.7685863979663285,0.8779846571514967,0.7708570581934311,0.44706025317263176,0.7092245270737141,0.5029994298029334,0.3824619219472015,0.6818145749838072,0.4648711146603496
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,True,False,True,432,345,87,0.7622791868874911,0.9676493748632528,0.9839008273186687,0.9680608379983607,0.7506289537539168,0.875236353533905,0.7660386745473269,0.7201316859944011,0.8493082515494514,0.7213245061499863
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,True,True,False,432,345,87,0.4861559510067469,0.767672182555921,0.8788843346523998,0.7724376736973915,0.37776240701427644,0.6273195117545629,0.3935297698279832,0.3612771533182897,0.6605374250215702,0.4363096898541265
0,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,10,50,True,True,True,432,345,87,0.7298498617406014,0.9276450641693421,0.9653992599207497,0.9319957310555312,0.6949654383391809,0.8380650031626481,0.7023529495260094,0.5774445684654426,0.7610549459773124,0.5792046307965298
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,False,False,False,402,321,81,0.6171022922769346,0.7717043831333426,0.8792121322922815,0.7730139735699403,0.49225050284554384,0.7138302953100115,0.5095536905023783,0.33088867221711527,0.6502756343375832,0.42285840061314617
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,False,False,True,402,321,81,0.7014753201481113,0.9271946413467543,0.9637594867529874,0.9288323483063817,0.6650695983008796,0.8204586663649474,0.673152423213348,0.5905494545416283,0.7739557415684679,0.5990074899067971
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,False,True,False,402,321,81,0.6171962869539931,0.7679820766424132,0.877154153301,0.7693994086531942,0.6192332494127729,0.7951802923051077,0.6323116972704365,0.3518906395606002,0.6551718692985516,0.42925017832015844
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,False,True,True,402,321,81,0.7276581747331872,0.9268606131296762,0.9636546202622631,0.9286302271528065,0.7341740198830831,0.8624742684323702,0.7438618637079522,0.5786030088512681,0.7649725729653243,0.5851830373891884
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,True,False,False,402,321,81,0.6171022922769346,0.7717043831333426,0.8792121322922815,0.7730139735699403,0.49225050284554384,0.7138302953100115,0.5095536905023783,0.33088867221711527,0.6502756343375832,0.42285840061314617
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,True,False,True,402,321,81,0.7014753201481113,0.9271946413467543,0.9637594867529874,0.9288323483063817,0.6650695983008796,0.8204586663649474,0.673152423213348,0.5905494545416283,0.7739557415684679,0.5990074899067971
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,True,True,False,402,321,81,0.6171962869539931,0.7679820766424132,0.877154153301,0.7693994086531942,0.6192332494127729,0.7951802923051077,0.6323116972704365,0.3518906395606002,0.6551718692985516,0.42925017832015844
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,10,50,True,True,True,402,321,81,0.7276581747331872,0.9268606131296762,0.9636546202622631,0.9286302271528065,0.7341740198830831,0.8624742684323702,0.7438618637079522,0.5786030088512681,0.7649725729653243,0.5851830373891884
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,False,False,False,432,345,87,0.5454230546361819,0.8561781386144923,0.927479230800329,0.8602177235659699,0.5348387278508944,0.745308678122968,0.5554850256854059,0.4217823810198609,0.672204333472108,0.4518586659386809
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,False,False,True,432,345,87,0.7229357855941269,0.91371656070222,0.9561844791917768,0.9142887582472495,0.7638599308068603,0.8753990530109557,0.766323502012478,0.5264023453899263,0.726287253630451,0.5274931747860631
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,False,True,False,432,345,87,0.3960922140569651,0.8583009090547362,0.9285000092366171,0.8621122671523981,0.5483126024855545,0.7520954162313337,0.565647515116183,0.4475780266673489,0.686648644543411,0.4714863610533036
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,False,True,True,432,345,87,0.6446295622126834,0.9187896395145736,0.9588235666065053,0.9193426318800194,0.6878647043838384,0.8374936252588668,0.7013955723492393,0.5027127047530471,0.7101187445647115,0.5042686313821619
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,True,False,False,432,345,87,0.5454230546361819,0.8561781386144923,0.927479230800329,0.8602177235659699,0.5348387278508944,0.745308678122968,0.5554850256854059,0.4217823810198609,0.672204333472108,0.4518586659386809
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,True,False,True,432,345,87,0.7229357855941269,0.91371656070222,0.9561844791917768,0.9142887582472495,0.7638599308068603,0.8753990530109557,0.766323502012478,0.5264023453899263,0.726287253630451,0.5274931747860631
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,True,True,False,432,345,87,0.3960922140569651,0.8583009090547362,0.9285000092366171,0.8621122671523981,0.5483126024855545,0.7520954162313337,0.565647515116183,0.4475780266673489,0.686648644543411,0.4714863610533036
0,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,10,50,True,True,True,432,345,87,0.6446295622126834,0.9187896395145736,0.9588235666065053,0.9193426318800194,0.6878647043838384,0.8374936252588668,0.7013955723492393,0.5027127047530471,0.7101187445647115,0.5042686313821619
