,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,False,False,False,402,321,81,0.6171022922769346,0.7717043831333426,0.8792121322922815,0.7730139735699403,0.49225050284554384,0.7138302953100115,0.5095536905023783,0.33088867221711527,0.6502756343375832,0.42285840061314617
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,False,False,True,402,321,81,0.7014753201481113,0.9271946413467543,0.9637594867529874,0.9288323483063817,0.6650695983008796,0.8204586663649474,0.673152423213348,0.5905494545416283,0.7739557415684679,0.5990074899067971
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,False,True,False,402,321,81,0.6171962869539931,0.7679820766424132,0.877154153301,0.7693994086531942,0.6192332494127729,0.7951802923051077,0.6323116972704365,0.3518906395606002,0.6551718692985516,0.42925017832015844
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,False,True,True,402,321,81,0.7276581747331872,0.9268606131296762,0.9636546202622631,0.9286302271528065,0.7341740198830831,0.8624742684323702,0.7438618637079522,0.5786030088512681,0.7649725729653243,0.5851830373891884
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,True,False,False,402,321,81,0.6171022922769346,0.7717043831333426,0.8792121322922815,0.7730139735699403,0.49225050284554384,0.7138302953100115,0.5095536905023783,0.33088867221711527,0.6502756343375832,0.42285840061314617
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,True,False,True,402,321,81,0.7014753201481113,0.9271946413467543,0.9637594867529874,0.9288323483063817,0.6650695983008796,0.8204586663649474,0.673152423213348,0.5905494545416283,0.7739557415684679,0.5990074899067971
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,True,True,False,402,321,81,0.6171962869539931,0.7679820766424132,0.877154153301,0.7693994086531942,0.6192332494127729,0.7951802923051077,0.6323116972704365,0.3518906395606002,0.6551718692985516,0.42925017832015844
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12]",False,True,True,True,402,321,81,0.7276581747331872,0.9268606131296762,0.9636546202622631,0.9286302271528065,0.7341740198830831,0.8624742684323702,0.7438618637079522,0.5786030088512681,0.7649725729653243,0.5851830373891884
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,False,False,False,402,321,81,0.43000032354272133,0.7629948276713885,0.8756482596420627,0.7667598746141733,0.2282799033041042,0.5413955263827427,0.29310911598724704,0.2590315025854739,0.5809868596806019,0.3375457311215274
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,False,False,True,402,321,81,0.6592881504401895,0.8766187726192389,0.9388397948777294,0.881420160446057,0.5998235608202572,0.7799539146332065,0.6083281089516632,0.38573131436673636,0.6233108038232094,0.3885163581627354
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,False,True,False,402,321,81,0.41337922193074794,0.610782721581427,0.7837227647226965,0.6142213719445871,0.4819778009887382,0.7183456395522669,0.5160204578637554,0.09956500930602696,0.4647383408330404,0.2159817254402472
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,False,True,True,402,321,81,0.7093759948900639,0.8708474186008016,0.936529802141216,0.8770880702986651,0.7310382895078131,0.8563850830890224,0.7333954105373918,0.37810892362554704,0.6149126719669952,0.37811759414558943
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,True,False,False,402,321,81,0.43000032354272133,0.7629948276713885,0.8756482596420627,0.7667598746141733,0.2282799033041042,0.5413955263827427,0.29310911598724704,0.2590315025854739,0.5809868596806019,0.3375457311215274
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,True,False,True,402,321,81,0.6592881504401895,0.8766187726192389,0.9388397948777294,0.881420160446057,0.5998235608202572,0.7799539146332065,0.6083281089516632,0.38573131436673636,0.6233108038232094,0.3885163581627354
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,True,True,False,402,321,81,0.41337922193074794,0.610782721581427,0.7837227647226965,0.6142213719445871,0.4819778009887382,0.7183456395522669,0.5160204578637554,0.09956500930602696,0.4647383408330404,0.2159817254402472
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"[4, 5, 6, 7, 8, 9]",True,True,True,True,402,321,81,0.7093759948900639,0.8708474186008016,0.936529802141216,0.8770880702986651,0.7310382895078131,0.8563850830890224,0.7333954105373918,0.37810892362554704,0.6149126719669952,0.37811759414558943
