country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,276,220,56,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.6188625633828495, 0.6188625633828495, 0.7312511164067393]]",0.7530738729073456,0.8781782897290088,0.7711971085513669,0.998886605036639,0.9994680661579579,0.9989364152695281,0.6015408430473228,0.8010218062895961,0.6416359341514472,-0.10573961022738088,0.36195731052563174,0.1310130946429486
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,276,220,56,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.6103086413612193, 0.615099262579166, 0.718204311148502]]",0.7440539639967441,0.8681479844381071,0.753680922883948,0.997355784889197,0.9987639248183802,0.9975293775186149,0.6806704054358648,0.8345696594207557,0.6965065164256761,-0.16722876647634788,0.2974261049418546,0.08846228790088312
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,288,230,58,"[[1.0, 10.0, 9.999999999999999e-05]]","[[0.5459892151626566, 0.5591018451818732, 0.6704163671491011]]",0.6836456944131515,0.8343664833973259,0.6961674286168201,0.9948779368464261,0.9975943358564812,0.9951944589329338,0.8470802372764368,0.9212336695269521,0.8486714738700936,-0.35565875262659596,0.24783793804415968,0.061423643533980735
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.5401266204604328, 0.6109338536417469, 0.7128622761434638]]",0.7219047142453547,0.8545165585525658,0.7301985488405206,0.9649575726319757,0.9828274765419153,0.965949848645749,0.8461004453895912,0.9199537792137724,0.8463149558897023,-0.22789137643161173,0.22653799120749443,0.05131946146032682
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,282,225,57,"[[10.0, 1.0, 1e-08]]","[[0.6330060094368111, 0.6330060094368111, 0.7757204931474747]]",0.7777231078434692,0.8848978947888495,0.7830442842017378,0.9972046479203706,0.9986632910361635,0.997328368863181,0.8350286220931774,0.915709542046959,0.8385239653958514,0.06370768589264275,0.42266535615260903,0.17864600329161184
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,282,225,57,"[[10.0, 1.0, 9.999999999999999e-06]]","[[0.6443964285774832, 0.6443964285774832, 0.7364916269442636]]",0.7375978947040673,0.862437448882873,0.7437983532355982,0.9969356627274664,0.9985399149084926,0.9970819616654596,0.819271636846927,0.906194840708351,0.8211890893264336,-0.09781387911500405,0.34200666779743616,0.11696856081790585
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,282,225,57,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.5763098924742407, 0.5946568453157176, 0.7595470123078227]]",0.761140553701703,0.8737229797777327,0.7633918453916804,0.9845778030737284,0.9926071802644502,0.9852690143125427,0.8420056056700682,0.9179375335949822,0.8426093155824391,-0.006828720893596207,0.3285512215850988,0.1079459052050607
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,282,225,57,"[[10.0, 10.0, 9.999999999999999e-06]]","[[0.6094737365936806, 0.6205986316224862, 0.7470700576961471]]",0.7478767507038555,0.8671497250397525,0.7519486456365184,0.9841773300566657,0.9924214950596849,0.9849004238565002,0.8407743491197212,0.9171569440135359,0.8411768599522481,-0.0577632058552322,0.31342303139194033,0.09823399660691322
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5467581515859605, 0.5467581515859605, 0.6978391266006972]]",0.7148219149311432,0.8526756424178131,0.7270557511726303,0.9981210896483378,0.9991139358344495,0.9982286567786045,0.8551384628702253,0.9252675236942511,0.8561199904032916,-0.23308296971773723,0.27477164023995676,0.07549945428015623
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5805875294323022, 0.5892163522329552, 0.7203737826011632]]",0.7315108033608212,0.8575860338905615,0.7354538055241434,0.9704326821611744,0.9856811913538588,0.9715674109887624,0.8541891727540607,0.9254305400685294,0.85642168449153,-0.1987976256915176,0.21929442097863955,0.048090043072356786
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,288,230,58,"[[1.0, 1.0, 9.999999999999999e-06]]","[[0.5639111980624955, 0.5639111980624955, 0.7026488341042402]]",0.720880210119609,0.8544495064544455,0.7300839590802455,0.9979894872262993,0.9990497654539092,0.998100433853511,0.8398310051196143,0.9174495232824572,0.841713627771208,-0.2055530264404677,0.2743039868892935,0.07524267722336171
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,288,230,58,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5866471043719375, 0.5908558649176575, 0.7197472795742316]]",0.7311489131669943,0.857288982456697,0.734944399441639,0.9705500866325406,0.9857438175987587,0.971690873934175,0.8536030455687955,0.9250652286715909,0.8557456772972227,-0.20063497471781644,0.21329447080406766,0.04549453127558727
ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,True,648,518,130,"[[100000000.0, 10.0, 9.999999999999999e-05]]","[[0.4837875212802872, 0.5080601210129518, 0.8042942815898029]]",0.8041075595387687,0.8971414760951104,0.8048628281301136,0.8916844133011199,0.9446608624201668,0.8923841449884132,0.7822498845565822,0.8905114606069561,0.7930106614723342,0.07070290207243646,0.33768838827409353,0.11403344757515495
ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,True,376,300,76,"[[10.0, 10.0, 1e-08]]","[[0.5170055785790767, 0.6252339816046975, 0.7312654406464956]]",0.7368758386992897,0.8634998623617588,0.7456320122987764,0.9354876473243331,0.9677198950049841,0.9364817951884575,0.8392908010812231,0.9211089903679458,0.8484417721366565,-0.10408569766952258,0.26073287439035125,0.06798163178785468
ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,"[[1.0, 10.0, 1e-08]]","[[0.5101061685283576, 0.5795652574457745, 0.7058438012733517]]",0.7103326870598443,0.855251145677311,0.731454522182353,0.9693362300117488,0.9849203607182198,0.9700681169573081,0.8069641094988411,0.9013405097874244,0.8124147145838542,-0.1712874072835069,0.29217832677436517,0.08536817463666771
ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[10.0, 1.0, 9.999999999999999e-05]]","[[0.6481386556010825, 0.6481386556010825, 0.7580762705682871]]",0.7646699377665372,0.8782038311621726,0.7712419690679178,0.9756611772404336,0.9880732533103691,0.9762887539073368,0.7270289334082192,0.8561630260551223,0.733015127183864,-0.04705814316092827,0.4036914098150705,0.1629667543584792
ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,True,639,511,128,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6431787308779928, 0.64469577100705, 0.790287308274104]]",0.7937472660475775,0.891902012271579,0.7954891994940918,0.9387649295424807,0.9693574438305044,0.9396538539096094,0.768224797847598,0.8780595892005564,0.7709886421870499,0.059829787481682994,0.38641860691503443,0.1493193397701559
ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,True,648,518,130,"[[10.0, 1.0, 9.999999999999999e-05]]","[[0.6307818452452538, 0.6307818452452538, 0.8056859347550172]]",0.8083042779976303,0.9009313529617949,0.8116773027495703,0.9575405457320397,0.9788617198919725,0.9581702666698704,0.8015580436987781,0.9036145185129945,0.8165191980674708,0.12375826233161868,0.48860174790518696,0.23873166805600388
ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[10.0, 1.0, 9.999999999999999e-05]]","[[0.6218356207924619, 0.6218356207924618, 0.8020330667886448]]",0.8047871282290715,0.8992966562024219,0.8087344758568571,0.9568458285164084,0.9785196802608298,0.9575007646577566,0.7971522032564933,0.9011362070070106,0.8120464635789818,0.11242676971933774,0.4806811127701066,0.23105433217390794
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,426,340,86,"[[10.0, 10.0, 0.001]]","[[0.6404221673836241, 0.6616631956115203, 0.7786768788354083]]",0.7888115134450309,0.8883300377460532,0.7891302559619043,0.9561370069746299,0.9792521436498841,0.9589347608428933,0.8655379870080379,0.9307278628595929,0.8662543547031851,0.16093109615076895,0.4697147380226831,0.22063193511571783
ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,426,340,86,"[[100.0, 10.0, 0.001]]","[[0.5918386328166474, 0.6297544375155688, 0.7756686458539315]]",0.7868202432536621,0.8870942951590561,0.7869362885037426,0.9456795748426433,0.9740592924517786,0.9487915052116596,0.833744540746818,0.9145930136954501,0.8364803807005258,0.13199864696582975,0.4610338305078401,0.2125521928727318
