,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,reg_param,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
1953,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.659328988234513,0.9383930345186438,0.9708896099390871,0.9426266346876727,0.733953940768655,0.8574815747410564,0.7352746510204018,0.6447180498903136,0.8058430780481483,0.6493830664381139
1954,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6188893523017229,0.9428009565899899,0.9731909212323915,0.9471005691691508,0.7797464282667996,0.8903686621178868,0.7927563544815956,0.6876462126149085,0.829849549680142,0.6886502751043345
1955,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6233124850499762,0.9373018917801691,0.970976464383486,0.942795294386655,0.7565351667810376,0.8701774319540209,0.7572087630820946,0.6657940108040943,0.8193958392378848,0.6714095413603576
1956,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.5975555452878463,0.9230865625879767,0.9638264963127858,0.9289615149945806,0.7582354556444773,0.8729149368285645,0.7619804869384167,0.6379984773900504,0.8025998676854106,0.6441665476086386
1957,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,276,220,56,10000.0,0.6663319835927953,0.8801669556734749,0.9455205063242099,0.8940090278795902,0.582784527083797,0.778708865287823,0.6063874968778489,0.576190384960794,0.7592784968095352,0.5765038357173473
1958,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,426,340,86,1000.0,0.621621456272627,0.9616733507253943,0.9828674959540146,0.9660285146029148,0.6511255841735029,0.8104590343343988,0.6568438463342462,0.7143838356768257,0.8491675158723601,0.7210854700128349
1959,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6513866419686328,0.9656369454618934,0.9844027119637279,0.9690486993215421,0.7897975200892078,0.8951606859338845,0.8013126536416226,0.7448520926017608,0.8632682306520193,0.745232038053068
1960,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6466350064823401,0.9318009590508677,0.9682848917742831,0.9375756316383351,0.7718691227757595,0.8822546982846341,0.7783733526453107,0.6770017881371221,0.8253340462059447,0.6811762878266765
1961,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,420,336,84,10000.0,0.6521073312690169,0.8739693628880708,0.9402720725536993,0.8841115704244291,0.5499805819924327,0.7472826792456531,0.5584314027005616,0.633472121561816,0.7960804356384907,0.6337440600063692
1962,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,10000.0,0.6376054058826967,0.8356513882651948,0.922332573586402,0.8506973762985156,0.6554154504496541,0.8224427344394758,0.6764120514322821,0.5530401983732735,0.7461712624689253,0.5567715529344698
1963,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,10000.0,0.6422803444439273,0.8396359712653215,0.9246252280323993,0.8549318123139664,0.6612462658340419,0.826597367191714,0.6832632074482732,0.5552638702236543,0.7479541265552342,0.5594353754310033
1964,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,426,340,86,1000.0,0.6773357359191896,0.9628830338030275,0.9828300763484871,0.9659549589751729,0.652707678855686,0.8121039307055528,0.6595127942674093,0.7264393528109829,0.8585878007881357,0.7371730116622074
1965,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6217009767311064,0.9438829904908314,0.9738246949338968,0.9483345364630972,0.7566070612339377,0.8720188681112921,0.7604169063420991,0.6997659305994268,0.8390632838232471,0.704027194260251
1966,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,426,340,86,1000.0,0.6031992419342609,0.9575173431089192,0.980815887770307,0.9619998057026555,0.6197477043770938,0.7936157216444284,0.6298259136412069,0.6953590460574359,0.8400494405115082,0.7056830625036979
1967,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,426,340,86,1000.0,0.6243347573067689,0.9629818090880473,0.9831987281788599,0.9666797390925276,0.6507019798131248,0.8133447587667374,0.6615296966133223,0.7259539567975546,0.8559093204319204,0.7325807648022318
1968,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6531390193573966,0.966831754970958,0.9850320354382428,0.9702881108396076,0.790521037980257,0.8961890442011919,0.803154802946246,0.7488685417582142,0.8656392247629916,0.749331267448273
1969,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,1000.0,0.6386719567436526,0.9666215252146262,0.9849912976090086,0.9702078563654786,0.6782747208102449,0.8287299446394062,0.6867933211420333,0.7415562009390889,0.8637022999332046,0.7459816629099073
1970,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,1000.0,0.6233124850499762,0.9373018917801691,0.970976464383486,0.942795294386655,0.7565351667810376,0.8701774319540209,0.7572087630820946,0.6657940108040943,0.8193958392378848,0.6714095413603576
1971,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.5633164898114996,0.9104404028667299,0.9571635250171328,0.9161620136232234,0.7320400398866497,0.856765605854913,0.7340473033759362,0.6104704751012504,0.7888297259772621,0.6222523365853624
1972,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,426,340,86,1000.0,0.6900409189784121,0.9662292933058834,0.9844955247528161,0.9692314382583227,0.6784500826989439,0.8261956330897293,0.6825992241365386,0.7406784887514251,0.8650664565694992,0.7483399742817093
1973,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,1000.0,0.6681000499903875,0.9664040230210438,0.98472501981158,0.9696833646429166,0.7037219246277228,0.8437126633671254,0.7118510583260482,0.7638785891534211,0.8754177982847366,0.7663563215536958
1974,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,490,392,98,1000.0,0.6526171070683988,0.9564157063873182,0.9796224066713295,0.9596600596525277,0.6571320124302935,0.8108778326900034,0.657522859548037,0.6677970905430327,0.8207202932579166,0.6735817997653607
1975,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,False,False,True,490,392,98,1000.0,0.6616271955175913,0.9569899816684797,0.9798873365734875,0.9601791923770832,0.6580406425300368,0.8115216967701644,0.6585674643287266,0.6666032247110952,0.8201753429061471,0.6726875931112161
1976,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,426,340,86,1000.0,0.6585476680729457,0.9630502848601348,0.9830614598364086,0.9664098338156908,0.6765918038382882,0.8288911499742759,0.6870605385056776,0.7510021929575382,0.8689111199850371,0.7550065344336516
1977,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,1000.0,0.6450667873088809,0.9466512927510555,0.9752166663164842,0.9510475462614368,0.7181304391031842,0.8485706425084523,0.7200721353272075,0.6572322279370459,0.8128580789401836,0.6607382564983257
1978,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.5959628209040917,0.9277878733954863,0.9660555050752418,0.9332632388861807,0.7336672716121391,0.8568668628839774,0.7342208207086289,0.6452392280817456,0.8092713180095247,0.6549200661528732
1979,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6164579601807664,0.9205420239350866,0.9624478822753177,0.9263059260962438,0.7453137821546223,0.8653380295833346,0.7488099054431681,0.6525294036284044,0.8129605265168894,0.6609048176746181
1980,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,490,392,98,10000.0,0.6379687328883198,0.8261045028545211,0.9171518279560088,0.8411674755230484,0.6467295785727738,0.8083893594516044,0.6534933564745753,0.5546374459995356,0.7450601208253562,0.5551145836442944
1981,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6397423394301142,0.9642758312091289,0.9837971972886925,0.9678569253930867,0.7809124166957453,0.8900656938230975,0.792216939320792,0.7396176020096981,0.8605790785673836,0.740596350467887
1982,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,497,397,100,1000.0,0.6151325665839152,0.9215351166365147,0.9631009766273632,0.9275634911805807,0.6466802777134255,0.8068168665617198,0.650953456168472,0.5479548595137602,0.7494888500445436,0.5617335363410924
1983,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,497,397,100,1000.0,0.5920323628800468,0.9103118853662879,0.9571798811767858,0.9161933249296057,0.604120780492337,0.7818056882902321,0.6112201342429636,0.5112277234158206,0.7312302292600223,0.5346976481836648
1984,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,1000.0,0.6281495098313126,0.9405078768136255,0.9720880973119339,0.9449552689355359,0.6921088978448422,0.8323828485288054,0.6928612065249282,0.6348658175144348,0.800900057679567,0.6414409023911337
1985,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,497,397,100,1000.0,0.5958973004789089,0.9159831059077025,0.9599870774515828,0.9215751888740313,0.6868215525292578,0.8287546984489624,0.6868343502012306,0.5608127583303721,0.7544476464877774,0.5691912512909464
1986,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,1000.0,0.6378321751055618,0.9629110452359332,0.983075089066392,0.9664366307428944,0.7804535656707146,0.8893029028124938,0.7908596529507278,0.7358373024327454,0.8582986832517553,0.736676629671697
1987,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,1000.0,0.5968024190823799,0.9197243329767701,0.9623186368119234,0.9260571587555586,0.6512840225392409,0.8085578323237188,0.653765768212031,0.5511875256716516,0.7539570887573513,0.5684512916874606
