,country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,reg_param,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
39,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,504,403,101,1.0,0.6790514617200166,0.911794202391286,0.9576570567637963,0.917107038369497,0.7669762431652766,0.8792307953728253,0.773046791531931,0.5622352917311079,0.751443905679748,0.5646679433832339
40,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,True,False,936,748,188,1.0,0.5273782623997283,0.7197673816704698,0.8514656798433721,0.7249938039511358,0.4547884493217055,0.6796625534059558,0.46194118650230376,0.35651964900621735,0.6054388937821891,0.36655625410420084
41,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,True,True,936,748,188,1.0,0.6351695972533349,0.8175859772804328,0.9059861863252021,0.8208109698120838,0.5639173022348438,0.7557859431515652,0.571212391865501,0.4388922639522832,0.6628019588910254,0.4393064367097806
42,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,504,403,101,1.0,0.3192400832933255,0.5885933803140768,0.7703005354374431,0.5933629148952116,0.44375164828796054,0.6676014210493589,0.4456916573871234,0.07911275656564198,0.4582216142431197,0.2099670477595704
43,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,504,403,101,1.0,0.6404716171954008,0.8595615024742304,0.9305248478124795,0.865876492396438,0.7600354029359933,0.8718843251576048,0.760182276455532,0.363549758913556,0.6064263496312353,0.36775291752706524
44,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,False,497,397,100,10.0,0.5636810509254734,0.7827184017924478,0.886099621708241,0.7851725395914878,0.7006145378010211,0.8380031050810743,0.7022492041255222,0.4026590595285674,0.6501677641457089,0.4227181215342301
45,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,497,397,100,10.0,0.6247084242879286,0.8372607583522489,0.917655259698154,0.8420911756516865,0.7565991604074378,0.8716901467353001,0.759843711915409,0.44538713859959134,0.6741475022044319,0.4544748547284745
46,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,False,False,376,300,76,1000.0,0.5273181645095588,0.6462652373824904,0.8082640402923875,0.6532907588297743,0.5196798947189105,0.7326454564845216,0.536769364907413,0.18252498484381818,0.48010337147742455,0.2304992473039899
47,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,False,True,376,300,76,1000.0,0.5291378987206878,0.6484178103084637,0.8097232138707227,0.6556516830811321,0.5221272808895647,0.7344500623603062,0.5394168941010576,0.1836788533960524,0.48068019864120076,0.23105345336574423
48,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,False,False,504,403,101,1.0,0.3192400832933255,0.5885933803140768,0.7703005354374431,0.5933629148952116,0.44375164828796054,0.6676014210493589,0.4456916573871234,0.07911275656564198,0.4582216142431197,0.2099670477595704
49,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,False,True,504,403,101,1.0,0.6404716171954008,0.8595615024742304,0.9305248478124795,0.865876492396438,0.7600354029359933,0.8718843251576048,0.760182276455532,0.363549758913556,0.6064263496312353,0.36775291752706524
50,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,False,497,397,100,100.0,0.48767419385629535,0.7011220839328598,0.8411757802421428,0.7075766932659777,0.6392983261483215,0.8067234653090302,0.65080274948021,0.4174079179060153,0.6683015050837021,0.44662690169714153
51,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,497,397,100,1.0,0.5730887596187785,0.9560975988689748,0.9785744786568047,0.9576080102784371,0.7598905920827198,0.8721151141838557,0.7605847723879197,0.6555018778856422,0.8168230584662759,0.6671999088422012
52,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,False,504,403,101,0.1,0.5764566619725627,0.8191306770430462,0.9067564152679779,0.8222071966296336,0.5343568149246971,0.7313692269338864,0.5349009461058706,0.36883937154852164,0.6465305699111529,0.41800177782964015
53,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,504,403,101,1.0,0.7527205492746345,0.8884947286841424,0.9446625144189834,0.892387266148396,0.7822240896740227,0.8869230397426581,0.7866324784263566,0.47778355806109485,0.6918855622826398,0.4787056312951646
54,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,504,403,101,1.0,0.3112687699697781,0.5847497472533487,0.7680918053699823,0.5899650214765189,0.39915883511510775,0.6356087184937217,0.40399844302523114,0.05151959820693208,0.44239412316770166,0.1957125602133196
55,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,504,403,101,1.0,0.6300471837154689,0.8568065901528211,0.929186997758562,0.8633884768035698,0.7481196291014733,0.8650328102607179,0.7482817628275551,0.34893386231801915,0.5951360430451357,0.3541869097314216
56,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,True,False,504,403,101,1.0,0.3112687699697781,0.5847497472533487,0.7680918053699823,0.5899650214765189,0.39915883511510775,0.6356087184937217,0.40399844302523114,0.05151959820693208,0.44239412316770166,0.1957125602133196
57,ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,False,True,True,504,403,101,1.0,0.6300471837154689,0.8568065901528211,0.929186997758562,0.8633884768035698,0.7481196291014733,0.8650328102607179,0.7482817628275551,0.34893386231801915,0.5951360430451357,0.3541869097314216
58,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,0.01,0.5543933180335919,0.8678720038006351,0.9331645155663808,0.8707960131122382,0.6237954323242598,0.7986163746931588,0.6377881139280438,0.44747012913511486,0.6953070927577089,0.48345195323917717
59,ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,1.0,0.6892091677350367,0.8562378298686979,0.9277401880667538,0.8607018565541358,0.8074792044477336,0.898805165204342,0.8078507249980045,0.3786215004662953,0.6171134821576844,0.3808290498607826
60,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,False,504,403,101,10.0,0.33073731288419694,0.5939971263640573,0.7736185327125006,0.5984856341562423,0.21488848673494154,0.4811189097555825,0.23147540532440036,0.1813349055283806,0.560827933631551,0.31452797114143544
61,ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,504,403,101,1.0,0.6765875689273105,0.9124171575363791,0.9581153882939489,0.9179850972856646,0.7672759710220616,0.8794313116948939,0.7733994319894015,0.5648858845413823,0.753148859268551,0.5672332042175197
62,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,False,490,392,98,1.0,0.6511446312581852,0.8693512009967742,0.9332459524302666,0.8709480077274755,0.7726049001031086,0.8792538708459221,0.7730873693975374,0.5284980171541638,0.7340937800135088,0.5388936778545218
63,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,490,392,98,1.0,0.7220850281283802,0.9269085573721542,0.9635439235368535,0.9284168925847938,0.7872069872442674,0.8876099181667307,0.7878513668279504,0.5895068805080617,0.7681477438714529,0.5900509564148032
64,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,False,False,936,748,188,1.0,0.5351288961328728,0.7250619011405776,0.8544063395972716,0.7300101931440083,0.4413457943782412,0.6708912719453721,0.4500950987724793,0.3518617229287986,0.6027616965614576,0.3633216628416467
65,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,False,False,True,936,748,188,1.0,0.6362139236821029,0.8159494689529225,0.9050176655635414,0.819056974982082,0.564860643889179,0.7554472509811773,0.5707005490150179,0.4360004270221236,0.6606686308259472,0.4364830397574317
66,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,False,376,300,76,1000.0,0.5337467998603646,0.6514613446362674,0.8112289811465008,0.6580924598519897,0.5287125889500512,0.7392267525168288,0.5464561916365769,0.179744903273247,0.4806269832895895,0.23100229706605138
67,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,True,376,300,76,1000.0,0.5354931579629209,0.6535327598826264,0.8126237119543213,0.6603572972304197,0.5311199789643258,0.7410003445259553,0.5490815105875845,0.18095540253352915,0.4812194752202697,0.23157218333127177
68,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,False,497,397,100,10.0,0.5466525189312904,0.7503960132622483,0.8681596961364222,0.7537012579956849,0.6943518715812841,0.8394915736775277,0.7047461022755719,0.357389028787065,0.628940519317049,0.39556617683879924
69,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,10.0,0.6237613084970962,0.8184027901070509,0.9083600930034841,0.8251180585612983,0.7483986619394375,0.8733635317342159,0.7627638585632627,0.40779221302131086,0.6543462925681771,0.4281690705977184
70,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,False,384,307,77,100.0,0.517610193865299,0.7575478627961313,0.8727400029498089,0.7616751127488325,0.702441706556491,0.8422783247853503,0.709432776403216,0.2798378675161237,0.5566288131341988,0.30983563561118677
71,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,True,384,307,77,10.0,0.553435045065559,0.8689272619661149,0.9335502227369897,0.8715160183722831,0.5812288164311822,0.7885850058756646,0.621866311491922,0.3074232596982889,0.6027670627444469,0.363328131929568
72,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,False,648,518,130,0.1,0.564539290136729,0.8972913113973162,0.9485248756521002,0.8996994397308321,0.5814571204207337,0.7990335993734657,0.6384546929277162,0.3989354058630932,0.670944026865109,0.4501658871859681
73,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,1.0,0.7375632236950471,0.9098554026579838,0.955311097490722,0.9126192929889276,0.7456404193556123,0.8715274379972372,0.7595600751820282,0.4577912927420358,0.6774321799510532,0.45891435843323614
74,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,497,397,100,1.0,0.5075228396979915,0.7831876938801482,0.8868363187225291,0.7864786562053272,0.6805152394242169,0.8262256170515577,0.6826487702722274,0.38477318723589327,0.6423620535080886,0.4126290077871285
75,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,497,397,100,1.0,0.6776837786905433,0.8993792258413669,0.9498692089821108,0.9022515141723009,0.8282572908256134,0.9116005460783013,0.8310155556102572,0.5394717714951303,0.7347874008063647,0.5399125243837732
76,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,497,397,100,10.0,0.5170089173984105,0.6898953530159272,0.8319884437643975,0.6922047705575041,0.700895098566608,0.8456454724303129,0.715116265041887,0.2807657108984699,0.5815100948510219,0.33815399041364447
77,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,497,397,100,1.0,0.6673317169775042,0.9039439639128679,0.9524499553212564,0.9071609173914633,0.8137110384610847,0.9027372277641003,0.814934502391213,0.5405004947624195,0.7362208432666083,0.5420211300601958
78,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,100.0,0.4416762752411434,0.6817613420824133,0.8287703052641865,0.6868602188876929,0.6312076740097949,0.8013965395667647,0.6422364136295851,0.4077642171479886,0.6681589544735764,0.44643638844322275
79,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,497,397,100,1.0,0.5192741805229407,0.9531977217881931,0.977308011024248,0.9551309484121717,0.8011191354631538,0.8952434660275587,0.8014608634650365,0.689935030848991,0.8335388856205541,0.6947870738415552
80,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,1.0,0.5101905618775217,0.7860161847609362,0.8884839873618235,0.7894037957983651,0.7433797149440071,0.8646526792601904,0.7476242557518257,0.4244461312976463,0.6661076403614137,0.4436993885478504
81,ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,1.0,0.6745869204497845,0.9020252100852346,0.9512544899473185,0.9048851046449331,0.8479801448837534,0.921904702381538,0.8499082802731921,0.5567116139909838,0.7462906857772588,0.5569497876778912
82,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,False,376,300,76,1000.0,0.5273181645095588,0.6462652373824904,0.8082640402923875,0.6532907588297743,0.5196798947189105,0.7326454564845216,0.536769364907413,0.18252498484381818,0.48010337147742455,0.2304992473039899
83,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,True,376,300,76,1000.0,0.5291378987206878,0.6484178103084637,0.8097232138707227,0.6556516830811321,0.5221272808895647,0.7344500623603062,0.5394168941010576,0.1836788533960524,0.48068019864120076,0.23105345336574423
84,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,True,False,376,300,76,1000.0,0.5337467998603646,0.6514613446362674,0.8112289811465008,0.6580924598519897,0.5287125889500512,0.7392267525168288,0.5464561916365769,0.179744903273247,0.4806269832895895,0.23100229706605138
85,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,False,True,True,376,300,76,1000.0,0.5354931579629209,0.6535327598826264,0.8126237119543213,0.6603572972304197,0.5311199789643258,0.7410003445259553,0.5490815105875845,0.18095540253352915,0.4812194752202697,0.23157218333127177
86,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,False,923,738,185,10.0,0.5215122724958665,0.7326502100975442,0.8585701716840453,0.737142739705571,0.43171123645729903,0.6677179363462138,0.44584724251844643,0.3138640687134555,0.5675166378971189,0.3220751342900496
87,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,923,738,185,10.0,0.5723964178018262,0.7755960249601841,0.8840168821834485,0.7814858479853452,0.494508876738581,0.708246465050943,0.5016130552571566,0.35199800181810137,0.5948684801194952,0.3538685086396783
88,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,False,384,307,77,100.0,0.4997986019658667,0.7668496080639785,0.8778417434397896,0.7706061265254094,0.6569630403484144,0.8171643907661418,0.6677576415361997,0.28358150332592924,0.5667065739160637,0.321156340919683
89,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,True,384,307,77,10.0,0.5228728971444812,0.8731573648190537,0.9357387158161686,0.8756069442772924,0.6332217306133753,0.8085562709182763,0.653763243241269,0.3749423272994339,0.6367049432803404,0.40539318479762154
90,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,490,392,98,10.0,0.5428115116110697,0.7498953634943599,0.867253143212293,0.7521280144116019,0.6260507805781022,0.7968473295323666,0.634965666582864,0.32183363946154164,0.6260479105394496,0.3919359862908107
91,ZMB,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,490,392,98,1.0,0.6582795434044886,0.9190740607408313,0.959716319519963,0.9210554139529437,0.7777691501119,0.8828420184206089,0.7794100294889749,0.5780018396784985,0.7627052892740085,0.581719358286549
92,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,False,936,748,188,1.0,0.5351288961328728,0.7250619011405776,0.8544063395972716,0.7300101931440083,0.4413457943782412,0.6708912719453721,0.4500950987724793,0.3518617229287986,0.6027616965614576,0.3633216628416467
93,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,True,936,748,188,1.0,0.6362139236821029,0.8159494689529225,0.9050176655635414,0.819056974982082,0.564860643889179,0.7554472509811773,0.5707005490150179,0.4360004270221236,0.6606686308259472,0.4364830397574317
