split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6386569600237872, 0.659573502542745, 0.7755050616112286]]",0.7819745795421797,0.8855047716006166,0.7841187005274601,0.9617022149445882,0.9812137616888199,0.9627804461275242,0.8676893730320943,0.9390109491992629,0.8817415627161006,0.1214607139983912,0.44555212073520845,0.19851669229164176,0.446798567951913,0.6866944086849841,0.47154921091922
1,116739,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999997e-06]]","[[0.6747954131324102, 0.7022997913866724, 0.7923923289137533]]",0.8031094847984165,0.8974184792881607,0.8053599269678748,0.9642417385959324,0.9823194024802959,0.9649514084892457,0.7945944036863563,0.895293859168967,0.8015510942656621,0.11753819830623213,0.45926034209847966,0.21092006182441256,0.6542592989796076,0.8090853448031043,0.6546190951751583
2,26225,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[100.0, 1.0, 0.0009999999999999998]]","[[0.7135584182586003, 0.7135584182586003, 0.767921300054469]]",0.7695999923082232,0.8785877371383606,0.771916411849905,0.9860236692869216,0.9933940068593103,0.9868316528639955,0.7646317259267421,0.8749591817415813,0.7655535697138974,0.0318805902728484,0.4726118206039014,0.22336193297453427,0.5861883070264091,0.7662207657180199,0.5870942618175087
3,777572,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6639479621008731, 0.6858357289258041, 0.7909463373072725]]",0.794528069241186,0.892927633798235,0.7973197592005149,0.9621687980725107,0.9814077815762818,0.963161233738479,0.8563976320421682,0.9261034945640476,0.8576676826437409,0.182039201553728,0.5088341915186927,0.25891223445848166,0.4678863108199077,0.6901637655918345,0.47632602333590063
4,288389,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.7016702772590376, 0.7172879962550877, 0.814990493599244]]",0.8165125674736077,0.9042534842155143,0.8176743637158974,0.9655426784848943,0.9830960903387682,0.9664779228393715,0.8081575453632949,0.9052554389276676,0.8194874097081241,0.2292055277425511,0.5242270540725702,0.27481400422160546,0.431910186617507,0.6877330267260969,0.4729767160498384
5,256787,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999997e-06]]","[[0.7107609951213982, 0.7122714071578301, 0.8187067248807871]]",0.8226514398823109,0.908522487813828,0.8254131108634274,0.9662777910947391,0.9833368028239137,0.9669512677879565,0.8018240013850857,0.8995722247840987,0.809230187603013,0.18785352811032852,0.5006817501078898,0.25068221489109943,0.2815106448482668,0.543389994592611,0.2952726862233577
6,234053,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6716671778828415, 0.6902434656636341, 0.7899285125793571]]",0.7962749067600305,0.8934598836488437,0.7982705636898052,0.9649507694921118,0.9828545646979956,0.9660030953476864,0.8346120312279436,0.916010625959215,0.8390754668701929,0.21176472425977566,0.5173364643226077,0.26763701731781675,0.5672718316577168,0.7631090120220643,0.582335364229291
7,146316,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.7119769610768133, 0.7218282012729315, 0.8118168137799845]]",0.8134038078536153,0.9019561096581459,0.8135248237496573,0.9520497417469164,0.9772341242158538,0.9549865335319268,0.7935789097072842,0.8917296138641289,0.7951817042422683,0.22102694547138113,0.5108717942125327,0.26098999012193236,0.04030763067571608,0.33023601179848683,0.10905582348857033
8,772246,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.7123649868134845, 0.7155747213129138, 0.7769174751022971]]",0.7734172249138866,0.8795914146502407,0.7736810567264117,0.958224276535633,0.980141927971259,0.9606781989672166,0.8521213949773376,0.9314665617263629,0.8676299556143322,0.11583813892960215,0.46108175656146333,0.21259638623380453,0.44431239935630873,0.6665703501993842,0.4443160317649296
9,107473,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6629471541138952, 0.696875363540108, 0.7826700302756426]]",0.7926130994463472,0.8916242306593067,0.7949937686988007,0.9614734230498768,0.9810408052420321,0.9624410615499347,0.8588441072254724,0.9277382798607641,0.8606983159190094,0.10901860894361737,0.4466326533321699,0.19948072702253425,0.5750383226311611,0.7775800638435708,0.6046307556869717
