split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 1.0, 0.0009999999999999998]]","[[0.7248688890865885, 0.7248688890865885, 0.7745397266193834]]",0.786144885624225,0.8877287780449632,0.7880623833692035,0.986494005688795,0.9936265476405276,0.9872937161760337,0.7607018388042721,0.8756064763120253,0.7666867013595613,0.11783853834483549,0.5192274548520164,0.2695971498721027,0.2934005561050692,0.5612897093632242,0.3150461378370527
1,116739,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6617008322561906, 0.6779886662397633, 0.7844137680009746]]",0.7901722517468281,0.8926744295599751,0.796867637190227,0.9746773607546884,0.9876335321415103,0.9754199938103156,0.8175644274221886,0.9046019871906938,0.8183047552293522,0.13207155983276686,0.49404027124617084,0.24407578961299006,0.5113069327274375,0.7223827479983874,0.5218368346057017
2,26225,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.6932643257775812, 0.7046503045475434, 0.7850366802291328]]",0.7912497111625125,0.8895293790678882,0.7912625162249027,0.957485903063939,0.9800492457739157,0.960496524142021,0.852632623719425,0.9326981887308181,0.8699259112617488,0.1255361618831784,0.4526675804063178,0.2049079383509102,0.42161382261450686,0.6687572771532494,0.447236295745428
3,777572,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 1.0, 0.0009999999999999998]]","[[0.7054641075845971, 0.7054641075845971, 0.7735771485648792]]",0.7766429696934583,0.8816743421472649,0.7773496456008123,0.9870234986513303,0.9939016255556059,0.9878404412820758,0.8117431300687349,0.913001063544419,0.8335709420332402,0.14601060033239877,0.5236749453570585,0.2742354483947182,0.1318491269679669,0.5647329711879293,0.3189233287467466
4,288389,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.6696223771669008, 0.7024409179474409, 0.7777992892585325]]",0.7832299329424752,0.8853843909799501,0.7839055197909373,0.9711028267601023,0.9865125862492092,0.9732070828281035,0.841769277953723,0.91980065552922,0.8460332459119828,-0.00211801312278026,0.3980733847999658,0.15846241968610164,0.6105786918680495,0.7841775500261118,0.6149344299649551
5,256787,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.7123376723223664, 0.7170157628662203, 0.8008430662939302]]",0.8133209433861973,0.9018537470069444,0.8133401809904657,0.9604796902860622,0.9815151792659259,0.9633720471294227,0.8270683983009912,0.9108682094275898,0.8296808949458236,0.22351207058166067,0.5210378605630803,0.27148045214015193,-0.16900609586097848,0.1753421187934177,0.03074485862296501
6,234053,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[10.0, 10.0, 0.0009999999999999998]]","[[0.682464659530428, 0.7277560015729814, 0.7835351913753718]]",0.7918569112354197,0.8898816682456315,0.7918893834796282,0.9736749611224068,0.9876427445267106,0.9754381908162534,0.7716932031800134,0.8843830679859399,0.7821334109402236,0.15426943040712515,0.5073244245353826,0.25737807173015714,0.41388226499916525,0.6586527353518287,0.43382342578644606
7,146316,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.6937540497598813, 0.6976678139199229, 0.7974711342363365]]",0.8153300988144145,0.9032958925888811,0.8159434695679434,0.959790027737747,0.9811857689133345,0.9627255131180515,0.8124029945852674,0.9014620823302902,0.812633885879263,0.1609063904385395,0.4657772421412384,0.21694843929669783,0.4005132581733932,0.6466678815810448,0.4181793490685162
8,772246,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6541959537901679, 0.693737389796041, 0.7983065181408397]]",0.7990254869246474,0.894931767549261,0.8009028685688444,0.9769005211484483,0.988764296029714,0.9776548331031361,0.7969393823492049,0.8994418113682507,0.8089955720373999,0.20621720596488025,0.5322747785286378,0.28331643985771043,0.29343306909511613,0.6031875678234455,0.3638352419767637
9,107473,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[[100.0, 10.0, 0.0009999999999999998]]","[[0.7080570523500717, 0.7243966935932938, 0.8092003662994836]]",0.8103833240004248,0.9004158306096638,0.8107486680124908,0.9613892395268543,0.9819674377825577,0.9642600488652413,0.8066849129014793,0.901780256895346,0.8132076317262362,0.18360466778655027,0.48952573461631704,0.23963544485164487,0.4256071764087259,0.6525609807047424,0.42583583353833526
