country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,432,345,87,1000.0,0.5170325034112372,0.5513404578860767,0.7434118092911108,0.552661118193483,0.8720409769903242,0.9407793046835269,0.8850657001208203,0.5375351178020833,0.7432255185772138,0.5523841714643684
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,490,392,98,1000.0,0.4300993364852349,0.44313820590012787,0.6741021139120379,0.4544136599806781,0.8525478698198654,0.929587044001191,0.8641320723748721,0.551094054563817,0.749699415532855,0.5620492136503045
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,432,345,87,1000.0,0.45387182074491916,0.4828006747598662,0.6956579685007931,0.48394000913865043,0.8650772429939657,0.9404404425700474,0.8844282260213467,0.341465301054816,0.5978272629957849,0.3573974363810314
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,432,345,87,100.0,0.6021730049274332,0.637928370320048,0.8052329984317756,0.648400181763428,0.9776500788043192,0.9898982597436897,0.9798985646435854,0.26224214315811667,0.601448968170001,0.3617408613127589
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,432,345,87,1000.0,0.497940330716337,0.5310117579683026,0.7288329789936873,0.5311975112688125,0.8792404358003991,0.9464471733006754,0.8957622518488387,0.4894989087135877,0.7037964295245214,0.4953294142114646
ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,497,397,100,1000.0,0.43976306178495345,0.4494444030167264,0.6753142439147983,0.4560493280342157,0.8294648652577935,0.917052114273204,0.8409845802929535,0.5752542079124747,0.759009628896134,0.576095616757047
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,497,397,100,1000.0,0.3860317409807332,0.39421510407737126,0.6376268940902626,0.406568056067195,0.8773036281007566,0.9439243354702934,0.890993151093035,0.5998116536173719,0.7748745575921284,0.6004305800035967
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,497,397,100,1000.0,0.37066716324505994,0.37967262191376927,0.6229107870631456,0.38801784863962757,0.8293095413035814,0.9199129191433435,0.8462397788068277,0.45795254351066206,0.6822162733041169,0.4654190435609576
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,497,397,100,10000.0,0.3355759671393694,0.32941735117269344,0.5769578516631308,0.3328803625957353,0.623109718275725,0.8244771536751677,0.6797625769323061,0.4432543725051252,0.6718937107919343,0.45144115860175543
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,432,345,87,1000.0,0.575426579879214,0.6053625618607392,0.7781605068816798,0.6055337744703528,0.8832958533763943,0.9458978258888382,0.8947226970212309,0.39527321104830937,0.6400448356169067,0.40965739159987313
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,497,397,100,10000.0,0.39456268234991354,0.4002026385757005,0.6357245606544316,0.4041457170192701,0.6668229363933755,0.8403098734671949,0.7061206834464531,0.4989548169855087,0.7131070061664362,0.5085216022436576
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,432,345,87,1000.0,0.43977978686699404,0.4719236926548671,0.688375375268234,0.473860657275682,0.8646839223210803,0.9411441863394769,0.885752379480596,0.2728514915271526,0.562136070788581,0.31599696208162453
ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,432,345,87,1000.0,0.5622576933211862,0.5927703848622718,0.7700479222637245,0.5929738025826792,0.8410822463838825,0.9230650933238845,0.8520491665130316,0.280063974491363,0.5716006523591912,0.32672730577745296
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,490,392,98,1000.0,0.3953371202526098,0.4084932541087858,0.653428960067615,0.4269694058550448,0.8868747242502165,0.9487601054225467,0.900145737641402,0.6037179745758996,0.7804552008280373,0.6091103204995321
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,504,403,101,1000.0,0.43384421687989283,0.447560320340602,0.6693071338558124,0.4479720394302824,0.7984460291680214,0.9031760022304333,0.8157268910049476,0.14684650298915158,0.5103484318498175,0.2604555218915678
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,276,220,56,1000.0,0.3902662950060968,0.42697406880741196,0.6597270705354819,0.43523980759732867,0.9609855009148373,0.9849138135860145,0.9700552201925465,0.7611570557541336,0.8884246283009545,0.7892983201716891
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,504,403,101,100.0,0.3277755899854272,0.3577746689900472,0.6202083233704616,0.38465836437799905,0.8559868817030712,0.9305314375993353,0.8658887563606856,0.18903401999963254,0.5555056583721389,0.30858653648346357
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,276,220,56,1000.0,0.509003677419717,0.5630209758218641,0.7514618274202364,0.5646948780697612,0.9627513720642956,0.9840450455989972,0.9683446517679325,0.6970664527232893,0.8628292028832479,0.744474233348141
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,276,220,56,1000.0,0.5199638845307195,0.5828154694852614,0.7642524716523366,0.5840818404267055,0.9543573339736675,0.980197363173723,0.9607868707727194,0.6026726289590962,0.8069947151883097,0.651240470341861
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,282,225,57,100.0,0.5219708555867267,0.5418555887952464,0.7466803608856196,0.5575315613322791,0.9982939334688382,0.9993220534032481,0.9986445664180842,0.8068637968562784,0.8991582053659951,0.808485478276997
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,270,216,54,1e-08,0.5415273384103931,0.5983919421947292,0.7761197397251072,0.6023618503909681,1.0,1.0,1.0,0.5883796759049635,0.7709562824433162,0.5943735894388182
ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,504,403,101,1000.0,0.44482557285660984,0.4569905693215194,0.6771671987450611,0.45855541505623315,0.8159963387624822,0.9107199263046085,0.8294107841682715,0.26631606296504085,0.5605361770799342,0.31420080581538734
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,504,403,101,1000.0,0.27124771943282344,0.284414075943739,0.5391202615815218,0.29065065644772853,0.6817929411994661,0.8406479272738127,0.7066889376297574,0.11356902038447225,0.4473054624100726,0.20008217670188885
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,282,225,57,100.0,0.565979653209002,0.5795910597889251,0.7676936341236719,0.5893535158740102,0.9988037742466214,0.9995257242033717,0.9990516733442747,0.8319359339354746,0.913295811670044,0.8341092396140445
ZMB,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,504,403,101,1000.0,0.3168520216635236,0.3374569488588155,0.5891819947036001,0.34713542288291305,0.7164733700690077,0.8581137663761421,0.7363592360442482,0.291466861457356,0.5732052654019982,0.32856427628457524
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,276,220,56,1000.0,0.5141428334505944,0.5767558812477636,0.7601946772644295,0.5778959473411701,0.9478582167470087,0.9770783768645348,0.954682154536234,0.5898388354080147,0.801642691639185,0.6426310050585174
ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,288,230,58,1e-08,0.49094938773216706,0.530371930262755,0.751044329712211,0.5640675851928644,1.0,1.0,1.0,0.6354703805035287,0.8099730424305592,0.6560563294642165
