split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1e+16, 10.0, 9.999999999999998e-05]]","[[0.623551595517801, 0.631183749076315, 0.7890290467954558]]",0.7916222718417546,0.8909070829640694,0.7937154304755473,0.9189199775935231,0.9589832780012227,0.9196489274859705,0.8097215264002087,0.8999612819596119,0.8099303090263881,0.023061715618982848,0.3342482029649151,0.11172186118527506,0.2733974102691348,0.5232151928137291,0.2737541379911077
1,116739,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[100.0, 1.0, 0.0009999999999999998]]","[[0.6460256908363078, 0.6460256908363078, 0.7385651160895849]]",0.7453837341125215,0.8669130986801523,0.7515383206632235,0.9659421489415623,0.9836783005355582,0.9676229989445239,0.7352034036132322,0.8627996873809356,0.7444233005446402,-0.13167784097374047,0.38130083158502726,0.14539032416743333,0.24836859983644988,0.514387695703236,0.2645947014908849
2,26225,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1e+17, 10.0, 9.999999999999998e-05]]","[[0.6347809440187218, 0.6542949659491037, 0.7787147445154007]]",0.7795183690690874,0.8838523396224442,0.7811949582560686,0.9178084494415297,0.9584255957596346,0.9185796226072105,0.8114969863306633,0.9023960217731832,0.8143185801120674,-0.017802415313842523,0.3082778250215021,0.09503521739998785,0.27928529192456597,0.5311174649319588,0.28208576155575044
3,777572,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.5686269610525377, 0.6141366002143046, 0.7866274684389962]]",0.7871638077708647,0.8908498410797361,0.7936134393517911,0.9680698880111952,0.9843071507386593,0.9688605669952577,0.7269556575335592,0.8570546527905571,0.7345426778699424,0.04375689062244892,0.43009306457435104,0.1849800441949569,-0.02705633663079432,0.3870345083913011,0.1497957106856961
4,288389,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1e+17, 10.0, 0.0009999999999999998]]","[[0.5873847593185457, 0.6198361979134704, 0.7815394326866034]]",0.7809052066765573,0.8837601159606752,0.781031942562826,0.9069026810456214,0.953672819611045,0.9094918468648808,0.8239957270458833,0.9092323716149845,0.8267035055926093,-0.08845804481225383,0.2527514096868895,0.06388327509870988,0.39483383574745257,0.6379318830263239,0.4069570873815114
5,256787,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6271101787372547, 0.6522114993365414, 0.8062775704568477]]",0.809999427337614,0.9009542354463768,0.8117185343687653,0.9421782829756958,0.9711234974587741,0.9430808473165617,0.7979581986514425,0.8947807104864276,0.8006325198585962,0.09918680053438078,0.4183521555905379,0.17501852608724963,0.07069393213690711,0.33440834025719895,0.11182893803357455
6,234053,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6188315081260388, 0.6354036705087133, 0.7933797356719468]]",0.7959508230675325,0.8932490126143422,0.7978937985364972,0.934618724593066,0.9672686713343762,0.9356086825449695,0.8276491945001063,0.9115192967853112,0.8308674284119882,0.11579776506295236,0.432312221327071,0.1868938567087464,0.10857938288572677,0.4102826596051184,0.16833186077264944
7,146316,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6325481767658216, 0.6325481767658216, 0.7578907043737546]]",0.7652612936618728,0.8791211449339952,0.7728539874700585,0.9859404557775274,0.9932129961603715,0.9864720557418621,0.7481560344279166,0.8695800197513179,0.7561694107507025,-0.07202003942138169,0.3971542919010613,0.15773153157543338,-0.04383431881428823,0.3969757780510239,0.1575897683592158
8,772246,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[1e+17, 10.0, 9.999999999999998e-05]]","[[0.5992451770199132, 0.6315590061799272, 0.7809402432002376]]",0.7886064405368939,0.8885886868191091,0.7895898543429087,0.9147471824691802,0.9568224104188476,0.9155091250797337,0.8252035842429407,0.9089721006817122,0.8262302798177247,0.009215261124672414,0.3371677399168286,0.11368208484062216,0.31686555530883065,0.5899374764382128,0.3480262261062869
9,107473,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,True,639,511,128,"[[10.0, 10.0, 9.999999999999998e-05]]","[[0.6559560985140376, 0.6916949286920884, 0.825838865633161]]",0.8272296023694112,0.9103675377913376,0.8287690538642625,0.9464788151701675,0.9732170544632317,0.9471514350980889,0.6906425664587456,0.8467810689776603,0.717038178778949,0.10817694057836569,0.4292628172516197,0.18426656627479746,0.2748493156728915,0.528832640548617,0.27966396170962277
