,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
405,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[1.0, 1.0]]","[[0.6249258284618693, 0.6249258284618693]]",0.6420314038031594,0.814012185406896,0.6626158379909108,0.9963733768056442,0.998325437766078,0.9966536796908312,0.6034984443960955,0.8203147320349368,0.6729162595935501,-0.2095491232870745,0.4498548768507374,0.2023694102263921
406,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,False,270,216,54,"[[1.0, 1.0]]","[[0.6242013318539875, 0.6242013318539875]]",0.6421022248510727,0.8136709735220264,0.6620604531522822,0.9963383463764828,0.9983083742910752,0.9966196101796896,0.5797216661338649,0.80918162678414,0.6547749051250272,-0.2163857116480965,0.4482944465887016,0.2009679108422702
407,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,False,282,225,57,"[[10.0, 10.0]]","[[0.6433802102296283, 0.7040546833678573]]",0.7107673932453148,0.8433892087688422,0.7113053574677336,0.9361074125032812,0.969765177902664,0.9404445002725854,0.5580220168614909,0.7493087599998375,0.5614636178124941,0.0909658262278204,0.5026264239986985,0.2526333221017194
408,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,282,225,57,"[[10.0, 10.0]]","[[0.6293086676191735, 0.6985282165416129]]",0.7053026839980483,0.8401482776281212,0.7058491284014986,0.9352823021590208,0.9693739119374164,0.93968578114485,0.5559449758767544,0.7486859722144392,0.56053068499068,0.0712291754909963,0.4950594226936297,0.2450838319977499
409,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,276,220,56,"[[1.0, 10.0]]","[[0.6512830466042133, 0.6546857708935018]]",0.666793008692515,0.8226930287991964,0.6768238196347953,0.9934473415525076,0.9970536217732704,0.994115924691196,0.567123805821268,0.7733817228778714,0.5981192892815447,-0.1862536120478812,0.4141829901441706,0.1715475493247661
410,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,276,220,56,"[[10.0, 10.0]]","[[0.6818156640026269, 0.7102138358778808]]",0.717715851998006,0.8475972523753084,0.7184211022341722,0.9655349002141216,0.9843349284020662,0.9689152512723008,0.6770952546507862,0.8367593475497166,0.7001662057118274,0.0842391228980925,0.5171915869473597,0.2674871376091283
411,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,276,220,56,"[[1.0, 1.0]]","[[0.68537623085208, 0.68537623085208]]",0.6989796276599558,0.8397105537676542,0.7051138141087806,0.9983240630808656,0.9992532171897252,0.9985069920640164,0.5669552414620705,0.7810531778483254,0.6100440666269679,-0.0658227507395119,0.4656949667371067,0.2168718020442749
412,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,276,220,56,"[[10.0, 10.0]]","[[0.6879398263527479, 0.7144267755811416]]",0.723203961329685,0.8506535550786283,0.7236114707679089,0.9657563975612796,0.9844557107056322,0.9691530463409314,0.6826889641705352,0.8438295095848851,0.7120482412462678,0.0988472832616647,0.5211392310786305,0.2715860981692262
413,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,282,225,57,"[[1.0, 10.0]]","[[0.6827963624949199, 0.6829257447241881]]",0.6888073867341316,0.8364959188253365,0.6997254222114438,0.9886435351943704,0.9947952273118568,0.989617544282449,0.5667944206642609,0.7735614299914423,0.5983972859704051,-0.1232924039916643,0.422119547278315,0.1781849121944496
414,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,282,225,57,"[[10.0, 10.0]]","[[0.6672207869195856, 0.6963998809487331]]",0.7037963495186856,0.8393585400584738,0.7045227587690925,0.9414475227222344,0.9730610748656408,0.946847855418676,0.6005543876846867,0.7786412883775066,0.6062822559661833,0.1404717652987114,0.517431395813549,0.2677352493735576
415,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,282,225,57,"[[1.0, 1.0]]","[[0.688181558844445, 0.688181558844445]]",0.6945179513839129,0.8412835557297976,0.7077580211413715,0.9955606614329916,0.9979855004071668,0.9959750590229433,0.5360664978912131,0.7639548435216746,0.5836270029402264,-0.0993016960555677,0.4498871297101122,0.2023984294788033
416,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,282,225,57,"[[10.0, 10.0]]","[[0.6684552311847167, 0.6974232624661654]]",0.7046744070472523,0.8398744899583418,0.7053891588827848,0.9412687575609112,0.9729735456899596,0.946677520612492,0.5981773449823569,0.7774982593213868,0.6045035432477864,0.1431161195352638,0.5192936190759079,0.2696658628129541
417,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,False,376,300,76,"[[10.0, 10.0]]","[[0.6335063939478822, 0.6769187614991977]]",0.6775072681837323,0.8235940006924448,0.6783070779765868,0.9384922135631082,0.971293866415892,0.9434117749371324,0.7224266924823717,0.8555956972056792,0.7320439970768723,-0.0660262402059599,0.3882511279913604,0.1507389383865637
418,ZMB,2014-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,True,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,True,False,376,300,76,"[[10.0, 10.0]]","[[0.6299164401500985, 0.6810062077743504]]",0.681643145316942,0.8260388685991432,0.6823402124365526,0.9396896160598476,0.9718173810311516,0.9444290220742466,0.7282030702140037,0.8587147056098652,0.7373909456306375,-0.0660562261415662,0.3896629205131413,0.1518371916228306
