,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
1456,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 0.001]]","[[0.6814254139511318, 0.7006524951113929, 0.807641571750618]]",0.8096074541220644,0.8998608475673353,0.809749544984603,0.9643544447272632,0.9831233615416752,0.9665315440090034,0.7590017973448904,0.8731116381379561,0.7623239326519452,0.1888631495380465,0.5178203155964214,0.2681378792443774
1457,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6684358861500561, 0.6753721554685733, 0.8000866472684255]]",0.8029932850103632,0.896112826856458,0.8030181984566722,0.945941915224517,0.9738551583628432,0.9483938694699188,0.8257314280065446,0.9105272563315646,0.8290598845226868,0.1634941517716031,0.4609834222699672,0.2125057156077308
1458,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6426592800416586, 0.6538366354589661, 0.8014295841501136]]",0.8066809240840053,0.8981729915853354,0.8067147228133509,0.9484368187398704,0.9752551771234174,0.951122660506028,0.8097611983494266,0.9010775965786408,0.8119408350559396,0.1828171873073242,0.491497681343342,0.2415699707658814
1459,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,432,345,87,"[[10.0, 1.0, 0.001]]","[[0.6999159741787337, 0.699915974178734, 0.7918094568077976]]",0.7975634348918215,0.8936614901357767,0.7986308589516968,0.974941182043111,0.987970332883432,0.9760853786577997,0.7734215776906428,0.8807933429387315,0.7757969129651858,0.1626286413388701,0.5053825991329969,0.2554115715064234
1460,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,432,345,87,"[[10.0, 1.0, 0.001]]","[[0.6587697498877685, 0.6587697498877685, 0.7800204544621139]]",0.7892365021010943,0.8894779254351982,0.7911709798365041,0.9753711433999016,0.9883232913134076,0.9767829281525664,0.7823940642892441,0.8853583293400381,0.7838593713317834,0.1356244069185891,0.5089262110785816,0.2590058883228009
1461,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.5849338629594721, 0.6002072610175303, 0.8083313958782348]]",0.813369654405375,0.9028796223249675,0.8151916124096761,0.9425272192805632,0.971158316375476,0.9431484754652494,0.8328280904004488,0.9127347980917202,0.8330848116475332,0.2304351159029578,0.5284837235737749,0.2792950460824021
1462,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,426,340,86,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5740396095591082, 0.6120354839262221, 0.7885168611098277]]",0.7950014442302201,0.8939581106509827,0.7991611035986746,0.9564227906953958,0.9782632767176388,0.9569990385743312,0.821336159292994,0.9077750974128116,0.8240556274828393,0.1651682849589884,0.5036656884776904,0.2536791257497059
1463,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 100.0, 9.999999999999999e-05]]","[[0.5594422581446616, 0.6195793484487451, 0.8178706750540247]]",0.820468487017751,0.9065447992295124,0.8218234730100769,0.9400927211367552,0.969886340376314,0.9406795132485594,0.7940249515148899,0.8914334322632793,0.7946535641566906,0.2048213949257102,0.4988915746023892,0.2488928032092512
1464,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,420,336,84,"[[10.0, 100.0, 9.999999999999999e-05]]","[[0.5768963380023904, 0.6256229903370951, 0.8197237327083157]]",0.8220124582059212,0.9073696003547432,0.8233195916479267,0.9405387982540856,0.9701064340806798,0.9411064934447324,0.7922661077054882,0.8905049477097442,0.7929990618955343,0.2096546288903507,0.504521620398151,0.2545420654491759
1465,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5122799319381062, 0.5944678835750021, 0.801074396346013]]",0.8015038185076976,0.8952680120698009,0.8015048134354131,0.9269670642655125,0.9641465599819212,0.9295785891249726,0.8060296746571662,0.8998177021266189,0.8096718970604287,0.1757538685867771,0.4772837338628818,0.2277997626100942
1466,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.5570408630422323, 0.5960124559857576, 0.8042737266571665]]",0.8054613931673318,0.8974823434673889,0.8054745568357161,0.9389131929808966,0.970271365595358,0.9414265228942807,0.8005175884579903,0.897967957195326,0.8063464521495468,0.1929858809820103,0.5012956303473997,0.2512973090053967
1467,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5789381120129391, 0.6004423147075311, 0.8031131319725194]]",0.8038203647429222,0.8965678434454348,0.8038338979003977,0.9270767091663682,0.9642084867355974,0.9296980058929508,0.8071654770421041,0.9005464242514334,0.8109838622320427,0.1825839039595053,0.4821754388103543,0.2324931537919577
1468,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.5594468336728287, 0.5952623456931418, 0.8047706337215962]]",0.8059717352335358,0.8977624185728976,0.8059773602018586,0.9386360482193662,0.9701290695748084,0.9411504116340834,0.800197020697876,0.8978789627917878,0.8061866318240567,0.195011966368491,0.502489426687037,0.2524956239322671
1469,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6242554738541674, 0.681662910392755, 0.8200102885590071]]",0.8223231708688059,0.9081181464693752,0.8246785679469737,0.9602332413270868,0.9802048917647443,0.9608016298395342,0.778498575003697,0.886321454432334,0.785565720587048,0.2112021596774643,0.531895804985514,0.282913147361188
1470,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.628444811911175, 0.6784501772483024, 0.8188691163816882]]",0.821068671463947,0.907510996378634,0.823576208548141,0.96027854956263,0.9802289729084248,0.9608488393291056,0.7780223423534428,0.8858162239171236,0.7846703825547916,0.2049174855727019,0.5288889636173554,0.2797235358362402
1471,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.5953049951801991, 0.638201259049813, 0.8000496341775788]]",0.8030482690263699,0.8961516770745652,0.8030878283235559,0.941311271090958,0.9714257497243044,0.9436679872274268,0.8156141513389086,0.9042236191514244,0.8176203534313001,0.1753001148577359,0.4757473727884501,0.2263355627151125
1472,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5758654910756371, 0.6285684195870779, 0.8000500510973125]]",0.8024086260874813,0.895831615817194,0.8025142838976446,0.927679473697418,0.9645782106618318,0.9304111244835812,0.8192033715876178,0.9062840380354482,0.8213507575978377,0.1719636785904734,0.4640846635288159,0.2153745749226542
1473,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.6098030239817867, 0.634054024939658, 0.7753529595895567]]",0.780093088542237,0.8845313060123442,0.7823956313159033,0.9505833011816772,0.9755393450485772,0.951677013737807,0.8479975327187463,0.9213137817203714,0.8488190843878921,0.101585755230705,0.4193025578273388,0.1758146350005488
1474,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.6413358605737087, 0.6558400566925993, 0.7791358222640317]]",0.7850450453796709,0.8872110352232943,0.7871434210219895,0.9507867972264564,0.9756297963157626,0.9518534994591364,0.8322531703890985,0.9147881517644064,0.8368373626085389,0.1039815140282346,0.4255023300164741,0.1810522328494484
1475,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6132660591494663, 0.6444730610640217, 0.7743528277020852]]",0.7798171771153327,0.8845885007742532,0.782496815702041,0.9645068024594192,0.9825226808421912,0.9653508183693263,0.8597662551939629,0.9282953720209282,0.8617322977154734,0.1269815537842091,0.4524240206726641,0.2046874944816192
1476,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6377713804878322, 0.6497767207535977, 0.7720191881270149]]",0.778306537104972,0.8839414584979607,0.781352502051502,0.963341510836226,0.9819103135406816,0.9641478638375598,0.8422204018218283,0.9199395960821124,0.84628886043972,0.110452325804649,0.4485962365831111,0.2012385834765306
1477,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5678627835845361, 0.6071612344772569, 0.7984648270424917]]",0.8006584142385886,0.8948000915390356,0.8006672038182665,0.9298009409352984,0.9656638062856604,0.9325065867701092,0.8157535437307373,0.9051117109553618,0.8192272093085424,0.1710123057382769,0.4653423097756677,0.2165434652673535
1478,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6131643078027059, 0.6271650946996093, 0.7976452593936967]]",0.8029732779452861,0.8960906638382224,0.8029784778180262,0.9450570913566304,0.9734669335690757,0.9476378707523792,0.8014506372501036,0.8979475528922843,0.8063098077452417,0.1806254301765583,0.4735562518742889,0.224255523689225
1479,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.585624320893125, 0.6187409302371231, 0.7939289893594854]]",0.7981686593247308,0.8934209506191593,0.7982009950052422,0.9480251353643376,0.974972177198399,0.9505707463109864,0.8127717305584681,0.9037548690000832,0.8167728632413573,0.1641920737570001,0.4647791566374774,0.2160196644446447
1480,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6184647633093301, 0.6305745642712546, 0.7993850714468527]]",0.8044937148316645,0.8969437144043426,0.804508026809459,0.9456826733877708,0.9737933968421238,0.948273579733322,0.802890590509427,0.8988556193557806,0.807941424447464,0.1874197605931801,0.4772408857114918,0.2277588629946892
1481,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,True,426,340,86,"[[10.0, 10.0, 0.001]]","[[0.6748093937409422, 0.7144524824682967, 0.7826613631693032]]",0.791305771181971,0.8897264400791896,0.7916131381759877,0.95933779846723,0.9806203663799046,0.9616163029590584,0.8523812204199769,0.9244206063804556,0.8545534575008091,0.1757000978743292,0.4874747422013361,0.2376316242842591
1482,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,426,340,86,"[[10.0, 10.0, 0.001]]","[[0.646210595184062, 0.6860948192370621, 0.7802810902197586]]",0.7885875681463285,0.8881482227452452,0.7888072655655377,0.9601745232538884,0.981096828982614,0.9625509878397404,0.8348726309630469,0.9144674836407722,0.836250778636286,0.1637334569361033,0.4968575490075539,0.2468674240057938
1483,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 1.0, 0.001]]","[[0.7306833810896782, 0.730683381089678, 0.7826264536096741]]",0.7859801307925987,0.887039544935909,0.7868391542801044,0.9888603109661523,0.9947268351375226,0.989481476542712,0.7403898634614829,0.8608380406492123,0.7410421322287749,0.1194538775222766,0.5379965686169392,0.289440307843601
1484,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 0.001]]","[[0.6780592098839197, 0.6949002133509712, 0.8054443136043407]]",0.8075590483609406,0.898729767844162,0.8077151956092213,0.963795239161623,0.9828493733813888,0.9659928907561884,0.7554257431731757,0.870621507586347,0.7579818094719237,0.1794115361276486,0.5122771997679885,0.2624279294021315
1485,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,False,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6627351961357772, 0.6723839131185289, 0.7962129353070824]]",0.7989294004730745,0.8938886852413536,0.7990369816025157,0.9446299735591426,0.973191019116143,0.9471007596883172,0.8223608548332504,0.9090276792465962,0.8263313216364526,0.1442016895256204,0.448848592355213,0.2014650588592562
1486,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,False,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6412937834282129, 0.6537884167129484, 0.7972644398210031]]",0.8027827068209663,0.8960410252831797,0.802889518990532,0.9472839509599508,0.9746828560602256,0.9500066698977184,0.8066020814765033,0.8995285812382717,0.809151668464538,0.1643291426945738,0.4805151061007197,0.2308947671909859
1487,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,True,432,345,87,"[[10.0, 1.0, 0.001]]","[[0.6963577253208681, 0.6963577253208681, 0.789255187608114]]",0.7950173886460481,0.8924041695126222,0.796385201763513,0.9745090519706132,0.9877568235044992,0.9756635423796982,0.7706196695203484,0.8796408773621983,0.7737680731265381,0.1501607735455381,0.4982220551283441,0.2482252162163107
1488,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,True,432,345,87,"[[10.0, 1.0, 0.001]]","[[0.6578651488452967, 0.6578651488452968, 0.7784255806260306]]",0.7877316793503722,0.8888010806081406,0.7899673608901984,0.975074007033914,0.9881744563729824,0.9764887562280395,0.7816662233916205,0.884958381487516,0.7831513369650039,0.1272598403811814,0.5038050801835748,0.2538195588187782
1489,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.5862106439714398, 0.6025549203852545, 0.8072663402832256]]",0.812323034670442,0.9023450188836748,0.8142265331041793,0.9422775555145464,0.9710284674751356,0.9428962846471104,0.832153132927256,0.9123452874163096,0.8323739234707486,0.2258389959449879,0.525451297770385,0.2760990663285818
1490,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,True,426,340,86,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.5754511853010292, 0.6133203485583281, 0.7855595808257823]]",0.7919339696736533,0.8924970398810086,0.7965509661963627,0.9556040577732748,0.9778461879618334,0.9561831673114892,0.8189399821298744,0.9064020610723376,0.8215646963161813,0.1502853470358331,0.4942760702434165,0.2443088336152748
1491,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,True,420,336,84,"[[10.0, 100.0, 9.999999999999999e-05]]","[[0.5593734086753679, 0.616496716008357, 0.8137377480411245]]",0.8165216120420904,0.9045672250856176,0.8182418646990943,0.938899705174942,0.9692747043859816,0.9394934525625322,0.7882230893500564,0.8880928794298687,0.7887089624940353,0.18834883465786,0.4882307730914256,0.2383692877934511
1492,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,True,420,336,84,"[[10.0, 100.0, 0.001]]","[[0.5776200435298062, 0.6225030912178047, 0.8153658224522813]]",0.8171009421644969,0.903979584977434,0.8171790900559739,0.9357414221635142,0.9686247759907272,0.9382339566630864,0.7763232122333213,0.882424036937258,0.7786721809646473,0.2161630682035241,0.51942969894652,0.2698072121476724
1493,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.49523078838612306, 0.5922800660012013, 0.7975413497304137]]",0.7977331832389349,0.8931806945504083,0.7977717531175498,0.9250723068515097,0.9631939827728412,0.9277426484498084,0.8023668676598978,0.8983323879183991,0.8070010791831731,0.1571177272274336,0.4655441121354448,0.2167313203439795
1494,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5727442649327154, 0.5996578044938532, 0.7998631372623046]]",0.8003800713374635,0.8946457879901407,0.8003910859684998,0.92525310405143,0.9632961409335684,0.9279394551375052,0.8035331517672263,0.8990729699398254,0.8083322052764182,0.1648308040736378,0.4712004842777758,0.2220298963836104
1495,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.5554942238131358, 0.5939251763050045, 0.8012791406375712]]",0.8023302770082025,0.8957547959121501,0.8023766543996177,0.9371239183464904,0.9693640530755064,0.9396666673949732,0.7979346402719604,0.8971832791174729,0.8049378363279812,0.1771977003149726,0.4918029022771568,0.2418700946882346
1496,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,True,420,336,84,"[[10.0, 10.0, 0.001]]","[[0.6192171597837476, 0.6783949059263921, 0.8154359449882287]]",0.817176053480352,0.9041305387956812,0.8174520311829685,0.9555814644757108,0.9784287898408948,0.957322896789518,0.7251286552758278,0.8522895833851732,0.7263975339468722,0.206002498893482,0.5408794584230905,0.2925505885440557
1497,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,True,True,420,336,84,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6243962525584708, 0.6761245090640198, 0.813871825872168]]",0.8161099143996299,0.9050783774483688,0.8191668693245718,0.9591445674393938,0.9796521275240312,0.9597182909623608,0.7759931543038755,0.8845893707055056,0.7824983547651624,0.1833429384589081,0.516777540718792,0.2670590265913627
1498,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.590128942930414, 0.6359708025934713, 0.7960949965677356]]",0.7983033048408219,0.8934885576782546,0.7983218027019677,0.925589801656492,0.9634949027476918,0.928322427620784,0.8175800777153951,0.9057156491901523,0.8203208371879394,0.151772272425805,0.4516778047948847,0.2040128393443259
1499,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5713250550744565, 0.6293406038064793, 0.7955131386098218]]",0.7978323135653215,0.8932265249446607,0.7978536248647146,0.9255881148629896,0.9635194629722929,0.9283697555264154,0.815991670723654,0.904886825800061,0.8188201675065099,0.1490295945615771,0.4496504980590454,0.2021855704047475
1500,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.6117293716611167, 0.6363791823677886, 0.7738555942854382]]",0.7786974690112209,0.883821945354031,0.7811412310893838,0.9501961945857922,0.9753361065144124,0.9512805206706928,0.847715609492243,0.9211087791108576,0.8484413829550945,0.0956836893130504,0.4156522811586128,0.1727668188323585
1501,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.6402652970513583, 0.6558779126742976, 0.7781034237550836]]",0.7840728830885657,0.8867036155014046,0.7862433017432628,0.9505070577173352,0.9754833254045724,0.9515677181423626,0.832113003086812,0.914577036210305,0.8364511551632254,0.0993485594891254,0.4226832154365301,0.1786611006117641
1502,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,426,340,86,"[[10.0, 10.0, 9.999999999999999e-05]]","[[0.6116891606428452, 0.6436671119053368, 0.7708239853813541]]",0.7762229926318484,0.882804773001708,0.7793442672345972,0.9633446233298676,0.981930194625224,0.9641869071167304,0.8597352881777514,0.928062355061126,0.8612997348816033,0.1090592304524799,0.4411371864137097,0.1946020172370041
1503,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,426,340,86,"[[100.0, 10.0, 9.999999999999999e-05]]","[[0.6356010474504377, 0.65694373193096, 0.7846197864987612]]",0.7898611425503412,0.8897554582118233,0.7916647754177317,0.9509285466787998,0.9756992794936534,0.9519890840044344,0.8405308804614263,0.9188715930809184,0.8443250045710651,0.1239602351249039,0.4375408345488311,0.1914419818976875
1504,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,432,345,87,"[[10.0, 100.0, 0.001]]","[[0.5580254690864344, 0.6024535624161402, 0.7941630089945799]]",0.7961430393142108,0.8922847992853625,0.7961721630357197,0.9279375546327256,0.9647210025020658,0.9306866126685908,0.8124207118518332,0.903805336275372,0.8168640858798379,0.1493620763673412,0.4516469180398946,0.2039849385749353
1505,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6024090898002115, 0.6196868841686664, 0.7923346572003782]]",0.7976330875296327,0.8931166043944979,0.7976572690451581,0.943801452724968,0.9728447695818444,0.946426945702752,0.7997226318538707,0.8973567989365926,0.8052492245977283,0.1551286779354187,0.4578172150128425,0.2095966023621152
1506,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.5792073624674071, 0.6122209618776736, 0.7888314299474635]]",0.7931057386675409,0.8906320506796304,0.7932254496978036,0.9466020614330768,0.9742557926968692,0.9491743496034049,0.8105735930458334,0.9029883802568344,0.8153880148788615,0.1409912876437988,0.4505501142746507,0.2029954054729008
1507,ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,432,345,87,"[[10.0, 10.0, 0.001]]","[[0.6080968816492683, 0.6231542883921957, 0.7940333330359086]]",0.7991039589069804,0.8939348823458966,0.799119573874772,0.9444483309259546,0.9731829176586136,0.947084991222532,0.801462496371308,0.8984241641748374,0.8071659787732551,0.1617085477283975,0.4611894532532362,0.2126957117920189
1508,ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,True,497,397,100,"[[10.0, 10.0, 0.001]]","[[0.5853436839017061, 0.6493176273528806, 0.7466569737666]]",0.7482512369841665,0.8658159569297936,0.7496372712742543,0.9475543088603964,0.9749439322671902,0.9505156710646115,0.8419189025182643,0.9194657453065423,0.8454172567921154,-0.0016571502855675,0.3579807050005456,0.1281501851526876
