split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6712474742919257, 0.6712474742919257, 0.7735868749139211]]",0.7857298973328573,0.8888260724640598,0.790011787091886,0.9765640331481138,0.9885084987068489,0.9771490520156683,0.7848847574391784,0.8881235777314521,0.7887634893225147,-0.04824877808528627,0.35818801639095427,0.1282986550860865,0.5147591440423438,0.7178091219580324,0.5152499355661614
1,116739,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.7147243456101591, 0.7229196085482978, 0.802005243720638]]",0.8029822409497387,0.8978618087829451,0.8061558276709818,0.9592327386377927,0.9797277320300798,0.9598664289088038,0.7417991647342669,0.8664221088958284,0.7506872707834947,-0.019103451068485544,0.3511260269182525,0.12328948677939738,0.23441128758131247,0.49601565698969835,0.24603153197892208
2,26225,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[10.0, 1.0, 9.999999999999998e-05]]","[[0.7195536749305911, 0.7195536749305911, 0.8270006517378097]]",0.8293538291673342,0.9119059528073918,0.8315724667655572,0.960184573498715,0.9801996253284919,0.960791305494116,0.7256679765677865,0.8584302991740529,0.7369025785400539,0.10002561041791824,0.4511239134058897,0.20351278524664468,0.21229530763854665,0.47393386756661876,0.22461331082665334
3,777572,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.711103329982582, 0.711103329982582, 0.7977065412308015]]",0.799007309356017,0.8972579372576497,0.8050718059718525,0.9767478265571852,0.9885881644962291,0.9773065589820233,0.7661641574726298,0.8802658263485273,0.7748679250370557,0.059621383697580965,0.4356744595820995,0.18981223473215444,0.26283948901432164,0.5300108959840889,0.2809115498618567
4,288389,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[10.0, 1.0, 0.0009999999999999998]]","[[0.711526844928961, 0.711526844928961, 0.7843198019489466]]",0.7871028546655725,0.8878999313010946,0.7883662880044885,0.9537837229476818,0.9775547861337477,0.9556133598929972,0.8055360074367357,0.8984698577566773,0.807248085297304,0.009798460339498716,0.39546368281869354,0.15639152442852425,0.3405776170389041,0.583873230077233,0.3409079488008215
5,256787,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6666071068739516, 0.6666071068739517, 0.7538591886702354]]",0.7593871879365773,0.8742584308525554,0.7643278039167724,0.9739959716803979,0.9872386008510585,0.9746400550103557,0.8302054921244234,0.9169945389063522,0.8408789843840735,-0.052163340777406475,0.3626241171931004,0.1314962503700754,0.2969379005127998,0.5625082137502154,0.31641549053645807
6,234053,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6987540886584959, 0.6987540886584959, 0.7632593806225283]]",0.7716230878468476,0.8839752913029936,0.7814123156342123,0.9746169406895588,0.9875018863154094,0.9751599754764917,0.794010152136924,0.8932201394190986,0.797842217463874,-0.10119201736325079,0.3658282600338627,0.13383031583940347,0.38451293417809207,0.6207115218966052,0.3852827934151998
7,146316,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999997e-06]]","[[0.6640060471200359, 0.6640060471200359, 0.8060491383404905]]",0.8093234060824155,0.9006614924798416,0.8111911240360158,0.9786873437563839,0.9895018429430497,0.9791138971876917,0.7525179909669102,0.8792364953500259,0.7730568147553961,0.1372643534168685,0.47198394430214546,0.22276884367901076,0.2568311224463118,0.5170313549381556,0.26732142198918496
8,772246,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6697532839728504, 0.6697532839728504, 0.7489202987706601]]",0.7525656080015856,0.8708428010519843,0.7583671841440659,0.9747568506683668,0.9876261735931476,0.9754054587662422,0.8313872269367905,0.9120519664720115,0.8318387895454632,-0.13343869249580087,0.3323212318179352,0.11043740111698984,0.29221579497453753,0.6127085019836066,0.37541170840299526
9,107473,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,4-9,True,True,True,True,648,518,130,"[[10.0, 1.0, 9.999999999999998e-05]]","[[0.7174346408124265, 0.7174346408124266, 0.8069651827047011]]",0.8128894075703624,0.9038107245811081,0.8168738258678276,0.9590384015911108,0.9796506524119079,0.9597154007710766,0.7350232492752747,0.8605962805487074,0.7406259580942695,0.09581729379684834,0.426618221928413,0.18200310728136063,0.32906715560605126,0.5754052310266375,0.3310911798928181
