variables,year_start,hot_encode,anomaly,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
"['pre', 'ndvi']",2016,True,False,432,345,87,"[[0.01, 0.001, 0.0001]]","[[0.40933173229183695, 0.4629392954787269, 0.7744741073719099]]",0.7862715037037098,0.8914451231754866,0.7946744076333585,0.9036745007102014,0.9506710929835017,0.9037755270344457,0.8002538754213903,0.8952002067001021,0.8013834100759056,0.11093688121836509,0.43781499270761337,0.19168196783956754
"['pre', 'ndvi']",2016,False,True,432,345,87,"[[0.01, 0.001]]","[[0.27179302348614504, 0.4960469855739006]]",0.506544284381589,0.7141716582699346,0.5100411574760282,0.5881436598488616,0.7670776797295268,0.5884081667392345,0.4255020705779581,0.6549640482247966,0.42897790446701367,0.08869085689908496,0.3892584131570873,0.15152211221357367
"['pre', 'ndvi']",2016,False,False,432,345,87,"[[0.01, 0.001]]","[[0.4026155419394429, 0.4559516999439378]]",0.4838366285025506,0.6979343411728323,0.48711234458835545,0.5626753941662721,0.7502375677636653,0.5628564080839403,0.49152869852689063,0.7070571338295208,0.49992979049921693,0.10502599425057402,0.41856035957722715,0.17519277460941768
"['tmp', 'ndvi']",2009,True,False,936,748,188,"[[0.01, 0.001, 0.0001]]","[[0.57831609480275, 0.5984901203103012, 0.7380830694569118]]",0.7393413019366872,0.8604689054688811,0.7404067372788142,0.8042628541598847,0.8968978869669508,0.8044258196457813,0.7344991366869938,0.8624034107555416,0.7437396428827914,0.3197846849171172,0.5747321753805688,0.33031707341768085
"['tmp', 'ndvi']",2009,False,True,936,748,188,"[[0.01, 0.01]]","[[0.37345818106618967, 0.4431327612374817]]",0.46515084224715886,0.6821638105457245,0.46534746441826313,0.4991374018197231,0.7078419208329382,0.5010401848884635,0.43849540443491497,0.6729244908788174,0.45282737042451565,0.16166149006238806,0.5982970113570633,0.35795931379879387
"['tmp', 'ndvi']",2009,False,False,936,748,188,"[[0.01, 0.001]]","[[0.5749135050394183, 0.5951521156329985]]",0.5985475975615919,0.7738427018146312,0.5988325271517683,0.6360645105403289,0.7976527640336158,0.6362499319704672,0.5953254874525542,0.7733949832197372,0.5981398000694576,0.3315015513420707,0.5883140157018698,0.34611338107125994
"['tmp', 'ndvi']",2016,True,False,432,345,87,"[[0.01, 0.001, 0.0001]]","[[0.6500788785199179, 0.6599605512837575, 0.8018923873504296]]",0.8133758054857951,0.904969595896628,0.818969969497306,0.913923017303566,0.956046985724963,0.9140258389137877,0.8384771350232194,0.9176627046884951,0.8421048395762042,0.239563316217975,0.5264648070148724,0.27716519302520687
"['tmp', 'ndvi']",2016,False,True,432,345,87,"[[0.001, 0.01]]","[[0.47662017805170176, 0.5669219178447976]]",0.574849054124845,0.7583838574556894,0.5751460752493713,0.6241953620021641,0.7904164483830709,0.6247581618745078,0.5782381619539898,0.7694347386172743,0.5920298169910332,0.11923132022810734,0.5137775727257481,0.2639673942359614
"['tmp', 'ndvi']",2016,False,False,432,345,87,"[[0.01, 0.001]]","[[0.6462135434654713, 0.6561010687076294]]",0.6722924060716863,0.8202249039719354,0.6727688930957706,0.7211177560859752,0.8494396481600416,0.7215477158662552,0.7018693562882299,0.843119797129915,0.710850992312389,0.37301852613789,0.6232117820806848,0.388392925324183
"['pre', 'tmp', 'ndvi']",2009,True,False,936,748,188,"[[0.01, 0.01, 0.01, 1e-05]]","[[0.5267941059266128, 0.6054439310847656, 0.6285554876732278, 0.753185313130427]]",0.7544501502871181,0.8692080295007834,0.7555225985486347,0.8209447468489,0.9061461784188315,0.8211008966630527,0.7515852770555879,0.8709412417188608,0.758538646526791,0.35943834639604033,0.6073139952437835,0.3688302888189663
"['pre', 'tmp', 'ndvi']",2009,False,True,936,748,188,"[[0.01, 0.01, 0.01]]","[[0.24934987905064626, 0.400137079860259, 0.4730942380174419]]",0.4935215346135299,0.7025158249925684,0.493528484364989,0.541529697136705,0.7371425629917895,0.5433791581741043,0.45644186109856233,0.6826424199590968,0.4660006735276119,0.17920813603559593,0.6163171398287235,0.37984681684665833
"['pre', 'tmp', 'ndvi']",2009,False,False,936,748,188,"[[0.01, 0.01, 0.01]]","[[0.5234603613761596, 0.6024922463373249, 0.6257509463178632]]",0.6281135042447662,0.7926557942282271,0.6283032081235814,0.6673446633152462,0.8170992198847604,0.667651135136284,0.639256713429048,0.8000293778854558,0.6400470054797894,0.3555941156171104,0.6112771820730232,0.3736597933231359
"['pre', 'tmp', 'ndvi']",2016,True,False,432,345,87,"[[0.01, 0.001, 0.1, 1e-05]]","[[0.5526166611355223, 0.6862443448242243, 0.6867996440232573, 0.7894596060386568]]",0.8008242642681631,0.8988451422111143,0.8079225896765183,0.9096410354709212,0.953784786438198,0.9097054188409589,0.8356352355098051,0.9145089889767747,0.8363266909193225,0.17439336404469585,0.4823365499416787,0.2326485474096415
"['pre', 'tmp', 'ndvi']",2016,False,True,432,345,87,"[[0.1, 0.001, 0.01]]","[[0.3463398191464596, 0.48205260486036056, 0.5667964685169057]]",0.5745081264340636,0.7582358482283102,0.5749216015385051,0.6347363564083937,0.7971886048559813,0.6355096717122259,0.5704835442043819,0.7630284681108117,0.582212443147532,0.12063155981814788,0.5137565442082548,0.26394578671680846
"['pre', 'tmp', 'ndvi']",2016,False,False,432,345,87,"[[0.01, 0.001, 0.1]]","[[0.5488000942253142, 0.6834571163021455, 0.6840148087344886]]",0.7006043249726827,0.8374849387535631,0.7013810226390593,0.7576465669047459,0.8704810948386297,0.7577373364714594,0.7515038115579409,0.8715831514968047,0.7596571899731019,0.2988238680537644,0.585083643065702,0.3423228693830338
