,country,satellite,bands,num_features,points,month_range,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,val_R2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_R2,demean_r,demean_r2
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"range(1, 13)",True,False,True,402,321,81,0.7014753201481303,0.9271946413467491,0.9637594867530616,0.9288323483065246,0.665069598301039,0.8204586663648619,0.6731524232132077,0.5905494545418957,0.7739557415684581,0.599007489906782
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"range(1, 13)",True,True,False,402,321,81,0.6171962869539971,0.7679820766424185,0.877154153300999,0.7693994086531925,0.6192332494127407,0.7951802923051037,0.6323116972704301,0.35189063956057887,0.6551718692985544,0.4292501783201621
0,ZMB,sentinel-2-l2a,2-3-4,1000,18904,"range(1, 13)",True,True,True,402,321,81,0.7276581747331908,0.9268606131296948,0.9636546202622732,0.928630227152826,0.7341740198829574,0.862474268432308,0.7438618637078449,0.5786030088511891,0.7649725729652828,0.5851830373891248
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",False,False,False,432,345,87,0.5454230546393349,0.8561781386139103,0.927479230801169,0.8602177235675281,0.5348387278492034,0.7453086781192495,0.555485025679863,0.4217823810236171,0.6722043334701052,0.45185866593598845
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",False,False,True,432,345,87,0.7229357855944586,0.9137165607021983,0.9561844791916778,0.9142887582470601,0.763859930806604,0.8753990530109445,0.7663235020124584,0.5264023453893185,0.7262872536299072,0.5274931747852731
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",False,True,False,432,345,87,0.3960922140432155,0.8583009090559675,0.9285000092369411,0.8621122671529997,0.5483126024920693,0.7520954162309998,0.5656475151156809,0.4475780266817184,0.6866486445551037,0.4714863610693611
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",False,True,True,432,345,87,0.6446295622127923,0.9187896395145579,0.9588235666064961,0.919342631880002,0.6878647043846291,0.837493625259154,0.7013955723497204,0.50271270475372,0.7101187445652832,0.504268631382974
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",True,False,False,432,345,87,0.5454230546393349,0.8561781386139103,0.927479230801169,0.8602177235675281,0.5348387278492034,0.7453086781192495,0.555485025679863,0.4217823810236171,0.6722043334701052,0.45185866593598845
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",True,False,True,432,345,87,0.7229357855944586,0.9137165607021983,0.9561844791916778,0.9142887582470601,0.763859930806604,0.8753990530109445,0.7663235020124584,0.5264023453893185,0.7262872536299072,0.5274931747852731
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",True,True,False,432,345,87,0.3960922140432155,0.8583009090559675,0.9285000092369411,0.8621122671529997,0.5483126024920693,0.7520954162309998,0.5656475151156809,0.4475780266817184,0.6866486445551037,0.4714863610693611
0,ZMB,sentinel-2-l2a,2-3-4,1000,19598,"range(4, 10)",True,True,True,432,345,87,0.6446295622127923,0.9187896395145579,0.9588235666064961,0.919342631880002,0.6878647043846291,0.837493625259154,0.7013955723497204,0.50271270475372,0.7101187445652832,0.504268631382974
