country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,"[[10.0, 10.0]]","[[0.6035950746170222, 0.6260658467024134]]",0.6337384367542911,0.7963533432095865,0.6341786472410855,0.8659675974883739,0.9367006910756627,0.8774081846616241,0.6821021055473687,0.8328058979039243,0.6935656635835616,0.08146073378612073,0.4297660457789904,0.18469885410450929
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,497,397,100,"[[10.0, 10.0]]","[[0.5841782330051701, 0.6209705647502637]]",0.626445221471122,0.791609903012777,0.6266462385478982,0.8635304815445279,0.9361221159643791,0.8763246159976265,0.7246313251675415,0.8681843006956789,0.753743979974445,0.08087346425969777,0.4440910919515687,0.19721689795073666
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,"[[10.0, 10.0]]","[[0.5611548399609628, 0.5931714338642438]]",0.6048231316796733,0.7778621195689444,0.6050694770602907,0.8048700316040049,0.9040638438390807,0.8173314337370936,0.6452968351276616,0.8114937738847964,0.658522145053789,0.17121655383905365,0.4815348852532756,0.2318758457158853
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,504,403,101,"[[1.0, 1.0]]","[[0.6004626374275899, 0.6004626374275899]]",0.6159571744673482,0.7907220834768575,0.6252414132979823,0.9396652927757484,0.9713348881384601,0.9434914649149548,0.6221394012013703,0.7979125091681538,0.6366643722870191,-0.0598499047306984,0.44298597920833493,0.19623657777516734
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,504,403,101,"[[10.0, 10.0]]","[[0.5818481734041, 0.6011839784059736]]",0.6132021455918,0.78345672003555,0.6138044321688622,0.8060799946570317,0.9048280099193557,0.8187137275346218,0.6611561832866268,0.8283060285579286,0.6860908769454079,0.17381341251647742,0.48287203205558904,0.2331653993414938
ZMB,2016-2022,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,504,403,101,"[[1.0, 1.0]]","[[0.6063210869567285, 0.6063210869567285]]",0.6203556331039656,0.7929702057913663,0.6288017472728019,0.9404912049751981,0.9717661690560265,0.944329487321826,0.6229606210506122,0.7992318931560026,0.638771619037728,-0.04310516484812754,0.44807326484137566,0.2007696506656096
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,True,False,497,397,100,"[[1.0, 10.0]]","[[0.4421553609050003, 0.4640986139834459]]",0.4725868532542886,0.7090956792590833,0.5028166823439008,0.8751581159525144,0.9394784420342918,0.88261974304718,0.6810457493183286,0.8282677225517008,0.6860274202209812,-0.2065186556203269,0.4458042981892731,0.1987414722840303
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,False,False,490,392,98,"[[100.0, 1.0]]","[[0.5734595880315834, 0.5734595880315834]]",0.5820913689404802,0.7685827761697691,0.5907194838248294,0.8818510984705104,0.9423064512138494,0.8879414479992387,0.5691487385162536,0.7560345231383047,0.5715882001769638,-0.035260220003285436,0.48315826215752194,0.2334419062910767
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,False,490,392,98,"[[100000000.0, 10.0]]","[[0.5233132043450317, 0.5281342113148274]]",0.5396911478192981,0.7348396661640363,0.5399893349680723,0.7110959727916324,0.8511217177020978,0.7244081783441694,0.4528502066322515,0.6746253788412164,0.4551194017766548,0.15856413025200466,0.5033506449821403,0.25336187180393666
ZMB,2016-2022,sentinel-2-l2a,2-3-4,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,15,4-9,True,False,False,False,497,397,100,"[[10.0, 1.0]]","[[0.45449026680402166, 0.45449026680402166]]",0.46826991900052894,0.6924993044602387,0.4795552866779143,0.7853244960138573,0.8925402888052661,0.7966281671405879,0.6413476844683565,0.8045864453914215,0.647359348107603,-0.03149286378650684,0.441838184154635,0.19522098097706514
