country,satellite,bands,num_features,points,month_range,limit_months,crop_mask,weighted_avg,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2
ZMB,sentinel-2-l2a,2-3-4,1000,20,4-9,True,True,True,False,504,403,101,1.0,0.31126876996966296,0.3289752685178615,0.5864116489962574,0.34387862207850983,0.5847497472533454,0.7680918053691244,0.5899650214752008,0.39915883511452555,0.6356087184934487,0.4039984430248841,-0.2751257581995503,0.25452922842104025,0.06478512812061009
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,True,497,397,100,"[0.01, 0.001]","[0.5065397181570479, 0.7156030371397065]",0.7189511694768669,0.8516663048517065,0.7253354948197598,0.8957713363697113,0.9471790446495352,0.8971481426232062,0.8418514812733079,0.9183430639360667,0.8433539830794826,-0.14617015052571602,0.3210117947950533,0.10304857239754142
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,False,False,497,397,100,1.0,0.5075228396980884,0.5156468109444061,0.7296030709811875,0.5323206411851797,0.7831876938801502,0.8868363187224968,0.7864786562052699,0.6805152394242722,0.8262256170515633,0.6826487702722365,-0.212001580324376,0.35459289950177564,0.12573612437707635
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,True,497,397,100,"[0.09999999999999999, 0.001]","[0.5161500357696293, 0.752851215743599]",0.7562941614463797,0.8702006249073653,0.7572491275891691,0.8839481687944613,0.9412282098481223,0.8859105430139009,0.825874507948497,0.9107809213979717,0.8295218867825384,0.0087469718117823,0.37171302588122007,0.13817057360977258
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,False,497,397,100,10.0,0.5170089173984079,0.5192682433549287,0.725034775258897,0.5256754253347193,0.6898953530159286,0.8319884437644067,0.6922047705575194,0.7008950985665914,0.8456454724303233,0.7151162650419046,-0.07013983047538819,0.42530804871971906,0.18088693630577493
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,True,497,397,100,"[0.001, 0.001]","[0.5194563050753285, 0.6617320170310205]",0.6652951559338869,0.8281812173118788,0.6858841287081854,0.9247917444346898,0.9623341572474701,0.9260870302051984,0.842612456760518,0.9200967439926107,0.8465780183058037,-0.32973571569385407,0.2996843265933543,0.08981069560571225
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,False,False,497,397,100,1.0,0.5101905618776786,0.5190558404323868,0.7329057728681281,0.5371508719034281,0.786016184760936,0.8884839873618735,0.7894037957984538,0.7433797149439392,0.8646526792601923,0.747624255751829,-0.21993383473153583,0.35661868362826554,0.12717688551275694
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,True,497,397,100,"[0.01, 0.001]","[0.5213101370241622, 0.7271748567828581]",0.7310604380228072,0.8579368097508566,0.7360555695254776,0.9017425480009047,0.9503164716866885,0.9031013963590367,0.8232656931120906,0.9077493427207072,0.8240088692098759,-0.07370419909576409,0.37141168440321326,0.13794663931123208
ZMB,sentinel-2-l2a,2-3-4,1000,4,1-12,False,True,True,False,497,397,100,10.0,0.5202560389745237,0.5235715115346126,0.7280287750456483,0.5300258972944673,0.6949508709938639,0.8350681786034936,0.6973388629161562,0.7179027300692499,0.8560627117221185,0.7328433664010269,-0.056275271757628476,0.43177530209581233,0.18642991149993
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,True,504,403,101,"[9.999999999999999e-05, 0.001]","[0.5536444811430737, 0.6762456309406535]",0.6790398625559945,0.8309042160276636,0.6904018162125463,0.9074085777713589,0.9533579955155201,0.9088914676133705,0.8068364030842944,0.8997174862306995,0.8094915550292889,-0.2645428015815021,0.263831208983612,0.06960690683375435
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,False,504,403,101,0.01,0.5543933180307301,0.5639174791918715,0.7646155904418974,0.5846370011468114,0.8678596160546461,0.9331532144505202,0.8707749216393387,0.6237954323278005,0.7986163746948592,0.6377881139307598,-0.25180302156686607,0.3661266593616034,0.13404873069528755
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,True,504,403,101,"[0.001, 0.001]","[0.5071165482107662, 0.6736547408840854]",0.6868009606298294,0.8323875402625508,0.6928690171843396,0.8768532473213995,0.9372915990057848,0.878515541566821,0.7959505245372486,0.8934529581594874,0.7982581884439388,-0.22852137125221872,0.20933985017512582,0.04382317287134413
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,True,False,504,403,101,0.09999999999999999,0.5182900099228896,0.5283732145022534,0.7346774299960831,0.5397509261456496,0.7743353101194518,0.882236096539889,0.7783405300379403,0.6639909614812984,0.8186920163252294,0.6702566175946696,-0.2700918905094605,0.32394022713279946,0.10493727075484971
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,True,504,403,101,"[9.999999999999999e-05, 0.001]","[0.5466481413517899, 0.6785173632729002]",0.6829133067702666,0.834302902681201,0.6960613334222775,0.9100697390617862,0.9547581383998713,0.9115631028407879,0.7930111163166569,0.8915781827152126,0.794911655893761,-0.24268442867247586,0.2858032290782523,0.08168348575155596
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,False,504,403,101,0.09999999999999999,0.5390684165620488,0.5569080361246522,0.7526356817366633,0.5664604694232119,0.7705324825359849,0.8798029404729956,0.7740532140649293,0.7044228463602351,0.8420466488554412,0.7090425588486787,-0.15712443576414636,0.3813602711450533,0.14543565640782855
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,True,504,403,101,"[0.001, 0.001]","[0.50622828320578, 0.6744284175179688]",0.6870422308371995,0.8324180806367922,0.6929198609710412,0.8761022558201119,0.9368852514584546,0.8777539744003717,0.7987012612546758,0.8947840369124009,0.8006384727132528,-0.2298426965312923,0.20602698820383578,0.042447119868343486
ZMB,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,False,504,403,101,0.09999999999999999,0.5154807915748757,0.5243410039778151,0.7321833788588307,0.536092500277134,0.7727948343302363,0.881348770510587,0.7767756552805234,0.6732001767660478,0.823692198968612,0.6784688386417476,-0.28196843540307404,0.3181601874371054,0.10122590487001404
