,country,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,kfold_total_n,kfold_train_n,kfold_test_n,kfold_best_reg_param,kfold_mean_of_val_R2s,kfold_val_R2,kfold_val_r,kfold_val_r2,kfold_train_R2,kfold_train_r,kfold_train_r2,kfold_test_R2,kfold_test_r,kfold_test_r2,logo_total_n,logo_train_n,logo_test_n,logo_best_reg_param,logo_mean_of_val_R2s,logo_val_R2,logo_val_r,logo_val_r2,logo_train_R2,logo_train_r,logo_train_r2,logo_test_R2,logo_test_r,logo_test_r2
0,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,False,True,sentinel-2-l2a,2-3-4,1000,15,4-9,True,True,True,288,230,58,1000.0,0.38506262999261426,0.3987937765751295,0.6583665202731598,0.4334464750165889,0.9488782248305329,0.9789378628861406,0.9583193393920842,0.7473725646757756,0.8651415651524904,0.7484699277545008,288,230,58,100000000.0,-0.5920330569796172,-0.19706393488535867,-0.5916687973733721,0.3500719657852524,0.004038961733076718,0.500361352488552,0.25036148306417294,-0.8632847924677238,0.05851652480446648,0.003424183675191741
1,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,4,1-12,False,False,True,497,397,100,10000.0,0.43737094896368794,0.4469801112443299,0.6687264660760798,0.4471950864306023,0.7433349183935172,0.8748199455230072,0.7653099370848774,0.5254510051539187,0.7255598895927949,0.5264371533859088,497,397,100,10000.0,-0.3554042103774888,0.21511845997169132,0.4661065359203291,0.21725530282764902,0.7701783946192486,0.8866201614085915,0.7860953106161968,-0.5505423923805293,-0.1889475789777815,0.03570118760156498
2,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,False,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,648,518,130,10000.0,0.2904291644478996,0.3288820799802812,0.5735524052716666,0.3289623615929141,0.6105946426860716,0.8037468093235702,0.6460089334978195,0.20222420289510235,0.462995262494588,0.21436461309243243,648,518,130,10000000.0,-0.44434407707513335,-0.09207043125670289,-0.5362568378029055,0.28757139609037163,0.015388715658104402,0.5300700728728154,0.28097428215539183,-0.7515993966695844,0.026704588985883442,0.0007131350729049673
3,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,True,282,225,57,1000.0,0.4768598578310657,0.5226502348313493,0.7384294468592756,0.5452780479888957,0.9839271055567577,0.9934538556739069,0.9869505633533517,0.7774182235895857,0.8819677496210785,0.7778671113716694,282,225,57,100000000.0,-0.5994989383589493,-0.19773417559122253,-0.592029937083138,0.35049944640266434,0.002890976092952302,0.7015428615562131,0.49216238660048006,-0.8652882694826516,-0.12599832912020642,0.015875578941083858
4,ZMB,sentinel-2-l2a,2-3-4,1000,15,1-12,False,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,490,392,98,10000.0,0.39108643472236665,0.42691456978435105,0.653970760053346,0.427677755004751,0.6747660956437989,0.8310678395970801,0.690673754012558,0.550332123028662,0.7503164575789787,0.5629747865138673,490,392,98,100000000.0,-0.5396509647067007,-0.14415390298228226,-0.5722402548627844,0.3274589092854244,0.009148420770084487,0.5946417236450523,0.35359877949955876,-0.04026418337276927,-0.04077731841178409,0.001662789696856026
5,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,376,300,76,10000.0,0.41760096811608155,0.43354487503839345,0.6600744799601331,0.4356983190946402,0.7949025782466317,0.9060482538421203,0.8209234382903552,0.40945845476717735,0.6520553691928309,0.42517620449319904,376,300,76,1000000.0,-0.5791646841311149,-0.11182197324384924,-0.3441887280842044,0.1184658805402224,0.19130067431037767,0.6521110016868789,0.42524875852106453,-0.6490558438586187,0.05047221997912398,0.002547444989621082
6,ZMB,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,sentinel-2-l2a,2-3-4,1000,4,4-9,True,False,False,432,345,87,1000.0,0.5204706222858452,0.571655702051736,0.7591657730346714,0.5763326709473302,0.9112844350430686,0.9592463848315304,0.9201536268123605,0.5715885497851972,0.7646813806832634,0.584737613963662,432,345,87,1000.0,-0.1472521353259388,0.3739613890743222,0.6157908906937094,0.379198421061352,0.911916049123661,0.9588262224535012,0.919347724864451,-1.0869994808418064,0.44156825919999293,0.19498252753291215
7,ZMB,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,False,426,340,86,1000.0,0.5545149754164336,0.5838401505555633,0.7685995587020994,0.590745281637062,0.9571402212851065,0.9805605342575686,0.9614989613434884,0.4360421337456378,0.6810858297934923,0.46387790754548996,426,340,86,10000000.0,-0.5084881783422107,-0.16284986562476678,-0.5168959746078938,0.2671814485658444,0.053498634402586176,0.6516039478311526,0.42458770482914343,-1.044652874411725,0.24443697859945465,0.059749436506830254
8,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,4-9,True,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,490,392,98,10000.0,0.458405688614475,0.4719829710902226,0.6876006283930913,0.4727946241665741,0.7051096412017703,0.8522038852726205,0.7262514620737497,0.5130907913835704,0.720382099701542,0.5189503695704024,490,392,98,100000000.0,-0.5399367816123287,-0.14525539729714065,-0.5735778764724024,0.32899158037859055,0.00452064688440823,0.5460488990460571,0.2981694001494111,-0.04013643798685629,-0.027666591242488103,0.0007654402709789194
9,ZMB,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,False,False,sentinel-2-l2a,2-3-4,1000,4,4-9,True,True,True,497,397,100,10000.0,0.42684119576153384,0.4365584119013871,0.6607878438543134,0.43664057458563255,0.7403224327939779,0.8745401420288132,0.7648204600197769,0.5123730057981591,0.7174522205381341,0.5147376887550994,497,397,100,1000.0,-0.2876762044494966,0.262483598900461,0.5393837847153957,0.2909348672139044,0.9304993643135118,0.9676241927147995,0.9362965783269674,-0.050588320108936324,0.3107750114923478,0.09658110776806891
