country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
ZMB,2016-2021,landsat-c2-l2,r-g-b-nir-swir16-swir22,1024,20,1-12,False,True,False,sentinel-2-l2a,2-3-4-8,1000,15,1-12,False,True,False,True,414,331,83,"[100.0, 10.0, 0.0001]","[0.7119158444915452, 0.7352336201969161, 0.8327552268739291]",0.846563684361056,0.9205909820341346,0.8474877562025723,0.9676407652440612,0.9841069924869689,0.968466572661747,0.6604297400157146,0.8373380348619989,0.701134984626554,0.31061376205556523,0.569358352242562,0.3241689332683653,0.11284417393345025,0.360826729584772,0.1301959287828422
