split,random_state,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6341621701150241, 0.639599783575463, 0.7564875916377277]]",0.7725060794030708,0.8812399745991731,0.7765838928315513,0.9528386924580737,0.9765834725326991,0.953715278824025,0.7654998702348949,0.8776121825243721,0.7702031429151919,-0.15247554755099957,0.20961944517949901,0.04394031179736099,0.31725100953911933,0.5664771269992034,0.3208963354132716
1,116739,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6587150362188641, 0.6765548021494376, 0.7932679363421762]]",0.7947912923105342,0.8935941487950855,0.7985105027608134,0.951513967603621,0.9758120681324081,0.9522091923128474,0.7054618236974926,0.8505812077444784,0.7234883909680556,-0.052933714988639746,0.3151020646413192,0.0992893111412221,0.17239250536139183,0.43868828050415837,0.19244740745169514
2,26225,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6584723273811957, 0.6767803743322831, 0.7823185065299304]]",0.7807920499392761,0.8871162960449092,0.786975322708439,0.9533804023353353,0.9767912933425769,0.954121230749864,0.7160360792125711,0.8550487851314219,0.7311084249547205,-0.13362224764068475,0.2912068086713547,0.08480140541655497,0.25968107984241506,0.5101033173744218,0.2602053943963901
3,777572,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6695236102820861, 0.6830394812807489, 0.7682032490587786]]",0.770184700194588,0.8806341392831327,0.775516487270944,0.9526033344489311,0.976471179609177,0.9534959646073375,0.6984202895678755,0.8446441050157011,0.7134236641377747,-0.10260495301986583,0.26980216030120113,0.07279320570319503,0.10410976180939335,0.4153039387982677,0.1724773615813553
4,288389,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6929488154330552, 0.6970921683517718, 0.7801486016194416]]",0.7819824529776682,0.8865776713922816,0.7860199674113605,0.9537319924435665,0.9770134429873713,0.9545552677780373,0.7437045443393802,0.8648571569138774,0.7479779018651552,-0.017219447770636886,0.3189243307109719,0.1017127287194414,0.19822611659552292,0.4569458439116233,0.2087995042681056
5,256787,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6331226280993558, 0.6395877419697016, 0.7398097209640574]]",0.7480088035499184,0.8657981317730186,0.7496064049816492,0.9446863956050336,0.9731522753055776,0.9470253509324227,0.8055770968939221,0.9026357002150391,0.814751207302694,-0.10287207688902544,0.27916117165950977,0.07793095976231028,0.2590437596471794,0.5248398793307208,0.2754568989358856
6,234053,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6456056996457601, 0.64792279759605, 0.7602987369884103]]",0.7674646621287908,0.8776311201378961,0.7702363830344983,0.945430244507742,0.973353378066178,0.9474167985928401,0.7516643510503689,0.8699929118860119,0.7568876667319021,-0.11770538207722048,0.2969566714024071,0.0881832646903972,0.2432884743901078,0.4968687938093671,0.24687859826157535
7,146316,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 1.0, 9.999999999999998e-05]]","[[0.6591334646350673, 0.6591334646350673, 0.7707232459487259]]",0.7747957144442134,0.8826750980474651,0.7791153287131022,0.9688403751564335,0.984656827186016,0.9695490673240318,0.7101010313977713,0.857013877293415,0.7344727858734926,-0.03125001481803524,0.38407948182994356,0.14751704836275795,0.1793219566486437,0.4438808634059533,0.19703022089801456
8,772246,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 0.0009999999999999998]]","[[0.6415522695814694, 0.6512662679866327, 0.7542293934402013]]",0.7575617712315532,0.8711550355406514,0.7589110959478337,0.9452612409264154,0.9733774113452703,0.9474635849172196,0.8037651843818038,0.89878980088756,0.8078231061794997,-0.12442714239649799,0.25624598660876313,0.06566200565309842,0.2984568432210699,0.5675429348307408,0.3221049828762905
9,107473,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6704687350567985, 0.6776219615117263, 0.7704379618095276]]",0.7806898409837043,0.8868184488256965,0.7864469611776145,0.9558530889017643,0.9780838707791571,0.956648058278339,0.6799917802831947,0.8296583077911543,0.6883329076868818,-0.09086300830278127,0.3081338523694716,0.09494647097605133,0.2433498982074095,0.49358097111007404,0.24362217504196373
0,670487,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.5935492945339856, 0.6192959433964697, 0.7560647754410766]]",0.7709540848614729,0.881709830292242,0.7774122248339742,0.9580162550506091,0.9791713223611361,0.958776478534456,0.7901173777203204,0.8914402754730302,0.7946657647354319,-0.16493750774355886,0.23140264470765953,0.05354718397769931,0.42789967282961816,0.6542527038896893,0.4280466005469694
1,116739,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6740016831214218, 0.7028009005601804, 0.816917918451477]]",0.8181663547059779,0.906281934780514,0.8213469453095118,0.9586990387911493,0.9794402014147424,0.9593031081473512,0.7210258246702372,0.8553889285069733,0.7316902190123079,0.05820425815900887,0.39619020869007116,0.15696668146188214,0.1813691934829249,0.46142689916147756,0.21291478326977636
2,26225,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6398355645864063, 0.6700168341364727, 0.7971255285086305]]",0.795819804049465,0.8960338013970576,0.8028765732460617,0.960979451693588,0.980622526938695,0.9616205403396316,0.7286969933205746,0.86474516597302,0.7477842020737059,-0.057210451080166314,0.35838864413522853,0.12844242024508748,0.27918560003019177,0.5303463395883264,0.28126723991473646
3,777572,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6457198104575035, 0.6745324060559847, 0.7818556174245794]]",0.7842590103646676,0.8888916241313329,0.7901283194508388,0.958224556279694,0.9792777689465524,0.9589849487529373,0.7017843475484855,0.8502167156262929,0.7228684635303605,-0.02914549882685069,0.33809374485748894,0.11430738031176083,0.08734119677397989,0.4205442548010023,0.17685747024613035
4,288389,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6601423135889405, 0.6835482554648529, 0.7869184143900172]]",0.7890681992064906,0.8906765950727463,0.7933047970103809,0.959956557122807,0.9801398540813294,0.9606741335585697,0.7739899988289276,0.8824873729852152,0.7787839634783463,0.011415352109247823,0.3598031225029777,0.12945828696289277,0.2801878434484403,0.5293661657284483,0.280228537418039
5,256787,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6121097610977475, 0.6354292315246178, 0.7575684552407452]]",0.7632641507878671,0.8771357624517936,0.7693671457718892,0.9552729001889596,0.97784783381816,0.9561863861028678,0.8278844273485731,0.9181446958341984,0.8429896824884727,-0.061725039806190374,0.31700841063625645,0.10049433241412539,0.2821275259729794,0.5536207241427439,0.3064959062003361
6,234053,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.650385897074638, 0.6583680398152831, 0.7803069453394397]]",0.7886339433434225,0.8913627502915795,0.7945275526073687,0.9558365202618829,0.978038944431215,0.9565601768241252,0.7692993766997906,0.8810409170880823,0.7762330975834091,-0.030090338358900404,0.34206431433063583,0.11700799513848803,0.31557490852137027,0.561923082334647,0.31575755046047055
7,146316,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999997e-06]]","[[0.6366842739775835, 0.6514470862455859, 0.816467466334057]]",0.8193222518875479,0.9061647822295273,0.8211346125530867,0.960422430101283,0.9803032755509419,0.9609945120559059,0.7359044412069948,0.8690763785966659,0.7552937518346953,0.15891152184085733,0.4665980945595189,0.21771378184657372,0.2153371594763711,0.46920827233068335,0.2201564028235447
8,772246,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6346420474172227, 0.6542108286098891, 0.7770064384127767]]",0.782053157906834,0.8865588303068086,0.7859865595949767,0.9564329061827003,0.9783984578240782,0.9572635422725345,0.8038914939451173,0.8967689216727859,0.8041944988781712,-0.03972157226732631,0.3281414087682793,0.10767678414843096,0.297166317119716,0.5675980686157891,0.32216756749637404
9,107473,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,False,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6561392743214866, 0.6648624589613921, 0.7764697357452838]]",0.7858993575328757,0.8898519450168065,0.7918364840501937,0.962078615326114,0.9812362672971588,0.9628246122592614,0.7072749903049063,0.8458066310930363,0.7153888572009517,-0.07046381405848146,0.3272998055785794,0.10712516273177587,0.31676771671867066,0.5629786884952442,0.31694500369982526
0,670487,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.5978941876958299, 0.6207820996700033, 0.7564576549428231]]",0.771400687020231,0.8818625388030497,0.7776815373441602,0.958559830129015,0.9794531666458359,0.9593285056525557,0.7915377565610512,0.8920049385598586,0.7956728104151771,-0.16117760701762562,0.23290840794285977,0.05424632649047759,0.4347867923878461,0.6594070823114041,0.4348177002024389
1,116739,ZMB,2013-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,15,4-9,True,True,False,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,4-9,True,True,True,True,648,518,130,"[[1.0, 10.0, 9.999999999999998e-05]]","[[0.6791371123807878, 0.7063150135219868, 0.8171502694012093]]",0.8184208961093019,0.9064504836039331,0.8216524792258042,0.9590562881636572,0.9796269712670673,0.9596690028338876,0.7225573664850158,0.8564637174905187,0.7335300993776791,0.05971182857836976,0.3976677544355295,0.15813964291779659,0.17918686819963558,0.4612475703249363,0.21274932113065706
