split,random_state,variables,anomaly,country,year_range,satellite_1,bands_1,num_features_1,points_1,month_range_1,limit_months_1,crop_mask_1,weighted_avg_1,satellite_2,bands_2,num_features_2,points_2,month_range_2,limit_months_2,crop_mask_2,weighted_avg_2,hot_encode,total_n,train_n,test_n,best_reg_param,mean_of_val_R2,val_R2,val_r,val_r2,train_R2,train_r,train_r2,test_R2,test_r,test_r2,demean_cv_R2,demean_cv_r,demean_cv_r2,demean_test_R2,demean_test_r,demean_test_r2
0,670487,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[1.0, 100.0]]","[[0.344220596242556, 0.42011949499268947]]",0.5230998001804227,0.7457945574465492,0.5562095219168942,0.979327014912409,0.990888474330969,0.9818599685619555,0.6040498508520966,0.8161396447252067,0.6660839196921866,,,,,,
1,116739,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[0.09999999999999999, 1.0]]","[[0.3489508281025505, 0.3489508281025505]]",0.3627163203844179,0.6567931986771427,0.43137730582855266,0.999690823254605,0.9998709927859544,0.99974200221477,0.4915192562721531,0.7818992316063985,0.6113664083866764,,,,,,
2,26225,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[10.0, 100.0]]","[[0.2839924676884675, 0.3678648527078915]]",0.4408940613859025,0.6678735659811874,0.4460551001364275,0.8787137047955963,0.9458819410494061,0.8946926464033923,0.7896879038416624,0.8891596812308262,0.7906049387265045,,,,,,
3,777572,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[1.0, 10.0]]","[[0.43708687256770207, 0.4814961387296476]]",0.5053295795721533,0.7230426509064382,0.5227906750298094,0.9912567160988005,0.9962244453624348,0.9924631455376909,0.39238309764487955,0.7247653942188721,0.5252848766572371,,,,,,
4,288389,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[10.0, 100.0]]","[[0.29656721618480864, 0.42754710686616476]]",0.5172804271089364,0.7235907715252069,0.5235836046364442,0.8914492132110114,0.9514127070706939,0.905186139175586,0.6617458465672406,0.8187572149807195,0.6703633770829841,,,,,,
5,256787,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[10.0, 10.0]]","[[0.38273871671840826, 0.4153087945010531]]",0.44431404943169905,0.6867710178639379,0.4716544309778693,0.9228690564585174,0.9656401606324182,0.9324609198262024,0.7523566567203267,0.878994292821189,0.7726309668122222,,,,,,
6,234053,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[1.0, 10.0]]","[[0.4826899816118254, 0.523100596114233]]",0.5230864420066104,0.7480274001111817,0.559544991317094,0.9870987178451662,0.9942520013128043,0.9885370421145167,0.5216489852525924,0.7545230891513139,0.5693050920624416,,,,,,
7,146316,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[10.0, 10.0]]","[[0.44794602747207823, 0.5034313713384149]]",0.5144767000245208,0.721540837188752,0.520621179731045,0.9392766517652141,0.9734559767192263,0.947616538610383,0.6851030850754958,0.8292430070284004,0.6876439647055037,,,,,,
8,772246,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[0.09999999999999999, 1.0]]","[[0.5649337809106751, 0.5649337809106751]]",0.5883904714905215,0.7840053912562469,0.6146644535188608,0.9998142088124079,0.9999217396628882,0.9998434854504568,0.485175521304688,0.7838612579941532,0.6144384717841763,,,,,,
9,107473,rcf,True,ZMB,2016-2021,landsat-8-c2-l2,1-2-3-4-5-6-7,1000,20,1-12,False,True,False,sentinel-2-l2a,2-3-4,1000,20,1-12,False,True,False,False,270,216,54,"[[1.0, 1.0]]","[[0.44685272713072594, 0.44685272713072594]]",0.48267245956724414,0.7259421991124005,0.5269920764521482,0.995889782974651,0.9982762153097474,0.9965554020531532,0.3415920052206569,0.7635810509488341,0.583056021368126,,,,,,
