district,year,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7,ndvi_8,ndvi_9,ndvi_10,ndvi_11,ndvi_12
Nchelenge,2013,4756.57666015625,5225.76953125,5666.70654296875,5647.89501953125,5102.98583984375,5492.1787109375,4337.5771484375,2977.741455078125,2754.11767578125,3018.75927734375,3742.556396484375,5281.73291015625
Samfya,2013,5863.1103515625,6331.49658203125,5996.24462890625,5837.8974609375,5621.9755859375,5110.47265625,4543.5400390625,4127.2919921875,4022.01953125,4328.47021484375,4620.05908203125,5627.4912109375
Chongwe,2013,7409.83251953125,7698.22802734375,7536.9609375,6857.1689453125,6070.1630859375,5333.9345703125,4741.19580078125,4007.890380859375,3446.580078125,3549.787353515625,3986.5126953125,6504.07080078125
Kafue,2013,7527.5322265625,7686.04541015625,7379.77490234375,6519.5751953125,5513.73193359375,4792.5185546875,4283.2001953125,3701.967529296875,3270.50830078125,3391.25244140625,3770.859130859375,6786.47314453125
Luangwa,2013,7576.87255859375,7726.71484375,7621.4326171875,6931.830078125,6122.90283203125,5181.29345703125,4507.7939453125,3900.51171875,3418.629638671875,3207.338134765625,3404.209228515625,7048.86181640625
Lusaka,2013,6019.99658203125,6126.943359375,5697.6328125,4905.68505859375,4075.347412109375,3534.58935546875,3171.362548828125,2881.786376953125,2803.01953125,2888.0390625,2987.09716796875,5647.98876953125
Chama,2013,7314.642578125,7597.537109375,7649.017578125,7414.52685546875,6661.86962890625,5676.330078125,4692.513671875,3883.53076171875,3326.293701171875,3201.571044921875,4282.02197265625,6015.28173828125
Chinsali,2013,7151.1318359375,7347.62744140625,7181.02392578125,7117.150390625,6549.85498046875,5888.63134765625,5324.1337890625,4750.15478515625,4040.812255859375,4056.002685546875,4984.1083984375,6317.04833984375
Isoka,2013,7209.97607421875,7427.99853515625,7651.34423828125,7338.5146484375,6934.2119140625,6075.64306640625,5178.41259765625,4389.27783203125,3687.594482421875,3395.555908203125,4524.19921875,6304.3271484375
Mpika,2013,7291.37548828125,7467.13330078125,7441.8681640625,7086.77294921875,6353.46435546875,5640.5830078125,5015.8525390625,4458.16259765625,3817.447265625,4255.4794921875,5082.18994140625,6265.748046875
Nakonde,2013,6783.1455078125,6994.8603515625,7056.79296875,6657.03125,6163.2958984375,5239.486328125,4426.359375,3815.6494140625,3360.138916015625,3469.53759765625,4029.28271484375,5746.8623046875
Chavuma,2013,5654.21875,5789.1865234375,5737.37548828125,5376.81787109375,4664.9189453125,3974.84619140625,3618.5390625,3417.710205078125,3549.340576171875,4014.595947265625,4869.2294921875,5228.4853515625
Kabompo,2013,7740.39794921875,7789.3154296875,7761.44580078125,7474.20361328125,6987.91162109375,6459.080078125,5911.71630859375,5397.27880859375,5092.5263671875,6114.69091796875,6933.2890625,7657.31787109375
Kasempa,2013,7875.16796875,7872.6708984375,7822.38134765625,7410.60986328125,6736.90771484375,6030.69482421875,5311.1181640625,4671.39013671875,4496.66064453125,5515.50390625,5925.62109375,7336.86669921875
Mufumbwe,2013,7680.67041015625,7701.40625,7582.98046875,7180.93896484375,6432.22314453125,5675.4658203125,4993.68603515625,4424.25830078125,4313.0224609375,5362.26904296875,6042.76318359375,7348.328125
Mwinilunga,2013,7733.49560546875,7665.71044921875,7778.013671875,7500.41064453125,6805.47314453125,6005.64453125,5332.7685546875,4979.13916015625,5416.41845703125,6439.61669921875,7237.1376953125,7713.25146484375
Solwezi,2013,7928.0439453125,7673.33447265625,7816.060546875,7485.4814453125,6798.25,5960.7021484375,5199.5458984375,4672.982421875,4899.12255859375,6075.3759765625,6535.3974609375,7578.3408203125
Zambezi,2013,6574.75341796875,6821.1474609375,6753.5185546875,6361.333984375,5812.58056640625,5235.06884765625,4772.2763671875,4356.607421875,4189.09521484375,4975.228515625,5761.43603515625,6278.48046875
Chilubi,2013,6189.59619140625,6553.11083984375,5971.697265625,5772.94677734375,5637.02490234375,5122.38134765625,4624.796875,4165.5185546875,3927.897705078125,4095.172119140625,4182.517578125,5843.900390625
Kaputa,2013,7349.32568359375,7228.47802734375,7074.30908203125,6891.30419921875,6421.7431640625,5396.45947265625,4179.40283203125,3534.95654296875,3550.414306640625,4349.2177734375,5837.24658203125,7024.85009765625
Kasama,2013,7459.3759765625,7557.17333984375,7419.1591796875,7289.75439453125,6706.34130859375,5948.9814453125,5301.55859375,4646.50927734375,4065.177978515625,4634.33154296875,5346.23876953125,6566.638671875
Luwingu,2013,7739.9404296875,7810.38916015625,7621.1240234375,7410.857421875,6776.7998046875,5902.10400390625,5176.7607421875,4590.58544921875,4146.6796875,4673.736328125,5564.99072265625,7009.9404296875
Mbala,2013,7054.876953125,7213.87744140625,7053.18115234375,6963.55419921875,6407.935546875,5335.46728515625,4589.76611328125,3954.7392578125,3595.283203125,4117.95458984375,4958.55859375,6555.86865234375
Mporokoso,2013,7629.69873046875,7597.47119140625,7458.8994140625,7391.3955078125,6889.525390625,6162.6865234375,5350.4677734375,4637.68212890625,4353.21044921875,5137.18505859375,6247.728515625,7195.294921875
Mpulungu,2013,7362.04150390625,7360.74169921875,7240.51611328125,7077.55419921875,6609.07861328125,5751.822265625,4867.8779296875,4107.404296875,3930.871826171875,4561.8623046875,5886.064453125,6888.134765625
Mungwi,2013,7092.96728515625,7241.94775390625,6999.046875,6904.150390625,6510.07421875,5656.380859375,4927.083984375,4282.01904296875,3711.96923828125,3975.143310546875,4858.28173828125,6430.205078125
Choma,2013,6651.7060546875,6720.75390625,6612.85400390625,5702.685546875,4760.31201171875,4080.783203125,3562.159423828125,3156.505859375,2981.630859375,3220.429443359375,3623.775146484375,5755.54248046875
Gwembe,2013,6714.06591796875,6937.39404296875,6884.7900390625,6265.40771484375,5464.57421875,4688.18798828125,4124.55908203125,3584.218017578125,3139.663818359375,3127.05029296875,3396.4775390625,6044.0234375
Itezhi-Tezhi,2013,6698.26708984375,6672.55859375,6521.79443359375,5839.47900390625,4875.99560546875,4075.49267578125,3469.169921875,3049.596923828125,2938.206787109375,2959.2412109375,3481.028076171875,6044.66357421875
Kalomo,2013,6253.958984375,6528.63818359375,6273.2451171875,5292.56005859375,4337.60693359375,3739.808349609375,3268.1279296875,2900.3251953125,2754.010498046875,2904.796875,3335.857666015625,5525.87255859375
Kazungula,2013,6748.72216796875,6892.1494140625,6667.69921875,5744.80615234375,4670.3271484375,3987.396484375,3488.955810546875,3080.61181640625,2870.380615234375,3195.445556640625,3603.103271484375,6137.46728515625
Livingstone,2013,6487.82177734375,6967.81640625,6409.24365234375,5269.13720703125,4443.2734375,3927.52197265625,3520.720703125,3077.306884765625,2813.066162109375,2928.353271484375,3135.50732421875,5655.13134765625
Mazabuka,2013,6945.9287109375,7308.25927734375,7034.50341796875,6298.33740234375,5412.37646484375,4755.59814453125,4186.35009765625,3671.515380859375,3406.083984375,3363.227783203125,3464.890380859375,6108.9794921875
Monze,2013,6654.13916015625,7090.802734375,6688.38818359375,5656.98193359375,4660.98876953125,3971.77734375,3424.687255859375,3001.57275390625,2805.393798828125,2902.4453125,3129.788330078125,6071.69873046875
Namwala,2013,7192.92431640625,7227.16748046875,7036.29443359375,6358.22509765625,5424.73095703125,4655.57666015625,4045.583251953125,3543.995361328125,3374.6240234375,3857.247802734375,4524.02197265625,6519.20751953125
Siavonga,2013,6763.25634765625,7034.72802734375,6766.21826171875,6153.31494140625,5131.28662109375,4301.57861328125,3761.161376953125,3338.827880859375,3009.89208984375,2867.426513671875,3057.407470703125,6148.00341796875
Sinazongwe,2013,6435.05126953125,6357.57666015625,6250.6435546875,5486.5517578125,4896.056640625,4358.1591796875,3861.77197265625,3380.50048828125,3043.115966796875,3093.5869140625,3764.248046875,5719.212890625
Kalabo,2013,5595.232421875,5434.04736328125,5492.72314453125,5037.27099609375,4551.08740234375,4040.25146484375,3667.01171875,3428.246826171875,3432.095703125,3857.28173828125,4103.04541015625,5264.57421875
Kaoma,2013,7152.521484375,7080.70458984375,6956.77294921875,6399.77734375,5705.37548828125,5215.74462890625,4749.22509765625,4198.73388671875,4088.165283203125,4892.7470703125,5590.5146484375,6882.59423828125
Lukulu,2013,6505.212890625,6474.6689453125,6463.0673828125,6077.060546875,5539.68896484375,4971.04638671875,4538.79833984375,4108.21533203125,3995.001220703125,4602.30712890625,5157.35009765625,6125.56201171875
Mongu,2013,6111.4794921875,5895.169921875,5909.119140625,5495.03564453125,5072.9677734375,4616.90283203125,4203.47412109375,3829.191162109375,3771.86767578125,4327.1845703125,4702.22412109375,5818.75341796875
Senanga,2013,6055.04833984375,5810.00146484375,5747.802734375,5166.1259765625,4736.759765625,4367.97314453125,3987.780517578125,3630.204833984375,3585.830810546875,3995.430419921875,4444.32421875,5735.00341796875
Sesheke,2013,6730.05810546875,6484.57568359375,6309.541015625,5546.41796875,4778.046875,4265.587890625,3822.166015625,3394.38330078125,3271.608642578125,3773.730712890625,4343.62353515625,6305.818359375
Shangombo,2013,6267.083984375,6015.17626953125,5720.68408203125,4772.08447265625,3991.73291015625,3488.011962890625,3147.975341796875,2927.30615234375,2869.137939453125,3355.81103515625,3743.16455078125,5772.810546875
Chibombo,2014,6881.775390625,7326.3916015625,7185.43359375,6341.46142578125,5358.48828125,4312.080078125,3673.448974609375,3179.631103515625,2982.232666015625,3296.579345703125,4009.52734375,5358.5419921875
Kabwe,2014,6864.99072265625,7543.2587890625,7422.52880859375,6479.919921875,5340.3271484375,4308.970703125,3722.2578125,3233.3134765625,2996.8037109375,3348.1474609375,3876.21533203125,4794.40771484375
Kapiri Mposhi,2014,7248.78759765625,7332.42236328125,7253.54736328125,6714.5947265625,5935.4453125,5068.5986328125,4430.69580078125,3836.595703125,3628.866455078125,3981.693359375,5025.64892578125,6225.51904296875
Mkushi,2014,7263.11328125,7687.89697265625,7511.46875,6935.5478515625,6194.744140625,5461.1240234375,4886.50146484375,4247.98291015625,3671.708740234375,3829.669189453125,4826.7021484375,5915.19580078125
Mumbwa,2014,7743.2021484375,7525.767578125,7411.7119140625,6876.8671875,5910.6640625,4686.1982421875,3918.962646484375,3383.2109375,3250.927978515625,3800.572021484375,4532.7314453125,6723.630859375
Serenje,2014,7298.943359375,7610.68408203125,7443.37939453125,7246.3896484375,6619.1259765625,5827.62060546875,5187.0927734375,4524.14501953125,3852.584716796875,4190.16845703125,5079.6064453125,6340.45263671875
Chililabombwe,2014,7705.689453125,7644.52197265625,7700.16845703125,7353.56884765625,6435.10107421875,5492.50146484375,4695.591796875,4053.25048828125,4108.58740234375,4579.5439453125,5124.7626953125,6718.521484375
Chingola,2014,7530.83154296875,7485.79345703125,7480.576171875,7133.42138671875,6273.0849609375,5314.8291015625,4668.1259765625,4051.263916015625,4073.5810546875,4570.8671875,5184.55029296875,6682.08447265625
Kalulushi,2014,7593.197265625,7569.87841796875,7632.60693359375,7292.45263671875,6328.81396484375,5301.126953125,4696.33984375,4049.475830078125,3977.186279296875,4378.20166015625,5176.927734375,6705.05859375
Kitwe,2014,7212.49560546875,7152.64013671875,7140.087890625,6606.39306640625,5556.79150390625,4566.466796875,3952.695068359375,3424.93603515625,3524.31396484375,3735.7109375,4739.5869140625,6031.17431640625
Luanshya,2014,7379.541015625,7303.85498046875,7290.62890625,6736.27392578125,5595.14208984375,4609.716796875,4067.7744140625,3541.23095703125,3576.842041015625,3824.154541015625,5003.443359375,6350.8984375
Lufwanyama,2014,7980.76171875,7827.625,7787.9521484375,7511.09375,6888.171875,6046.31298828125,5420.99267578125,4718.84033203125,4667.69775390625,5219.91650390625,6236.1484375,7265.54296875
Masaiti,2014,7787.67919921875,7781.994140625,7775.7236328125,7231.20458984375,6253.08447265625,5335.7939453125,4707.1806640625,3917.506103515625,3787.16845703125,4282.33544921875,5635.55029296875,6655.3583984375
Mpongwe,2014,7814.16650390625,7718.6025390625,7694.76025390625,7267.314453125,6596.24169921875,5765.90869140625,5145.25830078125,4345.58740234375,4123.71875,4524.4453125,5793.16015625,6986.89453125
Mufulira,2014,7631.8876953125,7558.6484375,7463.31640625,7123.61865234375,6271.2060546875,5427.90234375,4716.24853515625,4064.536865234375,4019.747802734375,4459.02880859375,5219.07275390625,6479.9072265625
Ndola,2014,7148.9248046875,7267.46142578125,7258.64013671875,6595.271484375,5266.78466796875,4183.451171875,3637.505615234375,3206.1650390625,3328.64990234375,3339.289794921875,4350.578125,5841.67236328125
Chadiza,2014,6186.96826171875,6763.90673828125,6819.4091796875,6307.06640625,5639.0888671875,4778.94287109375,4113.29833984375,3477.3935546875,3032.5419921875,3267.462890625,3437.3212890625,4487.9501953125
Chipata,2014,6328.71142578125,7384.01318359375,7393.08203125,6882.7294921875,5906.9716796875,4785.94140625,4008.607177734375,3362.228271484375,2978.86376953125,3062.59423828125,3146.419921875,4609.7724609375
Katete,2014,5610.3662109375,6795.51708984375,6847.83935546875,6097.185546875,4953.27880859375,4047.302734375,3482.919189453125,3024.820068359375,2717.449951171875,2796.713623046875,2826.20458984375,3397.135009765625
Lundazi,2014,6462.14990234375,7252.17529296875,7166.53173828125,6862.4599609375,6122.6533203125,5063.6572265625,4224.46630859375,3605.489013671875,3196.507568359375,3271.26123046875,3346.62353515625,5095.76416015625
Mambwe,2014,7338.4423828125,7735.3642578125,7711.11669921875,7239.81298828125,6167.5048828125,4958.841796875,4034.135498046875,3384.087646484375,3061.330322265625,3101.059326171875,3188.037841796875,5527.33544921875
Nyimba,2014,6563.9638671875,7388.1611328125,7386.88818359375,6671.6796875,5550.427734375,4431.53369140625,3699.952392578125,3171.73828125,2883.46484375,2996.521728515625,3164.527099609375,4495.39794921875
Petauke,2014,7465.07470703125,8047.65771484375,7934.8447265625,7278.78369140625,6256.201171875,4942.07958984375,4041.75634765625,3446.81591796875,3159.06689453125,3204.393798828125,3815.564208984375,5566.57177734375
Chiengi,2014,5984.40576171875,6317.68798828125,5390.0556640625,6282.8037109375,5981.05419921875,5171.73046875,4329.02783203125,3175.5556640625,2957.124267578125,3427.053955078125,4517.212890625,5674.6875
Kawambwa,2014,7773.22900390625,7744.251953125,7726.0107421875,7568.478515625,7033.47265625,6222.5712890625,5654.31787109375,4911.3486328125,4501.30322265625,5597.78515625,6599.3154296875,7482.263671875
Mansa,2014,7830.9521484375,7703.10986328125,7583.3251953125,7526.55517578125,6699.6171875,5724.82080078125,5179.07373046875,4490.2607421875,3923.40673828125,4476.87548828125,5467.37548828125,7151.1796875
Milenge,2014,8011.54638671875,7823.93017578125,7629.08642578125,7578.1279296875,6940.0400390625,5938.263671875,5284.9912109375,4598.2265625,4202.61865234375,4931.33984375,5709.2607421875,7305.59716796875
Mwense,2014,7700.88525390625,7855.62255859375,7779.78955078125,7581.01806640625,6894.390625,6004.87109375,5430.8828125,4703.5927734375,4110.39111328125,5036.09326171875,6183.12548828125,7321.5966796875
Nchelenge,2014,4870.88134765625,5344.1875,4876.45751953125,5452.00732421875,5364.13623046875,5523.4306640625,5001.08349609375,3569.865478515625,2895.850341796875,2946.22021484375,4167.896484375,5388.18017578125
Samfya,2014,6495.65869140625,6011.87451171875,6074.703125,6049.28466796875,5506.93359375,4973.49365234375,4658.9296875,4234.73876953125,4000.9306640625,3921.121826171875,4361.240234375,5734.18017578125
Chongwe,2014,7179.13330078125,7713.6982421875,7583.46044921875,6974.2236328125,6190.298828125,5291.21484375,4577.23486328125,3846.51513671875,3354.654296875,3497.7958984375,4288.421875,5448.49951171875
Kafue,2014,7406.3974609375,7693.1533203125,7481.90576171875,6769.0517578125,6014.6328125,5043.36474609375,4322.22119140625,3655.64404296875,3186.93310546875,3302.686767578125,4242.21728515625,5587.21240234375
Luangwa,2014,7206.54931640625,7798.14990234375,7654.9248046875,6823.669921875,5836.353515625,4830.17724609375,4228.37109375,3719.3017578125,3328.57373046875,3292.238525390625,3535.454345703125,4796.671875
Lusaka,2014,5904.58251953125,6065.59716796875,5681.4453125,4888.83544921875,4323.8056640625,3645.8583984375,3136.72705078125,2822.92724609375,2676.805419921875,2759.428466796875,3508.22314453125,4633.0810546875
Chama,2014,7114.56787109375,7764.4140625,7615.2109375,7452.79248046875,6936.412109375,5950.13818359375,4992.18017578125,4094.2705078125,3475.076416015625,3277.940185546875,3357.931396484375,5550.900390625
Chinsali,2014,7200.33447265625,7584.3193359375,7374.64013671875,7140.28076171875,6638.06689453125,5936.31201171875,5434.57421875,4896.92919921875,4240.8037109375,4079.76953125,4614.10107421875,6294.4970703125
Isoka,2014,7290.6865234375,7686.9638671875,7680.31396484375,7505.64501953125,7128.82958984375,6335.240234375,5603.4677734375,4746.59912109375,3933.33349609375,3610.01708984375,3859.265380859375,6274.2353515625
Mpika,2014,7202.15087890625,7432.22021484375,7255.5419921875,7048.064453125,6461.94189453125,5679.806640625,5088.345703125,4518.29833984375,3953.683837890625,4086.0380859375,4598.2578125,5893.65869140625
Nakonde,2014,6886.3232421875,7355.25537109375,7328.498046875,7071.49560546875,6462.916015625,5487.19873046875,4709.7939453125,4109.80419921875,3593.921875,3370.302978515625,3648.762939453125,5949.8876953125
Chavuma,2014,5673.6123046875,5715.98583984375,5830.1630859375,5834.4580078125,5246.61474609375,4640.9150390625,3969.46240234375,3525.923828125,3515.1005859375,3576.935302734375,4635.291015625,5286.16455078125
Kabompo,2014,7930.4150390625,7838.8134765625,7812.2138671875,7764.62841796875,7412.78271484375,6852.84521484375,6337.7890625,5595.626953125,5023.49365234375,5543.2958984375,6615.69140625,7587.42138671875
Kasempa,2014,8167.0849609375,7708.24267578125,7748.14794921875,7516.78759765625,7048.16259765625,6251.72021484375,5563.7041015625,4725.83837890625,4370.89599609375,5080.43115234375,6227.47021484375,7311.0546875
Mufumbwe,2014,7967.037109375,7671.5234375,7652.5859375,7432.740234375,6871.10986328125,6044.671875,5307.29345703125,4510.107421875,4194.14306640625,4938.7470703125,6066.28564453125,7334.0078125
Mwinilunga,2014,7892.39599609375,7720.880859375,7819.73583984375,7634.56787109375,7165.0517578125,6347.958984375,5639.806640625,5077.3125,5185.43603515625,6055.9794921875,6891.79248046875,7758.38037109375
Solwezi,2014,8098.98974609375,7805.5224609375,7840.53955078125,7576.6884765625,7050.49462890625,6184.22216796875,5472.44580078125,4751.16748046875,4822.87548828125,5588.72607421875,6548.53515625,7619.97705078125
Zambezi,2014,6799.21826171875,6767.69921875,6823.21435546875,6796.11328125,6319.33740234375,5729.685546875,5143.09814453125,4453.93896484375,4124.0576171875,4437.390625,5501.95703125,6449.373046875
Chilubi,2014,6575.1884765625,6385.6591796875,6123.19580078125,5873.701171875,5292.63671875,5014.720703125,4716.59228515625,4182.59326171875,3874.720703125,3858.39208984375,4390.76513671875,5694.9814453125
Kaputa,2014,7276.154296875,7176.99365234375,7264.568359375,7108.30712890625,6491.244140625,5457.26806640625,4527.3515625,3704.649169921875,3617.701416015625,4264.31005859375,4943.10595703125,6764.9208984375
Kasama,2014,7558.66455078125,7824.56689453125,7557.29736328125,7377.90625,6731.6044921875,5940.86474609375,5369.28076171875,4844.2509765625,4226.42626953125,4511.70068359375,5234.16552734375,6745.6640625
Luwingu,2014,7800.19580078125,7856.20849609375,7679.5576171875,7521.8349609375,6751.28369140625,5866.31298828125,5340.8818359375,4771.814453125,4234.794921875,4363.3369140625,5373.66650390625,7059.02490234375
Mbala,2014,7067.64599609375,7524.23876953125,7429.81787109375,7157.498046875,6386.5283203125,5352.46142578125,4645.46728515625,4151.02734375,3680.246826171875,4075.5498046875,4535.75537109375,6164.79345703125
Mporokoso,2014,7697.95166015625,7716.89013671875,7659.77001953125,7441.7861328125,6881.2353515625,6072.7119140625,5510.52490234375,4848.1318359375,4382.21435546875,5280.93359375,5884.77099609375,7171.8935546875
Mpulungu,2014,7524.27001953125,7587.80712890625,7378.36328125,7296.2724609375,6671.14599609375,5715.8388671875,4994.1611328125,4337.7001953125,3890.684814453125,4660.52197265625,5369.34716796875,6834.43505859375
Mungwi,2014,7239.79638671875,7690.869140625,7303.96240234375,6981.166015625,6517.5322265625,5732.87548828125,5062.05029296875,4516.7919921875,3877.75927734375,4046.788818359375,4549.9306640625,6519.43408203125
Choma,2014,6575.87255859375,6953.775390625,6682.06201171875,6078.2314453125,5101.7314453125,4115.88916015625,3548.541015625,3131.13427734375,2864.80810546875,2930.9248046875,3467.83642578125,5150.01416015625
Gwembe,2014,6779.4404296875,7168.8046875,6884.86474609375,6412.1572265625,5713.97802734375,4650.23828125,4035.985595703125,3484.292236328125,3017.985595703125,2962.367431640625,3315.22802734375,4955.25390625
Itezhi-Tezhi,2014,6870.244140625,7060.85595703125,6747.876953125,5739.193359375,4472.330078125,3572.225341796875,3131.551513671875,2822.903076171875,2647.2578125,2954.7529296875,3344.0947265625,5603.50634765625
Kalomo,2014,6368.0654296875,6725.16796875,6397.36669921875,5720.61376953125,4708.65625,3805.1259765625,3278.82080078125,2875.979736328125,2633.964111328125,2724.560791015625,3341.058349609375,5058.2255859375
Kazungula,2014,6920.48486328125,7104.0556640625,6977.73681640625,6496.63916015625,5422.93212890625,4340.56201171875,3641.060302734375,3152.029296875,2874.910400390625,2946.32470703125,3704.68017578125,5735.361328125
Livingstone,2014,6351.275390625,6992.2548828125,6893.015625,6268.607421875,5162.33935546875,4256.77783203125,3675.822265625,3190.886962890625,2840.47314453125,2805.012939453125,3632.553466796875,5147.95703125
Mazabuka,2014,7360.298828125,7503.1083984375,7182.26123046875,6422.0537109375,5473.16455078125,4410.10693359375,3873.526611328125,3492.134765625,3271.005859375,3397.459228515625,3787.3896484375,5715.5712890625
Monze,2014,6773.5966796875,7213.68994140625,6839.51123046875,5897.20166015625,4805.37890625,3888.562255859375,3403.243408203125,3031.3896484375,2762.997314453125,2780.46728515625,3134.8037109375,5731.490234375
Namwala,2014,7523.30322265625,7325.22216796875,7095.62158203125,6566.61962890625,5615.1484375,4529.515625,3820.84130859375,3340.898193359375,3140.0947265625,3607.465087890625,4398.884765625,6467.83056640625
Siavonga,2014,6683.09814453125,7202.0087890625,6779.12890625,6278.81689453125,5589.51611328125,4404.59814453125,3737.239990234375,3263.626708984375,2886.756591796875,2944.52392578125,3208.619873046875,4859.8994140625
Sinazongwe,2014,6409.484375,6652.1357421875,6464.6708984375,6051.20556640625,5467.19775390625,4638.134765625,4277.501953125,3725.013671875,3052.024169921875,2804.76953125,3403.170654296875,4956.97119140625
Kalabo,2014,5431.2421875,5369.96875,5505.5380859375,5610.62060546875,5021.3037109375,4421.1982421875,3925.253173828125,3448.327880859375,3332.526123046875,3663.95654296875,4290.146484375,5261.8740234375
Kaoma,2014,7083.0283203125,7041.0263671875,7057.51123046875,6899.15185546875,6254.068359375,5531.0302734375,4955.5283203125,4332.40283203125,3959.9111328125,4620.2802734375,5834.83251953125,6737.57373046875
Lukulu,2014,6532.7255859375,6442.54296875,6569.3984375,6546.0048828125,6014.1943359375,5429.68994140625,4871.29345703125,4268.24609375,3992.826171875,4095.47021484375,5209.65869140625,6156.6787109375
Mongu,2014,6111.2783203125,5917.9990234375,5930.279296875,6014.86767578125,5493.6455078125,4965.95751953125,4452.5146484375,3927.902099609375,3732.9716796875,4020.14306640625,5195.708984375,6138.74462890625
Senanga,2014,5997.23828125,5930.9287109375,5872.783203125,5958.93505859375,5273.83349609375,4689.52099609375,4202.57275390625,3710.574462890625,3554.314208984375,3902.905517578125,5054.30029296875,5996.8134765625
Sesheke,2014,6601.61962890625,6678.666015625,6509.61181640625,6416.4658203125,5602.47412109375,4726.7841796875,4084.0517578125,3547.708984375,3289.833740234375,3531.735107421875,4369.6298828125,6006.7197265625
Shangombo,2014,6009.69140625,5951.11767578125,6041.2705078125,5884.345703125,5035.30810546875,4035.724609375,3378.82275390625,3013.211669921875,2914.99169921875,3061.8154296875,4158.2138671875,5662.46484375
Chibombo,2015,6611.5869140625,7192.47607421875,7051.1875,6931.19970703125,6080.60498046875,5063.68212890625,4211.50927734375,3509.823486328125,3124.947265625,3062.88525390625,3212.490234375,5265.962890625
Kabwe,2015,6919.7431640625,7360.0009765625,7129.8525390625,6944.2265625,5832.501953125,4766.0615234375,4069.3349609375,3462.3916015625,3103.4375,3008.18212890625,3195.09765625,4160.31005859375
Kapiri Mposhi,2015,7023.4873046875,7272.66845703125,7095.705078125,7138.53759765625,6378.51220703125,5500.404296875,4729.11474609375,4070.155029296875,3654.057373046875,3773.172607421875,4138.63525390625,5638.798828125
Mkushi,2015,7265.47412109375,7494.3984375,7347.65869140625,7209.48193359375,6739.7685546875,5927.5498046875,5259.31982421875,4479.4375,3741.67333984375,3609.83349609375,4210.248046875,5573.6748046875
Mumbwa,2015,7234.30419921875,7530.53271484375,7285.884765625,7129.607421875,6185.00048828125,4991.41748046875,4090.798583984375,3451.048828125,3208.7314453125,3514.325439453125,4131.05029296875,6263.94287109375
Serenje,2015,7081.02783203125,7535.13916015625,7432.50732421875,7289.51806640625,6965.787109375,6213.8046875,5501.1005859375,4660.84326171875,3913.9150390625,3793.327880859375,4726.5439453125,5754.8046875
Chililabombwe,2015,7258.28125,7419.98095703125,7408.41015625,7128.591796875,6553.94580078125,5591.81298828125,4782.57275390625,4169.8701171875,4062.432373046875,4588.56005859375,5237.28271484375,6559.455078125
Chingola,2015,7046.66796875,7213.82861328125,7221.6396484375,7048.5615234375,6385.91845703125,5499.90234375,4757.99072265625,4165.123046875,4026.731201171875,4621.71240234375,5212.36376953125,6359.43310546875
Kalulushi,2015,7003.10693359375,7386.9033203125,7508.5634765625,7395.70068359375,6653.0322265625,5682.482421875,4895.5283203125,4184.16796875,3868.9677734375,4435.30859375,4911.61328125,6122.982421875
Kitwe,2015,6595.77734375,6779.75390625,6851.98095703125,6804.7109375,6070.88427734375,5076.7021484375,4261.29736328125,3582.2158203125,3419.0107421875,3948.04736328125,4207.0517578125,5301.1884765625
Luanshya,2015,6722.34765625,7101.41259765625,7186.4228515625,7091.7529296875,6295.68212890625,5236.791015625,4405.4375,3704.392333984375,3459.087646484375,3942.294921875,4176.634765625,5503.185546875
Lufwanyama,2015,7530.6748046875,7778.79150390625,7678.75537109375,7517.10791015625,7029.83984375,6269.40283203125,5536.0751953125,4843.2314453125,4586.986328125,5142.4443359375,5909.23828125,7208.06103515625
Masaiti,2015,7136.87109375,7528.91748046875,7609.544921875,7560.86962890625,6925.8447265625,5971.29150390625,5163.7919921875,4322.3564453125,3746.871337890625,4193.11474609375,4639.99755859375,5887.91455078125
Mpongwe,2015,7383.35791015625,7693.328125,7591.388671875,7510.26611328125,6908.6103515625,6120.33349609375,5374.26318359375,4582.85498046875,4091.26220703125,4515.55908203125,5071.69677734375,6371.35498046875
Mufulira,2015,6998.267578125,7121.15185546875,7303.45166015625,7165.02294921875,6591.263671875,5699.458984375,4900.14111328125,4165.53125,3843.4853515625,4513.4462890625,5089.21923828125,6229.90478515625
Ndola,2015,6425.4443359375,6907.63330078125,7064.705078125,6833.8212890625,5932.92724609375,4801.1962890625,3998.08544921875,3372.976806640625,3221.787353515625,3612.90087890625,3689.078369140625,5294.8046875
Chadiza,2015,5966.43212890625,6536.68896484375,6714.98828125,6623.255859375,5796.62353515625,4864.63623046875,4174.1025390625,3504.873779296875,3072.390869140625,2937.50146484375,3274.936767578125,3856.657470703125
Chipata,2015,6428.9873046875,7087.8876953125,7363.83203125,6993.2578125,5870.0048828125,4683.21337890625,3951.635009765625,3331.81689453125,2973.920166015625,2894.41259765625,3228.11474609375,3721.26953125
Katete,2015,5578.45703125,6595.533203125,6555.50732421875,6414.7421875,5488.513671875,4390.4189453125,3690.932861328125,3137.073486328125,2817.582275390625,2648.076171875,2802.425048828125,3564.97314453125
Lundazi,2015,6336.9248046875,7110.087890625,7260.72265625,7061.6611328125,6425.087890625,5320.83251953125,4425.88916015625,3731.775146484375,3254.9365234375,3043.591552734375,3462.55712890625,3917.30712890625
