district,year,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,tmp_1,tmp_2,tmp_3,tmp_4,tmp_5,tmp_6,tmp_7,tmp_8,tmp_9,tmp_10,tmp_11,tmp_12
Mpongwe,2001,320.3070068359375,283.0298156738281,262.7337646484375,71.17049407958984,0.24828651547431946,0.16219857335090637,0.04672618955373764,0.2334500402212143,3.4973185062408447,12.968145370483398,176.77796936035156,290.0675354003906,22.67574691772461,22.515451431274414,22.667415618896484,21.826583862304688,19.138229370117188,16.838918685913086,15.819222450256348,19.659873962402344,22.84417724609375,24.661460876464844,23.33399200439453,22.536924362182617
Mufulira,2001,377.23895263671875,277.2241516113281,281.72186279296875,78.342926025390625,0.22768181562423706,0.5799686908721924,0,0.2615254819393158,5.905574798583984,11.25242805480957,186.6168212890625,317.52801513671875,22.198877334594727,22.161348342895508,22.399824142456055,21.639245986938477,18.94019317626953,16.2430362701416,15.48249340057373,19.005542755126953,21.96703338623047,23.86320686340332,22.76321029663086,22.161243438720703
Ndola,2001,354.8819885253906,283.0126037597656,279.6864929199219,74.49101257324219,0.3905774652957916,0.8769804835319519,0.026078995317220688,0.31327250599861145,6.3289971351623535,11.654488563537598,190.7540740966797,318.37738037109375,22.13503646850586,22.13503646850586,22.37392234802246,21.677770614624023,19.094894409179688,16.641944885253906,15.919716835021973,19.41586685180664,22.350900650024414,24.017122268676758,22.89104461669922,22.161115646362305
Chadiza,2001,265.214111328125,431.9704284667969,272.1320495605469,33.39621353149414,14.901697158813477,5.983936786651611,2.844674587249756,0.5932414531707764,0.078010663390159607,5.690210342407227,176.59835815429688,253.201904296875,23.12650489807129,23.06477165222168,23.386884689331055,22.657087326049805,20.632871627807617,18.9815731048584,18.300094604492188,20.773683547973633,23.722789764404297,24.957971572875977,24.757492065429688,24.064489364624023
Chipata,2001,270.1394958496094,331.8572082519531,228.37559509277344,37.85392379760742,7.104696273803711,1.7839961051940918,0.16718587279319763,0.15889257192611694,0.0705883651971817,5.974668979644775,123.089599609375,229.60609436035156,22.925052642822266,22.94867706298828,23.418968200683594,22.62445831298828,20.590734481811523,18.872655868530273,18.191028594970703,20.71483039855957,23.77707862854004,25.14188003540039,24.885061264038086,23.94867706298828
Katete,2001,295.05499267578125,433.2502136230469,268.12799072265625,40.839473724365234,10.515064239501953,5.185828685760498,4.862584590911865,0.7865566611289978,0.5231244564056396,4.998188495635986,203.90049743652344,249.14273071289063,23.409029006958008,23.306169509887695,23.6894588470459,22.992319107055664,20.998188018798828,19.233591079711914,18.609691619873047,21.372129440307617,24.366262435913086,25.73371696472168,25.29250717163086,24.285892486572266
Lundazi,2001,264.2064514160156,193.65277099609375,182.26882934570313,39.365840911865234,3.9645931720733643,1.3094348907470703,0,0.09970946609973907,0.33594754338264465,4.066407680511475,118.3302230834961,216.87322998046875,23.202136993408203,23.438173294067383,23.704282760620117,22.85650062561035,20.702104568481445,18.76029396057129,18.133007049560547,20.38753890991211,23.363191604614258,24.909658432006836,25.000141143798828,24.226909637451172
Mambwe,2001,277.6324462890625,262.59124755859375,191.04611206054688,40.14044189453125,4.8013691902160645,0.8025837540626526,0.16240060329437256,0.1276663839817047,0.19353382289409637,5.433758735656738,163.18634033203125,211.58441162109375,24.452014923095703,24.417383193969727,24.893754959106445,24.097591400146484,21.781587600708008,19.927490234375,19.295848846435547,22.050748825073242,25.304536819458008,26.755521774291992,26.605688095092773,25.362754821777344
Nyimba,2001,294.36474609375,358.32269287109375,245.68606567382813,40.86809158325195,6.117171287536621,2.3615307807922363,3.183422565460205,0.5223032236099243,0.4606119394302368,4.427718639373779,197.47462463378906,229.4450225830078,24.324073791503906,24.175594329833984,24.564584732055664,23.86834144592285,21.738529205322266,19.872953414916992,19.25612449645996,22.06623649597168,25.171735763549805,26.732553482055664,26.218448638916016,25.026029586791992
Petauke,2001,282.1240234375,304.3418273925781,233.9105682373047,41.15314865112305,2.389572858810425,1.499269962310791,2.8379082679748535,0.3457481861114502,0.7819169759750366,5.0209503173828125,161.80120849609375,227.25967407226563,25.127126693725586,25.010845184326172,25.29401397705078,24.599584579467773,22.19077491760254,20.259267807006836,19.529569625854492,22.511987686157227,25.71695327758789,27.517141342163086,26.82212257385254,25.70440101623535
Chiengi,2001,303.12127685546875,184.5272216796875,237.96136474609375,74.20600891113281,11.637043952941895,0.5518203973770142,0,0.37787267565727234,26.7596435546875,43.8115119934082,171.3753204345703,215.09011840820313,22.65792465209961,23.250507354736328,23.633941650390625,23.8433895111084,22.95977783203125,21.245134353637695,20.945024490356445,23.452425003051758,25.35048484802246,25.048566818237305,23.165082931518555,22.448566436767578
Kawambwa,2001,334.7869567871094,197.34999084472656,252.53912353515625,51.1500358581543,4.639885425567627,1.2027902603149414,0.034927356988191605,0.23635439574718475,22.75062370300293,39.43333053588867,199.86534118652344,261.185791015625,21.99394416809082,22.451894760131836,22.760967254638672,22.84379005432129,21.572429656982422,19.55673599243164,19.189651489257813,21.93600082397461,24.24225425720215,24.423192977905273,22.572834014892578,21.92359733581543
Mansa,2001,356.84600830078125,237.24876403808594,254.84033203125,41.893104553222656,0.8274657130241394,0.355602502822876,0,0.09256645292043686,9.306455612182617,13.453030586242676,172.111083984375,286.0726623535156,22.290937423706055,22.534326553344727,22.719755172729492,22.51311683654785,20.325281143188477,17.821434020996094,17.186777114868164,20.125593185424805,22.951358795166016,24.357099533081055,23.01235580444336,22.207828521728516
Milenge,2001,372.7704162597656,263.2969970703125,279.7469787597656,60.56779861450195,0.857456624507904,0.7256913185119629,0,0.0178977120667696,3.477294921875,9.418713569641113,181.32217407226563,309.882080078125,22.49737548828125,22.664491653442383,22.906414031982422,22.597557067871094,20.22303581237793,17.623079299926758,16.926454544067383,19.94306182861328,22.834516525268555,24.381023406982422,23.286823272705078,22.536380767822266
Mwense,2001,345.6925048828125,208.5812225341797,244.582275390625,40.30619812011719,2.583324909210205,0.7158985137939453,0.02985941804945469,0.16265489161014557,16.19173240661621,27.125497817993164,177.99688720703125,254.83421325683594,22.279449462890625,22.679773330688477,22.89187240600586,22.904909133911133,21.28926658630371,19.022064208984375,18.480876922607422,21.3316707611084,23.9073543548584,24.625606536865234,22.93373680114746,22.196184158325195
Nchelenge,2001,284.1912536621094,167.3303985595703,229.1023406982422,67.45996856689453,8.24858283996582,0.1919516623020172,0.007228436414152384,0.0855116918683052,26.437047958374023,43.65131759643555,164.65582275390625,206.50115966796875,23.219451904296875,23.641090393066406,24.01205062866211,24.276567459106445,23.166250228881836,21.269428253173828,20.88514518737793,23.60251808166504,25.716535568237305,25.63921546936035,23.676746368408203,23.039216995239258
Samfya,2001,412.2248840332031,278.6976318359375,297.0020446777344,47.531280517578125,1.933412790298462,0.616568386554718,0,0.030688857659697533,1.706412434577942,10.092681884765625,196.57261657714844,326.68048095703125,22.260080337524414,22.564472198486328,22.889436721801758,22.646852493286133,20.511442184448242,17.945749282836914,17.39478874206543,20.135622024536133,22.91495132446289,24.2873592376709,23.20524024963379,22.409250259399414
Chongwe,2001,238.68455505371094,267.5920715332031,181.0572052001953,32.86028289794922,1.5710142850875854,0.09023585915565491,1.59336519241333,0.205047145485878,2.333677053451538,7.829945087432861,126.58756256103516,191.92955017089844,24.31560516357422,23.9359188079834,24.162738800048828,23.275583267211914,20.724451065063477,18.662141799926758,17.585493087768555,21.04149627685547,24.437774658203125,26.49317741394043,25.559349060058594,24.55857276916504
Kafue,2001,204.90440368652344,295.5259704589844,155.5088348388672,32.83354568481445,1.8614904880523682,0,0.019067183136940002,0.004766795784235001,1.5893250703811646,11.49473762512207,112.96015167236328,175.90057373046875,24.011259078979492,23.590600967407227,23.788606643676758,22.902366638183594,20.168237686157227,17.850128173828125,16.816707611083984,20.591516494750977,24.179113388061523,26.341533660888672,25.101797103881836,24.091238021850586
Luangwa,2001,204.3765411376953,270.3770751953125,180.9013671875,22.306581497192383,1.8051095008850098,0.12565673887729645,1.5402095317840576,0.15939685702323914,0.7590732574462891,6.545657157897949,112.58702087402344,179.96612548828125,25.93438148498535,25.677474975585938,25.81308364868164,24.94248390197754,22.27811622619629,20.082773208618164,19.196210861206055,22.57257652282715,26.027311325073242,28.146419525146484,27.426422119140625,26.37114715576172
Lusaka,2001,239.5261688232422,294.6363220214844,158.7123260498047,42.7663459777832,1.7567514181137085,0,0,0,2.7148730754852295,12.004044532775879,123.89054107666016,188.8217315673828,22.94729232788086,22.637834548950195,23.009456634521484,22.118915557861328,19.32837677001953,17.290542602539063,16.02837562561035,19.737834930419922,23.06620979309082,25.256752014160156,23.856752395629883,23.03783416748047
Chama,2001,268.3992004394531,165.45819091796875,173.93214416503906,42.027687072753906,5.0534491539001465,1.3951623439788818,0.012304470874369144,0.049921587109565735,0.780788779258728,4.109882831573486,133.68939208984375,241.03492736816406,22.5236759185791,22.614835739135742,23.078474044799805,22.288890838623047,20.136493682861328,18.474834442138672,17.89711570739746,20.219457626342773,22.892194747924805,24.395008087158203,24.353328704833984,23.461355209350586
Chinsali,2001,333.4352111816406,210.41282653808594,191.48873901367188,31.97795295715332,3.9867210388183594,0.7228221297264099,0,0.0035335891880095005,2.1443207263946533,7.476706027984619,184.70396423339844,309.49481201171875,21.335275650024414,21.79891586303711,22.058435440063477,21.34253692626953,19.434371948242188,17.53211212158203,17.051687240600586,19.45305824279785,22.2299747467041,23.508813858032227,23.044511795043945,21.99456787109375
Isoka,2001,262.9843444824219,168.07652282714844,171.22996520996094,58.38192367553711,13.176063537597656,0.22981752455234528,0.06337698549032211,0.015438911505043507,3.700269937515259,6.091549873352051,157.2072296142578,253.95733642578125,21.26228141784668,21.427305221557617,21.835439682006836,21.07992935180664,19.367053985595703,17.721120834350586,17.2778377532959,19.39619255065918,21.951702117919922,23.24604606628418,23.14805030822754,22.15945053100586
Mpika,2001,320.5832214355469,221.85015869140625,202.06338500976563,30.261137008666992,1.9934285879135132,0.6894000768661499,0,0.061256129294633865,0.8107244968414307,5.2827863693237305,171.94117736816406,293.0354309082031,22.372814178466797,22.654115676879883,22.911151885986328,22.198780059814453,20.081188201904297,18.036867141723633,17.382577896118164,19.88396644592285,22.911678314208984,24.401580810546875,23.95911407470703,22.903501510620117
Nakonde,2001,261.0211181640625,173.03968811035156,161.0104522705078,67.09261322021484,15.579854965209961,0.1593046486377716,0.053186461329460144,0.004654623102396727,7.467936992645264,8.11674976348877,168.96258544921875,264.0391845703125,21.129356384277344,21.74894142150879,22.025083541870117,21.424070358276367,19.985675811767578,18.231218338012695,17.831218719482422,19.939353942871094,22.323251724243164,23.381940841674805,23.031021118164063,21.890132904052734
Chavuma,2001,229.46255493164063,297.72589111328125,171.90773010253906,47.19573211669922,1.2006278038024902,0.10019566863775253,0.00474712485447526,0.004466529469937086,1.936525583267212,10.110069274902344,150.64122009277344,309.6207580566406,24.065475463867188,23.799535751342773,24.22264862060547,24.268171310424805,21.992923736572266,18.229965209960938,18.052448272705078,22.56254768371582,25.38788414001465,26.39945411682129,23.948152542114258,23.203920364379883
Kabompo,2001,267.6342468261719,249.799072265625,197.1689910888672,47.287628173828125,1.893579363822937,0.5873847007751465,0.04926535114645958,0.015254863537847996,0.9848432540893555,5.953761577606201,165.6382293701172,328.9237976074219,23.4822940826416,23.24107551574707,23.4768123626709,23.40033531188965,20.887981414794922,17.442707061767578,17.165782928466797,21.49757194519043,24.713403701782227,25.903526306152344,23.622718811035156,22.878211975097656
Kasempa,2001,296.877685546875,263.84173583984375,249.35345458984375,58.84809112548828,1.0644372701644897,0.026351626962423325,0.013563832268118858,0.08678065240383148,5.124660968780518,12.815581321716309,164.7984619140625,291.6305236816406,22.850976943969727,22.706438064575195,22.784826278686523,22.12445640563965,19.37684440612793,16.612524032592773,15.982474327087402,19.941234588623047,23.178558349609375,24.94380760192871,23.167591094970703,22.4580020904541
Mufumbwe,2001,271.6682434082031,253.61219787597656,209.34205627441406,44.976680755615234,1.6142326593399048,0.17651864886283875,0.003788270987570286,0.006164625287055969,3.666609048843384,11.192129135131836,152.5144805908203,308.2472839355469,23.418180465698242,23.19564437866211,23.370405197143555,22.936986923217773,20.20308494567871,17.10486602783203,16.60273551940918,20.748950958251953,24.05656623840332,25.672758102416992,23.65485382080078,22.883182525634766
Mwinilunga,2001,291.2492370605469,215.5648193359375,253.84228515625,62.26682662963867,5.245565414428711,0.5581697225570679,0.13276322185993195,0.023636719211935997,6.963494777679443,21.25945472717285,186.4424591064453,345.66876220703125,21.880142211914063,21.825359344482422,22.09658432006836,22.131906509399414,19.98748779296875,17.023725509643555,16.804243087768555,20.765798568725586,23.095056533813477,24.069316864013672,21.93796730041504,21.422962188720703
Solwezi,2001,332.2054138183594,222.28469848632813,274.9553527832031,56.519046783447266,0.7966831922531128,0.19287046790122986,0.00391640979796648,0.17104697227478027,7.944255828857422,13.319788932800293,171.10122680664063,319.56597900390625,22.13262367248535,22.094791412353516,22.19196891784668,21.793596267700195,19.226144790649414,16.548852920532227,15.990403175354004,19.79014015197754,22.540302276611328,24.132436752319336,22.33867835998535,21.7002010345459
Zambezi,2001,236.63462829589844,295.9504699707031,167.60594177246094,39.28284454345703,0.6244397759437561,0.5488495230674744,0.06742675602436066,0.027573978528380394,1.0254566669464111,4.799290657043457,151.4226837158203,305.16473388671875,23.9686336517334,23.681320190429688,24.035322189331055,23.94057846069336,21.439870834350586,17.765342712402344,17.503080368041992,22.117868423461914,25.27031707763672,26.385021209716797,24.035846710205078,23.204225540161133
Chilubi,2001,426.05450439453125,274.510009765625,281.158447265625,29.946117401123047,1.9226911067962646,0.7010805010795593,0,0.008808281272649765,1.6025900840759277,10.492171287536621,211.2412567138672,338.54071044921875,22.124401092529297,22.516542434692383,22.815061569213867,22.557086944580078,20.54863739013672,18.201326370239258,17.704130172729492,20.332082748413086,23.069435119628906,24.294754028320313,23.22736358642578,22.32964515686035
Kaputa,2001,330.53814697265625,208.05868530273438,235.22113037109375,60.93054962158203,8.629016876220703,0.6272762417793274,0,0.0827489048242569,20.987146377563477,36.506038665771484,200.6942138671875,244.77586364746094,22.426265716552734,23.038740158081055,23.50300407409668,23.534391403198242,22.583396911621094,20.83902931213379,20.55288314819336,22.975112915039063,24.959192276000977,24.954132080078125,23.221364974975586,22.405757904052734
Kasama,2001,395.2053527832031,240.21609497070313,233.0338134765625,38.33146286010742,4.298839569091797,0.9262778162956238,0,0,4.086384296417236,12.978982925415039,220.7757110595703,342.8890380859375,21.51317596435547,22.087793350219727,22.354686737060547,21.916757583618164,20.155345916748047,18.090322494506836,17.62213897705078,20.19816017150879,22.858402252197266,23.885957717895508,22.902389526367188,21.949573516845703
Luwingu,2001,408.7195129394531,248.34107971191406,273.2335205078125,36.09001159667969,2.337266445159912,1.4031178951263428,0,0.05784137174487114,7.051042079925537,18.709718704223633,216.9852752685547,320.33929443359375,21.758533477783203,22.205209732055664,22.498231887817383,22.31462287902832,20.611690521240234,18.312604904174805,17.83769989013672,20.55760383605957,23.135177612304688,24.0197696685791,22.713340759277344,21.901111602783203
Mbala,2001,282.59661865234375,187.15162658691406,165.87307739257813,61.21223068237305,8.757685661315918,0.4003210961818695,0.017716525122523308,0,7.595276832580566,13.623523712158203,184.4961700439453,282.3647766113281,20.01958465576172,20.79522705078125,21.192285537719727,20.90916633605957,19.621601104736328,17.916975021362305,17.598928451538086,19.8472843170166,21.920156478881836,22.56998062133789,21.54681396484375,20.502389907836914
Mporokoso,2001,363.4920959472656,222.4400177001953,246.4047088623047,48.64350509643555,5.195727348327637,1.7632851600646973,8.906733710318804e-4,0.07560304552316666,14.985767364501953,28.968706130981445,227.1804962158203,299.4822692871094,21.137208938598633,21.739301681518555,22.094593048095703,21.989763259887695,20.613767623901367,18.737112045288086,18.3448486328125,20.91914939880371,23.19765281677246,23.596784591674805,22.06344223022461,21.278722763061523
Mpulungu,2001,340.4867248535156,216.5644989013672,202.7950439453125,65.60383605957031,9.342602729797363,0.9696962833404541,0,0,11.943493843078613,20.807453155517578,208.6278839111328,289.8742980957031,21.101959228515625,21.842666625976563,22.33868408203125,22.246383666992188,21.11681365966797,19.47339630126953,19.168241500854492,21.503131866455078,23.403839111328125,23.72389030456543,22.291637420654297,21.33110237121582
Mungwi,2001,330.148681640625,203.94432067871094,185.9995574951172,51.16326141357422,6.641449928283691,0.3535025417804718,0.0018520936137065291,0,3.5422415733337402,11.46745777130127,193.20497131347656,308.882080078125,21.41510772705078,22.053133010864258,22.353771209716797,21.798603057861328,20.15411949157715,18.252784729003906,17.872756958007813,20.296855926513672,22.787818908691406,23.839466094970703,23.089197158813477,22.07041358947754
Choma,2001,140.59732055664063,321.14544677734375,127.1114501953125,21.816808700561523,3.377512216567993,0,0.6742156744003296,0,4.089886665344238,17.107189178466797,92.86307525634766,174.4282684326172,23.51221466064453,22.831684112548828,22.853166580200195,21.890121459960938,18.870861053466797,16.007726669311523,15.003164291381836,18.98651123046875,22.670454025268555,25.241708755493164,24.090002059936523,23.3039493560791
Gwembe,2001,167.99452209472656,324.8257141113281,151.43673706054688,21.831480026245117,2.5961625576019287,0,0.3123718798160553,0,2.066908836364746,13.4168119430542,87.67635345458984,175.89317321777344,25.464216232299805,24.747751235961914,24.91008186340332,24.05199432373047,21.233095169067383,18.35232162475586,17.46481704711914,21.29938507080078,25.162837982177734,27.667207717895508,26.516244888305664,25.34577178955078
Itezhi-Tezhi,2001,159.8213348388672,293.0361022949219,137.67457580566406,23.185510635375977,1.6202642917633057,0,0,0,2.1969192028045654,16.284648895263672,92.769775390625,187.85958862304688,24.128145217895508,23.587566375732422,23.64571762084961,22.740741729736328,19.599084854125977,16.75900650024414,15.837594032287598,19.917537689208984,23.737401962280273,25.974607467651367,24.81964111328125,23.914833068847656
Kalomo,2001,105.5005874633789,278.1390380859375,102.8451156616211,17.766067504882813,2.8298428058624268,0,0.9071570634841919,0,4.6830363273620605,15.345651626586914,85.33979797363281,136.03704833984375,23.82564926147461,23.07659149169922,23.18262481689453,22.225149154663086,19.141332626342773,16.113100051879883,15.068838119506836,19.215221405029297,22.891151428222656,25.685697555541992,24.35723304748535,23.475452423095703
Kazungula,2001,105.98124694824219,270.7142028808594,106.55660247802734,13.103863716125488,1.2915935516357422,0.006639402825385332,0.26216402649879456,0,4.061485290527344,12.667038917541504,74.8924331665039,130.25489807128906,24.968599319458008,24.13872718811035,24.44561004638672,23.558488845825195,20.392030715942383,17.224424362182617,16.071414947509766,20.45903968811035,24.278160095214844,26.88101577758789,25.51980972290039,24.50340461730957
Livingstone,2001,88.8612289428711,276.3636169433594,103.55793762207031,12.021286010742188,1.9967384338378906,0,0.2811613976955414,0,3.7055132389068604,11.40029239654541,68.634033203125,124.50006866455078,25.221099853515625,24.33109474182129,24.696319580078125,23.696916580200195,20.407508850097656,17.217504501342773,16.042884826660156,20.49272346496582,24.357349395751953,27.185726165771484,25.80110740661621,24.735885620117188
Mazabuka,2001,184.65199279785156,312.1943359375,131.7689208984375,24.99587631225586,1.7340502738952637,0,0.2586556673049927,0,2.308765411376953,14.172423362731934,109.33331298828125,182.46133422851563,23.83587074279785,23.373973846435547,23.446535110473633,22.569618225097656,19.705738067626953,17.133764266967773,16.185523986816406,20.1007137298584,23.810632705688477,25.995075225830078,24.78759002685547,23.815855026245117
Monze,2001,171.9618682861328,323.4515380859375,134.51673889160156,22.24203109741211,2.039205312728882,0,0.3765793442726135,0,3.5600194931030273,16.829124450683594,94.174285888671875,188.2181396484375,23.810386657714844,23.26746940612793,23.32021713256836,22.346166610717773,19.3535213470459,16.565519332885742,15.639571189880371,19.60541534423828,23.358163833618164,25.653520584106445,24.62021827697754,23.69643783569336
Namwala,2001,169.80767822265625,285.6537170410156,134.92152404785156,23.91879653930664,1.260994791984558,0.05704320967197418,0.15279558300971985,0,4.063838958740234,16.2989559173584,95.6181869506836,183.11672973632813,24.18919563293457,23.639389038085938,23.799041748046875,22.979267120361328,19.868961334228516,16.855022430419922,15.946819305419922,20.15985870361328,23.9151668548584,26.179590225219727,24.770822525024414,23.774658203125
Siavonga,2001,176.7097930908203,290.0111389160156,170.6842041015625,26.74102783203125,2.549315929412842,0,0.16803745925426483,0,0.9408779144287109,11.060871124267578,96.00151824951172,167.46859741210938,25.85511016845703,25.17460823059082,25.40361976623535,24.543046951293945,21.599679946899414,18.976144790649414,18.035369873046875,21.96565818786621,25.857194900512695,28.200298309326172,27.12896728515625,25.87468147277832
Sinazongwe,2001,111.4271011352539,333.5079040527344,123.36100769042969,17.299169540405273,3.690375328063965,0,0.5064799189567566,0,1.7880454063415527,11.578268051147461,78.61115264892578,150.41934204101563,25.889577865600586,25.08800506591797,25.344823837280273,24.613100051879883,21.9140625,18.788440704345703,17.957536697387695,21.929248809814453,25.44473648071289,28.40199851989746,26.860897064208984,25.761791229248047
Kalabo,2001,191.83290100097656,324.5052795410156,137.73733520507813,32.920249938964844,0.0663883164525032,0.17400673031806946,0.09761624038219452,0,0.5363945960998535,2.6736655235290527,95.73023223876953,245.08485412597656,24.94016456604004,24.484859466552734,24.862838745117188,24.814172744750977,22.31007194519043,18.60957908630371,17.907075881958008,22.70829963684082,25.665084838867188,27.208372116088867,25.03753662109375,24.112539291381836
Kaoma,2001,207.72262573242188,300.62127685546875,145.6071014404297,28.67500114440918,0.6174312233924866,0.33593878149986267,0.15251684188842773,0,4.117977142333984,10.314911842346191,106.84363555908203,245.02178955078125,24.147550582885742,23.670473098754883,23.92597198486328,23.418615341186523,20.498371124267578,17.192384719848633,16.428287506103516,20.87019157409668,24.462745666503906,26.358945846557617,24.460729598999023,23.456161499023438
Lukulu,2001,228.12538146972656,306.46624755859375,158.8330841064453,35.7059211730957,0.22119532525539398,0.49341869354248047,0.057274892926216125,0,0.6859447360038757,4.531550407409668,128.18190002441406,281.9775085449219,24.27837371826172,23.939077377319336,24.296232223510742,24.143617630004883,21.58793830871582,17.998620986938477,17.572509765625,22.129413604736328,25.40422821044922,26.739654541015625,24.506858825683594,23.546180725097656
