district,year,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,tmp_1,tmp_2,tmp_3,tmp_4,tmp_5,tmp_6,tmp_7,tmp_8,tmp_9,tmp_10,tmp_11,tmp_12
Kasama,2005,307.3095703125,225.5617218017578,236.88917541503906,70.77476501464844,0.025755833834409714,0.9129499197006226,0,0,0,42.67697525024414,125.40723419189453,323.1534118652344,22.590728759765625,23.73784065246582,23.67329216003418,22.632587432861328,20.480365753173828,19.79275894165039,19.322650909423828,20.79204750061035,22.694324493408203,24.40214729309082,23.80549430847168,22.340538024902344
Luwingu,2005,337.9285888671875,217.05630493164063,239.08164978027344,70.1165771484375,0.7701627612113953,0.8803836107254028,0,0.003627299563959241,0.2575691342353821,67.1156005859375,157.22923278808594,358.38800048828125,22.85853385925293,23.717737197875977,23.957881927490234,22.973865509033203,20.96637535095215,20.202730178833008,19.635068893432617,21.137714385986328,22.9351749420166,24.442827224731445,23.64868927001953,22.55413818359375
Mbala,2005,218.42047119140625,169.7244873046875,199.0164031982422,80.63646697998047,0.6205386519432068,0.4003210961818695,0.017716525122523308,0,0.17477691173553467,32.77518844604492,70.95746612548828,298.3361511230469,21.073869705200195,22.23535919189453,22.298873901367188,21.63693618774414,19.828025817871094,19.395925521850586,19.20520782470703,20.252941131591797,21.72283935546875,23.06134796142578,22.046327590942383,20.70008659362793
Mporokoso,2005,282.1566467285156,207.91749572753906,245.46405029296875,97.24394226074219,0.8528058528900146,1.6184918880462646,8.906733710318804e-4,0.026610609143972397,0.45396876335144043,99.11963653564453,154.33444213867188,296.63201904296875,22.220714569091797,23.121692657470703,23.44222640991211,22.72610092163086,20.9378604888916,20.43401336669922,20.171504974365234,21.409427642822266,22.961986541748047,24.063417434692383,22.732152938842773,21.760942459106445
Mpulungu,2005,256.2817687988281,197.48175048828125,229.927734375,102.33190155029297,1.0627808570861816,0.9696962833404541,0,0,0.39528563618659973,61.12195587158203,110.605224609375,297.33001708984375,22.173690795898438,23.128753662109375,23.481775283813477,23.024295806884766,21.376066207885742,20.99065399169922,20.889877319335938,21.884830474853516,23.20149803161621,24.182842254638672,22.74893569946289,21.62682342529297
Mungwi,2005,253.27613830566406,187.24679565429688,213.40798950195313,71.12191009521484,0.1268804520368576,0.3535025417804718,0.0018520936137065291,0,0.025576289743185043,30.543304443359375,76.67737579345703,321.5356140136719,22.456256866455078,23.673620223999023,23.50156593322754,22.530658721923828,20.4044189453125,19.84629249572754,19.397029876708984,20.826704025268555,22.675539016723633,24.36181640625,23.82128143310547,22.28215789794922
Choma,2005,174.7174530029297,77.39783477783203,55.772804260253906,6.047800540924072,0.2375900000333786,0.43910789489746094,0.3577447533607483,0,0.03238942101597786,19.079601287841797,53.330745697021484,207.04710388183594,24.69780921936035,24.366565704345703,24.508731842041016,22.443490982055664,19.57451820373535,18.438203811645508,16.757352828979492,20.001087188720703,22.51437759399414,25.170692443847656,26.070693969726563,24.69041633605957
Gwembe,2005,176.35438537597656,81.21141052246094,57.10886764526367,6.498376846313477,0.25723758339881897,0.2122797667980194,0.14207608997821808,0,0.04546600952744484,17.899436950683594,51.719818115234375,209.81326293945313,26.566993713378906,26.4277286529541,26.47756576538086,24.702953338623047,21.807649612426758,20.741348266601563,19.08761215209961,22.385637283325195,25.03462028503418,27.790674209594727,28.58802604675293,26.619529724121094
Itezhi-Tezhi,2005,172.56890869140625,84.16226959228516,56.50485610961914,7.627029895782471,0.513610303401947,0.056986719369888306,0,0,0.16563089191913605,16.58000373840332,52.180118560791016,209.78778076171875,25.279582977294922,24.991518020629883,25.23850440979004,23.233642578125,20.260295867919922,19.158506393432617,17.5443058013916,20.830493927001953,23.365718841552734,25.885662078857422,26.48077964782715,25.32469367980957
Kalomo,2005,153.10980224609375,66.08483123779297,53.05217361450195,5.473629951477051,0.13559190928936005,0.23428666591644287,0.5628158450126648,0,0.037209611386060715,16.872268676757813,44.07448959350586,172.62350463867188,25.066490173339844,24.525470733642578,24.805456161499023,22.754810333251953,19.942949295043945,18.612449645996094,16.8095645904541,20.214807510375977,22.79109764099121,25.608612060546875,26.297744750976563,25.043649673461914
Kazungula,2005,145.37503051757813,67.8054428100586,57.92145538330078,5.491513729095459,0.06991660594940186,0.10399176925420761,0.1597181260585785,0,0.05843203887343407,13.815216064453125,42.029258728027344,155.9458465576172,26.187999725341797,25.402359008789063,26.077016830444336,24.038908004760742,21.230411529541016,19.81425666809082,17.885555267333984,21.307132720947266,24.0528507232666,26.712974548339844,27.156564712524414,26.24282455444336
Livingstone,2005,140.53878784179688,60.729148864746094,56.859527587890625,3.5075392723083496,0,0.1704287976026535,0.23579102754592896,0,0,13.230628967285156,36.904972076416016,159.8379669189453,26.421100616455078,25.6558780670166,26.206911087036133,24.10750961303711,21.232290267944336,19.80750846862793,17.82809829711914,21.33228874206543,24.28572654724121,27.025293350219727,27.71470069885254,26.500511169433594
Mazabuka,2005,178.0398406982422,81.81961822509766,44.15728759765625,6.396536350250244,0.27775838971138,0.08594261109828949,0.11514203250408173,0,0.09042643010616302,18.332290649414063,63.95948028564453,210.84738159179688,24.96576690673828,24.94002914428711,25.001779556274414,23.139463424682617,20.205476760864258,19.424190521240234,17.871753692626953,21.067596435546875,23.60464859008789,26.12677574157715,26.703472137451172,25.054000854492188
Monze,2005,180.7889862060547,83.4651870727539,51.56499481201172,6.061341285705566,0.32161349058151245,0.25112372636795044,0.173805832862854,0,0.12896764278411865,19.1641845703125,55.84763717651367,215.49481201171875,24.934165954589844,24.796438217163086,24.86747169494629,22.877300262451172,19.898605346679688,18.939571380615234,17.339570999145508,20.608434677124023,23.134384155273438,25.684654235839844,26.456541061401367,24.996437072753906
Namwala,2005,170.1104736328125,95.045806884765625,66.369171142578125,11.17121696472168,0.7623634934425354,0.038280077278614044,0.0913732647895813,0.05934334918856621,0.5118314623832703,16.752382278442383,57.61919403076172,193.15530395507813,25.374738693237305,24.867197036743164,25.475915908813477,23.449684143066406,20.53279685974121,19.37809944152832,17.7307186126709,20.936769485473633,23.49180030822754,26.003543853759766,26.173423767089844,25.38225746154785
Siavonga,2005,171.47998046875,77.79439544677734,54.17213821411133,7.310554027557373,0.3386186361312866,0.07723723351955414,0.0672149807214737,0,0.03360749036073685,17.403949737548828,53.680572509765625,202.2436065673828,26.916288375854492,26.87380027770996,26.94223976135254,25.14223861694336,22.103548049926758,21.279203414916992,19.64471435546875,22.979549407958984,25.727787017822266,28.400299072265625,29.155595779418945,26.967514038085938
Sinazongwe,2005,164.87161254882813,75.78888702392578,60.8034782409668,5.799526691436768,0.1100526824593544,0.1475050300359726,0.2589747905731201,0,0,15.932579040527344,39.489830017089844,189.48751831054688,27.08421516418457,26.68189811706543,26.938047409057617,25.222848892211914,22.642292022705078,21.262531280517578,19.656864166259766,23.02455711364746,25.484128952026367,28.38681411743164,29.050844192504883,27.185632705688477
Kalabo,2005,123.24215698242188,108.4232406616211,82.946929931640625,26.53976058959961,0.05967770889401436,0,0.09761624038219452,0,0.02455613948404789,27.189390182495117,97.44373321533203,88.43889617919922,26.25025177001953,24.455549240112305,27.10511016845703,25.147459030151367,23.43622589111328,21.92591667175293,19.692209243774414,22.662012100219727,24.636507034301758,26.934484481811523,25.21937370300293,26.35189437866211
Kaoma,2005,156.12814331054688,112.55270385742188,78.3180160522461,20.853322982788086,0.42812076210975647,0.03930901363492012,0.11507458239793777,0.04585910588502884,0.4802447557449341,25.220417022705078,91.521697998046875,141.13824462890625,25.350820541381836,24.44460105895996,25.80577278137207,23.876096725463867,21.325786590576172,19.959333419799805,18.305927276611328,21.326671600341797,23.742673873901367,26.024234771728516,25.243276596069336,25.3461971282959
Lukulu,2005,134.45773315429688,115.69867706298828,90.04449462890625,28.965211868286133,0.22103619575500488,0.026136597618460655,0.057274892926216125,0.004474673420190811,0.22744642198085785,31.510385513305664,121.70674133300781,104.15753173828125,25.505199432373047,24.11827278137207,26.336999893188477,24.565500259399414,22.523815155029297,21.084028244018555,19.471290588378906,22.16633415222168,24.474607467651367,26.369821548461914,24.820934295654297,25.574663162231445
Mongu,2005,132.16233825683594,107.4140625,76.8193588256836,24.0366153717041,0.0032649009954184294,0,0.09274600446224213,0,0.0032649009954184294,27.573497772216797,93.32012176513672,106.89737701416016,26.06730842590332,24.595815658569336,26.678625106811523,24.84148597717285,22.81864356994629,21.21339988708496,19.596349716186523,22.554691314697266,24.78748321533203,26.87691307067871,25.48418426513672,26.1641788482666
Senanga,2005,131.3533935546875,94.90773010253906,71.10222625732422,17.10884666442871,0.07752800732851028,0.0057985419407486916,0.12033789604902267,2.697099989745766e-4,0.06333613395690918,24.699172973632813,64.18760681152344,118.20812225341797,26.63865089416504,25.048595428466797,26.924144744873047,24.869049072265625,22.72410774230957,21.024681091308594,19.060495376586914,22.30467414855957,24.577190399169922,27.008333206176758,25.97100257873535,26.619670867919922
Sesheke,2005,145.88873291015625,92.05613708496094,70.7087173461914,11.28648567199707,0.312446653842926,0.07162248343229294,0.12293587625026703,0.017808808013796806,0.36756858229637146,17.75578498840332,46.97755813598633,137.97857666015625,26.716936111450195,25.454601287841797,26.625871658325195,24.432825088500977,21.6578369140625,20.037805557250977,17.962905883789063,21.436933517456055,24.021751403808594,26.921974182128906,26.705097198486328,26.659631729125977
Shangombo,2005,119.97061157226563,93.49603271484375,68.56761932373047,17.72637367248535,0.22286419570446014,0.004508354235440493,0.012900138273835182,1.4350374840432778e-5,0.2001456767320633,24.090242385864258,58.218719482421875,102.89417266845703,27.09796714782715,25.19270133972168,27.251323699951172,25.016277313232422,22.969011306762695,20.95854949951172,18.673479080200195,22.16426658630371,24.271385192871094,27.218517303466797,26.092348098754883,27.145414352416992
Chibombo,2006,202.40321350097656,200.2437744140625,123.60033416748047,19.683860778808594,5.268918991088867,0.06594523042440414,0.013907057233154774,0.09776191413402557,0.6822618842124939,0.3065681755542755,122.6363754272461,262.1119384765625,23.264619827270508,23.3674373626709,23.058441162109375,22.1477108001709,19.187318801879883,17.75619888305664,17.022865295410156,19.723552703857422,22.324050903320313,26.548978805541992,26.335853576660156,23.90768814086914
Kabwe,2006,195.87872314453125,189.94882202148438,130.2212677001953,22.176414489746094,6.082297325134277,0.012224804610013962,0.005183742381632328,0.11222480982542038,0.7262386679649353,0,118.89791107177734,274.8908386230469,22.99527359008789,23.151546478271484,22.849689483642578,21.907817840576172,19.125226974487305,18.011144638061523,16.91818618774414,19.662233352661133,22.22222137451172,26.29155921936035,26.06044578552246,23.65673065185547
Kapiri Mposhi,2006,188.27676391601563,195.80307006835938,138.1131591796875,26.999263763427734,9.05109691619873,0.10630693286657333,0.049930185079574585,0.25212982296943665,1.092991590499878,0.5545950531959534,133.9043731689453,296.41815185546875,22.961862564086914,23.159530639648438,22.887802124023438,21.96695899963379,19.207929611206055,17.660240173339844,16.850467681884766,19.63506507873535,22.21166229248047,26.214014053344727,26.019094467163086,23.704853057861328
Mkushi,2006,185.06973266601563,200.57858276367188,148.79750061035156,21.92848014831543,8.4304351806640625,1.3218026161193848,0.30822211503982544,0.5239502787590027,1.4512083530426025,0.8776289224624634,131.89862060546875,287.2489929199219,23.22817039489746,23.44698715209961,23.2286434173584,22.43424415588379,20.012863159179688,18.280710220336914,17.68141746520996,20.07638168334961,22.435457229614258,26.394731521606445,26.489110946655273,24.053241729736328
Mumbwa,2006,226.0088653564453,204.38880920410156,122.63724517822266,28.707870483398438,4.4674973487854,0.04323188215494156,0.07712788134813309,0.16152213513851166,1.459368348121643,6.450806140899658,125.24536895751953,276.052978515625,23.530479431152344,23.649642944335938,23.20536231994629,22.33370018005371,19.111509323120117,16.97214698791504,16.80400276184082,19.68208122253418,22.572599411010742,26.833942413330078,26.417940139770508,24.0916690826416
Serenje,2006,228.81948852539063,234.93711853027344,153.0265655517578,34.95783233642578,7.731790542602539,2.327763319015503,0.09660384804010391,0.3416334390640259,0.7484753131866455,5.362070083618164,100.4132080078125,261.2434387207031,22.861038208007813,23.068296432495117,22.969324111938477,22.129478454589844,20.16353988647461,18.084423065185547,17.712522506713867,19.769262313842773,21.889986038208008,25.676664352416992,25.996889114379883,23.729785919189453
Chililabombwe,2006,158.57257080078125,230.14256286621094,174.36358642578125,50.14752960205078,26.013286590576172,0,0.2977173924446106,0.593157172203064,3.4840290546417236,0.10912548750638962,157.88063049316406,335.0101623535156,21.713687896728516,21.911405563354492,21.91140365600586,20.713687896728516,18.215967178344727,15.813687324523926,15.413686752319336,18.111406326293945,20.41368865966797,24.313690185546875,24.413686752319336,22.515968322753906
Chingola,2006,160.14015197753906,227.0484161376953,172.19581604003906,49.44953918457031,24.93216896057129,0,0.23217058181762695,0.6599899530410767,3.1923062801361084,0.4814484119415283,159.41494750976563,335.61517333984375,21.81056022644043,22.028032302856445,21.9621639251709,20.832693099975586,18.22748374938965,15.825260162353516,15.362090110778809,18.14543342590332,20.510560989379883,24.517730712890625,24.53269386291504,22.675952911376953
Kalulushi,2006,164.8852996826172,224.38787841796875,164.9781494140625,47.573280334472656,23.641565322875977,0,0.20000000298023224,0.7000000476837158,2.7975709438323975,1.1731445789337158,158.41970825195313,339.507568359375,22.03657341003418,22.30242919921875,22.202430725097656,21.136571884155273,18.47071647644043,15.97071647644043,15.50485897064209,18.370716094970703,20.736572265625,24.80242919921875,24.836572647094727,23.00242805480957
Kitwe,2006,166.41622924804688,223.43533325195313,163.19044494628906,45.384246826171875,21.580904006958008,4.7738864668644965e-4,0.19952259957790375,0.6990451812744141,2.6014320850372314,1.7085930109024048,154.5283966064453,334.6961975097656,22.299524307250977,22.5,22.400476455688477,21.400476455688477,18.802387237548828,16.303342819213867,15.90381908416748,18.702865600585938,21.00286293029785,25.000953674316406,25.10047721862793,23.19999885559082
Luanshya,2006,168.2703857421875,219.034423828125,154.07089233398438,40.32855224609375,16.90060043334961,0.09211583435535431,0.14233562350273132,0.923743724822998,2.0890462398529053,1.3298115730285645,157.6848602294922,331.5976257324219,22.498090744018555,22.764366149902344,22.664552688598633,21.673166275024414,19.099746704101563,16.841455459594727,16.37554931640625,19.224044799804688,21.581525802612305,25.497465133666992,25.4478702545166,23.38966178894043
Lufwanyama,2006,160.8035430908203,217.7069549560547,163.70849609375,45.57827377319336,20.33768653869629,0.00681022135540843,0.05088167265057564,0.47360435128211975,2.032205820083618,1.6621670722961426,158.46792602539063,329.8779296875,22.285018920898438,22.499448776245117,22.381967544555664,21.34189796447754,18.56817626953125,16.282846450805664,15.79871940612793,18.63054084777832,21.108407974243164,25.139556884765625,25.02994728088379,23.141738891601563
Masaiti,2006,178.11293029785156,219.0507354736328,150.2512969970703,34.750343322753906,14.178433418273926,0.30745312571525574,0.2659931182861328,0.9154494404792786,2.5840415954589844,1.1138733625411987,145.47254943847656,333.8729553222656,22.32105827331543,22.528215408325195,22.413206100463867,21.506221771240234,19.18499183654785,17.22575569152832,16.76871681213379,19.39462661743164,21.64364242553711,25.43589210510254,25.34092140197754,23.13306999206543
Mpongwe,2006,169.2804412841797,204.73265075683594,148.32545471191406,36.729652404785156,14.273147583007813,0.06005134433507919,0.05019480735063553,0.5252354145050049,1.4930777549743652,1.619103193283081,149.16920471191406,321.2643737792969,22.675891876220703,22.891159057617188,22.71284294128418,21.723331451416016,18.964523315429688,17.0233211517334,16.40694236755371,19.271940231323242,21.79676055908203,25.78592872619629,25.57780647277832,23.46279525756836
Mufulira,2006,163.05201721191406,223.4725799560547,166.78762817382813,46.308616638183594,21.826387405395508,9.474458056502044e-4,0.19908802211284637,0.5479612946510315,2.678215742111206,1.2661617994308472,150.5563507080078,330.1518859863281,22.29884147644043,22.462261199951172,22.40077018737793,21.36317253112793,18.842052459716797,16.343982696533203,15.944930076599121,18.667945861816406,21.005474090576172,24.964120864868164,25.063173294067383,23.199752807617188
Ndola,2006,170.56471252441406,226.22537231445313,159.0059356689453,41.587120056152344,18.24513053894043,0.11712247133255005,0.18719351291656494,0.7004660367965698,2.7688145637512207,2.2695438861846924,146.78518676757813,335.406005859375,22.26111602783203,22.5,22.438884735107422,21.464963912963867,19.098743438720703,16.806909561157227,16.445796966552734,19.115867614746094,21.389785766601563,25.182086944580078,25.191043853759766,23.173921585083008
Chadiza,2006,189.99766540527344,170.79818725585938,195.3047637939453,55.253814697265625,10.361563682556152,5.035305500030518,2.2177462577819824,1.298172116279602,0.936095118522644,8.818408966064453,111.27171325683594,232.6164093017578,23.670310974121094,23.826818466186523,23.567890167236328,22.935115814208984,21.23287010192871,19.386974334716797,19.075281143188477,21.036169052124023,23.12535285949707,26.495641708374023,27.046550750732422,24.78944206237793
Chipata,2006,198.2957000732422,177.65353393554688,156.03587341308594,52.35017013549805,5.332095146179199,1.2879705429077148,0.5467423796653748,0.46244722604751587,0.9812661409378052,11.688786506652832,71.26728820800781,204.02828979492188,23.59149742126465,23.77614402770996,23.55222511291504,22.777267456054688,21.180871963500977,19.310283660888672,18.85369873046875,20.987064361572266,23.204843521118164,26.652036666870117,27.058940887451172,24.818965911865234
Katete,2006,236.39076232910156,222.9746856689453,183.18057250976563,44.371150970458984,10.325854301452637,4.694108963012695,2.7348480224609375,2.1819026470184326,1.1719908714294434,10.499402046203613,111.02183532714844,233.8702850341797,23.930068969726563,24.05612564086914,23.88945770263672,23.315601348876953,21.516176223754883,19.633590698242188,19.385791778564453,21.58147621154785,23.74884796142578,27.280900955200195,27.51856231689453,25.03941535949707
Lundazi,2006,215.90814208984375,188.39010620117188,152.27938842773438,57.07670211791992,4.961336612701416,1.306192398071289,0.3533436357975006,0.14758631587028503,0.649116039276123,6.610071182250977,43.631248474121094,159.50021362304688,24.064189910888672,24.200471878051758,23.845197677612305,22.793827056884766,21.25408172607422,19.17805290222168,18.621599197387695,20.604347229003906,22.771240234375,26.34126853942871,27.03140640258789,25.227096557617188
Mambwe,2006,223.52059936523438,196.58251953125,135.54808044433594,44.289859771728516,4.812255859375,0.6763374209403992,0.29992786049842834,0.44736355543136597,0.7021804451942444,11.214367866516113,78.80598449707031,181.9236602783203,25.117267608642578,25.21727752685547,25.028602600097656,24.198007583618164,22.2694149017334,20.361623764038086,19.961612701416016,22.296119689941406,24.650114059448242,28.28955078125,28.805801391601563,26.262847900390625
Nyimba,2006,227.635986328125,220.7920684814453,163.30966186523438,32.28389358520508,8.013199806213379,2.359436511993408,1.0907206535339355,1.3042950630187988,0.5943071246147156,8.031719207763672,104.53936004638672,224.4890899658203,24.800172805786133,24.889129638671875,24.751697540283203,24.144317626953125,22.163545608520508,20.2729549407959,20.0090389251709,22.266178131103516,24.487043380737305,28.244625091552734,28.45199966430664,25.876367568969727
Petauke,2006,184.5395050048828,199.56103515625,163.9869842529297,18.15597915649414,6.1927056312561035,1.9330568313598633,0.3806757926940918,0.5461517572402954,0.3432943522930145,3.422661781311035,104.93668365478516,248.76319885253906,25.533109664916992,25.67056655883789,25.454730987548828,24.89252471923828,22.518970489501953,20.659191131591797,20.303096771240234,22.622648239135742,24.91020393371582,28.94154167175293,29.09564208984375,26.544889450073242
Chiengi,2006,187.02291870117188,177.9434051513672,231.5907440185547,117.89344787597656,33.7808837890625,0.45194920897483826,0,0.7463648915290833,18.389673233032227,29.963476181030273,102.76068115234375,185.5835418701172,23.065065383911133,23.357751846313477,23.33394432067871,22.93402862548828,22.819297790527344,21.245176315307617,20.945024490356445,23.052467346191406,24.54317283630371,26.048675537109375,25.172483444213867,24.23392105102539
Kawambwa,2006,178.9293670654297,189.74380493164063,244.2328338623047,104.0241470336914,41.25080490112305,0.6818338632583618,0.20710594952106476,0.6412981748580933,11.528225898742676,13.678353309631348,94.2372055053711,206.219970703125,22.430356979370117,22.647058486938477,22.573408126831055,22.097841262817383,21.495426177978516,19.5782470703125,19.387237548828125,21.519289016723633,23.380104064941406,25.510282516479492,24.697734832763672,23.43267059326172
Mansa,2006,149.19961547851563,213.26931762695313,202.6044158935547,56.90328598022461,21.249479293823242,0.00822232011705637,0.1484358161687851,0.17358683049678802,4.592306613922119,2.7322895526885986,98.87872314453125,247.48330688476563,22.547056198120117,22.746971130371094,22.67458724975586,21.955368041992188,20.28229522705078,17.93777847290039,17.565221786499023,19.856786727905273,22.07987403869629,25.42435073852539,25.297447204589844,23.486120223999023
Milenge,2006,164.98020935058594,234.32562255859375,204.54869079589844,55.99689865112305,17.391929626464844,0.11679445952177048,0.030962692573666573,0.0357954241335392,1.7862777709960938,3.0042564868927,105.20773315429688,286.6414794921875,22.784271240234375,23.02838134765625,22.94599151611328,22.18193817138672,20.298002243041992,17.809961318969727,17.450151443481445,19.771255493164063,21.939350128173828,25.48012351989746,25.58431053161621,23.66391944885254
Mwense,2006,155.20559692382813,193.29531860351563,224.36520385742188,78.64441680908203,36.191951751708984,0.19722327589988708,0.17927207052707672,0.27484074234962463,8.255563735961914,9.380304336547852,99.61021423339844,217.54649353027344,22.58271026611328,22.82930564880371,22.808164596557617,22.221525192260742,21.192201614379883,19.087684631347656,18.750898361206055,20.94816780090332,23.056560516357422,25.74222183227539,25.133617401123047,23.612688064575195
Nchelenge,2006,155.47857666015625,162.65505981445313,222.19825744628906,99.73934173583984,40.038246154785156,0.13865995407104492,0.014456872828304768,0.1373211294412613,16.172964096069336,33.40504455566406,122.26740264892578,196.1186065673828,23.537734985351563,23.743656158447266,23.72793960571289,23.396331787109375,22.968990325927734,21.2622013092041,20.91692543029785,23.156280517578125,24.82245635986328,26.700382232666016,25.831987380981445,24.635169982910156
Samfya,2006,212.79293823242188,262.0156555175781,247.27200317382813,67.77702331542969,23.497655868530273,0.23781515657901764,0.008107136003673077,0.03606982156634331,0.8737208247184753,3.125878095626831,83.06819915771484,256.9913635253906,22.694597244262695,22.979101181030273,22.939208984375,22.205406188964844,20.67203140258789,18.195451736450195,17.86669158935547,20.04183006286621,22.08075714111328,25.458581924438477,25.408708572387695,23.670583724975586
Chongwe,2006,163.7800750732422,188.6429443359375,143.97142028808594,8.0633544921875,4.495702743530273,0.7406630516052246,0.07559472322463989,0.09487445652484894,0.24553346633911133,0.7161108255386353,103.67510223388672,234.51629638671875,24.553442001342773,24.596254348754883,24.19544792175293,23.488155364990234,20.763526916503906,18.96196746826172,18.513580322265625,20.94441032409668,23.512624740600586,27.821460723876953,27.849056243896484,25.284271240234375
Kafue,2006,191.25506591796875,193.06761169433594,131.9122772216797,13.588217735290527,3.3512773513793945,0.07562632113695145,0,0.004766795784235001,0.09599161148071289,0.7990697026252747,111.13322448730469,229.1962127685547,24.121530532836914,24.21676254272461,23.71477508544922,22.95722198486328,19.897850036621094,18.06218147277832,17.873268127441406,20.387041091918945,23.096158981323242,27.589099884033203,27.32119369506836,24.798011779785156
Luangwa,2006,142.63726806640625,176.74024963378906,149.2065887451172,5.359442234039307,4.373923301696777,0.8953065276145935,0.023961521685123444,0.06106781214475632,0.08493120223283768,1.1929150819778442,81.7331771850586,220.51393127441406,26.226579666137695,26.285375595092773,25.862211227416992,25.21704864501953,22.427242279052734,20.382871627807617,20.098037719726563,22.560579299926758,25.1939754486084,29.53851890563965,29.718523025512695,27.139480590820313
Lusaka,2006,204.50820922851563,203.76498413085938,127.44325256347656,16.652708053588867,4.071624279022217,0.18108288943767548,0,0,0.2810828983783722,0.2851269841194153,118.77964782714844,239.16224670410156,23.047292709350586,23.147293090820313,23,22.118915557861328,19.02837562561035,17.490541458129883,17.03783416748047,19.53783416748047,21.966209411621094,26.456750869750977,26.147293090820313,23.737834930419922
Chama,2006,221.54647827148438,153.31509399414063,149.5653076171875,82.169403076171875,10.796720504760742,1.3951623439788818,0.4916711747646332,0.06562957912683487,0.4496570825576782,2.2874436378479004,36.034114837646484,133.60775756835938,23.4415225982666,23.23844337463379,23.092504501342773,22.039810180664063,20.57341194152832,18.806598663330078,18.136247634887695,20.339828491210938,22.29219627380371,25.61420440673828,26.196596145629883,24.678678512573242
Chinsali,2006,259.5762634277344,179.04345703125,170.5821990966797,75.21344757080078,14.203436851501465,0.7228221297264099,0.03433806449174881,0.045335084199905396,0.7789490818977356,0.908082902431488,38.27373504638672,151.40272521972656,22.200525283813477,22.358720779418945,22.03032112121582,21.014545440673828,19.74268341064453,17.833927154541016,17.29039192199707,19.519123077392578,21.617128372192383,24.702537536621094,24.936634063720703,23.376789093017578
Isoka,2006,211.64317321777344,134.03445434570313,136.38877868652344,133.8118438720703,35.27062225341797,0.16806188225746155,0.8400150537490845,0.09425479918718338,1.0874202251434326,1.3237168788909912,38.606346130371094,123.954833984375,22.175893783569336,21.93808937072754,21.706388473510742,20.702939987182617,19.653440475463867,18.021120071411133,17.388622283935547,19.405590057373047,21.351703643798828,24.316993713378906,24.7864990234375,23.5297794342041
Mpika,2006,238.67779541015625,223.9203643798828,168.73130798339844,45.17841720581055,7.119535446166992,0.6317446231842041,0.019847573712468147,0.13490302860736847,0.6798322796821594,3.212841749191284,49.92646026611328,188.04649353027344,23.073593139648438,23.28050994873047,23.04482078552246,22.024051666259766,20.46367835998535,18.408918380737305,17.88977813720703,20.00199317932129,22.19343376159668,25.743375778198242,26.133346557617188,24.047922134399414
Nakonde,2006,207.8193817138672,130.18325805664063,135.78836059570313,160.38482666015625,52.79339599609375,0.14023630321025848,0.9543984532356262,0.018986541777849197,1.1663026809692383,1.0655394792556763,38.50864028930664,124.14019775390625,22.070283889770508,22.194480895996094,21.825082778930664,20.94502067565918,20.190288543701172,18.487380981445313,17.88738250732422,19.839353561401367,21.692609786987305,24.372541427612305,24.6416015625,23.38551902770996
Chavuma,2006,227.28976440429688,209.03488159179688,180.87661743164063,47.19573211669922,4.319820404052734,0.10019566863775253,0.00474712485447526,0.15087300539016724,6.55914831161499,13.747267723083496,136.8008270263672,262.0027160644531,23.308229446411133,23.537973403930664,23.567039489746094,22.81106948852539,20.53419303894043,18.19144630432129,18.00693130493164,20.771305084228516,23.987964630126953,27.43789291381836,25.908227920532227,23.942367553710938
Kabompo,2006,225.4279022216797,193.86984252929688,177.40182495117188,49.58574676513672,6.600572109222412,0.5672101378440857,0.04926535114645958,0.2802011966705322,6.058548927307129,18.58213996887207,148.20701599121094,270.14630126953125,23.017024993896484,23.20445442199707,23.089160919189453,22.43697166442871,19.855485916137695,17.348377227783203,17.365093231201172,20.21973991394043,23.42280387878418,26.974124908447266,25.64657974243164,23.764896392822266
Kasempa,2006,184.87623596191406,205.66310119628906,154.55120849609375,38.882808685302734,10.937780380249023,9.554804273648188e-5,0.013550632633268833,0.24649116396903992,3.0594840049743652,11.137118339538574,145.58526611328125,292.7603759765625,22.681875228881836,22.966697692871094,22.68458366394043,21.82561492919922,18.88861846923828,16.659908294677734,16.47631072998047,19.28510093688965,21.9881534576416,25.993642807006836,25.29965591430664,23.370502471923828
Mufumbwe,2006,207.94139099121094,196.22799682617188,155.90269470214844,41.01897048950195,7.053774356842041,0.13090328872203827,0.003788270987570286,0.058086901903152466,3.5198705196380615,17.59219741821289,135.09857177734375,266.3721618652344,23.12937355041504,23.400423049926758,23.161956787109375,22.362659454345703,19.499338150024414,17.094005584716797,16.9891357421875,19.845027923583984,22.793941497802734,26.74127769470215,25.70347023010254,23.77268409729004
Mwinilunga,2006,194.0348358154297,201.68003845214844,226.92416381835938,78.63560485839844,18.118867874145508,0.3492414057254791,0.13276322185993195,1.9556573629379272,17.574411392211914,49.56637191772461,182.30662536621094,258.2251892089844,21.446651458740234,21.659381866455078,21.738920211791992,21.18192481994629,19.035587310791016,16.748159408569336,16.842344284057617,19.479724884033203,21.90821075439453,24.987091064453125,23.92807388305664,22.3341121673584
