district,year,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,tmp_1,tmp_2,tmp_3,tmp_4,tmp_5,tmp_6,tmp_7,tmp_8,tmp_9,tmp_10,tmp_11,tmp_12,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7,ndvi_8,ndvi_9,ndvi_10,ndvi_11,ndvi_12,yield_mt
Luanshya,2001,354.67474365234375,292.15203857421875,283.77294921875,75.9444808959961,0.2258511185646057,0.4951246380805969,0.00861286278814077,0.38313233852386475,4.712637424468994,11.678473472595217,194.01710510253903,307.87890625,22.455568313598633,22.389476776123047,22.589662551879883,21.798646926879883,19.124670028686523,16.73265838623047,15.866936683654783,19.524045944213867,22.58133888244629,24.3886661529541,23.147871017456055,22.398090362548828,6992.345703125,7367.43701171875,7137.2197265625,6867.87255859375,5768.34033203125,5101.4013671875,4200.73095703125,3692.1171875,3631.5546875,3617.587158203125,4774.5322265625,6582.1328125,NA
Lufwanyama,2001,364.07269287109375,271.5954895019531,284.4071960449219,78.80891418457031,0.2617902457714081,0.3246808648109436,0,0.19580118358135223,3.9146711826324463,12.415703773498535,186.8781585693359,323.6521301269531,22.359373092651367,22.23753547668457,22.361597061157227,21.60643768310547,18.7861385345459,16.216901779174805,15.363667488098145,19.158220291137695,22.165992736816406,24.07969665527344,22.82132148742676,22.1529598236084,7643.34716796875,7684.3583984375,7618.1201171875,7550.04248046875,6847.44091796875,6277.50634765625,5393.74072265625,4722.18115234375,4823.603515625,4945.35791015625,6458.8330078125,7411.20849609375,NA
Masaiti,2001,324.4298095703125,289.61309814453125,273.3655700683594,68.16566467285156,0.19989871978759768,1.0768736600875854,0.172465980052948,0.463097631931305,5.570251941680908,12.82622241973877,186.75868225097656,297.0393371582031,22.13017463684082,22.10818099975586,22.313207626342773,21.59589385986328,19.17996597290039,17.027713775634766,16.155838012695313,19.67441749572754,22.61875343322754,24.237852096557617,23.04092025756836,22.221057891845703,7295.63525390625,7651.42724609375,7419.38916015625,7277.646484375,6415.28076171875,5755.6240234375,4874.7705078125,4296.7802734375,3991.580078125,3997.553955078125,5305.39990234375,7033.0810546875,NA
Mpongwe,2001,320.3070068359375,283.0298156738281,262.7337646484375,71.17049407958984,0.24828651547431943,0.16219857335090637,0.04672618955373764,0.2334500402212143,3.4973185062408447,12.968145370483398,176.77796936035156,290.0675354003906,22.67574691772461,22.515451431274418,22.667415618896484,21.826583862304688,19.138229370117188,16.838918685913086,15.819222450256348,19.659873962402344,22.84417724609375,24.661460876464844,23.33399200439453,22.536924362182617,7552.099609375,7642.5322265625,7550.572265625,7370.36962890625,6647.8330078125,6065.79931640625,5160.8505859375,4538.63916015625,4364.92919921875,4331.28076171875,5828.5947265625,7157.4501953125,NA
Mufulira,2001,377.2389526367187,277.2241516113281,281.72186279296875,78.342926025390625,0.22768181562423703,0.5799686908721924,0,0.2615254819393158,5.905574798583984,11.25242805480957,186.6168212890625,317.52801513671875,22.198877334594727,22.161348342895508,22.399824142456055,21.639245986938477,18.94019317626953,16.2430362701416,15.48249340057373,19.005542755126953,21.96703338623047,23.86320686340332,22.76321029663086,22.161243438720703,7183.3876953125,7252.490234375,7194.48291015625,6884.5048828125,6024.5673828125,5402.03466796875,4529.36376953125,4037.583251953125,4064.715576171875,4176.083984375,5538.70263671875,6953.46875,NA
Ndola,2001,354.8819885253906,283.0126037597656,279.6864929199219,74.49101257324219,0.3905774652957916,0.8769804835319519,0.02607899531722068,0.31327250599861145,6.3289971351623535,11.654488563537598,190.7540740966797,318.37738037109375,22.13503646850586,22.13503646850586,22.37392234802246,21.677770614624023,19.094894409179688,16.641944885253906,15.919716835021973,19.41586685180664,22.350900650024418,24.01712226867676,22.89104461669922,22.161115646362305,6873.83251953125,7348.21435546875,7192.734375,6944.740234375,5766.1923828125,5065.58056640625,4114.9345703125,3701.023681640625,3704.650146484375,3554.358642578125,4540.50439453125,6424.654296875,NA
Chadiza,2001,265.214111328125,431.9704284667969,272.1320495605469,33.39621353149414,14.901697158813477,5.983936786651611,2.844674587249756,0.5932414531707764,0.078010663390159607,5.690210342407227,176.59835815429688,253.201904296875,23.12650489807129,23.06477165222168,23.386884689331055,22.657087326049805,20.632871627807617,18.9815731048584,18.300094604492188,20.773683547973633,23.722789764404297,24.957971572875977,24.757492065429688,24.064489364624023,6599.1259765625,6823.19482421875,6834.546875,6689.8662109375,6062.36328125,5557.79296875,4590.1728515625,3999.046630859375,3407.06884765625,3427.78564453125,4452.60888671875,6081.4306640625,NA
Chipata,2001,270.1394958496094,331.8572082519531,228.37559509277344,37.85392379760742,7.104696273803711,1.7839961051940918,0.16718587279319763,0.15889257192611694,0.0705883651971817,5.974668979644775,123.089599609375,229.60609436035156,22.925052642822266,22.94867706298828,23.418968200683594,22.62445831298828,20.590734481811523,18.872655868530273,18.191028594970703,20.71483039855957,23.77707862854004,25.14188003540039,24.88506126403809,23.94867706298828,7156.04296875,7360.9892578125,7280.85205078125,7060.88916015625,6199.7763671875,5650.1416015625,4403.26513671875,3783.870361328125,3341.634765625,3321.58251953125,4417.43896484375,6692.69189453125,NA
Katete,2001,295.05499267578125,433.2502136230469,268.12799072265625,40.839473724365234,10.515064239501951,5.185828685760498,4.862584590911865,0.7865566611289978,0.5231244564056396,4.998188495635986,203.90049743652344,249.14273071289065,23.409029006958008,23.306169509887695,23.6894588470459,22.992319107055664,20.998188018798828,19.23359107971191,18.609691619873047,21.372129440307617,24.36626243591309,25.73371696472168,25.29250717163086,24.285892486572266,6754.91162109375,6990.30126953125,6924.7421875,6631.06787109375,5714.662109375,5133.8544921875,3915.16748046875,3324.169921875,3118.0673828125,3027.9619140625,4048.550048828125,6271.880859375,NA
Lundazi,2001,264.2064514160156,193.65277099609375,182.26882934570313,39.365840911865234,3.964593172073364,1.3094348907470703,0,0.09970946609973907,0.33594754338264465,4.066407680511475,118.3302230834961,216.87322998046875,23.202136993408203,23.438173294067383,23.704282760620117,22.85650062561035,20.702104568481445,18.76029396057129,18.133007049560547,20.38753890991211,23.363191604614254,24.909658432006836,25.000141143798828,24.226909637451172,7072.06787109375,7046.71142578125,7207.35107421875,6906.00927734375,6234.6015625,5769.14453125,4641.8212890625,4036.005615234375,3396.43798828125,3264.672119140625,4675.40673828125,6736.64892578125,NA
Mambwe,2001,277.6324462890625,262.59124755859375,191.04611206054688,40.14044189453125,4.8013691902160645,0.8025837540626526,0.16240060329437256,0.1276663839817047,0.19353382289409635,5.433758735656738,163.18634033203125,211.58441162109375,24.452014923095703,24.417383193969727,24.893754959106445,24.097591400146484,21.781587600708008,19.927490234375,19.295848846435547,22.05074882507324,25.304536819458008,26.755521774291992,26.605688095092773,25.362754821777344,7595.8232421875,7740.046875,7603.29736328125,7337.55615234375,6422.6474609375,5830.0595703125,4345.60205078125,3716.561767578125,3246.244873046875,3339.8837890625,4754.67578125,7479.9306640625,NA
Nyimba,2001,294.36474609375,358.32269287109375,245.68606567382813,40.86809158325195,6.117171287536621,2.3615307807922363,3.183422565460205,0.5223032236099243,0.4606119394302368,4.427718639373779,197.47462463378903,229.4450225830078,24.324073791503903,24.175594329833984,24.564584732055664,23.86834144592285,21.738529205322266,19.872953414916992,19.25612449645996,22.06623649597168,25.171735763549805,26.732553482055664,26.218448638916016,25.026029586791992,7320.23095703125,7428.306640625,7336.9169921875,7037.9189453125,6108.3232421875,5508.3564453125,4161.578125,3535.54296875,3229.051025390625,3200.01318359375,4703.29248046875,6928.64501953125,NA
Petauke,2001,282.1240234375,304.3418273925781,233.9105682373047,41.15314865112305,2.389572858810425,1.499269962310791,2.8379082679748535,0.3457481861114502,0.7819169759750366,5.0209503173828125,161.80120849609375,227.25967407226565,25.127126693725582,25.010845184326172,25.29401397705078,24.599584579467773,22.19077491760254,20.259267807006836,19.529569625854492,22.511987686157227,25.71695327758789,27.51714134216309,26.82212257385254,25.70440101623535,7781.7587890625,7804.98388671875,7585.31103515625,7366.0224609375,6652.46435546875,6072.40966796875,4843.98876953125,4052.5048828125,3462.970703125,3884.0556640625,5119.2490234375,7578.37939453125,NA
Chiengi,2001,303.12127685546875,184.5272216796875,237.96136474609375,74.20600891113281,11.637043952941896,0.5518203973770142,0,0.37787267565727234,26.7596435546875,43.8115119934082,171.3753204345703,215.09011840820313,22.65792465209961,23.250507354736328,23.633941650390625,23.8433895111084,22.95977783203125,21.245134353637695,20.945024490356445,23.45242500305176,25.35048484802246,25.048566818237305,23.165082931518555,22.448566436767575,5219.81689453125,6490.66162109375,6351.07958984375,6568.3662109375,6328.4736328125,5666.29443359375,4422.23095703125,3231.601806640625,3287.23583984375,3913.2705078125,5265.328125,6311.94384765625,NA
Kawambwa,2001,334.7869567871094,197.34999084472656,252.53912353515625,51.1500358581543,4.639885425567627,1.2027902603149414,0.0349273569881916,0.23635439574718475,22.75062370300293,39.43333053588867,199.86534118652344,261.185791015625,21.99394416809082,22.451894760131836,22.760967254638672,22.84379005432129,21.572429656982425,19.55673599243164,19.189651489257813,21.93600082397461,24.24225425720215,24.423192977905273,22.572834014892575,21.92359733581543,6728.80029296875,7590.61962890625,7541.1240234375,7427.38037109375,7071.52392578125,6525.65478515625,5597.39111328125,4907.1591796875,4370.099609375,4931.70654296875,6625.23388671875,7351.990234375,NA
Mansa,2001,356.84600830078125,237.2487640380859,254.84033203125,41.893104553222656,0.8274657130241394,0.355602502822876,0,0.09256645292043686,9.306455612182615,13.453030586242676,172.111083984375,286.0726623535156,22.290937423706055,22.534326553344727,22.719755172729492,22.51311683654785,20.325281143188477,17.821434020996094,17.186777114868164,20.125593185424805,22.951358795166016,24.357099533081055,23.01235580444336,22.207828521728516,7296.693359375,7475.060546875,7391.4658203125,7232.1337890625,6489.4814453125,5815.8369140625,4901.92041015625,4327.2099609375,3968.74658203125,4022.238037109375,5925.67724609375,7366.56396484375,NA
Milenge,2001,372.7704162597656,263.2969970703125,279.7469787597656,60.56779861450195,0.857456624507904,0.7256913185119629,0,0.0178977120667696,3.477294921875,9.418713569641112,181.32217407226565,309.882080078125,22.49737548828125,22.664491653442383,22.906414031982425,22.597557067871097,20.22303581237793,17.623079299926758,16.926454544067383,19.94306182861328,22.834516525268555,24.381023406982425,23.28682327270508,22.536380767822266,7526.39306640625,7670.16748046875,7489.52587890625,7364.82177734375,6719.21337890625,6055.21044921875,4979.31494140625,4396.857421875,4279.77197265625,4436.40087890625,6131.4052734375,7509.9736328125,NA
Mwense,2001,345.6925048828125,208.5812225341797,244.582275390625,40.30619812011719,2.583324909210205,0.7158985137939453,0.02985941804945469,0.16265489161014557,16.19173240661621,27.125497817993164,177.99688720703125,254.8342132568359,22.279449462890625,22.679773330688477,22.89187240600586,22.904909133911133,21.28926658630371,19.022064208984375,18.480876922607425,21.3316707611084,23.9073543548584,24.62560653686523,22.93373680114746,22.196184158325195,7264.08154296875,7586.48779296875,7476.5234375,7395.76806640625,6866.6201171875,6265.654296875,5355.63330078125,4694.140625,4085.088134765625,4443.02783203125,6229.56396484375,7359.4072265625,NA
Nchelenge,2001,284.1912536621094,167.3303985595703,229.1023406982422,67.45996856689453,8.24858283996582,0.1919516623020172,0.00722843641415238,0.0855116918683052,26.437047958374023,43.65131759643555,164.65582275390625,206.50115966796875,23.219451904296875,23.641090393066406,24.01205062866211,24.276567459106445,23.166250228881836,21.269428253173828,20.88514518737793,23.60251808166504,25.716535568237305,25.63921546936035,23.676746368408203,23.039216995239254,4002.70068359375,6125.61279296875,5265.029296875,5813.09375,6479.00146484375,5512.93310546875,4999.3115234375,3868.521240234375,3785.135986328125,3341.041015625,4455.68603515625,5954.9169921875,NA
Samfya,2001,412.2248840332031,278.6976318359375,297.0020446777344,47.531280517578125,1.933412790298462,0.616568386554718,0,0.03068885765969753,1.706412434577942,10.092681884765623,196.57261657714844,326.68048095703125,22.260080337524418,22.564472198486328,22.88943672180176,22.646852493286133,20.51144218444824,17.945749282836914,17.39478874206543,20.135622024536133,22.91495132446289,24.2873592376709,23.20524024963379,22.409250259399418,6074.31591796875,6306.56591796875,6316.4052734375,6077.72802734375,5740.03955078125,5263.24658203125,4685.5791015625,4349.6083984375,4128.81640625,3510.010986328125,4589.50390625,6179.28515625,NA
Chongwe,2001,238.68455505371097,267.5920715332031,181.0572052001953,32.86028289794922,1.5710142850875854,0.09023585915565492,1.59336519241333,0.205047145485878,2.333677053451538,7.829945087432861,126.58756256103516,191.92955017089844,24.31560516357422,23.9359188079834,24.162738800048828,23.27558326721191,20.724451065063477,18.66214179992676,17.585493087768555,21.04149627685547,24.437774658203125,26.49317741394043,25.559349060058594,24.55857276916504,7377.41796875,7465.14990234375,7331.6318359375,7102.07861328125,6478.79931640625,5958.02685546875,5081.40087890625,4496.92333984375,3765.228515625,3500.150146484375,4855.2890625,6761.9384765625,NA
Kafue,2001,204.90440368652344,295.5259704589844,155.5088348388672,32.83354568481445,1.861490488052368,0,0.01906718313694,0.004766795784235,1.5893250703811646,11.49473762512207,112.96015167236328,175.90057373046875,24.011259078979492,23.590600967407227,23.78860664367676,22.902366638183594,20.168237686157227,17.850128173828125,16.816707611083984,20.591516494750977,24.179113388061523,26.341533660888672,25.101797103881836,24.091238021850582,7178.77099609375,7522.232421875,7367.68310546875,7059.24462890625,6233.65625,5600.87890625,4627.236328125,4140.79833984375,3570.427490234375,3321.06494140625,4459.27734375,6540.53271484375,NA
Luangwa,2001,204.3765411376953,270.3770751953125,180.9013671875,22.306581497192383,1.8051095008850095,0.12565673887729645,1.5402095317840576,0.15939685702323914,0.7590732574462891,6.545657157897949,112.58702087402344,179.96612548828125,25.93438148498535,25.677474975585938,25.81308364868164,24.94248390197754,22.27811622619629,20.082773208618164,19.196210861206055,22.57257652282715,26.02731132507324,28.146419525146484,27.426422119140625,26.37114715576172,7339.80859375,7616.0576171875,7524.64453125,7443.5439453125,6907.888671875,6389.509765625,5284.27001953125,4590.06103515625,3709.69140625,3082.899169921875,3691.284423828125,6919.8291015625,NA
Lusaka,2001,239.5261688232422,294.6363220214844,158.7123260498047,42.7663459777832,1.7567514181137085,0,0,0,2.7148730754852295,12.00404453277588,123.89054107666016,188.8217315673828,22.94729232788086,22.637834548950195,23.009456634521484,22.118915557861328,19.32837677001953,17.290542602539063,16.02837562561035,19.73783493041992,23.06620979309082,25.256752014160156,23.856752395629883,23.03783416748047,5869.12939453125,6326.017578125,6139.9111328125,5669.06201171875,4666.21337890625,4107.990234375,3356.95166015625,3156.859375,3048.156494140625,2857.727783203125,3682.813232421875,5223.04052734375,NA
Chama,2001,268.3992004394531,165.45819091796875,173.93214416503906,42.027687072753906,5.0534491539001465,1.3951623439788818,0.01230447087436914,0.04992158710956573,0.780788779258728,4.109882831573486,133.68939208984375,241.0349273681641,22.5236759185791,22.614835739135746,23.078474044799805,22.288890838623047,20.136493682861328,18.474834442138672,17.89711570739746,20.219457626342773,22.892194747924805,24.395008087158203,24.353328704833984,23.461355209350582,7258.5126953125,7286.5546875,7489.4052734375,7183.30517578125,6660.9765625,6104.06201171875,4903.26806640625,4208.3671875,3448.780517578125,3614.149169921875,5059.46435546875,7025.52978515625,NA
Chinsali,2001,333.4352111816406,210.4128265380859,191.48873901367188,31.97795295715332,3.9867210388183594,0.7228221297264099,0,0.0035335891880095,2.1443207263946533,7.476706027984619,184.70396423339844,309.49481201171875,21.335275650024418,21.79891586303711,22.058435440063477,21.34253692626953,19.434371948242188,17.53211212158203,17.051687240600586,19.45305824279785,22.2299747467041,23.508813858032227,23.044511795043945,21.99456787109375,6861.50830078125,6986.982421875,6986.6298828125,6771.0625,6345.3359375,5916.130859375,5185.58251953125,4728.2294921875,4154.7705078125,3806.10009765625,5365.87548828125,6781.728515625,NA
Isoka,2001,262.9843444824219,168.07652282714844,171.22996520996094,58.38192367553711,13.176063537597656,0.22981752455234528,0.06337698549032211,0.0154389115050435,3.700269937515259,6.091549873352051,157.2072296142578,253.95733642578125,21.26228141784668,21.427305221557617,21.835439682006836,21.07992935180664,19.367053985595703,17.721120834350586,17.2778377532959,19.39619255065918,21.95170211791992,23.24604606628418,23.14805030822754,22.15945053100586,6897.71240234375,7206.9765625,7251.51416015625,7099.4228515625,6781.0146484375,6291.4501953125,5192.15087890625,4500.20654296875,3750.632080078125,3690.178955078125,5578.7607421875,6836.52490234375,NA
Mpika,2001,320.5832214355469,221.85015869140625,202.06338500976565,30.261137008666992,1.9934285879135132,0.6894000768661499,0,0.06125612929463386,0.8107244968414307,5.2827863693237305,171.94117736816406,293.0354309082031,22.372814178466797,22.654115676879883,22.911151885986328,22.198780059814453,20.081188201904297,18.036867141723633,17.382577896118164,19.88396644592285,22.911678314208984,24.401580810546875,23.95911407470703,22.903501510620117,7113.3623046875,7172.8779296875,7061.130859375,6851.05615234375,6387.65673828125,5919.23828125,5050.015625,4584.49462890625,3918.7041015625,3804.823974609375,5463.03662109375,6968.23388671875,NA
Nakonde,2001,261.0211181640625,173.03968811035156,161.0104522705078,67.09261322021484,15.57985496520996,0.1593046486377716,0.05318646132946014,0.00465462310239672,7.467936992645264,8.11674976348877,168.96258544921875,264.0391845703125,21.129356384277344,21.74894142150879,22.025083541870117,21.424070358276367,19.985675811767575,18.231218338012695,17.831218719482422,19.939353942871097,22.323251724243164,23.381940841674805,23.031021118164063,21.890132904052734,6557.3212890625,6616.37744140625,6856.462890625,6621.0166015625,6206.7890625,5575.123046875,4390.6865234375,3830.430908203125,3432.707763671875,3144.87548828125,4675.1953125,6398.2060546875,NA
Chavuma,2001,229.46255493164065,297.72589111328125,171.90773010253906,47.19573211669922,1.2006278038024902,0.10019566863775252,0.00474712485447526,0.00446652946993708,1.936525583267212,10.110069274902344,150.64122009277344,309.6207580566406,24.065475463867188,23.799535751342773,24.22264862060547,24.268171310424805,21.992923736572266,18.229965209960938,18.05244827270508,22.56254768371582,25.38788414001465,26.39945411682129,23.948152542114254,23.203920364379883,5772.8837890625,6003.859375,5865.93310546875,5558.212890625,5120.8359375,4791.8876953125,3773.45361328125,3354.477783203125,3646.47900390625,3682.096923828125,4071.15625,5153.4921875,NA
Kabompo,2001,267.6342468261719,249.799072265625,197.1689910888672,47.287628173828125,1.893579363822937,0.5873847007751465,0.04926535114645958,0.01525486353784799,0.9848432540893556,5.953761577606201,165.6382293701172,328.9237976074219,23.4822940826416,23.24107551574707,23.4768123626709,23.40033531188965,20.88798141479492,17.442707061767578,17.165782928466797,21.49757194519043,24.713403701782227,25.903526306152344,23.622718811035156,22.878211975097656,7740.1162109375,7550.99755859375,7589.71875,7599.03955078125,7170.82666015625,6857.07275390625,5904.9404296875,5332.603515625,4984.2451171875,5173.7490234375,6334.509765625,7601.35400390625,NA
Kasempa,2001,296.877685546875,263.84173583984375,249.35345458984375,58.84809112548828,1.0644372701644895,0.02635162696242332,0.01356383226811885,0.08678065240383148,5.124660968780518,12.815581321716309,164.7984619140625,291.6305236816406,22.850976943969727,22.706438064575195,22.784826278686523,22.12445640563965,19.37684440612793,16.612524032592773,15.982474327087402,19.941234588623047,23.178558349609375,24.94380760192871,23.167591094970703,22.4580020904541,7662.841796875,7579.349609375,7574.859375,7452.673828125,6830.3701171875,6268.498046875,5317.7626953125,4639.0107421875,4386.83984375,4658.96630859375,6074.2353515625,7489.63720703125,NA
Mufumbwe,2001,271.6682434082031,253.61219787597656,209.3420562744141,44.976680755615234,1.6142326593399048,0.17651864886283877,0.00378827098757028,0.00616462528705596,3.666609048843384,11.192129135131836,152.5144805908203,308.2472839355469,23.41818046569824,23.19564437866211,23.370405197143555,22.936986923217773,20.20308494567871,17.10486602783203,16.60273551940918,20.748950958251953,24.05656623840332,25.672758102416992,23.65485382080078,22.88318252563477,7632.0126953125,7459.03271484375,7420.25830078125,7341.23681640625,6702.69482421875,6136.5263671875,4974.68896484375,4440.4912109375,4353.8818359375,4641.3857421875,5737.119140625,7342.990234375,NA
Mwinilunga,2001,291.2492370605469,215.5648193359375,253.84228515625,62.26682662963867,5.245565414428711,0.5581697225570679,0.13276322185993197,0.02363671921193599,6.963494777679443,21.25945472717285,186.4424591064453,345.66876220703125,21.880142211914063,21.825359344482425,22.09658432006836,22.131906509399418,19.98748779296875,17.023725509643555,16.804243087768555,20.765798568725582,23.095056533813477,24.069316864013672,21.93796730041504,21.422962188720703,7667.83544921875,7390.38818359375,7518.326171875,7398.96533203125,6788.185546875,6298.78369140625,5212.06640625,4819.29443359375,5357.1162109375,5711.91064453125,6807.19482421875,7691.1767578125,NA
Solwezi,2001,332.2054138183594,222.28469848632813,274.9553527832031,56.519046783447266,0.7966831922531128,0.19287046790122983,0.00391640979796648,0.17104697227478027,7.944255828857422,13.319788932800291,171.10122680664065,319.56597900390625,22.13262367248535,22.094791412353516,22.19196891784668,21.793596267700195,19.226144790649418,16.548852920532227,15.990403175354004,19.79014015197754,22.540302276611328,24.132436752319336,22.33867835998535,21.7002010345459,7697.861328125,7480.47265625,7586.095703125,7416.5625,6773.197265625,6195.4931640625,5234.16650390625,4671.98046875,5045.57080078125,5417.3720703125,6559.77001953125,7641.09375,NA
