district,year,pre_1,pre_2,pre_3,pre_4,pre_5,pre_6,pre_7,pre_8,pre_9,pre_10,pre_11,pre_12,tmp_1,tmp_2,tmp_3,tmp_4,tmp_5,tmp_6,tmp_7,tmp_8,tmp_9,tmp_10,tmp_11,tmp_12,ndvi_1,ndvi_2,ndvi_3,ndvi_4,ndvi_5,ndvi_6,ndvi_7,ndvi_8,ndvi_9,ndvi_10,ndvi_11,ndvi_12,yield_mt
Kabwe,2004,261.9466552734375,192.7576446533203,124.54605865478516,28.186511993408203,1.7913410663604736,0.01036748476326465,0.00518374238163232,0.11222480982542038,0,29.0695743560791,88.83662414550781,181.2008056640625,23.39341735839844,23.20781898498535,23.24968910217285,21.64969062805176,18.220043182373047,17.35301399230957,16.467098236083984,20.00596046447754,22.96409034729004,25.498600006103516,25.860445022583008,23.895273208618164,7135.13671875,7058.45263671875,7089.7939453125,6415.08984375,5336.49365234375,4428.9794921875,3789.578857421875,3291.545654296875,3246.626953125,3730.555419921875,4043.46630859375,5868.5048828125,NA
Kapiri Mposhi,2004,264.0381164550781,205.3528594970703,128.06976318359375,32.67911911010742,1.796655297279358,0.09654675424098969,0.04993018507957458,0.25212982296943665,0.03136852011084556,27.604084014892575,103.06658935546876,209.81825256347656,23.34232521057129,23.27444648742676,23.29046058654785,21.75867080688477,18.31766891479492,17.00936508178711,16.46145248413086,19.910078048706055,23.002918243408203,25.456233978271484,25.81817626953125,23.869321823120117,7222.353515625,6967.88525390625,7062.72998046875,6757.8134765625,6088.98583984375,5269.52392578125,4553.0849609375,3870.836669921875,3733.045166015625,4365.44775390625,4988.20947265625,6206.75439453125,NA
Mkushi,2004,271.34088134765625,223.95187377929688,134.55995178222656,26.342235565185547,2.5074970722198486,1.238728642463684,0.30822211503982544,0.5239502787590027,0.0898393914103508,16.358333587646484,103.993896484375,190.262451171875,23.6307430267334,23.444995880126953,23.644834518432617,22.197792053222656,19.006027221679688,17.575136184692383,17.283578872680664,20.441823959350582,23.135168075561523,25.74529266357422,26.28911018371582,24.167011260986328,7661.5283203125,7293.953125,7303.7509765625,7077.84619140625,6556.33349609375,5894.32470703125,5279.93505859375,4508.66748046875,3911.94140625,4072.3388671875,4951.3212890625,6495.75830078125,NA
Mumbwa,2004,240.89346313476565,196.23004150390625,169.56582641601565,29.889305114746097,2.1544389724731445,0.04323188215494156,0.07712788134813309,0.16152213513851166,2.1012332439422607,46.54570388793945,82.21504974365234,180.92201232910156,23.82393264770508,23.786062240600582,23.788854598999023,22.45775604248047,18.522293090820313,16.512977600097656,16.32586669921875,20.01288604736328,23.469406127929688,25.925249099731445,26.154102325439453,24.44944953918457,7312.2041015625,7244.07666015625,7392.560546875,7018.537109375,6141.80419921875,4988.49755859375,4153.20556640625,3520.58837890625,3314.271484375,3854.643310546875,4450.6435546875,6360.21728515625,NA
Serenje,2004,255.9444580078125,268.5740661621094,158.615966796875,44.939449310302734,3.404766082763672,2.327763319015503,0.09660384804010393,0.3416334390640259,0.26368796825408936,15.12453842163086,85.843475341796875,222.771240234375,23.250513076782227,23.014179229736328,23.456985473632813,22.023284912109375,19.08704376220703,17.2767276763916,17.312522888183594,20.055261611938477,22.511381149291992,25.154720306396484,25.82656478881836,23.664688110351563,7490.462890625,7291.29541015625,7259.29248046875,7106.12646484375,6693.82275390625,6007.42919921875,5390.10546875,4633.5830078125,3977.234375,4205.81884765625,5073.53857421875,6463.62939453125,NA
Chililabombwe,2004,302.38543701171875,240.0090179443359,144.1825714111328,62.04106140136719,0.00228137150406837,0,0.2977173924446106,0.593157172203064,0,27.500038146972656,129.73541259765625,279.89007568359375,22.21368980407715,22.30684280395508,22.413686752319336,21.01140594482422,17.415966033935547,15.41140842437744,15.2136869430542,18.213687896728516,21.211406707763672,23.711406707763672,24.213685989379883,22.513687133789063,7354.56005859375,7482.220703125,7240.19091796875,7224.91552734375,6423.1796875,5313.86328125,4473.50390625,4033.743408203125,4324.49072265625,4918.7119140625,5586.92822265625,6746.22607421875,NA
Chingola,2004,302.92108154296875,238.694580078125,142.23548889160156,60.71710586547851,0.09266187995672226,0,0.23217058181762695,0.6599899530410767,0.04400089755654335,28.620105743408203,130.32505798339844,277.7081298828125,22.310562133789063,22.38011360168457,22.485992431640625,21.04273223876953,17.449352264404297,15.442469596862791,15.159390449523926,18.247392654418945,21.30860137939453,23.78943252563477,24.332693099975582,22.673994064331055,7288.201171875,7201.6064453125,7240.38671875,7032.845703125,6277.71484375,5194.49169921875,4390.96923828125,3867.394775390625,4123.828125,4721.771484375,5250.833984375,6307.97900390625,NA
Kalulushi,2004,307.3098449707031,240.9390106201172,137.2731475830078,58.20742416381836,0.23414309322834015,0,0.20000000298023224,0.7000000476837158,0.10000000149011612,28.707286834716797,127.92941284179688,275.0489807128906,22.53657341003418,22.60243034362793,22.702430725097656,21.236574172973633,17.67071533203125,15.536572456359863,15.270715713500977,18.47071647644043,21.536571502685547,24.070714950561523,24.636571884155273,23.00242805480957,7335.5361328125,7448.7900390625,7555.57275390625,7292.54736328125,6478.6455078125,5500.7353515625,4657.2666015625,4080.111083984375,4175.56689453125,4693.15478515625,5398.40283203125,6395.74169921875,NA
Kitwe,2004,305.329345703125,241.46588134765625,137.841064453125,56.095703125,0.30143216252326965,4.773886466864497e-4,0.19952259957790375,0.6990451812744141,0.10095477104187012,29.289976119995117,124.84986877441406,270.9214782714844,22.799524307250977,22.79904556274414,22.900476455688477,21.500476837158203,18.001909255981445,15.802864074707031,15.603818893432615,18.803342819213867,21.802387237548828,24.40095329284668,24.900476455688477,23.199522018432617,6810.0546875,7032.43603515625,7018.15234375,6767.35693359375,5883.01708984375,4947.19287109375,4192.9736328125,3693.42041015625,3704.865478515625,4141.841796875,4810.60009765625,6045.77880859375,NA
Luanshya,2004,292.86822509765625,237.7731170654297,130.8682098388672,48.5649299621582,0.5591217279434204,0.09211583435535432,0.14233562350273132,0.923743724822998,0.1003706157207489,28.758939743041992,125.73465728759766,262.0899963378906,22.989477157592773,22.98929214477539,23.089847564697266,21.689847946166992,18.216243743896484,16.332658767700195,16.066936492919922,19.407546997070313,22.38134002685547,24.8227596282959,25.24786949157715,23.464181900024418,6974.98095703125,7153.888671875,7176.32568359375,6891.92138671875,5907.8876953125,4933.873046875,4193.13720703125,3610.6044921875,3573.955078125,4113.6865234375,4710.69287109375,5976.97119140625,NA
Lufwanyama,2004,292.6197814941406,232.31948852539065,136.40594482421875,55.146240234375,0.32884883880615234,0.00681022135540843,0.05088167265057564,0.47360435128211975,0.09377405047416688,30.0396785736084,128.57110595703125,268.2348327636719,22.747575759887695,22.832687377929688,22.83252716064453,21.410362243652344,17.772470474243164,15.872105598449709,15.54111671447754,18.752592086791992,21.90840530395508,24.37908363342285,24.829946517944336,23.20828437805176,7640.37353515625,7673.1064453125,7716.46630859375,7572.6064453125,7042.439453125,6262.021484375,5436.16064453125,4701.65234375,4800.5322265625,5614.64111328125,6253.099609375,7084.568359375,NA
Masaiti,2004,285.46002197265625,239.08946228027344,131.4828338623047,41.32870101928711,1.1522116661071775,0.30745312571525574,0.2659931182861328,0.9154494404792786,0.09001794457435608,26.411134719848633,115.26709747314452,257.5231628417969,22.728044509887695,22.703153610229492,22.81823348999023,21.398197174072266,18.19197654724121,16.627714157104492,16.395736694335938,19.66777992248535,22.41875267028809,24.76078414916992,25.14092063903809,23.223190307617188,7303.5908203125,7360.9990234375,7519.84521484375,7231.474609375,6455.26806640625,5546.318359375,4832.10009765625,4041.5791015625,3973.507568359375,4819.10107421875,5327.89013671875,6485.7822265625,NA
Mpongwe,2004,275.07672119140625,221.55206298828125,128.4616241455078,43.527137756347656,1.000537991523743,0.06005134433507919,0.05019480735063553,0.5252354145050049,0.07639093697071075,29.506288528442383,118.53060150146484,249.5978851318359,23.092695236206055,23.107994079589844,23.13045310974121,21.62847137451172,18.107913970947266,16.469345092773438,16.090099334716797,19.468957901000977,22.61165428161621,25.008403778076172,25.377805709838867,23.59531593322754,7624.541015625,7518.1513671875,7502.72509765625,7370.50732421875,6768.79150390625,5996.22265625,5195.0859375,4377.14404296875,4263.65283203125,5100.58837890625,5840.15673828125,6766.17529296875,NA
Mufulira,2004,300.68048095703125,241.1549835205078,143.21253967285156,58.983150482177734,0.22768181562423703,9.474458056502044e-4,0.19908802211284635,0.5479612946510315,0.06433235108852386,28.603979110717773,122.36307525634766,270.9458923339844,22.798843383789063,22.72287368774414,22.93829917907715,21.500770568847656,18.041105270385746,15.843070030212402,15.682493209838867,18.806421279907227,21.766998291015625,24.32659339904785,24.863174438476563,23.161277770996097,7110.68115234375,7248.83935546875,7163.89111328125,6960.71435546875,6156.75,5226.34033203125,4494.9033203125,3955.60986328125,4084.63037109375,4569.08935546875,5141.84130859375,6386.626953125,NA
Ndola,2004,295.0028991699219,247.31387329101565,139.31863403320313,52.15113067626953,0.5992094278335571,0.11712247133255003,0.18719351291656497,0.7004660367965698,0.1777709722518921,27.85750961303711,118.60031127929688,270.5635070800781,22.735036849975582,22.69615173339844,22.91280746459961,21.512805938720703,18.207700729370117,16.241945266723633,16.11971664428711,19.306909561157227,22.150901794433594,24.556007385253903,24.991043090820313,23.161115646362305,6763.880859375,7051.69775390625,7201.9072265625,6844.56201171875,5804.7275390625,4776.552734375,4015.251708984375,3517.475341796875,3525.172119140625,3939.14404296875,4511.68701171875,5833.40869140625,NA
Chadiza,2004,292.9925537109375,223.97360229492188,152.15478515625,72.74608612060547,5.852794170379639,6.465758800506592,2.215186357498169,4.226059436798096,1.2944356203079224,10.81968593597412,60.54509353637695,209.8966827392578,24.148338317871097,23.645498275756836,23.886882781982425,22.476362228393555,19.93585205078125,18.48697280883789,18.600093841552734,21.433609008789063,23.722789764404297,26.017475128173828,26.757492065429688,24.84549903869629,6299.02197265625,6753.55908203125,6839.68603515625,6645.01220703125,6189.904296875,5527.26708984375,4886.1328125,4146.556640625,3539.80712890625,3480.61279296875,3979.197998046875,5129.70361328125,NA
Chipata,2004,265.1501770019531,208.36802673339844,146.27137756347656,61.44868850708008,4.0911641120910645,1.8377957344055176,0.5467423796653748,1.065954327583313,1.142818808555603,10.119773864746094,46.791019439697266,197.30569458007813,23.964027404785156,23.519561767578125,23.91896629333496,22.45357322692871,19.961320877075195,18.4102840423584,18.45340156555176,21.3772029876709,23.76721572875977,26.20891761779785,26.867156982421875,24.719560623168945,6872.4658203125,7347.140625,7248.06298828125,6986.302734375,6250.1103515625,5290.41943359375,4406.6240234375,3641.310546875,3244.885498046875,3443.23095703125,3741.075439453125,5907.90234375,NA
Katete,2004,277.63299560546875,245.309326171875,156.63624572753906,52.19629669189453,7.575185775756836,4.788518905639648,2.7348480224609375,3.567451000213623,1.6539337635040283,12.878479957580566,81.7286605834961,209.9126739501953,24.406169891357425,23.906169891357425,24.192319869995117,22.854053497314453,20.260351181030273,18.73359107971191,18.909692764282227,21.981475830078125,24.348848342895508,26.748271942138672,27.309919357299805,25.088754653930664,6197.669921875,6773.849609375,6875.08837890625,6582.31103515625,5818.017578125,4914.6591796875,4067.5810546875,3353.221435546875,3030.921875,3168.931884765625,3323.42529296875,5330.5205078125,NA
Lundazi,2004,214.8180389404297,205.9714813232422,161.45318603515625,69.31319427490234,3.666731357574463,1.4549320936203003,0.2067898064851761,0.17607928812503815,0.7798566222190857,7.642130374908447,39.5114631652832,170.13967895507813,24.304262161254883,23.98978614807129,24.335792541503903,22.628154754638672,20.162145614624023,18.405366897583008,18.222034454345703,21.005596160888672,23.27130889892578,26.027753829956055,26.9952392578125,24.945415496826172,6826.03125,7080.87890625,7115.75439453125,6985.9580078125,6169.69384765625,5221.06396484375,4423.5029296875,3738.703857421875,3300.908203125,3357.388427734375,3558.927734375,5477.81103515625,NA
Mambwe,2004,235.47821044921875,209.0104522705078,137.8782501220703,51.68055725097656,4.5141119956970215,0.7331361174583435,0.29992786049842834,0.5841964483261108,0.7943455576896667,12.668015480041504,65.76073455810547,178.44422912597656,25.517166137695313,25.017372131347656,25.424968719482425,23.9210147857666,21.158063888549805,19.461727142333984,19.561613082885746,22.63097763061523,25.215879440307617,27.81307601928711,28.69434356689453,26.162744522094727,7388.63134765625,7729.91943359375,7717.33837890625,7373.60400390625,6623.63232421875,5510.00048828125,4441.93408203125,3562.38818359375,3154.927490234375,3221.067626953125,3571.646728515625,6613.97509765625,NA
Nyimba,2004,256.3301696777344,239.03602600097656,146.5979461669922,36.96417236328125,5.759793758392334,1.9507346153259275,1.092376470565796,1.601337194442749,0.6698215007781982,12.69690990447998,86.3105697631836,183.4605407714844,25.285058975219727,24.77559471130371,25.13587188720703,23.728891372680664,21.023351669311523,19.38241958618164,19.55612564086914,22.664352416992188,25.096508026123047,27.733142852783203,28.293617248535156,25.886083602905273,6955.98974609375,7349.4892578125,7320.49169921875,7040.43994140625,6262.52099609375,5258.8779296875,4259.15576171875,3432.440673828125,3083.07373046875,3175.915283203125,3459.059326171875,6319.0703125,NA
Petauke,2004,252.6756591796875,228.99078369140625,140.5631866455078,23.000076293945313,2.7350220680236816,1.095653772354126,0.3806757926940918,0.5696115493774414,0.2011330723762512,12.079463958740234,85.026031494140625,161.17506408691406,26.03310775756836,25.627592086791992,25.87430000305176,24.507585525512695,21.453500747680664,19.846216201782227,19.829648971557617,22.997098922729492,25.566970825195313,28.344573974609375,28.91937828063965,26.63819122314453,7893.740234375,7807.7607421875,7757.5830078125,7516.54248046875,6926.80810546875,5994.234375,5043.4794921875,3910.614501953125,3372.40478515625,3374.40673828125,3828.688232421875,6756.912109375,NA
Chiengi,2004,170.4291534423828,212.45753479003903,263.1830139160156,177.04786682128906,19.539005279541016,0.45194920897483826,0,0.7463648915290833,15.073461532592772,77.5030288696289,104.75108337402344,203.67837524414065,23.657838821411133,23.557838439941406,24.23394203186035,23.65061378479004,22.5358829498291,20.945154190063477,20.84502601623535,23.0430850982666,24.974382400512695,25.648588180541992,25.248477935791016,23.641233444213867,6049.8525390625,6582.79638671875,6232.0439453125,6286.66845703125,6156.806640625,5268.61865234375,4338.46875,3719.93994140625,2885.58447265625,3675.53564453125,5364.40478515625,6490.52392578125,NA
Kawambwa,2004,191.2361602783203,231.5205993652344,279.27423095703125,171.86056518554688,8.554252624511719,0.6818338632583618,0.20710594952106476,0.6412981748580933,5.499011993408203,70.2055435180664,96.485931396484375,232.3724822998047,22.918853759765625,22.87340545654297,23.43085479736328,22.69598960876465,21.01310157775879,19.278247833251953,19.207839965820313,21.656639099121097,23.96665382385254,25.053342819213867,24.657573699951172,22.959959030151367,7745.81494140625,7757.58935546875,7676.03955078125,7668.6845703125,7093.69189453125,6344.763671875,5634.546875,4817.31005859375,4454.20947265625,5146.05126953125,6484.244140625,7537.181640625,NA
Mansa,2004,232.4585418701172,247.1066131591797,214.7117919921875,91.98497009277344,0.5612273812294006,0.00822232011705637,0.1484358161687851,0.17358683049678802,0.3408912420272827,30.526865005493164,92.34748077392578,251.49270629882813,23.02041244506836,22.96096992492676,23.36031150817871,22.374767303466797,19.567537307739254,17.524797439575195,17.30240821838379,20.005653381347656,22.77987289428711,24.89508056640625,25.113849639892575,23.241708755493164,7742.3857421875,7637.64013671875,7448.08642578125,7470.81298828125,6679.61669921875,5830.50390625,5087.72021484375,4338.7041015625,4063.980712890625,4669.2685546875,5591.373046875,7132.8701171875,NA
Milenge,2004,254.1484832763672,274.59857177734375,215.666748046875,88.0348892211914,0.6910853385925293,0.11679445952177048,0.03096269257366657,0.0357954241335392,0.1994812786579132,21.886127471923828,93.46002197265624,271.5663146972656,23.203603744506836,23.151426315307617,23.55423927307129,22.49384498596191,19.42414665222168,17.282848358154297,17.118206024169922,19.956771850585938,22.63934898376465,24.96420669555664,25.42841911315918,23.546030044555664,7770.0615234375,7727.3125,7588.42626953125,7522.81591796875,6774.18603515625,5920.9599609375,5088.42333984375,4424.10302734375,4338.5234375,5174.30126953125,5921.65380859375,7347.20263671875,NA
Mwense,2004,209.6110687255859,226.75209045410156,247.88092041015625,128.5926055908203,2.5300567150115967,0.19722327589988708,0.17927207052707672,0.27484074234962463,1.6412317752838137,53.55400848388672,100.08758544921876,238.35885620117188,23.112363815307617,23.11256980895996,23.5618953704834,22.78397560119629,20.622299194335938,18.77127265930176,18.49761199951172,21.118192672729492,23.723648071289063,25.242340087890625,25.03361701965332,23.279653549194336,7744.92236328125,7708.083984375,7651.79150390625,7568.0009765625,6943.57421875,6120.28955078125,5397.37158203125,4604.0263671875,4166.19482421875,4831.81396484375,6157.228515625,7457.85546875,NA
Nchelenge,2004,175.7492218017578,183.9961700439453,240.7585296630859,142.057861328125,9.339776992797852,0.13865995407104492,0.01445687282830476,0.1373211294412613,8.297262191772461,76.9142074584961,123.30189514160156,209.92007446289065,24.127939224243164,24.02794075012207,24.612049102783203,24.08636474609375,22.666250228881836,20.96942901611328,20.801036834716797,23.176044464111328,25.416534423828125,26.23921585083008,25.747703552246097,24.129247665405273,4680.130859375,5779.923828125,6021.55615234375,5100.8310546875,6261.16357421875,5792.15576171875,4794.533203125,3933.355712890625,3164.358642578125,2947.557861328125,4320.7412109375,4809.78759765625,NA
Samfya,2004,253.12840270996097,320.6083984375,281.000732421875,113.39379119873048,3.2161097526550293,0.23781515657901764,0.00810713600367307,0.03606982156634331,0.2650286853313446,19.498836517333984,79.9642562866211,270.8338623046875,23.097322463989254,23.071186065673828,23.588977813720703,22.5508975982666,19.8297061920166,17.634719848632813,17.528982162475586,20.24881362915039,22.764719009399418,24.95858383178711,25.31229591369629,23.409250259399418,6239.24560546875,5948.39453125,6075.75341796875,6104.75732421875,5720.01513671875,5185.7919921875,4689.23046875,4187.025390625,3787.43359375,3991.234619140625,4229.470703125,5671.40625,NA
Chongwe,2004,238.7615509033203,185.4367218017578,140.41665649414065,14.792461395263672,0.5815377831459045,0.08341651409864426,0.07642260193824768,0.09487445652484894,0.05017110332846641,17.11406135559082,76.75358581542969,134.34446716308594,24.986465454101563,24.58678817749023,24.619632720947266,23.24515151977539,19.861249923706055,18.26214027404785,18.0032901763916,21.417882919311523,24.269620895385746,27.100431442260746,27.64784049987793,25.5881404876709,7691.6455078125,7495.93798828125,7357.1787109375,7182.4306640625,6597.640625,5916.83203125,5269.34912109375,4309.2509765625,3732.078857421875,3614.670654296875,4424.046875,6254.89208984375,NA
Kafue,2004,235.51309204101565,176.10894775390625,152.2518310546875,19.776500701904297,0.4534943103790283,0,0,0.004766795784235,0.15499380230903623,29.03069496154785,73.80077362060547,129.7656707763672,24.509765625,24.19536590576172,24.226409912109375,22.80001449584961,19.1857967376709,17.45012664794922,17.292665481567383,20.87062644958496,23.896156311035156,26.872568130493164,27.081546783447266,25.19622802734375,7559.033203125,7387.6904296875,7378.75439453125,7068.49609375,6339.68310546875,5456.17333984375,4736.42822265625,3998.21533203125,3510.480224609375,3525.2841796875,3916.862548828125,6124.97998046875,NA
Luangwa,2004,205.3615264892578,177.69174194335938,139.86605834960938,10.45645236968994,0.33439481258392334,0.07485820353031158,0.07466192543506622,0.06106781214475632,0.07466165721416473,13.85490894317627,61.88935852050781,119.19401550292967,26.718677520751953,26.27747344970703,26.28764533996582,24.92888832092285,21.460580825805664,19.68277359008789,19.55900764465332,23.036970138549805,25.919410705566406,28.865453720092773,29.52642250061035,27.41017723083496,7499.1083984375,7664.0595703125,7637.23291015625,7456.88720703125,6918.39208984375,6116.29150390625,5336.6337890625,4297.80859375,3648.065673828125,3295.773681640625,3853.251220703125,6123.06298828125,NA
Lusaka,2004,255.6204833984375,186.9014434814453,142.99041748046875,24.808155059814453,0.8621657490730286,0,0,0,0.11891710758209229,33.20808792114258,79.0594253540039,136.38519287109375,23.44729232788086,23.23783302307129,23.418916702270508,21.928375244140625,18.3283748626709,16.890541076660156,16.52837562561035,19.94729232788086,22.766210556030273,25.756750106811523,25.856752395629883,24.137834548950195,6190.5244140625,5900.99267578125,6011.1884765625,5425.43115234375,4653.57373046875,3903.47021484375,3359.083740234375,3036.2236328125,2909.153076171875,2997.379150390625,2987.15771484375,4396.37451171875,NA
Chama,2004,187.66587829589844,225.3271942138672,180.856689453125,93.7552261352539,2.558697462081909,1.7832798957824707,0.2394193559885025,0.06411588191986084,1.3038930892944336,6.819356441497803,29.588970184326172,166.70680236816406,23.706127166748047,23.109485626220703,23.705955505371097,22.111785888671875,19.728538513183594,18.189762115478516,17.899938583374023,20.759206771850582,22.79219627380371,25.450212478637695,26.354333877563477,24.209766387939453,7070.41455078125,7536.40673828125,7396.623046875,7430.4619140625,6563.8818359375,5383.1025390625,4466.14990234375,3779.669189453125,3348.000732421875,3364.328857421875,3515.0263671875,6058.16064453125,NA
Chinsali,2004,197.62060546875,287.7308654785156,224.00308227539065,95.1991958618164,3.069474697113037,0.7228232026100159,0.0240273755043745,0.04533508419990539,3.0027613639831543,13.406819343566896,29.162334442138672,199.9270477294922,22.513744354248047,22.28290748596191,22.72616958618164,21.169780731201172,19.012073516845703,17.256778717041016,17.06011199951172,19.863842010498047,22.11712646484375,24.49333381652832,25.098459243774418,22.85817527770996,7072.3505859375,7220.0888671875,7063.765625,7087.32666015625,6556.35302734375,5891.17236328125,5314.82275390625,4729.55712890625,4330.74853515625,4177.1171875,4547.0693359375,6076.56298828125,NA
Isoka,2004,174.77268981933594,244.2355804443359,182.6334991455078,138.4538116455078,0.9431941509246826,0.28388386964797974,0.05872166156768799,0.0154389115050435,5.730708122253418,9.15578269958496,26.672691345214844,166.6304168701172,22.537443161010746,21.838090896606445,22.43543815612793,20.97992897033691,18.996105194091797,17.521120071411133,17.2778377532959,19.838090896606445,21.851703643798828,24.21699333190918,25.13261032104492,22.88667678833008,6952.23974609375,7440.0595703125,7272.11083984375,7455.9248046875,6970.4384765625,6007.1689453125,5081.05322265625,4335.43212890625,3809.567626953125,3657.254150390625,3890.86474609375,5733.759765625,NA
Mpika,2004,207.1414794921875,284.39337158203125,201.43881225585935,72.08799743652344,4.097274303436279,0.6468533873558044,0.0195043608546257,0.13490302860736847,0.7290160059928894,12.569985389709473,47.42547607421875,208.2759246826172,23.420211791992188,23.195335388183594,23.60785675048828,22.05276870727539,19.49904441833496,17.667015075683594,17.50865936279297,20.329870223999023,22.756277084350582,25.327777862548828,26.059669494628903,23.76771354675293,7186.82080078125,7163.3623046875,7106.14892578125,6983.13525390625,6411.6396484375,5720.0107421875,5111.36474609375,4454.4130859375,3986.826416015625,4012.272216796875,4533.77685546875,6137.7041015625,NA
Nakonde,2004,167.71630859375,246.01478576660156,194.74945068359375,165.56625366210938,0.48910239338874817,0.15905927121639252,0.04840915277600288,0.00477730622515082,9.888226509094238,12.42871379852295,25.511903762817383,168.4640350341797,22.524702072143555,22.094482421875,22.625083923339844,21.29347038269043,19.6856746673584,18.03121757507324,17.831218719482422,20.195560455322266,22.19257164001465,24.2725830078125,25.00255012512207,22.78090476989746,6790.806640625,7136.73779296875,6825.74462890625,6857.98095703125,6243.47705078125,5262.380859375,4377.1806640625,3755.394775390625,3488.71044921875,3632.55126953125,3654.18701171875,5717.486328125,NA
Chavuma,2004,319.4933776855469,215.94615173339844,332.4367980957031,63.477264404296875,4.319820404052734,0.10019566863775252,0.00474712485447526,0.15087300539016724,6.55914831161499,38.62336730957031,92.53810119628906,225.8035888671875,23.742359161376953,24.305400848388672,24.522727966308594,24.17403793334961,20.42988395690918,18.091447830200195,17.96261978149414,20.871225357055664,24.692272186279297,26.337902069091797,25.70384979248047,24.30392265319824,5982.736328125,5791.146484375,5852.69580078125,5793.349609375,5215.5625,4581.82470703125,3914.00634765625,3523.220458984375,3609.5712890625,3956.47998046875,4659.5390625,5166.68017578125,NA
Kabompo,2004,312.47955322265625,198.31427001953125,297.057861328125,64.09874725341797,4.673946857452393,0.5672101378440857,0.04926535114645958,0.2802011966705322,5.415255069732666,41.89441680908203,108.94913482666016,238.7797393798828,23.408594131469727,23.764299392700195,23.93714141845703,23.288490295410156,19.56751823425293,17.161853790283203,17.154890060424805,20.251787185668945,24.293109893798828,25.925378799438477,25.346580505371097,23.978212356567383,7768.44189453125,7862.361328125,7672.60498046875,7833.5615234375,7348.1416015625,6815.09765625,6282.7470703125,5560.828125,4980.43896484375,5697.46240234375,7068.2841796875,7546.791015625,NA
Kasempa,2004,262.36614990234375,212.1719207763672,163.592041015625,46.07354736328125,1.5407052040100098,9.554804273648188e-5,0.01355063263326883,0.24649116396903992,0.90386164188385,38.04500198364258,118.90906524658205,244.0170135498047,23.071935653686523,23.244094848632813,23.255313873291016,21.96720314025879,18.2374267578125,16.264328002929688,16.166154861450195,19.43197250366211,22.87847137451172,25.07011604309082,25.029069900512695,23.56778335571289,7790.0615234375,7457.63525390625,7599.0498046875,7493.935546875,6935.93505859375,6164.42138671875,5407.98681640625,4593.123046875,4275.498046875,5109.056640625,5991.30029296875,7084.2373046875,NA
Mufumbwe,2004,278.8518981933594,200.2613983154297,224.10049438476565,50.03279495239258,2.6974637508392334,0.13090328872203827,0.00378827098757028,0.05808690190315246,2.4007177352905273,37.90903091430664,108.36981964111328,234.6124725341797,23.495325088500977,23.758930206298828,23.865110397338867,22.825136184692383,19.02165412902832,16.791112899780273,16.725969314575195,19.95313835144043,23.69453239440918,25.745040893554688,25.410615921020508,24.007568359375,7679.16943359375,7721.9599609375,7502.6767578125,7408.03662109375,6790.45263671875,6002.70361328125,5276.0625,4542.51513671875,4250.45361328125,4969.76318359375,6158.22314453125,7365.60205078125,NA
Mwinilunga,2004,240.59695434570313,195.5983428955078,232.1939392089844,86.457122802734375,5.316592693328857,0.3492414057254791,0.13276322185993197,1.9556573629379272,10.309816360473633,72.926361083984375,175.42344665527344,256.4527893066406,21.93875312805176,22.28902053833008,22.499813079833984,21.91149139404297,18.812259674072266,16.675539016723633,16.7539005279541,19.47518539428711,22.677900314331055,24.07781219482422,23.70709800720215,22.414587020874023,7887.64990234375,7846.1181640625,7661.19091796875,7730.38232421875,7167.26904296875,6312.64990234375,5587.787109375,5071.47705078125,5363.64892578125,6170.0986328125,7268.59033203125,7754.6298828125,NA
Solwezi,2004,265.233154296875,202.0062255859375,171.59230041503906,65.48783111572266,0.7966831922531128,0.00734203215688467,0.05877033993601799,0.4696785807609558,1.0227891206741333,42.697322845458984,134.3621368408203,256.18426513671875,22.392990112304688,22.602304458618164,22.65692138671875,21.582569122314453,18.15921211242676,16.18004608154297,16.054969787597656,18.970739364624023,22.22140312194824,24.257476806640625,24.23822784423828,22.768556594848633,7879.95263671875,7710.62255859375,7619.94189453125,7655.85546875,7057.68798828125,6225.201171875,5444.158203125,4801.61376953125,4921.216796875,5858.71337890625,6804.7294921875,7496.6923828125,NA
Zambezi,2004,337.8941650390625,213.47279357910156,328.52581787109375,54.993202209472656,3.7160110473632817,0.5488495230674744,0.06742675602436066,0.3473746180534363,6.0415496826171875,34.39122772216797,83.650177001953125,227.32687377929688,23.7308406829834,24.19021797180176,24.40235710144043,23.853696823120117,19.98343849182129,17.59324836730957,17.49281120300293,20.616044998168945,24.708385467529297,26.375232696533203,25.732500076293945,24.307998657226563,6714.44384765625,6828.904296875,6839.67626953125,6729.3740234375,6260.21240234375,5756.26708984375,5176.7177734375,4567.08251953125,4173.00244140625,4767.2255859375,5780.10546875,6417.35546875,NA
Chilubi,2004,238.8920135498047,339.58648681640625,302.6830139160156,122.4203872680664,6.261832237243652,0.4957617223262787,0,0.00880828127264976,0.5127401351928711,19.23554801940918,60.1112060546875,254.76966857910156,23.10397148132324,23.0474796295166,23.51506233215332,22.44022750854492,19.971715927124023,17.907894134521484,17.80413055419922,20.47319221496582,22.924440383911133,25.00280380249023,25.327363967895508,23.316547393798828,6420.75634765625,6138.2607421875,6118.9296875,6065.462890625,5712.99560546875,5198.31396484375,4585.91552734375,4120.46240234375,3888.91796875,3987.947509765625,4400.2314453125,5697.71533203125,NA
